TID,Comment,GroupID,GroupRate,MinGhelld,MaxGhelld,AddDropNumber,AddDropRate,DropItem01,DropItemStack01,DropRate01,DropItem02,DropItemStack02,DropRate02,DropItem03,DropItemStack03,DropRate03,DropItem04,DropItemStack04,DropRate04,DropItem05,DropItemStack05,DropRate05,DropItem06,DropItemStack06,DropRate06,DropItem07,DropItemStack07,DropRate07,DropItem08,DropItemStack08,DropRate08,DropItem09,DropItemStack09,DropRate09,DropItem10,DropItemStack10,DropRate10,DropItem11,DropItemStack11,DropRate11,DropItem12,DropItemStack12,DropRate12,DropItem13,DropItemStack13,DropRate13,DropItem14,DropItemStack14,DropRate14,DropItem15,DropItemStack15,DropRate15
9395,快速修理工具箱,20126,10000,0,0,0,0,20365,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9396,克里奥德矿石,20127,10000,0,0,0,0,20407,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9397,火焰石,20128,10000,0,0,0,0,20408,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9398,德莱茵的眼泪,20201,10000,0,0,0,0,20603,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9399,破旧的马车,20202,10000,0,0,0,0,20612,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9400,卡奥轮的赃物,20203,10000,0,0,0,0,20613,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9401,一组的文件箱子,20204,10000,0,0,0,0,20616,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9402,被遗忘的战士村庄,20205,10000,0,0,0,0,20617,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9403,莫尔斯室草药,20206,10000,0,0,0,0,20619,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9404,露阿的眼泪,20207,10000,0,0,0,0,20622,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9405,贝论心形魔力石,20208,10000,0,0,0,0,20630,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9406,死去的皮,20209,10000,0,0,0,0,20635,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9407,水雾花,20210,10000,0,0,0,0,20643,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9408,古代的石碑,20211,10000,0,0,0,0,20706,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9409,黑幕军粮食部队,20212,10000,0,0,0,0,20646,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9410,会议桌,20213,10000,0,0,0,0,20647,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9411,卵细胞团的尸体,20214,10000,0,0,0,0,20717,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9412,干草车,20215,10000,0,0,0,0,20718,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9413,谷物袋,20216,10000,0,0,0,0,20719,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9414,月雾花,20217,10000,0,0,0,0,20656,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9415,精灵的保佑,20218,10000,0,0,0,0,20664,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9416,马拉枯死的树,20219,10000,0,0,0,0,20673,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9417,精灵的文件箱门,20220,10000,0,0,0,0,20712,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9418,血斧部队粮食,20221,10000,0,0,0,0,20683,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9419,农场近卫兵的尸体,20222,10000,0,0,0,0,20685,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9420,可以收获的玉米,20223,10000,0,0,0,0,20686,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9421,粮食箱子,20224,10000,0,0,0,0,20687,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9422,卸除的文件箱子,20225,10000,0,0,0,0,20692,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9423,古代的石碑,20226,10000,0,0,0,0,20658,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9424,灵魂之花,20227,10000,0,0,0,0,20667,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9425,警备队武器,20301,10000,0,0,0,0,20903,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9426,主要的结果,20302,10000,0,0,0,0,20911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9427,绿色波浪叶草,20303,10000,0,0,0,0,20917,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9428,谷物袋,20304,10000,0,0,0,0,20923,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9429,博尔顿的工具,20305,10000,0,0,0,0,20926,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9430,修理木材,20306,10000,0,0,0,0,20928,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9431,巴比伦的包,20307,10000,0,0,0,0,20931,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9432,团长的帐篷,20308,10000,0,0,0,0,20932,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9433,火焰之决的箱子,20309,10000,0,0,0,0,20936,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9434,飞龙卵,20310,10000,0,0,0,0,20940,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9435,坏了的地质勘探器,20311,10000,0,0,0,0,20948,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9436,蓝色的魔力,20312,10000,0,0,0,0,20949,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9437,魔像雕刻,20313,10000,0,0,0,0,20951,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9438,森林土壤的眼泪,20314,10000,0,0,0,0,20961,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9439,红翅窝,20315,10000,0,0,0,0,20967,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9440,完整的哈比巢,20316,10000,0,0,0,0,20968,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9441,安妮的桁架,20317,10000,0,0,0,0,20973,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9442,记录的水晶,20318,10000,0,0,0,0,20980,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9443,杰曼的尸体,20319,10000,0,0,0,0,20981,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9444,山脉派遣者的尸体,20320,10000,0,0,0,0,20983,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9445,山脉的研究资料,20321,10000,0,0,0,0,20985,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446,疑问的魔力石,20322,10000,0,0,0,0,20995,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9447,疑土,20323,10000,0,0,0,0,21000,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9448,破旧的木箱,20324,10000,0,0,0,0,21273,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9449,安息的柱子,20325,10000,0,0,0,0,21275,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9450,富裕的矿石,20326,10000,0,0,0,0,21277,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9451,可疑的盒子,20327,10000,0,0,0,0,21007,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9452,士兵的尸体,20328,10000,0,0,0,0,21008,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9453,巨大的卵,20329,10000,0,0,0,0,21011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9454,熔岩石,20330,10000,0,0,0,0,21010,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9455,携带品箱,20331,10000,0,0,0,0,21012,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9456,炮弹,20401,10000,0,0,0,0,21103,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9457,破烂的脚石车,20402,10000,0,0,0,0,21104,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,补给箱,20403,10000,0,0,0,0,21106,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9459,枯死的树枝,20404,10000,0,0,0,0,21111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9460,被污染的土,20405,10000,0,0,0,0,21112,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9461,可疑的缸,20406,10000,0,0,0,0,21113,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9462,洛克村里的物品箱,20407,10000,0,0,0,0,21120,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9463,克尔锡矿石,20408,10000,0,0,0,0,21123,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9464,破烂的武器,20409,10000,0,0,0,0,21129,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9465,曼德拉草,20410,10000,0,0,0,0,21135,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9466,可疑的沙堆,20411,10000,0,0,0,0,21143,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9467,死亡的判,20412,10000,0,0,0,0,21145,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9468,死亡之花,20413,10000,0,0,0,0,21157,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9469,墓地之土,20414,10000,0,0,0,0,21158,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9470,巫师的石,20415,10000,0,0,0,0,21155,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9471,被扔掉的武器,20416,10000,0,0,0,0,21165,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9472,彩色标志的给养,20417,10000,0,0,0,0,21164,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9473,瘟疫雾洞,20418,10000,0,0,0,0,21166,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9474,枯死的树枝,20419,10000,0,0,0,0,21167,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475,恶臭的土,20420,10000,0,0,0,0,21170,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9476,侦察兵的尸体,20421,10000,0,0,0,0,21178,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9477,瘟疫的树,20422,10000,0,0,0,0,21184,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478,黑暗的决定,20423,10000,0,0,0,0,21185,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9479,瘟疫草,20424,10000,0,0,0,0,21195,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480,荷尔蒙的尸体,20425,10000,0,0,0,0,21197,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9481,被污染的土,20426,10000,0,0,0,0,21201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9482,成堆的文件箱,20427,10000,0,0,0,0,21204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9483,红色月部队的武器,20428,10000,0,0,0,0,21207,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9484,没有名字的香草,20429,10000,0,0,0,0,21208,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9485,侦察兵的尸体,20430,10000,0,0,0,0,21210,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486,村庄文件箱子,20431,10000,0,0,0,0,21211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487,可疑的盒子,20432,10000,0,0,0,0,21213,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9488,生活用品箱,20433,10000,0,0,0,0,21218,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,绿色食品,20434,10000,0,0,0,0,21219,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490,堕落的雾洞,20435,10000,0,0,0,0,21225,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491,堕落的决定,20436,10000,0,0,0,0,21226,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9492,克拉里奥斯营地的补给马车,20437,10000,0,0,0,0,21234,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493,克拉里奥斯营地的宝物箱,20438,10000,0,0,0,0,21237,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9494,暗月部队文件箱,20439,10000,0,0,0,0,21249,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9495,暗月部队丢掉的武器,20440,10000,0,0,0,0,21246,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9496,红月部队文件箱,20441,10000,0,0,0,0,21254,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9497,月影部队补给箱,20442,10000,0,0,0,0,21260,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,月影部队炮弹,20443,10000,0,0,0,0,21261,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499,月影部队秘密箱子,20444,10000,0,0,0,0,21262,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500,暗日部队文件箱,20445,10000,0,0,0,0,21269,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501,暗日部队文件箱,20446,10000,0,0,0,0,21280,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502,成群的树,20501,10000,0,0,0,0,21408,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9503,种子草药,20502,10000,0,0,0,0,21409,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504,文件箱,20503,10000,0,0,0,0,21417,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9505,梦幻草,20504,10000,0,0,0,0,21423,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9506,枯死的树,20505,10000,0,0,0,0,21414,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9507,可疑的地方,20506,10000,0,0,0,0,21481,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9508,文件箱,20507,10000,0,0,0,0,21426,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9509,影子弓箭部队给养,20508,10000,0,0,0,0,21432,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9510,偷袭用子弹,20509,10000,0,0,0,0,21434,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511,可疑的地方,20510,10000,0,0,0,0,21439,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,疯狂的斧头部队给养,20511,10000,0,0,0,0,21443,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9513,军资保管箱,20512,10000,0,0,0,0,21445,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9514,文件箱,20513,10000,0,0,0,0,21447,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515,噩梦的水晶,20514,10000,0,0,0,0,21453,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516,约束的石板,20515,10000,0,0,0,0,21454,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517,梦的碎片,20516,10000,0,0,0,0,21456,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518,噩梦之卵,20517,10000,0,0,0,0,21461,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9519,文件箱,20518,10000,0,0,0,0,21462,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520,保险柜,20519,10000,0,0,0,0,21466,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9521,被夺走的补给马车,20520,10000,0,0,0,0,21473,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9522,订单箱,20521,10000,0,0,0,0,21474,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9523,保险柜,20522,10000,0,0,0,0,21475,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9524,熟透的玉米,20523,10000,0,0,0,0,21476,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9525,卡纳德的文件箱,20524,10000,0,0,0,0,21478,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9526,高级战士,20525,10000,0,0,0,0,21484,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9527,丢失的物品箱,20526,10000,0,0,0,0,21487,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9528,废弃的武器,20527,10000,0,0,0,0,21493,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9529,卢克德的果实,20528,10000,0,0,0,0,21499,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,文件柜,20529,10000,0,0,0,0,21496,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9531,孢子囊,20530,10000,0,0,0,0,21504,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9532,污染了的树,20531,10000,0,0,0,0,21509,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9533,污染了的土,20532,10000,0,0,0,0,21510,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,红色草药,20601,10000,0,0,0,0,20243,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,未知的文件,20602,10000,0,0,0,0,20244,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,文件箱子,20603,10000,0,0,0,0,20234,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537,理查德曼的粮食,20604,10000,0,0,0,0,20231,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9538,汤姆森的文件,20605,10000,0,0,0,0,20253,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9539,马克斯的识别标志,20606,10000,0,0,0,0,20257,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,海藻,20607,10000,0,0,0,0,20254,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9541,食品箱,20608,10000,0,0,0,0,20262,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9542,裂纹的碎片,20609,10000,0,0,0,0,20265,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543,被污染的土,20610,10000,0,0,0,0,20274,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9544,污染的树枝,20611,10000,0,0,0,0,20276,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545,班草,23000,10000,0,0,0,0,25001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546,古树的皮口袋哥布林,23001,10000,0,0,0,0,25097,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9547,苔藓的岩石,23002,10000,0,0,0,0,25008,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,树枝,23003,10000,0,0,0,0,25010,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9549,蛇草,23004,10000,0,0,0,0,25202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,古树的皮囊,23005,10000,0,0,0,0,25196,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,伤口草,23007,10000,0,0,0,0,25022,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9552,笔杆草,23008,10000,0,0,0,0,25023,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,骷髅草,23009,10000,0,0,0,0,25197,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554,月光草,23011,10000,0,0,0,0,25028,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9555,钢琴草,23012,10000,0,0,0,0,25034,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9556,石头堆,23013,10000,0,0,0,0,25037,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9557,水晶堆,23014,10000,0,0,0,0,25038,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,血石,23015,10000,0,0,0,0,25046,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9559,蜘蛛卵,23016,10000,0,0,0,0,25047,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,蜘蛛栖息地的树,23017,10000,0,0,0,0,25050,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9561,红色土,23018,10000,0,0,0,0,25051,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,黑石头,23019,10000,0,0,0,0,25058,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,脚踏草,23020,10000,0,0,0,0,25060,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564,卡戎草,23021,10000,0,0,0,0,25064,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,水之水晶,23022,10000,0,0,0,0,25068,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,绿色水晶,23023,10000,0,0,0,0,25071,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,新鲜的树,23024,10000,0,0,0,0,25073,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568,苔草,23025,10000,0,0,0,0,25075,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,可疑的装置,23026,10000,0,0,0,0,25077,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9570,博马阵营的皮囊,23028,10000,0,0,0,0,25085,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9571,破庙草,23029,10000,0,0,0,0,25086,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572,水晶,23030,10000,0,0,0,0,25089,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573,木桶,23031,10000,0,0,0,0,25091,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,草,23032,10000,0,0,0,0,25186,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9575,箱子,23033,10000,0,0,0,0,25187,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,矿石,23034,10000,0,0,0,0,25189,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9577,岩石,23035,10000,0,0,0,0,25191,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
