TID,SkillGroup,SkillLevel,Comment,EngName,LocalName,LearnType,Type,Kind,Property,BuffPosition,BuffDelete,InputType,Target,MaxArea_01,MaxArea_02,VolumeArea,MinRange,MaxRange,AutoLearnSkillTID,ComboSkillGroup,ReqHP,ReqMP,NumericalClass,KindValue,SuccessRate,AddDamage,AgroValue, AffectType, AffectDuration, AffectCount,CoolTime,GlobalCoolTime,NextSkillTID,AddtionSkillTID,AddtionRate,ReqItemTID,ReqItemTIDCount,CastMoveAbility,CastingAniID,UpCastingAniID,CastingTime,CastingFailRate,CastingDelayTime,CastingDelayRate,Race,LimitWeapon,LimitMainWeapon,LimitWeaponLevel,OpenPoint,LimitCharLevel,LearnSkillPoint,PreConditionTID_01,PreConditionTID_02,SkillArea,NowGrade,MaxGrade,AniID,AniTime,UpAniID,UpAniTime,EnableMoving,EffectiveRange,AutoAttack,ActionEffectname,CameraID,SkillIconID,EngDesc,LocalDesc,AlarmMsg
129081,12908,1,Lv.47 恶灵谷普通-Lv.47贝纳贝勒下人 (精锐)(7060),SKT_Name_008719,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1633,0,0,0,0,0,7048_030,0,10000,SKT_Desc_008719, ,
129082,12908,2,Lv.47 恶灵谷普通-Lv.47贝纳贝勒下人 (精锐)(7060),SKT_Name_008720,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1567,0,0,0,0,0,7048_031,0,10000,SKT_Desc_008720, ,
129083,12908,3,Lv.47 恶灵谷普通-Lv.47贝纳贝勒下人 (精锐)(7060),SKT_Name_008721,死亡一击,1,1,0,1,0,1,1,4,4,3,5,0,3,0,0,0,0,1,512,100,0,10,0,0,0,1680,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,2100,0,0,0,0,0,7048_034,0,10000,SKT_Desc_008721,<TC '240:163:63' Text'说明:大伤害'/>,
129091,12909,1,Lv.47 恶灵谷普通-Lv.47暗黑管理者贝纳贝勒 (指定)(7135),SKT_Name_008722,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1200,0,0,0,0,0,7081_030,0,10000,SKT_Desc_008722, ,
129092,12909,2,Lv.47 恶灵谷普通-Lv.47暗黑管理者贝纳贝勒 (指定)(7135),SKT_Name_008723,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1200,0,0,0,0,0,7081_031,0,10000,SKT_Desc_008723, ,
129093,12909,3,Lv.47 恶灵谷普通-Lv.47暗黑管理者贝纳贝勒 (指定)(7135),SKT_Name_008724,灵魂呐喊,1,1,0,1,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,906,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,1133,0,0,0,0,0,7081_034,0,10000,SKT_Desc_008724,<TC '240:163:63' Text'大伤害.'/>,
129094,12909,4,Lv.47 恶灵谷普通-Lv.47暗黑管理者贝纳贝勒 (指定)(7135),SKT_Name_008725,恐怖呐喊,1,3,2,0,1,0,1,4,6,6,5,0,6,0,0,0,0,1,0,100,0,10,1,5000,0,1066,0,0,0,0,0,0,0,34,0,3000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,1333,0,0,0,0,0,7081_052,0,10000,SKT_Desc_008725,<TC '240:163:63' Text'恐怖持续5秒.'/>,
129095,12909,5,Lv.47 恶灵谷普通-Lv.47暗黑管理者贝纳贝勒 (指定)(7135),SKT_Name_008726,灵魂赞歌,1,2,0,1,0,1,2,1,0,0,1,0,3,0,0,0,0,0,50,100,0,10,1,30000,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,68,1333,0,0,0,0,0,7081_068,0,20002,SKT_Desc_008726,<TC '240:163:63' Text'魔法攻击增加50%持续30秒.'/>,
129101,12910,1,Lv.47 恶灵谷普通-Lv.47丢拉汗 (精锐)(3003),SKT_Name_008727,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1600,0,0,0,0,0,3003_030,0,10000,SKT_Desc_008727, ,
129102,12910,2,Lv.47 恶灵谷普通-Lv.47丢拉汗 (精锐)(3003),SKT_Name_008728,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1667,0,0,0,0,0,3003_031,0,10000,SKT_Desc_008728, ,
129103,12910,3,Lv.47 恶灵谷普通-Lv.47丢拉汗 (精锐)(3003),SKT_Name_008729,死亡之结,1,1,0,1,0,1,2,4,0,0,1,0,3,0,0,0,0,1,512,100,0,10,0,0,0,1334,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,1667,0,0,0,0,0,3003_034,0,10000,SKT_Desc_008729,<TC '240:163:63' Text'说明:大伤害'/>,
129111,12911,1,Lv.47 恶灵谷普通-Lv.47丢拉汗纳伊特 (精锐)(3005),SKT_Name_008730,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1600,0,0,0,0,0,3003_030,0,10000,SKT_Desc_008730, ,
129112,12911,2,Lv.47 恶灵谷普通-Lv.47丢拉汗纳伊特 (精锐)(3005),SKT_Name_008731,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1667,0,0,0,0,0,3003_031,0,10000,SKT_Desc_008731, ,
129113,12911,3,Lv.47 恶灵谷普通-Lv.47丢拉汗纳伊特 (精锐)(3005),SKT_Name_008732,死亡之结,1,3,0,2,1,0,2,4,0,0,1,0,3,0,0,0,0,0,0,100,0,10,1,0,0,1334,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,1667,0,0,0,0,0,3003_034,0,20503,SKT_Desc_008732,<TC '240:163:63' Text'说明:大伤害'/>,
129121,12912,1,Lv.47 恶灵谷普通-Lv.47死亡管理者克瓦特利卡 (BOSS)(1052),SKT_Name_008733,基本攻击1号,1,1,0,0,0,1,1,4,13,18,5,0,13,0,0,0,0,1,0,100,0,10,0,0,0,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,2900,0,0,0,0,0,1052_030,0,10000,SKT_Desc_008733, ,
129122,12912,2,Lv.47 恶灵谷普通-Lv.47死亡管理者克瓦特利卡 (BOSS)(1052),SKT_Name_008734,基本攻击2号,1,1,0,0,0,1,1,4,13,18,5,0,13,0,0,0,0,1,0,100,0,10,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,2267,0,0,0,0,0,1052_031,0,10000,SKT_Desc_008734, ,
129123,12912,3,Lv.47 恶灵谷普通-Lv.47死亡管理者克瓦特利卡 (BOSS)(1052),SKT_Name_008735,冤魂一击,1,1,0,1,0,1,1,4,20,20,5,0,20,0,0,0,0,1,1024,100,0,10,0,0,0,3254,0,0,0,0,0,0,0,34,0,3000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,4067,0,0,0,0,0,1052_034,0,10000,SKT_Desc_008735,<TC '240:163:63' Text'说明:大伤害'/>,
129124,12912,4,Lv.47 恶灵谷普通-Lv.47死亡管理者克瓦特利卡 (BOSS)(1052),SKT_Name_008736,死神镰刀,1,1,0,1,0,1,1,4,10,0,5,0,10,0,0,0,0,1,1024,100,0,10,0,0,0,2240,0,0,0,0,0,0,0,34,0,4000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,2800,0,0,0,0,0,1052_052,0,10000,SKT_Desc_008736,<TC '240:163:63' Text'说明:大伤害'/>,
129125,12912,5,Lv.47 恶灵谷普通-Lv.47死亡管理者克瓦特利卡 (BOSS)(1052),SKT_Name_008737,恐怖呐喊,1,3,2,0,1,0,1,4,30,0,5,0,30,0,0,0,0,1,0,100,0,10,1,5000,0,1654,0,0,129126,100,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,68,2067,0,0,0,0,0,1052_068,0,10000,SKT_Desc_008737,<TC '240:163:63' Text'恐怖持续5秒.'/>,
129126,12912,6,Lv.47 恶灵谷普通-Lv.47死亡管理者克瓦特利卡 (BOSS)(1052),SKT_Name_008738,死亡祝福,1,2,0,8,0,1,1,1,1,0,1,0,3,0,0,0,0,0,200,100,0,10,1,60000,0,1654,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,68,2067,0,0,0,0,0,1052_068,0,20009,SKT_Desc_008738,<TC '240:163:63' Text'攻击速度增加200%持续60秒.'/>,
129131,12913,1,Lv.47 恶灵谷困难-Lv.47雾罩触手 (精锐)(5063),SKT_Name_008739,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,2167,0,0,0,0,0,5063_030,0,10000,SKT_Desc_008739, ,
129132,12913,2,Lv.47 恶灵谷困难-Lv.47雾罩触手 (精锐)(5063),SKT_Name_008740,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1833,0,0,0,0,0,5063_031,0,10000,SKT_Desc_008740, ,
129133,12913,3,Lv.47 恶灵谷困难-Lv.47雾罩触手 (精锐)(5063),SKT_Name_008741,雾罩鞭策,1,1,0,1,0,1,2,4,0,0,1,0,3,0,0,0,0,1,512,100,0,10,0,0,0,1734,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,2167,0,0,0,0,0,5063_034,0,10000,SKT_Desc_008741,<TC '240:163:63' Text'说明:大伤害'/>,
129141,12914,1,Lv.47 恶灵谷困难-Lv.47戴特拉祭物 (精锐)(3024),SKT_Name_008742,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1333,0,0,0,0,0,3024_030,0,10000,SKT_Desc_008742, ,
129142,12914,2,Lv.47 恶灵谷困难-Lv.47戴特拉祭物 (精锐)(3024),SKT_Name_008743,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1333,0,0,0,0,0,3024_031,0,10000,SKT_Desc_008743, ,
129143,12914,3,Lv.47 恶灵谷困难-Lv.47戴特拉祭物 (精锐)(3024),SKT_Name_008744,暗黑一击,1,1,0,1,0,1,2,4,0,0,1,0,3,0,0,0,0,1,512,100,0,10,0,0,0,1600,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,2000,0,0,0,0,0,3024_034,0,10000,SKT_Desc_008744,<TC '240:163:63' Text'说明:大伤害'/>,
129144,12914,4,Lv.47 恶灵谷困难-Lv.47戴特拉祭物 (精锐)(3024),SKT_Name_008745,祭物召唤,1,4,3,1,0,1,1,1,3,0,1,0,3,0,0,0,0,1,1015,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10000,SKT_Desc_008745,<TC '240:163:63' Text'召唤戴特拉的一个雕塑'/>,
129151,12915,1,Lv.47 恶灵谷困难-Lv.47戴特拉雕刻 (精锐)(5064),SKT_Name_008746,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,2167,0,0,0,0,0,5063_030,0,10000,SKT_Desc_008746, ,
129152,12915,2,Lv.47 恶灵谷困难-Lv.47戴特拉雕刻 (精锐)(5064),SKT_Name_008747,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1833,0,0,0,0,0,5063_031,0,10000,SKT_Desc_008747, ,
129153,12915,3,Lv.47 恶灵谷困难-Lv.47戴特拉雕刻 (精锐)(5064),SKT_Name_008748,猛毒触手,1,3,0,12,1,0,2,4,0,0,1,0,3,0,0,0,0,1,512,100,0,10,2,2000,3,1466,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,1833,0,0,0,0,0,5063_052,0,20513,SKT_Desc_008748,<TC '240:163:63' Text'每2秒伤害512持续6秒.'/>,
129161,12916,1,Lv.47 恶灵谷困难-Lv.47蛆虫触手戴特拉 (指定)(5065),SKT_Name_008749,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,2167,0,0,0,0,0,5063_030,0,10000,SKT_Desc_008749, ,
129162,12916,2,Lv.47 恶灵谷困难-Lv.47蛆虫触手戴特拉 (指定)(5065),SKT_Name_008750,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1833,0,0,0,0,0,5063_031,0,10000,SKT_Desc_008750, ,
129163,12916,3,Lv.47 恶灵谷困难-Lv.47蛆虫触手戴特拉 (指定)(5065),SKT_Name_008751,蛆虫鞭策,1,1,0,1,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1734,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,2167,0,0,0,0,0,5063_034,0,10000,SKT_Desc_008751,<TC '240:163:63' Text'说明:大伤害'/>,
129164,12916,4,Lv.47 恶灵谷困难-Lv.47蛆虫触手戴特拉 (指定)(5065),SKT_Name_008752,戴特拉诅咒,1,3,0,12,1,0,2,4,0,0,1,0,3,0,0,0,0,1,512,100,0,10,2,2000,5,1466,0,0,0,0,0,0,0,34,0,2500,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,1833,0,0,0,0,0,5063_052,0,20513,SKT_Desc_008752,<TC '240:163:63' Text'每2秒伤害512持续10秒.'/>,
129165,12916,5,Lv.47 恶灵谷困难-Lv.47蛆虫触手戴特拉 (指定)(5065),SKT_Name_008753,疫病活性化,1,2,0,1,0,1,2,1,0,0,1,0,3,0,0,0,0,0,50,100,0,10,1,30000,0,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,68,2333,0,0,0,0,0,5063_068,0,20002,SKT_Desc_008753,<TC '240:163:63' Text'魔法攻击增加50%持续30秒.'/>,
129171,12917,1,Lv.47 恶灵谷困难-Lv.47死尸虫 (精锐)(9067),SKT_Name_008754,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1333,0,0,0,0,0,9066_030,0,10000,SKT_Desc_008754, ,
129172,12917,2,Lv.47 恶灵谷困难-Lv.47死尸虫 (精锐)(9067),SKT_Name_008755,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1400,0,0,0,0,0,9066_031,0,10000,SKT_Desc_008755, ,
129173,12917,3,Lv.47 恶灵谷困难-Lv.47死尸虫 (精锐)(9067),SKT_Name_008756,死尸雾罩,1,1,0,1,0,1,2,4,0,0,1,0,3,0,0,0,0,1,512,100,0,10,0,0,0,2134,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,2667,0,0,0,0,0,9066_034,0,10000,SKT_Desc_008756,<TC '240:163:63' Text'说明:大伤害'/>,
129181,12918,1,Lv.47 恶灵谷困难-Lv.47苦痛冤魂 (精锐)(3025),SKT_Name_008757,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1333,0,0,0,0,0,3024_030,0,10000,SKT_Desc_008757, ,
129182,12918,2,Lv.47 恶灵谷困难-Lv.47苦痛冤魂 (精锐)(3025),SKT_Name_008758,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1333,0,0,0,0,0,3024_031,0,10000,SKT_Desc_008758, ,
129183,12918,3,Lv.47 恶灵谷困难-Lv.47苦痛冤魂 (精锐)(3025),SKT_Name_008759,冤魂呐喊呐喊,1,3,0,12,1,0,3,4,20,0,5,0,3,0,0,0,0,1,512,100,0,10,2,2000,3,1786,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,2233,0,0,0,0,0,3024_052,0,20513,SKT_Desc_008759,<TC '240:163:63' Text'每2秒伤害512持续6秒.'/>,
129191,12919,1,Lv.47 恶灵谷困难-Lv.47遗忘管理者莱卡图斯 (指定)(7129),SKT_Name_008760,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1667,0,0,0,0,0,7008_030,0,10000,SKT_Desc_008760, ,
129192,12919,2,Lv.47 恶灵谷困难-Lv.47遗忘管理者莱卡图斯 (指定)(7129),SKT_Name_008761,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1833,0,0,0,0,0,7008_031,0,10000,SKT_Desc_008761, ,
129193,12919,3,Lv.47 恶灵谷困难-Lv.47遗忘管理者莱卡图斯 (指定)(7129),SKT_Name_008762,莱卡图斯权能,1,1,0,1,0,1,1,4,5,0,5,0,17,0,0,0,0,1,512,100,0,10,0,0,0,1866,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,2333,0,0,0,0,0,7008_034,0,10000,SKT_Desc_008762,<TC '240:163:63' Text'说明:大伤害'/>,
129194,12919,4,Lv.47 恶灵谷困难-Lv.47遗忘管理者莱卡图斯 (指定)(7129),SKT_Name_008763,遗忘诅咒,1,3,0,3,1,0,1,4,4,10,5,0,10,0,0,0,0,0,30,100,0,10,1,12000,0,1866,0,0,0,0,0,0,0,34,0,3000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,2333,0,0,0,0,0,7008_052,0,20504,SKT_Desc_008763,<TC '240:163:63' Text'魔法防御减少30%持续12秒.'/>,
129195,12919,5,Lv.47 恶灵谷困难-Lv.47遗忘管理者莱卡图斯 (指定)(7129),SKT_Name_008764,遗忘祝福,1,2,0,1,0,1,2,1,0,0,1,0,3,0,0,0,0,0,50,100,0,10,1,30000,0,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,68,2333,0,0,0,0,0,7008_068,0,20002,SKT_Desc_008764,<TC '240:163:63' Text'魔法攻击增加50%持续30秒.'/>,
129201,12920,1,Lv.47 恶灵谷困难-Lv.47鲁伍林执行者 (精锐)(7057),SKT_Name_008765,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1933,0,0,0,0,0,7027_030,0,10000,SKT_Desc_008765, ,
129202,12920,2,Lv.47 恶灵谷困难-Lv.47鲁伍林执行者 (精锐)(7057),SKT_Name_008766,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1867,0,0,0,0,0,7027_031,0,10000,SKT_Desc_008766, ,
129203,12920,3,Lv.47 恶灵谷困难-Lv.47鲁伍林执行者 (精锐)(7057),SKT_Name_008767,灵魂一击,1,1,0,1,0,1,2,4,0,0,1,0,3,0,0,0,0,1,512,100,0,10,0,0,0,1734,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,2167,0,0,0,0,0,7027_034,0,10000,SKT_Desc_008767,<TC '240:163:63' Text'说明:大伤害'/>,
129211,12921,1,Lv.47 恶灵谷困难-Lv.47鲁伍林处刑者 (精锐)(7058),SKT_Name_008768,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1433,0,0,0,0,0,7028_030,0,10000,SKT_Desc_008768, ,
129212,12921,2,Lv.47 恶灵谷困难-Lv.47鲁伍林处刑者 (精锐)(7058),SKT_Name_008769,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1433,0,0,0,0,0,7028_031,0,10000,SKT_Desc_008769, ,
129213,12921,3,Lv.47 恶灵谷困难-Lv.47鲁伍林处刑者 (精锐)(7058),SKT_Name_008770,处刑箭,1,1,0,1,0,1,2,4,0,0,1,0,17,0,0,0,0,1,512,100,0,10,0,0,0,986,0,0,129214,100,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,1233,0,0,0,0,0,7028_034,0,10000,SKT_Desc_008770,<TC '240:163:63' Text'说明:大伤害'/>,
129214,12921,4,Lv.47 恶灵谷困难-Lv.47鲁伍林处刑者 (精锐)(7058),SKT_Name_008771,杀气波动,1,3,0,12,1,0,2,4,0,0,1,0,17,0,0,0,0,1,512,100,0,10,2,2000,3,986,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,1233,0,0,0,0,0,7028_034,0,20513,SKT_Desc_008771,<TC '240:163:63' Text'每2秒伤害512持续6秒.'/>,
129221,12922,1,Lv.47 恶灵谷困难-Lv.47屠杀者鲁伍林 (指定)(7059),SKT_Name_008772,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1933,0,0,0,0,0,7029_030,0,10000,SKT_Desc_008772, ,
129222,12922,2,Lv.47 恶灵谷困难-Lv.47屠杀者鲁伍林 (指定)(7059),SKT_Name_008773,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1500,0,0,0,0,0,7029_031,0,10000,SKT_Desc_008773, ,
129223,12922,3,Lv.47 恶灵谷困难-Lv.47屠杀者鲁伍林 (指定)(7059),SKT_Name_008774,鲜血一击,1,1,0,1,0,1,2,4,0,0,1,0,17,0,0,0,0,1,512,100,0,10,0,0,0,1600,0,0,129224,100,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,2000,0,0,0,0,0,7029_034,0,10000,SKT_Desc_008774,<TC '240:163:63' Text'说明:大伤害'/>,
129224,12922,4,Lv.47 恶灵谷困难-Lv.47屠杀者鲁伍林 (指定)(7059),SKT_Name_008775,鲜血波动,1,3,0,12,1,0,2,4,0,0,1,0,17,0,0,0,0,1,512,100,0,10,2,2000,5,1600,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,36,2000,0,0,0,0,0,7029_034,0,20513,SKT_Desc_008775,<TC '240:163:63' Text'每2秒伤害512持续10秒.'/>,
129225,12922,5,Lv.47 恶灵谷困难-Lv.47屠杀者鲁伍林 (指定)(7059),SKT_Name_008776,死亡睡眠,1,3,3,0,1,0,1,4,25,0,5,0,25,0,0,0,0,1,0,100,0,10,1,8000,0,1866,0,129226,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,68,2333,0,0,0,0,0,7029_068,0,10000,SKT_Desc_008776,<TC '240:163:63' Text'睡眠持续8秒.'/>,
129226,12922,6,Lv.47 恶灵谷困难-Lv.47屠杀者鲁伍林 (指定)(7059),SKT_Name_008777,狂气呐喊,1,1,0,1,0,1,1,4,6,0,5,0,6,0,0,0,0,1,512,100,0,10,0,0,0,1866,0,0,0,0,0,0,0,34,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,2333,0,0,0,0,0,7029_052,0,10000,SKT_Desc_008777,<TC '240:163:63' Text'说明:大伤害'/>,
129231,12923,1,Lv.47 恶灵谷困难-Lv.47贝纳贝勒奴隶 (精锐)(7066),SKT_Name_008778,基本攻击1号,1,1,0,0,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30,1333,0,0,0,0,0,7003_030,0,10000,SKT_Desc_008778, ,
129232,12923,2,Lv.47 恶灵谷困难-Lv.47贝纳贝勒奴隶 (精锐)(7066),SKT_Name_008779,基本攻击2号,1,1,0,0,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,31,1333,0,0,0,0,0,7003_031,0,10000,SKT_Desc_008779, ,
