TID,StatClass,StatPoint,StrPOPMin,StrPOPMax,ConMaxHp,ConHPR,WisMOPMin,WisMOPMax,MenMaxMp,MenMPR,AgilityDP,AgilityAP,AgilityCP
5480,360,1,720,720,8280,360,720,720,4320,360,396,234,331
5481,361,1,722,722,8303,361,722,722,4332,361,397,235,332
5482,362,1,724,724,8326,362,724,724,4344,362,398,235,333
5483,363,1,726,726,8349,363,726,726,4356,363,399,236,334
5484,364,1,728,728,8372,364,728,728,4368,364,400,237,335
5485,365,1,730,730,8395,365,730,730,4380,365,402,237,336
5486,366,1,732,732,8418,366,732,732,4392,366,403,238,337
5487,367,1,734,734,8441,367,734,734,4404,367,404,239,338
5488,368,1,736,736,8464,368,736,736,4416,368,405,239,339
5489,369,1,738,738,8487,369,738,738,4428,369,406,240,339
5490,370,1,740,740,8510,370,740,740,4440,370,407,241,340
5491,371,1,742,742,8533,371,742,742,4452,371,408,241,341
5492,372,1,744,744,8556,372,744,744,4464,372,409,242,342
5493,373,1,746,746,8579,373,746,746,4476,373,410,242,343
5494,374,1,748,748,8602,374,748,748,4488,374,411,243,344
5495,375,1,750,750,8625,375,750,750,4500,375,413,244,345
5496,376,1,752,752,8648,376,752,752,4512,376,414,244,346
5497,377,1,754,754,8671,377,754,754,4524,377,415,245,347
5498,378,1,756,756,8694,378,756,756,4536,378,416,246,348
5499,379,1,758,758,8717,379,758,758,4548,379,417,246,349
5500,380,1,760,760,8740,380,760,760,4560,380,418,247,350
5501,381,1,762,762,8763,381,762,762,4572,381,419,248,351
5502,382,1,764,764,8786,382,764,764,4584,382,420,248,351
5503,383,1,766,766,8809,383,766,766,4596,383,421,249,352
5504,384,1,768,768,8832,384,768,768,4608,384,422,250,353
5505,385,1,770,770,8855,385,770,770,4620,385,424,250,354
5506,386,1,772,772,8878,386,772,772,4632,386,425,251,355
5507,387,1,774,774,8901,387,774,774,4644,387,426,252,356
5508,388,1,776,776,8924,388,776,776,4656,388,427,252,357
5509,389,1,778,778,8947,389,778,778,4668,389,428,253,358
5510,390,1,780,780,8970,390,780,780,4680,390,429,254,359
5511,391,1,782,782,8993,391,782,782,4692,391,430,254,360
5512,392,1,784,784,9016,392,784,784,4704,392,431,255,361
5513,393,1,786,786,9039,393,786,786,4716,393,432,255,362
5514,394,1,788,788,9062,394,788,788,4728,394,433,256,362
5515,395,1,790,790,9085,395,790,790,4740,395,435,257,363
5516,396,1,792,792,9108,396,792,792,4752,396,436,257,364
5517,397,1,794,794,9131,397,794,794,4764,397,437,258,365
5518,398,1,796,796,9154,398,796,796,4776,398,438,259,366
5519,399,1,798,798,9177,399,798,798,4788,399,439,259,367
5520,400,1,800,800,9200,400,800,800,4800,400,440,260,368
5521,401,1,802,802,9223,401,802,802,4812,401,441,261,369
5522,402,1,804,804,9246,402,804,804,4824,402,442,261,370
5523,403,1,806,806,9269,403,806,806,4836,403,443,262,371
5524,404,1,808,808,9292,404,808,808,4848,404,444,263,372
5525,405,1,810,810,9315,405,810,810,4860,405,446,263,373
5526,406,1,812,812,9338,406,812,812,4872,406,447,264,374
5527,407,1,814,814,9361,407,814,814,4884,407,448,265,374
5528,408,1,816,816,9384,408,816,816,4896,408,449,265,375
5529,409,1,818,818,9407,409,818,818,4908,409,450,266,376
5530,410,1,820,820,9430,410,820,820,4920,410,451,267,377
5531,411,1,822,822,9453,411,822,822,4932,411,452,267,378
5532,412,1,824,824,9476,412,824,824,4944,412,453,268,379
5533,413,1,826,826,9499,413,826,826,4956,413,454,268,380
5534,414,1,828,828,9522,414,828,828,4968,414,455,269,381
5535,415,1,830,830,9545,415,830,830,4980,415,457,270,382
5536,416,1,832,832,9568,416,832,832,4992,416,458,270,383
5537,417,1,834,834,9591,417,834,834,5004,417,459,271,384
5538,418,1,836,836,9614,418,836,836,5016,418,460,272,385
5539,419,1,838,838,9637,419,838,838,5028,419,461,272,385
5540,420,1,840,840,9660,420,840,840,5040,420,462,273,386
5541,421,1,842,842,9683,421,842,842,5052,421,463,274,387
5542,422,1,844,844,9706,422,844,844,5064,422,464,274,388
5543,423,1,846,846,9729,423,846,846,5076,423,465,275,389
5544,424,1,848,848,9752,424,848,848,5088,424,466,276,390
5545,425,1,850,850,9775,425,850,850,5100,425,468,276,391
5546,426,1,852,852,9798,426,852,852,5112,426,469,277,392
5547,427,1,854,854,9821,427,854,854,5124,427,470,278,393
5548,428,1,856,856,9844,428,856,856,5136,428,471,278,394
5549,429,1,858,858,9867,429,858,858,5148,429,472,279,395
5550,430,1,860,860,9890,430,860,860,5160,430,473,280,396
5551,431,1,862,862,9913,431,862,862,5172,431,474,280,397
5552,432,1,864,864,9936,432,864,864,5184,432,475,281,397
5553,433,1,866,866,9959,433,866,866,5196,433,476,281,398
5554,434,1,868,868,9982,434,868,868,5208,434,477,282,399
5555,435,1,870,870,10005,435,870,870,5220,435,479,283,400
5556,436,1,872,872,10028,436,872,872,5232,436,480,283,401
5557,437,1,874,874,10051,437,874,874,5244,437,481,284,402
5558,438,1,876,876,10074,438,876,876,5256,438,482,285,403
5559,439,1,878,878,10097,439,878,878,5268,439,483,285,404
5560,440,1,880,880,10120,440,880,880,5280,440,484,286,405
5561,441,1,882,882,10143,441,882,882,5292,441,485,287,406
5562,442,1,884,884,10166,442,884,884,5304,442,486,287,407
5563,443,1,886,886,10189,443,886,886,5316,443,487,288,408
5564,444,1,888,888,10212,444,888,888,5328,444,488,289,408
5565,445,1,890,890,10235,445,890,890,5340,445,490,289,409
5566,446,1,892,892,10258,446,892,892,5352,446,491,290,410
5567,447,1,894,894,10281,447,894,894,5364,447,492,291,411
5568,448,1,896,896,10304,448,896,896,5376,448,493,291,412
5569,449,1,898,898,10327,449,898,898,5388,449,494,292,413
5570,450,1,900,900,10350,450,900,900,5400,450,495,293,414
5571,451,1,902,902,10373,451,902,902,5412,451,496,293,415
5572,452,1,904,904,10396,452,904,904,5424,452,497,294,416
5573,453,1,906,906,10419,453,906,906,5436,453,498,294,417
5574,454,1,908,908,10442,454,908,908,5448,454,499,295,418
5575,455,1,910,910,10465,455,910,910,5460,455,501,296,419
5576,456,1,912,912,10488,456,912,912,5472,456,502,296,420
5577,457,1,914,914,10511,457,914,914,5484,457,503,297,420
5578,458,1,916,916,10534,458,916,916,5496,458,504,298,421
5579,459,1,918,918,10557,459,918,918,5508,459,505,298,422
5580,460,1,920,920,10580,460,920,920,5520,460,506,299,423
5581,461,1,922,922,10603,461,922,922,5532,461,507,300,424
5582,462,1,924,924,10626,462,924,924,5544,462,508,300,425
5583,463,1,926,926,10649,463,926,926,5556,463,509,301,426
5584,464,1,928,928,10672,464,928,928,5568,464,510,302,427
5585,465,1,930,930,10695,465,930,930,5580,465,512,302,428
5586,466,1,932,932,10718,466,932,932,5592,466,513,303,429
5587,467,1,934,934,10741,467,934,934,5604,467,514,304,430
5588,468,1,936,936,10764,468,936,936,5616,468,515,304,431
5589,469,1,938,938,10787,469,938,938,5628,469,516,305,431
5590,470,1,940,940,10810,470,940,940,5640,470,517,306,432
5591,471,1,942,942,10833,471,942,942,5652,471,518,306,433
5592,472,1,944,944,10856,472,944,944,5664,472,519,307,434
5593,473,1,946,946,10879,473,946,946,5676,473,520,307,435
5594,474,1,948,948,10902,474,948,948,5688,474,521,308,436
5595,475,1,950,950,10925,475,950,950,5700,475,523,309,437
5596,476,1,952,952,10948,476,952,952,5712,476,524,309,438
5597,477,1,954,954,10971,477,954,954,5724,477,525,310,439
5598,478,1,956,956,10994,478,956,956,5736,478,526,311,440
5599,479,1,958,958,11017,479,958,958,5748,479,527,311,441
5600,480,1,960,960,11040,480,960,960,5760,480,528,312,442
5601,481,1,962,962,11063,481,962,962,5772,481,529,313,443
5602,482,1,964,964,11086,482,964,964,5784,482,530,313,443
5603,483,1,966,966,11109,483,966,966,5796,483,531,314,444
5604,484,1,968,968,11132,484,968,968,5808,484,532,315,445
5605,485,1,970,970,11155,485,970,970,5820,485,534,315,446
5606,486,1,972,972,11178,486,972,972,5832,486,535,316,447
5607,487,1,974,974,11201,487,974,974,5844,487,536,317,448
5608,488,1,976,976,11224,488,976,976,5856,488,537,317,449
5609,489,1,978,978,11247,489,978,978,5868,489,538,318,450
5610,490,1,980,980,11270,490,980,980,5880,490,539,319,451
5611,491,1,982,982,11293,491,982,982,5892,491,540,319,452
5612,492,1,984,984,11316,492,984,984,5904,492,541,320,453
5613,493,1,986,986,11339,493,986,986,5916,493,542,320,454
5614,494,1,988,988,11362,494,988,988,5928,494,543,321,454
5615,495,1,990,990,11385,495,990,990,5940,495,545,322,455
5616,496,1,992,992,11408,496,992,992,5952,496,546,322,456
5617,497,1,994,994,11431,497,994,994,5964,497,547,323,457
5618,498,1,996,996,11454,498,996,996,5976,498,548,324,458
5619,499,1,998,998,11477,499,998,998,5988,499,549,324,459
5620,500,1,1000,1000,11500,500,1000,1000,6000,500,550,325,460
7680,0,1,0,0,0,0,0,0,0,0,0,0,0
7681,1,1,2,2,23,1,2,2,12,1,1,1,1
7682,2,1,4,4,46,2,4,4,24,2,2,1,2
7683,3,1,6,6,69,3,6,6,36,3,3,2,3
7684,4,1,8,8,92,4,8,8,48,4,4,3,4
7685,5,1,10,10,115,5,10,10,60,5,6,3,5
7686,6,1,12,12,138,6,12,12,72,6,7,4,6
7687,7,1,14,14,161,7,14,14,84,7,8,5,6
7688,8,1,16,16,184,8,16,16,96,8,9,5,7
7689,9,1,18,18,207,9,18,18,108,9,10,6,8
7690,10,1,20,20,230,10,20,20,120,10,11,7,9
7691,11,1,22,22,253,11,22,22,132,11,12,7,10
7692,12,1,24,24,276,12,24,24,144,12,13,8,11
7693,13,1,26,26,299,13,26,26,156,13,14,8,12
7694,14,1,28,28,322,14,28,28,168,14,15,9,13
7695,15,1,30,30,345,15,30,30,180,15,17,10,14
7696,16,1,32,32,368,16,32,32,192,16,18,10,15
7697,17,1,34,34,391,17,34,34,204,17,19,11,16
7698,18,1,36,36,414,18,36,36,216,18,20,12,17
7699,19,1,38,38,437,19,38,38,228,19,21,12,17
7700,20,1,40,40,460,20,40,40,240,20,22,13,18
7701,21,1,42,42,483,21,42,42,252,21,23,14,19
7702,22,1,44,44,506,22,44,44,264,22,24,14,20
7703,23,1,46,46,529,23,46,46,276,23,25,15,21
7704,24,1,48,48,552,24,48,48,288,24,26,16,22
7705,25,1,50,50,575,25,50,50,300,25,28,16,23
7706,26,1,52,52,598,26,52,52,312,26,29,17,24
7707,27,1,54,54,621,27,54,54,324,27,30,18,25
7708,28,1,56,56,644,28,56,56,336,28,31,18,26
7709,29,1,58,58,667,29,58,58,348,29,32,19,27
7710,30,1,60,60,690,30,60,60,360,30,33,20,28
7711,31,1,62,62,713,31,62,62,372,31,34,20,29
7712,32,1,64,64,736,32,64,64,384,32,35,21,29
7713,33,1,66,66,759,33,66,66,396,33,36,21,30
7714,34,1,68,68,782,34,68,68,408,34,37,22,31
7715,35,1,70,70,805,35,70,70,420,35,39,23,32
7716,36,1,72,72,828,36,72,72,432,36,40,23,33
7717,37,1,74,74,851,37,74,74,444,37,41,24,34
7718,38,1,76,76,874,38,76,76,456,38,42,25,35
7719,39,1,78,78,897,39,78,78,468,39,43,25,36
7720,40,1,80,80,920,40,80,80,480,40,44,26,37
7721,41,1,82,82,943,41,82,82,492,41,45,27,38
7722,42,1,84,84,966,42,84,84,504,42,46,27,39
7723,43,1,86,86,989,43,86,86,516,43,47,28,40
7724,44,1,88,88,1012,44,88,88,528,44,48,29,40
7725,45,1,90,90,1035,45,90,90,540,45,50,29,41
7726,46,1,92,92,1058,46,92,92,552,46,51,30,42
7727,47,1,94,94,1081,47,94,94,564,47,52,31,43
7728,48,1,96,96,1104,48,96,96,576,48,53,31,44
7729,49,1,98,98,1127,49,98,98,588,49,54,32,45
7730,50,1,100,100,1150,50,100,100,600,50,55,33,46
7731,51,1,102,102,1173,51,102,102,612,51,56,33,47
7732,52,1,104,104,1196,52,104,104,624,52,57,34,48
7733,53,1,106,106,1219,53,106,106,636,53,58,34,49
7734,54,1,108,108,1242,54,108,108,648,54,59,35,50
7735,55,1,110,110,1265,55,110,110,660,55,61,36,51
7736,56,1,112,112,1288,56,112,112,672,56,62,36,52
7737,57,1,114,114,1311,57,114,114,684,57,63,37,52
7738,58,1,116,116,1334,58,116,116,696,58,64,38,53
7739,59,1,118,118,1357,59,118,118,708,59,65,38,54
7740,60,1,120,120,1380,60,120,120,720,60,66,39,55
7741,61,1,122,122,1403,61,122,122,732,61,67,40,56
7742,62,1,124,124,1426,62,124,124,744,62,68,40,57
7743,63,1,126,126,1449,63,126,126,756,63,69,41,58
7744,64,1,128,128,1472,64,128,128,768,64,70,42,59
7745,65,1,130,130,1495,65,130,130,780,65,72,42,60
7746,66,1,132,132,1518,66,132,132,792,66,73,43,61
7747,67,1,134,134,1541,67,134,134,804,67,74,44,62
7748,68,1,136,136,1564,68,136,136,816,68,75,44,63
7749,69,1,138,138,1587,69,138,138,828,69,76,45,63
7750,70,1,140,140,1610,70,140,140,840,70,77,46,64
7751,71,1,142,142,1633,71,142,142,852,71,78,46,65
7752,72,1,144,144,1656,72,144,144,864,72,79,47,66
7753,73,1,146,146,1679,73,146,146,876,73,80,47,67
7754,74,1,148,148,1702,74,148,148,888,74,81,48,68
7755,75,1,150,150,1725,75,150,150,900,75,83,49,69
7756,76,1,152,152,1748,76,152,152,912,76,84,49,70
7757,77,1,154,154,1771,77,154,154,924,77,85,50,71
7758,78,1,156,156,1794,78,156,156,936,78,86,51,72
7759,79,1,158,158,1817,79,158,158,948,79,87,51,73
7760,80,1,160,160,1840,80,160,160,960,80,88,52,74
7761,81,1,162,162,1863,81,162,162,972,81,89,53,75
7762,82,1,164,164,1886,82,164,164,984,82,90,53,75
7763,83,1,166,166,1909,83,166,166,996,83,91,54,76
7764,84,1,168,168,1932,84,168,168,1008,84,92,55,77
7765,85,1,170,170,1955,85,170,170,1020,85,94,55,78
7766,86,1,172,172,1978,86,172,172,1032,86,95,56,79
7767,87,1,174,174,2001,87,174,174,1044,87,96,57,80
7768,88,1,176,176,2024,88,176,176,1056,88,97,57,81
7769,89,1,178,178,2047,89,178,178,1068,89,98,58,82
7770,90,1,180,180,2070,90,180,180,1080,90,99,59,83
7771,91,1,182,182,2093,91,182,182,1092,91,100,59,84
7772,92,1,184,184,2116,92,184,184,1104,92,101,60,85
7773,93,1,186,186,2139,93,186,186,1116,93,102,60,86
7774,94,1,188,188,2162,94,188,188,1128,94,103,61,86
7775,95,1,190,190,2185,95,190,190,1140,95,105,62,87
7776,96,1,192,192,2208,96,192,192,1152,96,106,62,88
7777,97,1,194,194,2231,97,194,194,1164,97,107,63,89
7778,98,1,196,196,2254,98,196,196,1176,98,108,64,90
7779,99,1,198,198,2277,99,198,198,1188,99,109,64,91
7780,100,1,200,200,2300,100,200,200,1200,100,110,65,92
7781,101,1,202,202,2323,101,202,202,1212,101,111,66,93
7782,102,1,204,204,2346,102,204,204,1224,102,112,66,94
7783,103,1,206,206,2369,103,206,206,1236,103,113,67,95
7784,104,1,208,208,2392,104,208,208,1248,104,114,68,96
7785,105,1,210,210,2415,105,210,210,1260,105,116,68,97
7786,106,1,212,212,2438,106,212,212,1272,106,117,69,98
7787,107,1,214,214,2461,107,214,214,1284,107,118,70,98
7788,108,1,216,216,2484,108,216,216,1296,108,119,70,99
7789,109,1,218,218,2507,109,218,218,1308,109,120,71,100
7790,110,1,220,220,2530,110,220,220,1320,110,121,72,101
7791,111,1,222,222,2553,111,222,222,1332,111,122,72,102
7792,112,1,224,224,2576,112,224,224,1344,112,123,73,103
7793,113,1,226,226,2599,113,226,226,1356,113,124,73,104
7794,114,1,228,228,2622,114,228,228,1368,114,125,74,105
7795,115,1,230,230,2645,115,230,230,1380,115,127,75,106
7796,116,1,232,232,2668,116,232,232,1392,116,128,75,107
7797,117,1,234,234,2691,117,234,234,1404,117,129,76,108
7798,118,1,236,236,2714,118,236,236,1416,118,130,77,109
7799,119,1,238,238,2737,119,238,238,1428,119,131,77,109
7800,120,1,240,240,2760,120,240,240,1440,120,132,78,110
7801,121,1,242,242,2783,121,242,242,1452,121,133,79,111
7802,122,1,244,244,2806,122,244,244,1464,122,134,79,112
7803,123,1,246,246,2829,123,246,246,1476,123,135,80,113
7804,124,1,248,248,2852,124,248,248,1488,124,136,81,114
7805,125,1,250,250,2875,125,250,250,1500,125,138,81,115
7806,126,1,252,252,2898,126,252,252,1512,126,139,82,116
7807,127,1,254,254,2921,127,254,254,1524,127,140,83,117
7808,128,1,256,256,2944,128,256,256,1536,128,141,83,118
7809,129,1,258,258,2967,129,258,258,1548,129,142,84,119
7810,130,1,260,260,2990,130,260,260,1560,130,143,85,120
7811,131,1,262,262,3013,131,262,262,1572,131,144,85,121
7812,132,1,264,264,3036,132,264,264,1584,132,145,86,121
7813,133,1,266,266,3059,133,266,266,1596,133,146,86,122
7814,134,1,268,268,3082,134,268,268,1608,134,147,87,123
7815,135,1,270,270,3105,135,270,270,1620,135,149,88,124
7816,136,1,272,272,3128,136,272,272,1632,136,150,88,125
7817,137,1,274,274,3151,137,274,274,1644,137,151,89,126
7818,138,1,276,276,3174,138,276,276,1656,138,152,90,127
7819,139,1,278,278,3197,139,278,278,1668,139,153,90,128
7820,140,1,280,280,3220,140,280,280,1680,140,154,91,129
7821,141,1,282,282,3243,141,282,282,1692,141,155,92,130
7822,142,1,284,284,3266,142,284,284,1704,142,156,92,131
7823,143,1,286,286,3289,143,286,286,1716,143,157,93,132
7824,144,1,288,288,3312,144,288,288,1728,144,158,94,132
7825,145,1,290,290,3335,145,290,290,1740,145,160,94,133
7826,146,1,292,292,3358,146,292,292,1752,146,161,95,134
7827,147,1,294,294,3381,147,294,294,1764,147,162,96,135
7828,148,1,296,296,3404,148,296,296,1776,148,163,96,136
7829,149,1,298,298,3427,149,298,298,1788,149,164,97,137
7830,150,1,300,300,3450,150,300,300,1800,150,165,98,138
7831,151,1,302,302,3473,151,302,302,1812,151,166,98,139
7832,152,1,304,304,3496,152,304,304,1824,152,167,99,140
7833,153,1,306,306,3519,153,306,306,1836,153,168,99,141
7834,154,1,308,308,3542,154,308,308,1848,154,169,100,142
7835,155,1,310,310,3565,155,310,310,1860,155,171,101,143
7836,156,1,312,312,3588,156,312,312,1872,156,172,101,144
7837,157,1,314,314,3611,157,314,314,1884,157,173,102,144
7838,158,1,316,316,3634,158,316,316,1896,158,174,103,145
7839,159,1,318,318,3657,159,318,318,1908,159,175,103,146
7840,160,1,320,320,3680,160,320,320,1920,160,176,104,147
7841,161,1,322,322,3703,161,322,322,1932,161,177,105,148
7842,162,1,324,324,3726,162,324,324,1944,162,178,105,149
7843,163,1,326,326,3749,163,326,326,1956,163,179,106,150
7844,164,1,328,328,3772,164,328,328,1968,164,180,107,151
7845,165,1,330,330,3795,165,330,330,1980,165,182,107,152
7846,166,1,332,332,3818,166,332,332,1992,166,183,108,153
7847,167,1,334,334,3841,167,334,334,2004,167,184,109,154
7848,168,1,336,336,3864,168,336,336,2016,168,185,109,155
7849,169,1,338,338,3887,169,338,338,2028,169,186,110,155
7850,170,1,340,340,3910,170,340,340,2040,170,187,111,156
7851,171,1,342,342,3933,171,342,342,2052,171,188,111,157
7852,172,1,344,344,3956,172,344,344,2064,172,189,112,158
7853,173,1,346,346,3979,173,346,346,2076,173,190,112,159
7854,174,1,348,348,4002,174,348,348,2088,174,191,113,160
7855,175,1,350,350,4025,175,350,350,2100,175,193,114,161
7856,176,1,352,352,4048,176,352,352,2112,176,194,114,162
7857,177,1,354,354,4071,177,354,354,2124,177,195,115,163
7858,178,1,356,356,4094,178,356,356,2136,178,196,116,164
7859,179,1,358,358,4117,179,358,358,2148,179,197,116,165
7860,180,1,360,360,4140,180,360,360,2160,180,198,117,166
7861,181,1,362,362,4163,181,362,362,2172,181,199,118,167
7862,182,1,364,364,4186,182,364,364,2184,182,200,118,167
7863,183,1,366,366,4209,183,366,366,2196,183,201,119,168
7864,184,1,368,368,4232,184,368,368,2208,184,202,120,169
7865,185,1,370,370,4255,185,370,370,2220,185,204,120,170
7866,186,1,372,372,4278,186,372,372,2232,186,205,121,171
7867,187,1,374,374,4301,187,374,374,2244,187,206,122,172
7868,188,1,376,376,4324,188,376,376,2256,188,207,122,173
7869,189,1,378,378,4347,189,378,378,2268,189,208,123,174
7870,190,1,380,380,4370,190,380,380,2280,190,209,124,175
7871,191,1,382,382,4393,191,382,382,2292,191,210,124,176
7872,192,1,384,384,4416,192,384,384,2304,192,211,125,177
7873,193,1,386,386,4439,193,386,386,2316,193,212,125,178
7874,194,1,388,388,4462,194,388,388,2328,194,213,126,178
7875,195,1,390,390,4485,195,390,390,2340,195,215,127,179
7876,196,1,392,392,4508,196,392,392,2352,196,216,127,180
7877,197,1,394,394,4531,197,394,394,2364,197,217,128,181
7878,198,1,396,396,4554,198,396,396,2376,198,218,129,182
7879,199,1,398,398,4577,199,398,398,2388,199,219,129,183
7880,200,1,400,400,4600,200,400,400,2400,200,220,130,184
7881,201,1,402,402,4623,201,402,402,2412,201,221,131,185
7882,202,1,404,404,4646,202,404,404,2424,202,222,131,186
7883,203,1,406,406,4669,203,406,406,2436,203,223,132,187
7884,204,1,408,408,4692,204,408,408,2448,204,224,133,188
7885,205,1,410,410,4715,205,410,410,2460,205,226,133,189
7886,206,1,412,412,4738,206,412,412,2472,206,227,134,190
7887,207,1,414,414,4761,207,414,414,2484,207,228,135,190
7888,208,1,416,416,4784,208,416,416,2496,208,229,135,191
7889,209,1,418,418,4807,209,418,418,2508,209,230,136,192
7890,210,1,420,420,4830,210,420,420,2520,210,231,137,193
7891,211,1,422,422,4853,211,422,422,2532,211,232,137,194
7892,212,1,424,424,4876,212,424,424,2544,212,233,138,195
7893,213,1,426,426,4899,213,426,426,2556,213,234,138,196
7894,214,1,428,428,4922,214,428,428,2568,214,235,139,197
7895,215,1,430,430,4945,215,430,430,2580,215,237,140,198
7896,216,1,432,432,4968,216,432,432,2592,216,238,140,199
7897,217,1,434,434,4991,217,434,434,2604,217,239,141,200
7898,218,1,436,436,5014,218,436,436,2616,218,240,142,201
7899,219,1,438,438,5037,219,438,438,2628,219,241,142,201
7900,220,1,440,440,5060,220,440,440,2640,220,242,143,202
7901,221,1,442,442,5083,221,442,442,2652,221,243,144,203
7902,222,1,444,444,5106,222,444,444,2664,222,244,144,204
7903,223,1,446,446,5129,223,446,446,2676,223,245,145,205
7904,224,1,448,448,5152,224,448,448,2688,224,246,146,206
7905,225,1,450,450,5175,225,450,450,2700,225,248,146,207
7906,226,1,452,452,5198,226,452,452,2712,226,249,147,208
7907,227,1,454,454,5221,227,454,454,2724,227,250,148,209
7908,228,1,456,456,5244,228,456,456,2736,228,251,148,210
7909,229,1,458,458,5267,229,458,458,2748,229,252,149,211
7910,230,1,460,460,5290,230,460,460,2760,230,253,150,212
7911,231,1,462,462,5313,231,462,462,2772,231,254,150,213
7912,232,1,464,464,5336,232,464,464,2784,232,255,151,213
7913,233,1,466,466,5359,233,466,466,2796,233,256,151,214
7914,234,1,468,468,5382,234,468,468,2808,234,257,152,215
7915,235,1,470,470,5405,235,470,470,2820,235,259,153,216
7916,236,1,472,472,5428,236,472,472,2832,236,260,153,217
7917,237,1,474,474,5451,237,474,474,2844,237,261,154,218
7918,238,1,476,476,5474,238,476,476,2856,238,262,155,219
7919,239,1,478,478,5497,239,478,478,2868,239,263,155,220
7920,240,1,480,480,5520,240,480,480,2880,240,264,156,221
7921,241,1,482,482,5543,241,482,482,2892,241,265,157,222
7922,242,1,484,484,5566,242,484,484,2904,242,266,157,223
7923,243,1,486,486,5589,243,486,486,2916,243,267,158,224
7924,244,1,488,488,5612,244,488,488,2928,244,268,159,224
7925,245,1,490,490,5635,245,490,490,2940,245,270,159,225
7926,246,1,492,492,5658,246,492,492,2952,246,271,160,226
7927,247,1,494,494,5681,247,494,494,2964,247,272,161,227
7928,248,1,496,496,5704,248,496,496,2976,248,273,161,228
7929,249,1,498,498,5727,249,498,498,2988,249,274,162,229
7930,250,1,500,500,5750,250,500,500,3000,250,275,163,230
7931,251,1,502,502,5773,251,502,502,3012,251,276,163,231
7932,252,1,504,504,5796,252,504,504,3024,252,277,164,232
7933,253,1,506,506,5819,253,506,506,3036,253,278,164,233
7934,254,1,508,508,5842,254,508,508,3048,254,279,165,234
7935,255,1,510,510,5865,255,510,510,3060,255,281,166,235
7936,256,1,512,512,5888,256,512,512,3072,256,282,166,236
7937,257,1,514,514,5911,257,514,514,3084,257,283,167,236
7938,258,1,516,516,5934,258,516,516,3096,258,284,168,237
7939,259,1,518,518,5957,259,518,518,3108,259,285,168,238
7940,260,1,520,520,5980,260,520,520,3120,260,286,169,239
7941,261,1,522,522,6003,261,522,522,3132,261,287,170,240
7942,262,1,524,524,6026,262,524,524,3144,262,288,170,241
7943,263,1,526,526,6049,263,526,526,3156,263,289,171,242
7944,264,1,528,528,6072,264,528,528,3168,264,290,172,243
7945,265,1,530,530,6095,265,530,530,3180,265,292,172,244
7946,266,1,532,532,6118,266,532,532,3192,266,293,173,245
7947,267,1,534,534,6141,267,534,534,3204,267,294,174,246
7948,268,1,536,536,6164,268,536,536,3216,268,295,174,247
7949,269,1,538,538,6187,269,538,538,3228,269,296,175,247
7950,270,1,540,540,6210,270,540,540,3240,270,297,176,248
7951,271,1,542,542,6233,271,542,542,3252,271,298,176,249
7952,272,1,544,544,6256,272,544,544,3264,272,299,177,250
7953,273,1,546,546,6279,273,546,546,3276,273,300,177,251
7954,274,1,548,548,6302,274,548,548,3288,274,301,178,252
7955,275,1,550,550,6325,275,550,550,3300,275,303,179,253
7956,276,1,552,552,6348,276,552,552,3312,276,304,179,254
7957,277,1,554,554,6371,277,554,554,3324,277,305,180,255
7958,278,1,556,556,6394,278,556,556,3336,278,306,181,256
7959,279,1,558,558,6417,279,558,558,3348,279,307,181,257
7960,280,1,560,560,6440,280,560,560,3360,280,308,182,258
7961,281,1,562,562,6463,281,562,562,3372,281,309,183,259
7962,282,1,564,564,6486,282,564,564,3384,282,310,183,259
7963,283,1,566,566,6509,283,566,566,3396,283,311,184,260
7964,284,1,568,568,6532,284,568,568,3408,284,312,185,261
7965,285,1,570,570,6555,285,570,570,3420,285,314,185,262
7966,286,1,572,572,6578,286,572,572,3432,286,315,186,263
7967,287,1,574,574,6601,287,574,574,3444,287,316,187,264
7968,288,1,576,576,6624,288,576,576,3456,288,317,187,265
7969,289,1,578,578,6647,289,578,578,3468,289,318,188,266
7970,290,1,580,580,6670,290,580,580,3480,290,319,189,267
7971,291,1,582,582,6693,291,582,582,3492,291,320,189,268
7972,292,1,584,584,6716,292,584,584,3504,292,321,190,269
7973,293,1,586,586,6739,293,586,586,3516,293,322,190,270
7974,294,1,588,588,6762,294,588,588,3528,294,323,191,270
7975,295,1,590,590,6785,295,590,590,3540,295,325,192,271
7976,296,1,592,592,6808,296,592,592,3552,296,326,192,272
7977,297,1,594,594,6831,297,594,594,3564,297,327,193,273
7978,298,1,596,596,6854,298,596,596,3576,298,328,194,274
7979,299,1,598,598,6877,299,598,598,3588,299,329,194,275
7980,300,1,600,600,6900,300,600,600,3600,300,330,195,276
7981,301,1,602,602,6923,301,602,602,3612,301,331,196,277
7982,302,1,604,604,6946,302,604,604,3624,302,332,196,278
7983,303,1,606,606,6969,303,606,606,3636,303,333,197,279
7984,304,1,608,608,6992,304,608,608,3648,304,334,198,280
7985,305,1,610,610,7015,305,610,610,3660,305,336,198,281
7986,306,1,612,612,7038,306,612,612,3672,306,337,199,282
7987,307,1,614,614,7061,307,614,614,3684,307,338,200,282
7988,308,1,616,616,7084,308,616,616,3696,308,339,200,283
7989,309,1,618,618,7107,309,618,618,3708,309,340,201,284
7990,310,1,620,620,7130,310,620,620,3720,310,341,202,285
