TID,Comment,Group,GroupRate,BoxItem01,BoxItemStack01,DropRate01,BoxItem02,BoxItemStack02,DropRate02,BoxItem03,BoxItemStack03,DropRate03,BoxItem04,BoxItemStack04,DropRate04,BoxItem05,BoxItemStack05,DropRate05,BoxItem06,BoxItemStack06,DropRate06,BoxItem07,BoxItemStack07,DropRate07,BoxItem08,BoxItemStack08,DropRate08,BoxItem09,BoxItemStack09,DropRate09,BoxItem10,BoxItemStack10,DropRate10
13150,"破坏 轻甲铠甲50,52级 特别",13140,9833,2424331,1,2500,2424332,1,5000,2424431,1,7500,2424432,1,10000,,,,,,,,,,,,,,,,,,
13151,"破坏 重甲铠甲50,52级 特别",13140,10000,2427331,1,2500,2427332,1,5000,2427431,1,7500,2427432,1,10000,,,,,,,,,,,,,,,,,,
13152,"破坏 麻布装甲 50,52级 一般",13152,333,2431301,1,2500,2431302,1,5000,2431401,1,7500,2431402,1,10000,,,,,,,,,,,,,,,,,,
13153,"破坏 轻甲装甲 50,52级 一般",13152,666,2434301,1,2500,2434302,1,5000,2434401,1,7500,2434402,1,10000,,,,,,,,,,,,,,,,,,
13154,"破坏 重甲装甲 50,52级 一般",13152,1000,2437301,1,2500,2437302,1,5000,2437401,1,7500,2437402,1,10000,,,,,,,,,,,,,,,,,,
13155,"破坏 麻布装甲 50,52级 高级",13152,3333,2431311,1,2500,2431312,1,5000,2431411,1,7500,2431412,1,10000,,,,,,,,,,,,,,,,,,
13156,"破坏 轻甲装甲 50,52级 高级",13152,5666,2434311,1,2500,2434312,1,5000,2434411,1,7500,2434412,1,10000,,,,,,,,,,,,,,,,,,
13157,"破坏 重甲装甲 50,52级 高级",13152,8000,2437311,1,2500,2437312,1,5000,2437411,1,7500,2437412,1,10000,,,,,,,,,,,,,,,,,,
13158,"破坏 麻布装甲 50,52级 稀有",13152,8500,2431321,1,2500,2431322,1,5000,2431421,1,7500,2431422,1,10000,,,,,,,,,,,,,,,,,,
13159,"破坏 轻甲装甲 50,52级 稀有",13152,9000,2434321,1,2500,2434322,1,5000,2434421,1,7500,2434422,1,10000,,,,,,,,,,,,,,,,,,
13160,"破坏 重甲装甲 50,52级 稀有",13152,9500,2437321,1,2500,2437322,1,5000,2437421,1,7500,2437422,1,10000,,,,,,,,,,,,,,,,,,
13161,"破坏 麻布装甲 50,52级 特别",13152,9666,2431331,1,2500,2431332,1,5000,2431431,1,7500,2431432,1,10000,,,,,,,,,,,,,,,,,,
13162,"破坏 轻甲装甲 50,52级 特别",13152,9833,2434331,1,2500,2434332,1,5000,2434431,1,7500,2434432,1,10000,,,,,,,,,,,,,,,,,,
13163,"破坏 重甲装甲 50,52级 特别",13152,10000,2437331,1,2500,2437332,1,5000,2437431,1,7500,2437432,1,10000,,,,,,,,,,,,,,,,,,
13164,"破坏 麻布裤子 50,52级 一般",13164,333,2441301,1,2500,2441302,1,5000,2441401,1,7500,2441402,1,10000,,,,,,,,,,,,,,,,,,
13165,"破坏 轻甲裤子 50,52级 一般",13164,666,2444301,1,2500,2444302,1,5000,2444401,1,7500,2444402,1,10000,,,,,,,,,,,,,,,,,,
13166,"破坏 重甲裤子 50,52级 一般",13164,1000,2447301,1,2500,2447302,1,5000,2447401,1,7500,2447402,1,10000,,,,,,,,,,,,,,,,,,
13167,"破坏 麻布裤子 50,52级 高级",13164,3333,2441311,1,2500,2441312,1,5000,2441411,1,7500,2441412,1,10000,,,,,,,,,,,,,,,,,,
13168,"破坏 轻甲裤子 50,52级 高级",13164,5666,2444311,1,2500,2444312,1,5000,2444411,1,7500,2444412,1,10000,,,,,,,,,,,,,,,,,,
13169,"破坏 重甲裤子 50,52级 高级",13164,8000,2447311,1,2500,2447312,1,5000,2447411,1,7500,2447412,1,10000,,,,,,,,,,,,,,,,,,
13170,"破坏 麻布裤子 50,52级 稀有",13164,8500,2441321,1,2500,2441322,1,5000,2441421,1,7500,2441422,1,10000,,,,,,,,,,,,,,,,,,
13171,"破坏 轻甲裤子 50,52级 稀有",13164,9000,2444321,1,2500,2444322,1,5000,2444421,1,7500,2444422,1,10000,,,,,,,,,,,,,,,,,,
13172,"破坏 重甲裤子 50,52级 稀有",13164,9500,2447321,1,2500,2447322,1,5000,2447421,1,7500,2447422,1,10000,,,,,,,,,,,,,,,,,,
13173,"破坏 麻布裤子 50,52级 特别",13164,9666,2441331,1,2500,2441332,1,5000,2441431,1,7500,2441432,1,10000,,,,,,,,,,,,,,,,,,
13174,"破坏 轻甲裤子 50,52级 特别",13164,9833,2444331,1,2500,2444332,1,5000,2444431,1,7500,2444432,1,10000,,,,,,,,,,,,,,,,,,
13175,"破坏 重甲裤子 50,52级 特别",13164,10000,2447331,1,2500,2447332,1,5000,2447431,1,7500,2447432,1,10000,,,,,,,,,,,,,,,,,,
13176,"破坏 麻布鞋 50,52级 一般",13176,333,2451301,1,2500,2451302,1,5000,2451401,1,7500,2451402,1,10000,,,,,,,,,,,,,,,,,,
13177,"破坏 轻甲鞋 50,52级 一般",13176,666,2454301,1,2500,2454302,1,5000,2454401,1,7500,2454402,1,10000,,,,,,,,,,,,,,,,,,
13178,"破坏 重甲鞋 50,52级 一般",13176,1000,2457301,1,2500,2457302,1,5000,2457401,1,7500,2457402,1,10000,,,,,,,,,,,,,,,,,,
13179,"破坏 麻布鞋 50,52级 高级",13176,3333,2451311,1,2500,2451312,1,5000,2451411,1,7500,2451412,1,10000,,,,,,,,,,,,,,,,,,
13180,"破坏 轻甲鞋 50,52级 高级",13176,5666,2454311,1,2500,2454312,1,5000,2454411,1,7500,2454412,1,10000,,,,,,,,,,,,,,,,,,
13181,"破坏 重甲鞋 50,52级 高级",13176,8000,2457311,1,2500,2457312,1,5000,2457411,1,7500,2457412,1,10000,,,,,,,,,,,,,,,,,,
13182,"破坏 麻布鞋 50,52级 稀有",13176,8500,2451321,1,2500,2451322,1,5000,2451421,1,7500,2451422,1,10000,,,,,,,,,,,,,,,,,,
13183,"破坏 轻甲鞋 50,52级 稀有",13176,9000,2454321,1,2500,2454322,1,5000,2454421,1,7500,2454422,1,10000,,,,,,,,,,,,,,,,,,
13184,"破坏 重甲鞋 50,52级 稀有",13176,9500,2457321,1,2500,2457322,1,5000,2457421,1,7500,2457422,1,10000,,,,,,,,,,,,,,,,,,
13185,"破坏 麻布鞋 50,52级 特别",13176,9666,2451331,1,2500,2451332,1,5000,2451431,1,7500,2451432,1,10000,,,,,,,,,,,,,,,,,,
13186,"破坏 轻甲鞋 50,52级 特别",13176,9833,2454331,1,2500,2454332,1,5000,2454431,1,7500,2454432,1,10000,,,,,,,,,,,,,,,,,,
13187,"破坏 重甲鞋 50,52级 特别",13176,10000,2457331,1,2500,2457332,1,5000,2457431,1,7500,2457432,1,10000,,,,,,,,,,,,,,,,,,
13188,"破坏 斗篷 50,52级 一般",13188,1000,2461301,1,2500,2461302,1,5000,2461401,1,7500,2461402,1,10000,,,,,,,,,,,,,,,,,,
13189,"破坏 斗篷 50,52级 高级",13188,8000,2461311,1,2500,2461312,1,5000,2461411,1,7500,2461412,1,10000,,,,,,,,,,,,,,,,,,
13190,"破坏 斗篷 50,52级 稀有",13188,9500,2461321,1,2500,2461322,1,5000,2461421,1,7500,2461422,1,10000,,,,,,,,,,,,,,,,,,
13191,"破坏 斗篷 50,52级 特别",13188,1000,2461331,1,2500,2461332,1,5000,2461431,1,7500,2461432,1,10000,,,,,,,,,,,,,,,,,,
14000,30级 高级 套装道具 3等级 治疗用,14000,1666,100000,1,1666,100001,1,3333,100002,1,5000,100003,1,6666,100004,1,8333,100005,1,10000,,,,,,,,,,,,
14001,30级 高级 套装道具 3等级 魔法输出用,14000,3333,100010,1,1666,100011,1,3333,100012,1,5000,100013,1,6666,100014,1,8333,100015,1,10000,,,,,,,,,,,,
14002,30级 高级 套装道具 3等级 攻击速度输出者用,14000,5000,100030,1,1666,100031,1,3333,100032,1,5000,100033,1,6666,100034,1,8333,100035,1,10000,,,,,,,,,,,,
14003,30级 高级 套装道具 3等级 远程用,14000,6666,100040,1,1666,100041,1,3333,100042,1,5000,100043,1,6666,100044,1,8333,100045,1,10000,,,,,,,,,,,,
14004,30级 高级 套装道具 3等级 坦克用,14000,8333,100060,1,1666,100061,1,3333,100062,1,5000,100063,1,6666,100064,1,8333,100065,1,10000,,,,,,,,,,,,
14005,30级 高级 套装道具 3等级 近战用,14000,10000,100070,1,1666,100071,1,3333,100072,1,5000,100073,1,6666,100074,1,8333,100075,1,10000,,,,,,,,,,,,
14010,30级 高级 套装道具 4等级 治疗用,14010,1666,100200,1,1666,100201,1,3333,100202,1,5000,100203,1,6666,100204,1,8333,100205,1,10000,,,,,,,,,,,,
14011,30级 高级 套装道具 4等级 魔法输出用,14010,3333,100210,1,1666,100211,1,3333,100212,1,5000,100213,1,6666,100214,1,8333,100215,1,10000,,,,,,,,,,,,
14012,30级 高级 套装道具 4等级 攻速输出用,14010,5000,100230,1,1666,100231,1,3333,100232,1,5000,100233,1,6666,100234,1,8333,100235,1,10000,,,,,,,,,,,,
14013,30级 高级 套装道具 4等级 远程用,14010,6666,100240,1,1666,100241,1,3333,100242,1,5000,100243,1,6666,100244,1,8333,100245,1,10000,,,,,,,,,,,,
14014,30级 高级 套装道具 4等级 坦克用,14010,8333,100260,1,1666,100261,1,3333,100262,1,5000,100263,1,6666,100264,1,8333,100265,1,10000,,,,,,,,,,,,
14015,30级 高级 套装道具 4等级 近战用,14010,10000,100270,1,1666,100271,1,3333,100272,1,5000,100273,1,6666,100274,1,8333,100275,1,10000,,,,,,,,,,,,
14020,35级 高级 套装道具 3等级 治疗用,14020,1666,100400,1,1666,100401,1,3333,100402,1,5000,100403,1,6666,100404,1,8333,100405,1,10000,,,,,,,,,,,,
14021,35级 高级 套装道具 3等级 魔法输出用,14020,3333,100410,1,1666,100411,1,3333,100412,1,5000,100413,1,6666,100414,1,8333,100415,1,10000,,,,,,,,,,,,
14022,35级 高级 套装道具 3等级 攻速输出用,14020,5000,100430,1,1666,100431,1,3333,100432,1,5000,100433,1,6666,100434,1,8333,100435,1,10000,,,,,,,,,,,,
14023,35级 高级 套装道具 3等级 远程用,14020,6666,100440,1,1666,100441,1,3333,100442,1,5000,100443,1,6666,100444,1,8333,100445,1,10000,,,,,,,,,,,,
14024,35级 高级 套装道具 3等级 坦克用,14020,8333,100460,1,1666,100461,1,3333,100462,1,5000,100463,1,6666,100464,1,8333,100465,1,10000,,,,,,,,,,,,
14025,35级 高级 套装道具 3等级 近战用,14020,10000,100470,1,1666,100471,1,3333,100472,1,5000,100473,1,6666,100474,1,8333,100475,1,10000,,,,,,,,,,,,
14030,35级 高级 套装道具 4等级 治疗用,14030,1666,100500,1,1666,100501,1,3333,100502,1,5000,100503,1,6666,100504,1,8333,100505,1,10000,,,,,,,,,,,,
14031,35级 高级 套装道具 4等级 魔法输出用,14030,3333,100510,1,1666,100511,1,3333,100512,1,5000,100513,1,6666,100514,1,8333,100515,1,10000,,,,,,,,,,,,
14032,35级 高级 套装道具 4等级 攻速输出用,14030,5000,100530,1,1666,100531,1,3333,100532,1,5000,100533,1,6666,100534,1,8333,100535,1,10000,,,,,,,,,,,,
14033,35级 高级 套装道具 4等级 远程用,14030,6666,100540,1,1666,100541,1,3333,100542,1,5000,100543,1,6666,100544,1,8333,100545,1,10000,,,,,,,,,,,,
14034,35级 高级 套装道具 4等级 坦克用,14030,8333,100560,1,1666,100561,1,3333,100562,1,5000,100563,1,6666,100564,1,8333,100565,1,10000,,,,,,,,,,,,
14035,35级 高级 套装道具 4等级 近战用,14030,10000,100570,1,1666,100571,1,3333,100572,1,5000,100573,1,6666,100574,1,8333,100575,1,10000,,,,,,,,,,,,
14040,40级 高级 套装道具 3等级 治疗用,14040,1666,100600,1,1666,100601,1,3333,100602,1,5000,100603,1,6666,100604,1,8333,100605,1,10000,,,,,,,,,,,,
14041,40级 高级 套装道具 3等级 魔法输出用,14040,3333,100610,1,1666,100611,1,3333,100612,1,5000,100613,1,6666,100614,1,8333,100615,1,10000,,,,,,,,,,,,
14042,40级 高级 套装道具 3等级 攻速输出用,14040,5000,100630,1,1666,100631,1,3333,100632,1,5000,100633,1,6666,100634,1,8333,100635,1,10000,,,,,,,,,,,,
14043,40级 高级 套装道具 3等级 远程用,14040,6666,100640,1,1666,100641,1,3333,100642,1,5000,100643,1,6666,100644,1,8333,100645,1,10000,,,,,,,,,,,,
14044,40级 高级 套装道具 3等级 坦克用,14040,8333,100660,1,1666,100661,1,3333,100662,1,5000,100663,1,6666,100664,1,8333,100665,1,10000,,,,,,,,,,,,
14045,40级 高级 套装道具 3等级 近战用,14040,10000,100670,1,1666,100671,1,3333,100672,1,5000,100673,1,6666,100674,1,8333,100675,1,10000,,,,,,,,,,,,
14050,40级 高级 套装道具 4等级 治疗用,14050,1666,100700,1,1666,100701,1,3333,100702,1,5000,100703,1,6666,100704,1,8333,100705,1,10000,,,,,,,,,,,,
14051,40级 高级 套装道具 4等级 魔法输出用,14050,3333,100710,1,1666,100711,1,3333,100712,1,5000,100713,1,6666,100714,1,8333,100715,1,10000,,,,,,,,,,,,
14052,40级 高级 套装道具 4等级 攻速输出用,14050,5000,100730,1,1666,100731,1,3333,100732,1,5000,100733,1,6666,100734,1,8333,100735,1,10000,,,,,,,,,,,,
14053,40级 高级 套装道具 4等级 远程用,14050,6666,100740,1,1666,100741,1,3333,100742,1,5000,100743,1,6666,100744,1,8333,100745,1,10000,,,,,,,,,,,,
14054,40级 高级 套装道具 4等级 坦克用,14050,8333,100760,1,1666,100761,1,3333,100762,1,5000,100763,1,6666,100764,1,8333,100765,1,10000,,,,,,,,,,,,
14055,40级 高级 套装道具 4等级 近战用,14050,10000,100770,1,1666,100771,1,3333,100772,1,5000,100773,1,6666,100774,1,8333,100775,1,10000,,,,,,,,,,,,
14060,42级 高级 套装道具 3等级 治疗用,14060,1666,100800,1,1666,100801,1,3333,100802,1,5000,100803,1,6666,100804,1,8333,100805,1,10000,,,,,,,,,,,,
14061,42级 高级 套装道具 3等级 魔法输出用,14060,3333,100810,1,1666,100811,1,3333,100812,1,5000,100813,1,6666,100814,1,8333,100815,1,10000,,,,,,,,,,,,
14062,42级 高级 套装道具 3等级 攻速输出用,14060,5000,100830,1,1666,100831,1,3333,100832,1,5000,100833,1,6666,100834,1,8333,100835,1,10000,,,,,,,,,,,,
14063,42级 高级 套装道具 3等级 远程用,14060,6666,100840,1,1666,100841,1,3333,100842,1,5000,100843,1,6666,100844,1,8333,100845,1,10000,,,,,,,,,,,,
14064,42级 高级 套装道具 3等级 坦克用,14060,8333,100860,1,1666,100861,1,3333,100862,1,5000,100863,1,6666,100864,1,8333,100865,1,10000,,,,,,,,,,,,
14065,42级 高级 套装道具 3等级 近战用,14060,10000,100870,1,1666,100871,1,3333,100872,1,5000,100873,1,6666,100874,1,8333,100875,1,10000,,,,,,,,,,,,
14070,42级 高级 套装道具 4等级 治疗用,14070,1666,100900,1,1666,100901,1,3333,100902,1,5000,100903,1,6666,100904,1,8333,100905,1,10000,,,,,,,,,,,,
14071,42级 高级 套装道具 4等级 魔法输出用,14070,3333,100910,1,1666,100911,1,3333,100912,1,5000,100913,1,6666,100914,1,8333,100915,1,10000,,,,,,,,,,,,
14072,42级 高级 套装道具 4等级 攻速输出用,14070,5000,100930,1,1666,100931,1,3333,100932,1,5000,100933,1,6666,100934,1,8333,100935,1,10000,,,,,,,,,,,,
14073,42级 高级 套装道具 4等级 远程用,14070,6666,100940,1,1666,100941,1,3333,100942,1,5000,100943,1,6666,100944,1,8333,100945,1,10000,,,,,,,,,,,,
14074,42级 高级 套装道具 4等级 坦克用,14070,8333,100960,1,1666,100961,1,3333,100962,1,5000,100963,1,6666,100964,1,8333,100965,1,10000,,,,,,,,,,,,
14075,42级 高级 套装道具 4等级 近战用,14070,10000,100970,1,1666,100971,1,3333,100972,1,5000,100973,1,6666,100974,1,8333,100975,1,10000,,,,,,,,,,,,
14080,45级 高级 套装道具 3等级 治疗用,14080,1666,101000,1,1666,101001,1,3333,101002,1,5000,101003,1,6666,101004,1,8333,101005,1,10000,,,,,,,,,,,,
14081,45级 高级 套装道具 3等级 魔法输出用,14080,3333,101010,1,1666,101011,1,3333,101012,1,5000,101013,1,6666,101014,1,8333,101015,1,10000,,,,,,,,,,,,
14082,45级 高级 套装道具 3等级 攻速输出用,14080,5000,101030,1,1666,101031,1,3333,101032,1,5000,101033,1,6666,101034,1,8333,101035,1,10000,,,,,,,,,,,,
14083,45级 高级 套装道具 3等级 远程用,14080,6666,101040,1,1666,101041,1,3333,101042,1,5000,101043,1,6666,101044,1,8333,101045,1,10000,,,,,,,,,,,,
14084,45级 高级 套装道具 3等级 坦克用,14080,8333,101060,1,1666,101061,1,3333,101062,1,5000,101063,1,6666,101064,1,8333,101065,1,10000,,,,,,,,,,,,
14085,45级 高级 套装道具 3等级 近战用,14080,10000,101070,1,1666,101071,1,3333,101072,1,5000,101073,1,6666,101074,1,8333,101075,1,10000,,,,,,,,,,,,
14090,45级 高级 套装道具 4等级 治疗用,14090,1666,101100,1,1666,101101,1,3333,101102,1,5000,101103,1,6666,101104,1,8333,101105,1,10000,,,,,,,,,,,,
14091,45级 高级 套装道具 4等级 魔法输出用,14090,3333,101110,1,1666,101111,1,3333,101112,1,5000,101113,1,6666,101114,1,8333,101115,1,10000,,,,,,,,,,,,
14092,45级 高级 套装道具 4等级 攻速输出用,14090,5000,101130,1,1666,101131,1,3333,101132,1,5000,101133,1,6666,101134,1,8333,101135,1,10000,,,,,,,,,,,,
14093,45级 高级 套装道具 4等级 远程用,14090,6666,101140,1,1666,101141,1,3333,101142,1,5000,101143,1,6666,101144,1,8333,101145,1,10000,,,,,,,,,,,,
14094,45级 高级 套装道具 4等级 坦克用,14090,8333,101160,1,1666,101161,1,3333,101162,1,5000,101163,1,6666,101164,1,8333,101165,1,10000,,,,,,,,,,,,
14095,45级 高级 套装道具 4等级 近战用,14090,10000,101170,1,1666,101171,1,3333,101172,1,5000,101173,1,6666,101174,1,8333,101175,1,10000,,,,,,,,,,,,
14100,47级 高级 套装道具 3等级 治疗用,14100,1666,101200,1,1666,101201,1,3333,101202,1,5000,101203,1,6666,101204,1,8333,101205,1,10000,,,,,,,,,,,,
14101,47级 高级 套装道具 3等级 魔法输出用,14100,3333,101210,1,1666,101211,1,3333,101212,1,5000,101213,1,6666,101214,1,8333,101215,1,10000,,,,,,,,,,,,
14102,47级 高级 套装道具 3等级 攻速输出用,14100,5000,101230,1,1666,101231,1,3333,101232,1,5000,101233,1,6666,101234,1,8333,101235,1,10000,,,,,,,,,,,,
14103,47级 高级 套装道具 3等级 远程用,14100,6666,101240,1,1666,101241,1,3333,101242,1,5000,101243,1,6666,101244,1,8333,101245,1,10000,,,,,,,,,,,,
14104,47级 高级 套装道具 3等级 坦克用,14100,8333,101260,1,1666,101261,1,3333,101262,1,5000,101263,1,6666,101264,1,8333,101265,1,10000,,,,,,,,,,,,
14105,47级 高级 套装道具 3等级 近战用,14100,10000,101270,1,1666,101271,1,3333,101272,1,5000,101273,1,6666,101274,1,8333,101275,1,10000,,,,,,,,,,,,
14110,47级 高级 套装道具 4等级 治疗用,14110,1666,101300,1,1666,101301,1,3333,101302,1,5000,101303,1,6666,101304,1,8333,101305,1,10000,,,,,,,,,,,,
14111,47级 高级 套装道具 4等级 魔法输出用,14110,3333,101310,1,1666,101311,1,3333,101312,1,5000,101313,1,6666,101314,1,8333,101315,1,10000,,,,,,,,,,,,
14112,47级 高级 套装道具 4等级 攻速输出用,14110,5000,101330,1,1666,101331,1,3333,101332,1,5000,101333,1,6666,101334,1,8333,101335,1,10000,,,,,,,,,,,,
14113,47级 高级 套装道具 4等级 远程用,14110,6666,101340,1,1666,101341,1,3333,101342,1,5000,101343,1,6666,101344,1,8333,101345,1,10000,,,,,,,,,,,,
14114,47级 高级 套装道具 4等级 坦克用,14110,8333,101360,1,1666,101361,1,3333,101362,1,5000,101363,1,6666,101364,1,8333,101365,1,10000,,,,,,,,,,,,
14115,47级 高级 套装道具 4等级 近战用,14110,10000,101370,1,1666,101371,1,3333,101372,1,5000,101373,1,6666,101374,1,8333,101375,1,10000,,,,,,,,,,,,
14120,50级 高级 套装道具 3等级 治疗用,14120,1666,101400,1,1666,101401,1,3333,101402,1,5000,101403,1,6666,101404,1,8333,101405,1,10000,,,,,,,,,,,,
14121,50级 高级 套装道具 3等级 魔法输出用,14120,3333,101410,1,1666,101411,1,3333,101412,1,5000,101413,1,6666,101414,1,8333,101415,1,10000,,,,,,,,,,,,
14122,50级 高级 套装道具 3等级 攻速输出用,14120,5000,101430,1,1666,101431,1,3333,101432,1,5000,101433,1,6666,101434,1,8333,101435,1,10000,,,,,,,,,,,,
14123,50级 高级 套装道具 3等级 远程用,14120,6666,101440,1,1666,101441,1,3333,101442,1,5000,101443,1,6666,101444,1,8333,101445,1,10000,,,,,,,,,,,,
14124,50级 高级 套装道具 3等级 坦克用,14120,8333,101460,1,1666,101461,1,3333,101462,1,5000,101463,1,6666,101464,1,8333,101465,1,10000,,,,,,,,,,,,
14125,50级 高级 套装道具 3等级 近战用,14120,10000,101470,1,1666,101471,1,3333,101472,1,5000,101473,1,6666,101474,1,8333,101475,1,10000,,,,,,,,,,,,
14130,50级 高级 套装道具 4等级 治疗用,14130,1666,101500,1,1666,101501,1,3333,101502,1,5000,101503,1,6666,101504,1,8333,101505,1,10000,,,,,,,,,,,,
14131,50级 高级 套装道具 4等级 魔法输出用,14130,3333,101510,1,1666,101511,1,3333,101512,1,5000,101513,1,6666,101514,1,8333,101515,1,10000,,,,,,,,,,,,
14132,50级 高级 套装道具 4等级 攻速输出用,14130,5000,101530,1,1666,101531,1,3333,101532,1,5000,101533,1,6666,101534,1,8333,101535,1,10000,,,,,,,,,,,,
14133,50级 高级 套装道具 4等级 远程用,14130,6666,101540,1,1666,101541,1,3333,101542,1,5000,101543,1,6666,101544,1,8333,101545,1,10000,,,,,,,,,,,,
14134,50级 高级 套装道具 4等级 坦克用,14130,8333,101560,1,1666,101561,1,3333,101562,1,5000,101563,1,6666,101564,1,8333,101565,1,10000,,,,,,,,,,,,
14135,50级 高级 套装道具 4等级 近战用,14130,10000,101570,1,1666,101571,1,3333,101572,1,5000,101573,1,6666,101574,1,8333,101575,1,10000,,,,,,,,,,,,
14140,52级 高级 套装道具 3等级 治疗用,14140,1666,101600,1,1666,101601,1,3333,101602,1,5000,101603,1,6666,101604,1,8333,101605,1,10000,,,,,,,,,,,,
14141,52级 高级 套装道具 3等级 魔法输出用,14140,3333,101610,1,1666,101611,1,3333,101612,1,5000,101613,1,6666,101614,1,8333,101615,1,10000,,,,,,,,,,,,
14142,52级 高级 套装道具 3等级 攻速输出用,14140,5000,101630,1,1666,101631,1,3333,101632,1,5000,101633,1,6666,101634,1,8333,101635,1,10000,,,,,,,,,,,,
14143,52级 高级 套装道具 3等级 远程用,14140,6666,101640,1,1666,101641,1,3333,101642,1,5000,101643,1,6666,101644,1,8333,101645,1,10000,,,,,,,,,,,,
14144,52级 高级 套装道具 3等级 坦克用,14140,8333,101660,1,1666,101661,1,3333,101662,1,5000,101663,1,6666,101664,1,8333,101665,1,10000,,,,,,,,,,,,
14145,52级 高级 套装道具 3等级 近战用,14140,10000,101670,1,1666,101671,1,3333,101672,1,5000,101673,1,6666,101674,1,8333,101675,1,10000,,,,,,,,,,,,
14150,52级 高级 套装道具 4等级 治疗用,14150,1666,101700,1,1666,101701,1,3333,101702,1,5000,101703,1,6666,101704,1,8333,101705,1,10000,,,,,,,,,,,,
14151,52级 高级 套装道具 4等级 魔法输出用,14150,3333,101710,1,1666,101711,1,3333,101712,1,5000,101713,1,6666,101714,1,8333,101715,1,10000,,,,,,,,,,,,
14152,52级 高级 套装道具 4等级 攻速输出用,14150,5000,101730,1,1666,101731,1,3333,101732,1,5000,101733,1,6666,101734,1,8333,101735,1,10000,,,,,,,,,,,,
14153,52级 高级 套装道具 4等级 远程用,14150,6666,101740,1,1666,101741,1,3333,101742,1,5000,101743,1,6666,101744,1,8333,101745,1,10000,,,,,,,,,,,,
14154,52级 高级 套装道具 4等级 坦克用,14150,8333,101760,1,1666,101761,1,3333,101762,1,5000,101763,1,6666,101764,1,8333,101765,1,10000,,,,,,,,,,,,
14155,52级 高级 套装道具 4等级 近战用,14150,10000,101770,1,1666,101771,1,3333,101772,1,5000,101773,1,6666,101774,1,8333,101775,1,10000,,,,,,,,,,,,
14160,55级 高级 套装道具 3等级 治疗用,14160,1666,101800,1,1666,101801,1,3333,101802,1,5000,101803,1,6666,101804,1,8333,101805,1,10000,,,,,,,,,,,,
14161,55级 高级 套装道具 3等级 魔法输出用,14160,3333,101810,1,1666,101811,1,3333,101812,1,5000,101813,1,6666,101814,1,8333,101815,1,10000,,,,,,,,,,,,
14162,55级 高级 套装道具 3等级 攻速输出用,14160,5000,101830,1,1666,101831,1,3333,101832,1,5000,101833,1,6666,101834,1,8333,101835,1,10000,,,,,,,,,,,,
14163,55级 高级 套装道具 3等级 远程用,14160,6666,101840,1,1666,101841,1,3333,101842,1,5000,101843,1,6666,101844,1,8333,101845,1,10000,,,,,,,,,,,,
14164,55级 高级 套装道具 3等级 坦克用,14160,8333,101860,1,1666,101861,1,3333,101862,1,5000,101863,1,6666,101864,1,8333,101865,1,10000,,,,,,,,,,,,
14165,55级 高级 套装道具 3等级 近战用,14160,10000,101870,1,1666,101871,1,3333,101872,1,5000,101873,1,6666,101874,1,8333,101875,1,10000,,,,,,,,,,,,
14170,55级 高级 套装道具 4等级 治疗用,14170,1666,101900,1,1666,101901,1,3333,101902,1,5000,101903,1,6666,101904,1,8333,101905,1,10000,,,,,,,,,,,,
14171,55级 高级 套装道具 4等级 魔法输出用,14170,3333,101910,1,1666,101911,1,3333,101912,1,5000,101913,1,6666,101914,1,8333,101915,1,10000,,,,,,,,,,,,
14172,55级 高级 套装道具 4等级 攻速输出用,14170,5000,101930,1,1666,101931,1,3333,101932,1,5000,101933,1,6666,101934,1,8333,101935,1,10000,,,,,,,,,,,,
14173,55级 高级 套装道具 4等级 远程用,14170,6666,101940,1,1666,101941,1,3333,101942,1,5000,101943,1,6666,101944,1,8333,101945,1,10000,,,,,,,,,,,,
14174,55级 高级 套装道具 4等级 坦克用,14170,8333,101960,1,1666,101961,1,3333,101962,1,5000,101963,1,6666,101964,1,8333,101965,1,10000,,,,,,,,,,,,
14175,55级 高级 套装道具 4等级 近战用,14170,10000,101970,1,1666,101971,1,3333,101972,1,5000,101973,1,6666,101974,1,8333,101975,1,10000,,,,,,,,,,,,
14180,30级 破坏 套装道具 3等级 治疗用,14180,1666,105000,1,1666,105001,1,3333,105002,1,5000,105003,1,6666,105004,1,8333,105005,1,10000,,,,,,,,,,,,
14181,30级 破坏 套装道具 3等级 魔法输出用,14180,3333,105010,1,1666,105011,1,3333,105012,1,5000,105013,1,6666,105014,1,8333,105015,1,10000,,,,,,,,,,,,
14182,30级 破坏 套装道具 3等级 攻速输出用,14180,5000,105030,1,1666,105031,1,3333,105032,1,5000,105033,1,6666,105034,1,8333,105035,1,10000,,,,,,,,,,,,
14183,30级 破坏 套装道具 3等级 远程用,14180,6666,105040,1,1666,105041,1,3333,105042,1,5000,105043,1,6666,105044,1,8333,105045,1,10000,,,,,,,,,,,,
14184,30级 破坏 套装道具 3等级 坦克用,14180,8333,105060,1,1666,105061,1,3333,105062,1,5000,105063,1,6666,105064,1,8333,105065,1,10000,,,,,,,,,,,,
14185,30级 破坏 套装道具 3等级 近战用,14180,10000,105070,1,1666,105071,1,3333,105072,1,5000,105073,1,6666,105074,1,8333,105075,1,10000,,,,,,,,,,,,
