TID,Type,Kind,Property,Race,ShapeID,Color,Width,Height,Scale,Comment,EngTitle,EngName,LocalTitle,LocalName,UseIconType,WorldMapIcon,Level,Repeat,ItemDropTID,RegenR,RegenTimeMin,RegenTimeMax,Exp,ActionTID,Trigger,EntityState,EntityAni_01,EntityAni_02,EntityAni_03,QuestTID,QuestMissionTID,InsMapGroupTID,EventRange
5273,3,8,0,0,12010,,0.3,1.5,1, ,ETT_Title_000401,ETT_Name_000401,,宪兵皮囊,1,20800,1,2,23207,0,5,10,0,2,0,0,0,0,0,55147,550147,0,3
5274,3,8,0,0,11003,,0.3,1.5,1, ,ETT_Title_000402,ETT_Name_000402,,紧张的水晶,1,20800,1,2,23208,0,5,10,0,2,0,0,0,0,0,55152,550152,0,3
5275,3,8,0,0,12003,,0.3,1.5,1, ,ETT_Title_000403,ETT_Name_000403,,不痛苦的树,1,20800,1,2,23209,0,5,10,0,2,0,0,0,0,0,55154,550154,0,3
5276,3,8,0,0,12044,,0.3,1.5,1, ,ETT_Title_000404,ETT_Name_000404,,整把土,1,20800,1,2,23210,0,5,10,0,2,0,0,0,0,0,55155,550155,0,3
5277,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000405,ETT_Name_000405,,笑草,1,20800,1,2,23211,0,5,10,0,2,0,0,0,0,0,55157,550157,0,3
5278,3,8,0,0,12016,,0.3,1.5,1, ,ETT_Title_000406,ETT_Name_000406,,伊内斯特木箱,1,20800,1,2,23212,0,5,10,0,2,0,0,0,0,0,55164,550164,0,3
5279,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000407,ETT_Name_000407,,阳光水晶,1,20800,1,2,23213,0,5,10,0,2,0,0,0,0,0,55165,550165,0,3
5280,3,8,0,0,12015,,0.3,1.5,1, ,ETT_Title_000408,ETT_Name_000408,,伊内斯特武器箱,1,20800,1,2,23214,0,5,10,0,2,0,0,0,0,0,55168,550168,0,3
5281,3,8,0,0,11001,,0.3,1.5,1, ,ETT_Title_000409,ETT_Name_000409,,灰色铁,1,20800,1,2,23215,0,5,10,0,2,0,0,0,0,0,55169,550169,0,3
5282,3,8,0,0,12011,,0.3,1.5,1, ,ETT_Title_000410,ETT_Name_000410,,伊内斯特木桶,1,20800,1,2,23216,0,5,10,0,2,0,0,0,0,0,55170,550170,0,3
5283,3,8,0,0,12044,,0.3,1.5,1, ,ETT_Title_000411,ETT_Name_000411,,尸体,1,20800,1,2,23217,0,5,10,0,2,0,0,0,0,0,55172,550172,0,3
5284,3,8,0,0,12007,,0.3,1.5,1, ,ETT_Title_000412,ETT_Name_000412,,光魂树,1,20800,1,2,23218,0,5,10,0,2,0,0,0,0,0,55173,550173,0,3
5285,3,8,0,0,11004,,0.3,1.5,1, ,ETT_Title_000413,ETT_Name_000413,,急速水晶,1,20800,1,2,23219,0,5,10,0,2,0,0,0,0,0,55182,550182,0,3
5286,3,8,0,0,12010,,0.3,1.5,1, ,ETT_Title_000414,ETT_Name_000414,,哥布林天空之城皮囊,1,20800,1,2,23220,0,5,10,0,2,0,0,0,0,0,55185,550185,0,3
5287,3,8,0,0,11002,,0.3,1.5,1, ,ETT_Title_000415,ETT_Name_000415,,探讨水晶,1,20800,1,2,23221,0,5,10,0,2,0,0,0,0,0,55188,550188,0,3
5289,3,8,0,0,12003,,0.3,1.5,1, ,ETT_Title_000416,ETT_Name_000416,,喷泉树,1,20800,1,2,23223,0,5,10,0,2,0,0,0,0,0,55193,550193,0,3
5290,3,8,0,0,11100,,0.3,1.5,1, ,ETT_Title_000417,ETT_Name_000417,,还俗草,1,20800,1,2,23224,0,5,10,0,2,0,0,0,0,0,55203,550203,0,3
5291,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000418,ETT_Name_000418,,灰色花,1,20800,1,2,23225,0,5,10,0,2,0,0,0,0,0,55206,550206,0,3
5292,3,8,0,0,11002,,0.3,1.5,1, ,ETT_Title_000419,ETT_Name_000419,,温气水晶,1,20800,1,2,23226,0,5,10,0,2,0,0,0,0,0,55216,550216,0,3
5293,3,8,0,0,12005,,0.3,1.5,1, ,ETT_Title_000420,ETT_Name_000420,,枯萎的树,1,20800,1,2,23227,0,5,10,0,2,0,0,0,0,0,55219,550219,0,3
5294,3,8,0,0,11003,,0.3,1.5,1, ,ETT_Title_000421,ETT_Name_000421,,不法石,1,20800,1,2,23228,0,5,10,0,2,0,0,0,0,0,55221,550221,0,3
5296,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000422,ETT_Name_000422,,翅膀草,1,20800,1,2,23230,0,5,10,0,2,0,0,0,0,0,55229,550229,0,3
5297,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000423,ETT_Name_000423,,静音草,1,20800,1,2,23231,0,5,10,0,2,0,0,0,0,0,55235,550235,0,3
5298,3,8,0,0,11004,,0.3,1.5,1, ,ETT_Title_000424,ETT_Name_000424,,蓝天水晶,1,20800,1,2,23232,0,5,10,0,2,0,0,0,0,0,55238,550238,0,3
5299,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000425,ETT_Name_000425,,红焰花,1,20800,1,2,23233,0,5,10,0,2,0,0,0,0,0,55241,550241,0,3
5300,3,8,0,0,11004,,0.3,1.5,1, ,ETT_Title_000426,ETT_Name_000426,,波长水晶,1,20800,1,2,23234,0,5,10,0,2,0,0,0,0,0,55246,550246,0,3
5301,3,8,0,0,12026,,0.3,1.5,1, ,ETT_Title_000427,ETT_Name_000427,,智慧门魔法装置,1,20800,1,2,0,0,5,10,0,2,0,0,0,0,0,-1,-1,0,3
5302,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000428,ETT_Name_000428,,星粉花,1,20800,1,2,23236,0,5,10,0,2,0,0,0,0,0,55261,550261,0,3
5303,3,8,0,0,11002,,0.3,1.5,1, ,ETT_Title_000429,ETT_Name_000429,,异态石,1,20800,1,2,23237,0,5,10,0,2,0,0,0,0,0,55177,550177,0,3
5304,3,8,0,0,12019,,0.3,1.5,1, ,ETT_Title_000430,ETT_Name_000430,,止血草,1,20800,1,2,23244,0,5,10,0,2,0,0,0,0,0,55012,550012,0,3
5305,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000431,ETT_Name_000431,,虫花,1,20800,1,2,23245,0,5,10,0,2,0,0,0,0,0,55181,550181,0,3
5306,3,8,0,0,12007,,0.3,1.5,1, ,ETT_Title_000432,ETT_Name_000432,,小树,1,20800,1,2,23246,0,5,10,0,2,0,0,0,0,0,55036,550036,0,3
5307,3,8,0,0,12002,,0.3,1.5,1, ,ETT_Title_000433,ETT_Name_000433,,法雷尔莱德箱,1,20800,1,2,23247,0,5,10,0,2,0,0,0,0,0,55040,550040,0,3
5308,3,8,0,0,11101,,0.3,1.5,1, ,ETT_Title_000434,ETT_Name_000434,,血色花,1,20800,1,2,23248,0,5,10,0,2,0,0,0,0,0,55072,550072,0,3
5309,3,8,0,0,12016,,0.3,1.5,1, ,ETT_Title_000435,ETT_Name_000435,,血色肯塔伍露丝箱,1,20800,1,2,23249,0,5,10,0,2,0,0,0,0,0,55014,550014,0,3
5401,3,8,0,0,11001,,0.3,1.5,1, ,ETT_Title_000436,ETT_Name_000436,,沙子水晶,1,20800,1,2,23250,0,5,10,0,2,0,0,0,0,0,80005,800005,0,3
5402,3,8,0,0,12002,,0.3,4,1, ,ETT_Title_000437,ETT_Name_000437,,沉重的保管箱,1,20800,1,2,23251,0,5,10,0,2,0,0,0,0,0,80008,800008,0,3
5403,3,8,0,0,12017,,0.3,1.5,1, ,ETT_Title_000438,ETT_Name_000438,,锦囊,1,20800,1,2,23252,0,5,10,0,2,0,0,0,0,0,80026,800026,0,3
5404,3,8,0,0,12017,,0.3,4,1, ,ETT_Title_000439,ETT_Name_000439,,盗贼群袋,1,20800,1,2,25904,0,5,10,0,2,0,0,0,0,0,80029,800029,0,3
5405,3,8,0,0,11102,,0.3,3,1, ,ETT_Title_000440,ETT_Name_000440,,星光草,1,20800,1,2,23254,0,5,10,0,2,0,0,0,0,0,80043,800043,0,3
5406,3,8,0,0,11003,,0.3,1.5,1, ,ETT_Title_000441,ETT_Name_000441,,无水晶,1,20800,1,2,23255,0,5,10,0,2,0,0,0,0,0,80045,800045,0,3
5407,3,8,0,0,11103,,0.3,1.5,1, ,ETT_Title_000442,ETT_Name_000442,,伤心草,1,20800,1,2,23256,0,5,10,0,2,0,0,0,0,0,80048,800048,0,3
5408,3,8,0,0,12002,,0.3,1,1, ,ETT_Title_000443,ETT_Name_000443,,结实的箱子,1,20800,1,2,23257,0,5,10,0,2,0,0,0,0,0,80058,800058,0,3
5409,3,8,0,0,11004,,0.3,1.5,1, ,ETT_Title_000444,ETT_Name_000444,,探索水晶,1,20800,1,2,23258,0,5,10,0,2,0,0,0,0,0,80062,800062,0,3
5410,3,8,0,0,12003,,0.3,3,1, ,ETT_Title_000445,ETT_Name_000445,,天黄树,1,20800,1,2,25923,0,5,10,0,2,0,0,0,0,0,80067,800067,0,3
5411,3,8,0,0,11100,,0.3,1,1, ,ETT_Title_000446,ETT_Name_000446,,闪亮草,1,20800,1,2,23260,0,5,10,0,2,0,0,0,0,0,80068,800068,0,3
5412,3,8,0,0,12002,,0.3,1.5,1, ,ETT_Title_000447,ETT_Name_000447,,工具保管箱,1,20800,1,2,23261,0,5,10,0,2,0,0,0,0,0,80072,800072,0,3
5413,3,8,0,0,12002,,0.3,1.5,1, ,ETT_Title_000448,ETT_Name_000448,,魔法工具箱,1,20800,1,2,23262,0,5,10,0,2,0,0,0,0,0,80080,800080,0,3
5414,3,8,0,0,11101,,0.3,2,1.5, ,ETT_Title_000449,ETT_Name_000449,,辉光草,1,20800,1,2,23263,0,5,10,0,2,0,0,0,0,0,80089,800089,0,3
5415,3,8,0,0,12002,,0.3,1.5,1, ,ETT_Title_000450,ETT_Name_000450,,治愈瓶箱子,1,20800,1,2,23264,0,5,10,0,2,0,0,0,0,0,80097,800097,0,3
5416,3,8,0,0,12017,,0.3,1.5,1, ,ETT_Title_000451,ETT_Name_000451,,材料袋,1,20800,1,2,23265,0,5,10,0,2,0,0,0,0,0,80099,800099,0,3
5417,3,8,0,0,11102,,0.3,3,1, ,ETT_Title_000452,ETT_Name_000452,,哈欠草,1,20800,1,2,23266,0,5,10,0,2,0,0,0,0,0,80101,800101,0,3
5418,3,8,0,0,11004,,0.3,1.5,1, ,ETT_Title_000453,ETT_Name_000453,,明亮水晶,1,20800,1,2,23267,0,5,10,0,2,0,0,0,0,0,80104,800104,0,3
5419,3,8,0,0,11103,,0.3,1.5,1, ,ETT_Title_000454,ETT_Name_000454,,宝石草,1,20800,1,2,23268,0,5,10,0,2,0,0,0,0,0,80106,800106,0,3
5420,3,8,0,0,11202,,0.3,1.5,1, ,ETT_Title_000455,ETT_Name_000455,,一升残留水,1,20800,1,2,23269,0,5,10,0,2,0,0,0,0,0,80109,800109,0,3
5421,3,8,0,0,12003,,0.3,1,1, ,ETT_Title_000456,ETT_Name_000456,,结实的树,1,20800,1,2,23270,0,5,10,0,2,0,0,0,0,0,80114,800114,0,3
5422,3,8,0,0,11003,,0.3,1.5,1, ,ETT_Title_000457,ETT_Name_000457,,基岩石,1,20800,1,2,23271,0,5,10,0,2,0,0,0,0,0,80117,800117,0,3
5423,3,8,0,0,12017,,0.3,2,1.5, ,ETT_Title_000458,ETT_Name_000458,,修理工具袋,1,20800,1,2,23272,0,5,10,0,2,0,0,0,0,0,80123,800123,0,3
5424,3,8,0,0,12002,,0.3,3,1, ,ETT_Title_000459,ETT_Name_000459,,僵硬的箱,1,20800,1,2,23273,0,5,10,0,2,0,0,0,0,0,80128,800128,0,3
5425,3,8,0,0,11100,,0.3,1.5,1, ,ETT_Title_000460,ETT_Name_000460,,结实草,1,20800,1,2,23274,0,5,10,0,2,0,0,0,0,0,80130,800130,0,3
5426,3,8,0,0,11001,,0.3,2,2, ,ETT_Title_000461,ETT_Name_000461,,太阳水晶,1,20800,1,2,23275,0,5,10,0,2,0,0,0,0,0,80137,800137,0,3
5427,3,8,0,0,11002,,0.3,1.5,1, ,ETT_Title_000462,ETT_Name_000462,,魔焰石,1,20800,1,2,23276,0,5,10,0,2,0,0,0,0,0,80138,800138,0,3
5428,3,8,0,0,11101,,0.3,1.5,1, ,ETT_Title_000463,ETT_Name_000463,,结实草,1,20800,1,2,23277,0,5,10,0,2,0,0,0,0,0,80143,800143,0,3
5429,3,8,0,0,11102,,0.3,1.5,1, ,ETT_Title_000464,ETT_Name_000464,,黄草,1,20800,1,2,23278,0,5,10,0,2,0,0,0,0,0,80145,800145,0,3
5430,3,8,0,0,11103,,0.3,1.5,1, ,ETT_Title_000465,ETT_Name_000465,,刻薄草,1,20800,1,2,23279,0,5,10,0,2,0,0,0,0,0,80154,800154,0,3
5431,3,8,0,0,11104,,0.3,1.5,1, ,ETT_Title_000466,ETT_Name_000466,,亿万草,1,20800,1,2,23280,0,5,10,0,2,0,0,0,0,0,80157,800157,0,3
5432,3,8,0,0,11003,,0.3,1.5,1, ,ETT_Title_000467,ETT_Name_000467,,云水晶,1,20800,1,2,23281,0,5,10,0,2,0,0,0,0,0,80160,800160,0,3
5433,3,8,0,0,11002,,0.3,1.5,1, ,ETT_Title_000468,ETT_Name_000468,,佳林水晶,1,20800,1,2,23282,0,5,10,0,2,0,0,0,0,0,80165,800165,0,3
5434,3,8,0,0,11100,,0.3,1.5,1, ,ETT_Title_000469,ETT_Name_000469,,高阳草,1,20800,1,2,23283,0,5,10,0,2,0,0,0,0,0,80167,800167,0,3
5435,3,8,0,0,12002,,0.3,1.5,1, ,ETT_Title_000470,ETT_Name_000470,,贵重物品箱,1,20800,1,2,23284,0,5,10,0,2,0,0,0,0,0,80169,800169,0,3
5436,3,8,0,0,12002,,0.3,2.5,2,外形制作需要,ETT_Title_000471,ETT_Name_000471,,戴穆里申铠甲,1,20800,1,2,23285,0,5,10,0,2,0,0,0,0,0,80173,800173,0,3
5437,3,8,0,0,12017,,0.3,1.5,1, ,ETT_Title_000472,ETT_Name_000472,,旧袋,1,20800,1,2,23286,0,5,10,0,2,0,0,0,0,0,80180,800180,0,3
5438,3,8,0,0,12017,,0.3,1,1, ,ETT_Title_000473,ETT_Name_000473,,古老的口袋,1,20800,1,2,23287,0,5,10,0,2,0,0,0,0,0,80180,801180,0,3
5439,3,8,0,0,12017,,0.3,4,1, ,ETT_Title_000474,ETT_Name_000474,,缭有窟窿的口袋,1,20800,1,2,23288,0,5,10,0,2,0,0,0,0,0,80180,802180,0,3
5440,3,8,0,0,12003,,0.3,1.5,1, ,ETT_Title_000475,ETT_Name_000475,,绿网树,1,20800,1,2,23289,0,5,10,0,2,0,0,0,0,0,80182,800182,0,3
5441,3,8,0,0,11004,,0.3,1.5,1, ,ETT_Title_000476,ETT_Name_000476,,魔杖水晶,1,20800,1,2,23290,0,5,10,0,2,0,0,0,0,0,80185,800185,0,3
5442,3,8,0,0,11004,,0.3,1.5,1,外形制作需要,ETT_Title_000477,ETT_Name_000477,,黄昏的圣物,1,20800,1,2,23291,0,5,10,0,2,0,0,0,0,0,80190,800190,0,3
5443,3,8,0,0,12002,,0.3,1.5,1, ,ETT_Title_000478,ETT_Name_000478,,日落箱,1,20800,1,2,23292,0,5,10,0,2,0,0,0,0,0,80192,800192,0,3
5444,3,8,0,0,11101,,0.3,1.5,1, ,ETT_Title_000479,ETT_Name_000479,,指引草,1,20800,1,2,23293,0,5,10,0,2,0,0,0,0,0,80196,800196,0,3
5445,3,8,0,0,12017,,0.3,3,1, ,ETT_Title_000480,ETT_Name_000480,,日落皮囊,1,20800,1,2,23294,0,5,10,0,2,0,0,0,0,0,80200,800200,0,3
20001,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000481,ETT_Name_000481,,铜矿脉,1,20100,1,1,30000,2,36,40,48,2,0,0,0,0,0,0,0,0,3
20002,3,1,0,0,11003,,0.5,2,0.7,矿物,ETT_Title_000482,ETT_Name_000482,,锌矿脉,1,20100,5,1,30001,2,40,44,196,2,0,0,0,0,0,0,0,0,3
20003,3,1,0,0,11002,,0.5,2,0.7,矿物,ETT_Title_000483,ETT_Name_000483,,锡矿脉,1,20100,10,1,30002,2,45,50,394,2,0,0,0,0,0,0,0,0,3
20004,3,1,0,0,11001,,0.5,2,0.7,矿物,ETT_Title_000484,ETT_Name_000484,,铁矿脉,1,20100,15,1,30003,2,50,55,592,2,0,0,0,0,0,0,0,0,3
20005,3,1,0,0,11014,,0.5,2,0.7,矿物,ETT_Title_000485,ETT_Name_000485,,铬铁石矿脉,1,20100,20,1,30004,2,55,61,790,2,0,0,0,0,0,0,0,0,3
20006,3,1,0,0,11005,,0.5,2,0.7,矿物,ETT_Title_000486,ETT_Name_000486,,黑铁矿脉,1,20100,25,1,30005,2,60,66,988,2,0,0,0,0,0,0,0,0,3
20007,3,1,0,0,11006,,0.5,2,0.7,矿物,ETT_Title_000487,ETT_Name_000487,,米勒拉特矿脉,1,20100,30,1,30006,2,65,72,1186,2,0,0,0,0,0,0,0,0,3
20008,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000488,ETT_Name_000488,,钼矿脉,1,20100,35,1,30007,2,70,77,1384,2,0,0,0,0,0,0,0,0,3
20009,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000489,ETT_Name_000489,,金矿脉,1,20100,40,1,30008,2,75,83,1582,2,0,0,0,0,0,0,0,0,3
20010,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000490,ETT_Name_000490,,白金矿脉,1,20100,45,1,30009,2,80,88,1780,2,0,0,0,0,0,0,0,0,3
20011,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000491,ETT_Name_000491,,锰矿脉,1,20100,50,1,30010,2,85,94,1978,2,0,0,0,0,0,0,0,0,3
20012,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000492,ETT_Name_000492,,心魂石矿脉,1,20100,55,1,30011,2,85,94,2176,2,0,0,0,0,0,0,0,0,3
20013,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000493,ETT_Name_000493,,秘银矿脉,1,20100,60,1,30012,2,85,94,2374,2,0,0,0,0,0,0,0,0,3
20014,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000494,ETT_Name_000494,,钯矿脉,1,20100,65,1,30013,2,85,94,2572,2,0,0,0,0,0,0,0,0,3
20015,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000495,ETT_Name_000495,,钴矿脉,1,20100,70,1,30014,2,85,94,2770,2,0,0,0,0,0,0,0,0,3
20016,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000496,ETT_Name_000496,,钛矿脉,1,20100,50,1,30015,2,85,94,1978,2,0,0,0,0,0,0,0,0,3
20017,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000497,ETT_Name_000497,,欧丽卡奎姆矿脉,1,20100,50,1,30016,2,85,94,1978,2,0,0,0,0,0,0,0,0,3
20018,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000498,ETT_Name_000498,,艾姆普赛特矿脉,1,20100,50,1,30017,2,85,94,1978,2,0,0,0,0,0,0,0,0,3
20019,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000499,ETT_Name_000499,,韦伯杰尼乌姆矿脉,1,20100,50,1,30018,2,85,94,1978,2,0,0,0,0,0,0,0,0,3
20020,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000500,ETT_Name_000500,,阿尔登塔伊特矿脉,1,20100,50,1,30019,2,85,94,1978,2,0,0,0,0,0,0,0,0,3
20021,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000501,ETT_Name_000501,,天青石矿脉,1,20100,50,1,30020,2,85,94,1978,2,0,0,0,0,0,0,0,0,3
20022,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000502,ETT_Name_000502,,阿尔莱塞莱特矿脉,1,20100,50,1,30021,2,85,94,1978,2,0,0,0,0,0,0,0,0,3
20023,3,1,0,0,11000,,0.5,2,0.7,矿物,ETT_Title_000503,ETT_Name_000503,,斯比利缇乌姆矿脉,1,20100,50,1,30022,2,85,94,1978,2,0,0,0,0,0,0,0,0,3
30001,3,2,0,0,11100,,0.3,1.5,1,植物,ETT_Title_000504,ETT_Name_000504,,恩特的眼泪,1,20200,1,1,31000,2,31,34,83,2,0,0,0,0,0,0,0,0,3
30002,3,2,0,0,11101,,0.3,2.5,1,植物,ETT_Title_000505,ETT_Name_000505,,藤萝花树,1,20200,8,1,31001,2,38,42,383,2,0,0,0,0,0,0,0,0,3
30003,3,2,0,0,11102,,0.3,1.5,1,植物,ETT_Title_000506,ETT_Name_000506,,露珠草,1,20200,15,1,31002,2,45,50,683,2,0,0,0,0,0,0,0,0,3
30004,3,2,0,0,11104,,0.3,1.5,1,植物,ETT_Title_000507,ETT_Name_000507,,幽灵荆棘树,1,20200,22,1,31003,2,52,57,983,2,0,0,0,0,0,0,0,0,3
30005,3,2,0,0,11103,,0.3,1.5,1,植物,ETT_Title_000508,ETT_Name_000508,,月钟,1,20200,29,1,31004,2,59,65,1283,2,0,0,0,0,0,0,0,0,3
30006,3,2,0,0,11106,,0.3,2.5,1,植物,ETT_Title_000509,ETT_Name_000509,,孤胆树,1,20200,36,1,31005,2,66,73,1583,2,0,0,0,0,0,0,0,0,3
30007,3,2,0,0,11105,,0.3,1.5,1,植物,ETT_Title_000510,ETT_Name_000510,,五香草,1,20200,43,1,31006,2,73,81,1883,2,0,0,0,0,0,0,0,0,3
30008,3,2,0,0,11109,,0.3,1.5,1,植物,ETT_Title_000511,ETT_Name_000511,,冰上荆棘树,1,20200,50,1,31007,2,80,88,2183,2,0,0,0,0,0,0,0,0,3
40001,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000512,ETT_Name_000512,,艾戴尔残留物,1,20300,1,1,32000,2,21,23,50,2,0,0,0,0,0,0,0,0,3
40002,3,3,0,0,11201,,0.3,1.5,1,艾戴尔,ETT_Title_000513,ETT_Name_000513,,朦胧之水艾戴尔,1,20300,3,1,32001,2,23,26,160,2,0,0,0,0,0,0,0,0,3
40003,3,3,0,0,11204,,0.3,1.5,1,艾戴尔,ETT_Title_000514,ETT_Name_000514,,朦胧之大地艾戴尔,1,20300,6,1,32002,2,26,29,280,2,0,0,0,0,0,0,0,0,3
40004,3,3,0,0,11202,,0.3,1.5,1,艾戴尔,ETT_Title_000515,ETT_Name_000515,,朦胧之风艾戴尔,1,20300,9,1,32003,2,29,32,400,2,0,0,0,0,0,0,0,0,3
40005,3,3,0,0,11203,,0.3,1.5,1,艾戴尔,ETT_Title_000516,ETT_Name_000516,,朦胧之火艾戴尔,1,20300,12,1,32004,2,32,35,520,2,0,0,0,0,0,0,0,0,3
40006,3,3,0,0,11207,,0.3,1.5,1,艾戴尔,ETT_Title_000517,ETT_Name_000517,,纯净之水艾戴尔,1,20300,15,1,32005,2,35,39,640,2,0,0,0,0,0,0,0,0,3
40007,3,3,0,0,11210,,0.3,1.5,1,艾戴尔,ETT_Title_000518,ETT_Name_000518,,纯净之大地艾戴尔,1,20300,20,1,32006,2,40,44,760,2,0,0,0,0,0,0,0,0,3
40008,3,3,0,0,11208,,0.3,1.5,1,艾戴尔,ETT_Title_000519,ETT_Name_000519,,纯净之风艾戴尔,1,20300,25,1,32007,2,45,50,880,2,0,0,0,0,0,0,0,0,3
40009,3,3,0,0,11209,,0.3,1.5,1,艾戴尔,ETT_Title_000520,ETT_Name_000520,,纯净之火艾戴尔,1,20300,30,1,32008,2,50,55,1000,2,0,0,0,0,0,0,0,0,3
40010,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000521,ETT_Name_000521,,浓水艾戴尔,1,20300,35,1,32009,2,55,61,1120,2,0,0,0,0,0,0,0,0,3
40011,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000522,ETT_Name_000522,,浓大地艾戴尔,1,20300,40,1,32010,2,60,66,1240,2,0,0,0,0,0,0,0,0,3
40012,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000523,ETT_Name_000523,,浓风艾戴尔,1,20300,45,1,32011,2,65,72,1360,2,0,0,0,0,0,0,0,0,3
40013,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000524,ETT_Name_000524,,浓火艾戴尔,1,20300,50,1,32012,2,70,77,1480,2,0,0,0,0,0,0,0,0,3
40014,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000525,ETT_Name_000525,,鲜明的水艾戴尔,1,20300,55,1,32013,2,70,77,1600,2,0,0,0,0,0,0,0,0,3
40015,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000526,ETT_Name_000526,,鲜明的大地艾戴尔,1,20300,60,1,32014,2,70,77,1720,2,0,0,0,0,0,0,0,0,3
40016,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000527,ETT_Name_000527,,鲜明的风艾戴尔,1,20300,65,1,32015,2,70,77,1840,2,0,0,0,0,0,0,0,0,3
40017,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000528,ETT_Name_000528,,鲜明的火上电视,1,20300,70,1,32016,2,70,77,1960,2,0,0,0,0,0,0,0,0,3
40018,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000529,ETT_Name_000529,,浓厚的水艾戴尔,1,20300,50,1,32017,2,70,77,1480,2,0,0,0,0,0,0,0,0,3
40019,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000530,ETT_Name_000530,,浓厚的大地艾戴尔,1,20300,50,1,32018,2,70,77,1480,2,0,0,0,0,0,0,0,0,3
40020,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000531,ETT_Name_000531,,浓厚的风艾戴尔,1,20300,50,1,32019,2,70,77,1480,2,0,0,0,0,0,0,0,0,3
40021,3,3,0,0,11200,,0.3,1.5,1,艾戴尔,ETT_Title_000532,ETT_Name_000532,,浓厚的后艾戴尔,1,20300,50,1,32020,2,70,77,1480,2,0,0,0,0,0,0,0,0,3
100001,3,9,0,0,10006,,1,12,1,圣物占领战,ETT_Title_000533,ETT_Name_000533,,火的圣物,7,20900,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
100002,3,9,1,0,10006,,1,12,1,圣物占领战,ETT_Title_000534,ETT_Name_000534,,水的圣物,7,20901,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
100003,3,9,2,0,10006,,1,12,1,圣物占领战,ETT_Title_000535,ETT_Name_000535,,地的圣物,7,20902,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
100004,3,9,0,0,10005,,2.5,12,2,攻城战/守城战,ETT_Title_000536,ETT_Name_000536,,勇猛的声调,7,20900,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
100005,3,9,1,0,10005,,2.5,12,2,攻城战/守城战,ETT_Title_000537,ETT_Name_000537,,意志的声调,7,20901,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
100006,3,9,2,0,10005,,2.5,12,2,攻城战/守城战,ETT_Title_000538,ETT_Name_000538,,智慧的声调,7,20902,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
100007,3,9,3,0,10006,,1,12,1,圣物占领战,ETT_Title_000539,ETT_Name_000539,,风的圣物,7,20903,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
100008,3,9,4,0,10006,,1,12,1,圣物占领战,ETT_Title_000540,ETT_Name_000540,,灵魂的圣物,7,20904,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
