TID,Comment,EngName,LocalName,Type,Kind,Property,Level,Grade,Race,Gender,LimitLevel,LimitSTR,LimitCON,LimitWIS,LimitMEN,LimitAgility,LimitMainWeapon,LimitFamePointTID,ReqWeaponLevel,PenaltyRate,Area,PowerRangeMax,RelativeClass,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,SetTID,CoolTime,UseSkillTID,LearnSkillTID,SocketTID,Socket,CashSocket,RecipeTID,EnchantTID,EnchantStepMax,SeedOption,Cash,SpecialTID,SpecialValue,AlchemyValue,AlchemyTID,MixTID,BreakTID,BoxTID,QuestTID,SalePrice,PurchasePrice,SaleFamePoint,PurchaseFamePoint,ReqMedalKind,SaleMedal,PurchaseMedal,ItemRestrict,StackCount,MaxCount,Consume,BindType,UnBindCount,Stoppable,MaxDurability,MinDurability,Crash,DecreationDurability,Repairable,ItemMeshLeft,ItemMeshRight,ItemMeshScale,UseEffect,UseSound,TreeDeps_01,TreeDeps_02,ItemIcon,EngDesc,LocalDesc
2134434,第15轮 艾林河-轻甲,ITM_Name_022125,自我 特别的月光猎人护手,1,3,0,52,4,1|3,0,52,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,115,0,0,115,0,0,0,0,0,0,697,552,0,0,0,0,0,11,0,0,0,0,0,39,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3407,0,0,4056,40560,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_06_f_m_hand_uni.bif|p_d_06_f_m_hand_uni.bif,p_h_06_f_f_hand_uni.bif|p_d_06_f_f_hand_uni.bif,,,,2,3,51018,ITM_Desc_022125,
2134435,第15轮 艾林河-轻甲,ITM_Name_022126,自我 特别的月光神枪手护手,1,3,0,52,4,1|3,0,52,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,86,0,0,86,0,0,0,0,0,0,591,804,0,0,0,0,21,0,0,46,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3407,0,0,4056,40560,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_06_f_m_hand_uni.bif|p_d_06_f_m_hand_uni.bif,p_h_06_f_f_hand_uni.bif|p_d_06_f_f_hand_uni.bif,,,,2,3,51018,ITM_Desc_022126,
2134514,第16轮 艾林河-轻甲,ITM_Name_022127,自我 高级的幽灵护手,1,3,0,55,2,1|3,0,55,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,93,0,0,93,0,0,0,0,0,0,567,449,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19250,8,0,0,0,,,,0,3207,0,0,2269,22690,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,2,1,p_h_06_e_m_hand_lod.nif|p_d_06_e_m_hand_lod.nif,p_h_06_e_f_hand_lod.nif|p_d_06_e_f_hand_lod.nif,,,,2,3,10716,ITM_Desc_022127,
2134515,第16轮 艾林河-轻甲,ITM_Name_022128,自我 高级的假象护手,1,3,0,55,2,1|3,0,55,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,70,0,0,70,0,0,0,0,0,0,481,654,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19250,8,0,0,0,,,,0,3207,0,0,2269,22690,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,2,1,p_h_06_e_m_hand_lod.nif|p_d_06_e_m_hand_lod.nif,p_h_06_e_f_hand_lod.nif|p_d_06_e_f_hand_lod.nif,,,,2,3,10716,ITM_Desc_022128,
2134524,第16轮 艾林河-轻甲,ITM_Name_022129,自我 珍贵的幽灵护手,1,3,0,55,3,1|3,0,55,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,112,0,0,112,0,0,0,0,0,0,681,539,0,0,0,0,0,11,0,0,0,0,0,38,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3307,0,0,3025,30250,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_06_f_m_hand_lod.nif|p_d_06_f_m_hand_lod.nif,p_h_06_f_f_hand_lod.nif|p_d_06_f_f_hand_lod.nif,,,,2,3,10718,ITM_Desc_022129,
2134525,第16轮 艾林河-轻甲,ITM_Name_022130,自我 珍贵的假象护手,1,3,0,55,3,1|3,0,55,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,84,0,0,84,0,0,0,0,0,0,577,785,0,0,0,0,20,0,0,45,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3307,0,0,3025,30250,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_06_f_m_hand_lod.nif|p_d_06_f_m_hand_lod.nif,p_h_06_f_f_hand_lod.nif|p_d_06_f_f_hand_lod.nif,,,,2,3,10718,ITM_Desc_022130,
2134534,第16轮 艾林河-轻甲,ITM_Name_022131,自我 特别的幽灵护手,1,3,0,55,4,1|3,0,55,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,122,0,0,122,0,0,0,0,0,0,738,584,0,0,0,0,0,12,0,0,0,0,0,41,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3407,0,0,4538,45380,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_06_f_m_hand_uni.bif|p_d_06_f_m_hand_uni.bif,p_h_06_f_f_hand_uni.bif|p_d_06_f_f_hand_uni.bif,,,,2,3,51018,ITM_Desc_022131,
2134535,第16轮 艾林河-轻甲,ITM_Name_022132,自我 特别的假象护手,1,3,0,55,4,1|3,0,55,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,91,0,0,91,0,0,0,0,0,0,626,851,0,0,0,0,22,0,0,48,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3407,0,0,4538,45380,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_06_f_m_hand_uni.bif|p_d_06_f_m_hand_uni.bif,p_h_06_f_f_hand_uni.bif|p_d_06_f_f_hand_uni.bif,,,,2,3,51018,ITM_Desc_022132,
2134614,第17轮 艾林河-轻甲,ITM_Name_022133,自我 高级的月光猎人护手,1,3,0,57,2,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,97,0,0,97,0,0,0,0,0,0,588,465,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19250,8,0,0,0,,,,0,3208,0,0,2269,22690,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,2,1,p_h_07_e_m_hand_lod.nif|p_d_07_e_m_hand_lod.nif,p_h_07_e_f_hand_lod.nif|p_d_07_e_f_hand_lod.nif,,,,2,3,10719,ITM_Desc_022133,
2134615,第17轮 艾林河-轻甲,ITM_Name_022134,自我 高级的月光神枪手护手,1,3,0,57,2,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,73,0,0,73,0,0,0,0,0,0,499,678,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19250,8,0,0,0,,,,0,3208,0,0,2269,22690,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,2,1,p_h_07_e_m_hand_lod.nif|p_d_07_e_m_hand_lod.nif,p_h_07_e_f_hand_lod.nif|p_d_07_e_f_hand_lod.nif,,,,2,3,10719,ITM_Desc_022134,
2134624,第17轮 艾林河-轻甲,ITM_Name_022135,自我 珍贵的月光猎人护手,1,3,0,57,3,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,116,0,0,116,0,0,0,0,0,0,705,559,0,0,0,0,0,11,0,0,0,0,0,39,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3308,0,0,3025,30250,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_07_f_m_hand_lod.nif|p_d_07_f_m_hand_lod.nif,p_h_07_f_f_hand_lod.nif|p_d_07_f_f_hand_lod.nif,,,,2,3,10721,ITM_Desc_022135,
2134625,第17轮 艾林河-轻甲,ITM_Name_022136,自我 珍贵的月光神枪手护手,1,3,0,57,3,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,87,0,0,87,0,0,0,0,0,0,598,814,0,0,0,0,21,0,0,46,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3308,0,0,3025,30250,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_07_f_m_hand_lod.nif|p_d_07_f_m_hand_lod.nif,p_h_07_f_f_hand_lod.nif|p_d_07_f_f_hand_lod.nif,,,,2,3,10721,ITM_Desc_022136,
2134634,第17轮 艾林河-轻甲,ITM_Name_022137,自我 特别的月光猎人护手,1,3,0,57,4,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,126,0,0,126,0,0,0,0,0,0,764,605,0,0,0,0,0,12,0,0,0,0,0,43,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3408,0,0,4538,45380,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_07_f_m_hand_uni.bif|p_d_07_f_m_hand_uni.bif,p_h_07_f_f_hand_uni.bif|p_d_07_f_f_hand_uni.bif,,,,2,3,10721,ITM_Desc_022137,
2134635,第17轮 艾林河-轻甲,ITM_Name_022138,自我 特别的月光神枪手护手,1,3,0,57,4,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,95,0,0,95,0,0,0,0,0,0,648,882,0,0,0,0,22,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3408,0,0,4538,45380,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_07_f_m_hand_uni.bif|p_d_07_f_m_hand_uni.bif,p_h_07_f_f_hand_uni.bif|p_d_07_f_f_hand_uni.bif,,,,2,3,10721,ITM_Desc_022138,
2134714,第18轮 艾林河-轻甲,ITM_Name_022139,自我 高级的幽灵护手,1,3,0,60,2,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,102,0,0,102,0,0,0,0,0,0,619,490,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19250,8,0,0,0,,,,0,3208,0,0,2269,22690,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,2,1,p_h_07_e_m_hand_lod.nif|p_d_07_e_m_hand_lod.nif,p_h_07_e_f_hand_lod.nif|p_d_07_e_f_hand_lod.nif,,,,2,3,10719,ITM_Desc_022139,
2134715,第18轮 艾林河-轻甲,ITM_Name_022140,自我 高级的假象护手,1,3,0,60,2,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,77,0,0,77,0,0,0,0,0,0,525,714,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19250,8,0,0,0,,,,0,3208,0,0,2269,22690,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,2,1,p_h_07_e_m_hand_lod.nif|p_d_07_e_m_hand_lod.nif,p_h_07_e_f_hand_lod.nif|p_d_07_e_f_hand_lod.nif,,,,2,3,10719,ITM_Desc_022140,
2134724,第18轮 艾林河-轻甲,ITM_Name_022141,自我 珍贵的幽灵护手,1,3,0,60,3,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,122,0,0,122,0,0,0,0,0,0,743,588,0,0,0,0,0,12,0,0,0,0,0,42,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3308,0,0,3025,30250,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_07_f_m_hand_lod.nif|p_d_07_f_m_hand_lod.nif,p_h_07_f_f_hand_lod.nif|p_d_07_f_f_hand_lod.nif,,,,2,3,10721,ITM_Desc_022141,
2134725,第18轮 艾林河-轻甲,ITM_Name_022142,自我 珍贵的假象护手,1,3,0,60,3,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,92,0,0,92,0,0,0,0,0,0,630,856,0,0,0,0,22,0,0,49,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3308,0,0,3025,30250,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_07_f_m_hand_lod.nif|p_d_07_f_m_hand_lod.nif,p_h_07_f_f_hand_lod.nif|p_d_07_f_f_hand_lod.nif,,,,2,3,10721,ITM_Desc_022142,
2134734,第18轮 艾林河-轻甲,ITM_Name_022143,自我 特别的幽灵护手,1,3,0,60,4,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,132,0,0,132,0,0,0,0,0,0,804,637,0,0,0,0,0,13,0,0,0,0,0,45,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3408,0,0,4538,45380,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_07_f_m_hand_uni.bif|p_d_07_f_m_hand_uni.bif,p_h_07_f_f_hand_uni.bif|p_d_07_f_f_hand_uni.bif,,,,2,3,10721,ITM_Desc_022143,
2134735,第18轮 艾林河-轻甲,ITM_Name_022144,自我 特别的假象护手,1,3,0,60,4,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,682,928,0,0,0,0,24,0,0,53,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19250,8,0,0,0,,,,0,3408,0,0,4538,45380,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,p_h_07_f_m_hand_uni.bif|p_d_07_f_m_hand_uni.bif,p_h_07_f_f_hand_uni.bif|p_d_07_f_f_hand_uni.bif,,,,2,3,10721,ITM_Desc_022144,
2136014,第1轮 艾林河-重甲,ITM_Name_022145,自我 高级的防御护手,1,3,0,2,2,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19900,8,0,0,0,,,,0,3201,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022145,
2136015,第1轮 艾林河-重甲,ITM_Name_022146,自我 高级的攻击护手,1,3,0,2,2,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,32,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19900,8,0,0,0,,,,0,3201,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022146,
2136024,第1轮 艾林河-重甲,ITM_Name_022147,自我 珍贵的防御护手,1,3,0,2,3,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,0,0,40,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3301,0,0,9,90,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022147,
2136025,第1轮 艾林河-重甲,ITM_Name_022148,自我 珍贵的攻击护手,1,3,0,2,3,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,38,13,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3301,0,0,9,90,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022148,
2136034,第1轮 艾林河-重甲,ITM_Name_022149,自我 特别的防御护手,1,3,0,2,4,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,8,2,0,3,0,0,0,0,0,0,44,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3401,0,0,14,140,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022149,
2136035,第1轮 艾林河-重甲,ITM_Name_022150,自我 特别的攻击护手,1,3,0,2,4,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,42,14,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3401,0,0,14,140,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022150,
2136114,第2轮 艾林河-重甲,ITM_Name_022151,自我 高级的意志护手,1,3,0,5,2,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,13,2,0,5,0,0,0,0,0,0,83,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19900,8,0,0,0,,,,0,3201,0,0,27,270,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022151,
2136115,第2轮 艾林河-重甲,ITM_Name_022152,自我 高级的激撞护手,1,3,0,5,2,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,78,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19900,8,0,0,0,,,,0,3201,0,0,27,270,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022152,
2136124,第2轮 艾林河-重甲,ITM_Name_022153,自我 珍贵的意志护手,1,3,0,5,3,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,16,2,0,6,0,0,0,0,0,0,99,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3301,0,0,36,360,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022153,
2136125,第2轮 艾林河-重甲,ITM_Name_022154,自我 珍贵的激撞护手,1,3,0,5,3,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,94,30,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3301,0,0,36,360,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022154,
2136134,第2轮 艾林河-重甲,ITM_Name_022155,自我 特别的意志护手,1,3,0,5,4,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,18,2,0,7,0,0,0,0,0,0,107,33,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3401,0,0,54,540,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022155,
2136135,第2轮 艾林河-重甲,ITM_Name_022156,自我 特别的激撞护手,1,3,0,5,4,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,102,33,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3401,0,0,54,540,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022156,
2136214,第3轮 艾林河-重甲,ITM_Name_022157,自我 高级的指示护手,1,3,0,8,2,1|3,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,21,3,0,8,0,0,0,0,0,0,131,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19900,8,0,0,0,,,,0,3201,0,0,91,910,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022157,
2136215,第3轮 艾林河-重甲,ITM_Name_022158,自我 高级的武力护手,1,3,0,8,2,1|3,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,124,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19900,8,0,0,0,,,,0,3201,0,0,91,910,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022158,
2136224,第3轮 艾林河-重甲,ITM_Name_022159,自我 珍贵的指示护手,1,3,0,8,3,1|3,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,25,3,0,9,0,0,0,0,0,0,158,47,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3301,0,0,121,1210,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022159,
2136225,第3轮 艾林河-重甲,ITM_Name_022160,自我 珍贵的武力护手,1,3,0,8,3,1|3,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,0,0,0,0,0,0,149,47,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3301,0,0,121,1210,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022160,
2136234,第3轮 艾林河-重甲,ITM_Name_022161,自我 特别的指示护手,1,3,0,8,4,1|3,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,27,3,0,10,0,0,0,0,0,0,171,51,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3401,0,0,182,1820,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022161,
2136235,第3轮 艾林河-重甲,ITM_Name_022162,自我 特别的武力护手,1,3,0,8,4,1|3,0,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,19,0,0,10,0,0,0,0,0,0,161,51,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19900,8,0,0,0,,,,0,3401,0,0,182,1820,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_c_m_hand_uni.bif|p_d_01_c_m_hand_uni.bif,p_h_01_c_f_hand_uni.bif|p_d_01_c_f_hand_uni.bif,,,,2,3,50803,ITM_Desc_022162,
2136314,第4轮 艾林河-重甲,ITM_Name_022163,自我 高级的战士护手,1,3,0,13,2,1|3,0,13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,34,4,0,12,0,0,0,0,0,0,213,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19950,8,0,0,0,,,,0,3202,0,0,192,1920,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022163,
2136315,第4轮 艾林河-重甲,ITM_Name_022164,自我 高级的终结者护手,1,3,0,13,2,1|3,0,13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,0,0,0,201,63,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19950,8,0,0,0,,,,0,3202,0,0,192,1920,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,2,1,p_h_01_b_m_hand_lod.nif|p_d_01_b_m_hand_lod.nif,p_h_01_b_f_hand_lod.nif|p_d_01_b_f_hand_lod.nif,,,,2,3,10802,ITM_Desc_022164,
2136324,第4轮 艾林河-重甲,ITM_Name_022165,自我 珍贵的战士护手,1,3,0,13,3,1|3,0,13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,40,4,0,14,0,0,0,0,0,0,256,76,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,19950,8,0,0,0,,,,0,3302,0,0,256,2560,0,0,0,0,0,0,0,0,0,2,7,0,139,0,0,0,1,p_h_01_c_m_hand_lod.nif|p_d_01_c_m_hand_lod.nif,p_h_01_c_f_hand_lod.nif|p_d_01_c_f_hand_lod.nif,,,,2,3,10803,ITM_Desc_022165,
