WeaponName,CharName,HandType,TX,TY,TZ,RX,RY,RZ,Scale,CombatScale
p_w_tbow_08_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_08_all_lod.nif,00007.kfm,L,1.102,-2.209,15.678,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_08_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_09_all_lod.nif,00002.kfm,L,6.809,8.05,-11.469,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_09_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_09_all_lod.nif,00003.kfm,L,-0.482,11.817,-13.969,136,-44.646,-71.664,0.8,0.8
p_w_tbow_09_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_09_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_09_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_09_all_lod.nif,00007.kfm,L,1.102,-2.209,15.678,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_09_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_10_all_lod.nif,00002.kfm,L,7.099,6.082,-11.526,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_10_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_10_all_lod.nif,00003.kfm,L,3.021,8.372,-15.874,148.433,-45.939,-86.619,0.8,0.8
p_w_tbow_10_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_10_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_10_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_10_all_lod.nif,00007.kfm,L,0.006,0.001,15.804,-179.688,-58.603,89.42,0.85,0.85
p_w_tbow_10_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tgun_00_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_00_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_00_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_00_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_01_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_01_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_01_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_01_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_02_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_02_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_02_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_02_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_03_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_03_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_03_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_03_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_04_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_04_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_04_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_04_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_05_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_05_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_05_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_05_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_06_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_06_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_06_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_06_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_07_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_07_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_07_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_07_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_08_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_08_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_08_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_08_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_09_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_09_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_09_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_09_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tgun_10_all_lod.nif,00004.kfm,L,19.954,-1.978,17.008,-165.545,-42.132,-106.737,1.1,1.1
p_w_tgun_10_all_lod.nif,00004.kfm,R,-12.597,1.221,16.207,-136.756,45.768,117.909,1.1,1.1
p_w_tgun_10_all_lod.nif,00005.kfm,L,10.74,-4.162,12.97,-179.281,-52.121,-117.524,0.9,0.9
p_w_tgun_10_all_lod.nif,00005.kfm,R,-9.941,-1.885,15.802,143.605,56.414,68.035,0.9,0.9
p_w_tstf_00_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_00_all_lod.nif,00000.kfm,R,2.195,0.658,-0.542,96.677,26.034,-149.967,1,1
p_w_tstf_00_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_00_all_lod.nif,00001.kfm,R,2.35,5.715,-1.668,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_00_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_00_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_00_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_00_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_01_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_01_all_lod.nif,00000.kfm,R,1.79,1.627,-0.536,96.677,26.034,-149.967,1,1
p_w_tstf_01_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_01_all_lod.nif,00001.kfm,R,-0.073,3.361,-0.801,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_01_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_01_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_01_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_01_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_02_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_02_all_lod.nif,00000.kfm,R,1.571,2.241,-0.569,96.677,26.034,-149.967,1,1
p_w_tstf_02_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_02_all_lod.nif,00001.kfm,R,2.954,7.281,-1.949,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_02_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_02_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_02_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_02_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_03_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_03_all_lod.nif,00000.kfm,R,1.392,2.254,-0.558,96.677,26.034,-149.967,1,1
p_w_tstf_03_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_03_all_lod.nif,00001.kfm,R,0.426,5.952,-2.427,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_03_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_03_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_03_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_03_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_04_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_04_all_lod.nif,00000.kfm,R,1.8,1.895,-0.547,96.677,26.034,-149.967,1,1
p_w_tstf_04_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_04_all_lod.nif,00001.kfm,R,4.353,4.914,-4.339,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_04_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_04_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_04_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_04_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_05_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_05_all_lod.nif,00000.kfm,R,1.474,2.202,-0.541,96.677,26.034,-149.967,1,1
p_w_tstf_05_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_05_all_lod.nif,00001.kfm,R,4.602,3.024,-2.516,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_05_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_05_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_05_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_05_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_06_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_06_all_lod.nif,00000.kfm,R,2.14,1.321,-0.563,96.677,26.034,-149.967,1,1
p_w_tstf_06_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_06_all_lod.nif,00001.kfm,R,4.936,2.911,-2.339,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_06_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_06_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_06_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_06_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_07_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_07_all_lod.nif,00000.kfm,R,1.877,2.253,-0.486,96.677,26.034,-149.967,1,1
p_w_tstf_07_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_07_all_lod.nif,00001.kfm,R,3.652,5.718,-2.293,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_07_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_07_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_07_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_07_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_08_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_08_all_lod.nif,00000.kfm,R,0.001,4.885,-0.59,96.677,26.034,-149.967,1,1
p_w_tstf_08_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_08_all_lod.nif,00001.kfm,R,2.255,0.997,-2.749,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_08_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_08_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_08_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_08_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_09_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_09_all_lod.nif,00000.kfm,R,0.597,3.942,-0.55,96.678,26.034,-149.967,1,1
p_w_tstf_09_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_09_all_lod.nif,00001.kfm,R,0.71,6.04,-1.85,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_09_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_09_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_09_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_09_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_tstf_10_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_10_all_lod.nif,00000.kfm,R,1.644,1.739,-0.565,96.677,26.034,-149.967,1,1
p_w_tstf_10_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tstf_10_all_lod.nif,00001.kfm,R,5.052,5.218,-3.672,-36.472,-77.977,-104.857,0.9,0.9
p_w_tstf_10_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tstf_10_all_lod.nif,00004.kfm,R,11.834,0.59,-33.741,44.871,-60.961,49.191,1.05,1.05
p_w_tstf_10_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tstf_10_all_lod.nif,00005.kfm,R,10.721,11.839,-29.525,99.451,53.058,36.37,1,1
p_w_twan_00_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_00_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_00_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_00_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_00_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_00_all_lod.nif,00006.kfm,R,1.136,-4.636,-6.908,82.369,-0.837,-155.011,1,1
p_w_twan_00_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_00_all_lod.nif,00007.kfm,R,2.146,-2.389,5.393,-87.19,-3.913,-32.62,0.85,0.85
p_w_twan_01_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_01_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_01_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_01_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_01_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_01_all_lod.nif,00006.kfm,R,1.136,-4.636,-6.908,82.369,-0.837,-155.011,1,1
p_w_twan_01_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_01_all_lod.nif,00007.kfm,R,8.234,-0.879,0.251,-89.82,-8.112,-37.224,0.85,0.85
p_w_twan_02_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_02_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_02_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_02_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_02_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_02_all_lod.nif,00006.kfm,R,1.136,-4.636,-6.908,82.369,-0.837,-155.011,1,1
p_w_twan_02_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_02_all_lod.nif,00007.kfm,R,13.121,-2.042,0.313,-88.545,-3.631,-37.152,0.85,0.85
p_w_twan_03_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_03_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_03_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_03_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_03_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_03_all_lod.nif,00006.kfm,R,1.136,-4.636,-6.908,82.369,-0.837,-155.011,1,1
p_w_twan_03_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_03_all_lod.nif,00007.kfm,R,6.074,-2.029,-0.06,-88.184,-3.551,-39.89,0.85,0.85
p_w_twan_04_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_04_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_04_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_04_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_04_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_04_all_lod.nif,00006.kfm,R,1.136,-4.636,-6.908,82.369,-0.837,-155.011,1,1
p_w_twan_04_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_04_all_lod.nif,00007.kfm,R,6.597,-2.733,0.148,-87.33,-3.838,-37.041,0.85,0.85
p_w_twan_05_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_05_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_05_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_05_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_05_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_05_all_lod.nif,00006.kfm,R,1.136,-4.636,-6.908,82.369,-0.837,-155.011,1,1
p_w_twan_05_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_05_all_lod.nif,00007.kfm,R,6.538,-0.371,-0.012,-86.841,-4.021,-34.301,0.85,0.85
p_w_twan_06_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_06_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_06_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_06_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_06_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_06_all_lod.nif,00006.kfm,R,1.136,-4.636,-6.908,82.369,-0.837,-155.011,1,1
p_w_twan_06_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_06_all_lod.nif,00007.kfm,R,3.512,-4.565,-0.248,-88.212,-3.648,-35.373,0.85,0.85
p_w_twan_07_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_07_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_07_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_07_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_07_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_07_all_lod.nif,00006.kfm,R,1.136,-4.636,-6.908,82.369,-0.837,-155.011,1,1
p_w_twan_07_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_07_all_lod.nif,00007.kfm,R,14.032,-1.666,0.37,-90.365,-3.284,-45.65,0.85,0.85
p_w_twan_08_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_08_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_08_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_08_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_08_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_08_all_lod.nif,00006.kfm,R,-9.025,-12.352,-0.423,82.37,-0.837,-155.011,1,1
p_w_twan_08_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_08_all_lod.nif,00007.kfm,R,14.032,-1.666,0.37,-90.365,-3.284,-45.65,0.85,0.85
p_w_twan_09_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_09_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_09_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_09_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_09_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_09_all_lod.nif,00006.kfm,R,1.136,-4.636,-6.908,0.114,-62.239,-97.794,1,1
p_w_twan_09_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_09_all_lod.nif,00007.kfm,R,13.383,0.623,0.435,-6.46,-53.878,-88.637,0.85,0.85
p_w_twan_10_all_lod.nif,00002.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_twan_10_all_lod.nif,00002.kfm,R,-1.119,5.776,-9.939,94.958,-16.295,-35.129,0.9,0.9
p_w_twan_10_all_lod.nif,00003.kfm,L,0,0,0,0,0,0,0.8,0.8
p_w_twan_10_all_lod.nif,00003.kfm,R,1.055,6.464,-15.461,-110.06,11.774,-144.589,0.8,0.8
p_w_twan_10_all_lod.nif,00006.kfm,L,0,0,0,0,0,0,1,1
p_w_twan_10_all_lod.nif,00006.kfm,R,6.576,-0.113,2.696,15.411,-50.886,-113.166,1,1
p_w_twan_10_all_lod.nif,00007.kfm,L,0,0,0,0,0,0,0.85,0.85
p_w_twan_10_all_lod.nif,00007.kfm,R,8.714,1.054,0.271,5.348,-50.803,-97.394,0.85,0.85
