TID,Kind,Lv,Exp,TotalExp,MainSp,ResetMainSp,SubSp,ResetSubSp,Comment,Ghelld,HPRBuff,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,IGN_AT,AP,CP,BP,AS,STR,CON,WIS,MEN,AGI
2368,10,64,752548400,7718853357,2,126,1,63,单手剑64,0,0,0,144,160,0,0,0,0,0,21,0,0,0,0,0,0
2369,10,65,797132000,8515985357,2,128,1,64,单手剑65,0,0,0,145,162,0,0,0,0,0,21,0,0,0,0,0,0
2370,10,66,843667800,9359653157,2,130,1,65,单手剑66,0,0,0,148,165,0,0,0,0,0,22,0,0,0,0,0,0
2371,10,67,892212000,10251865157,2,132,1,66,单手剑67,0,0,0,150,167,0,0,0,0,0,22,0,0,0,0,0,0
2372,10,68,942821600,11194686757,2,134,1,67,单手剑68,0,0,0,153,170,0,0,0,0,0,22,0,0,0,0,0,0
2373,10,69,995554300,12190241057,2,136,1,68,单手剑69,0,0,0,154,172,0,0,0,0,0,23,0,0,0,0,0,0
2374,10,70,1050468800,13240709857,2,138,1,69,单手剑70,0,0,0,157,175,0,0,0,0,0,23,0,0,0,0,0,0
2375,10,71,1107624200,14348334057,2,140,1,70,单手剑71,0,0,0,159,177,0,0,0,0,0,23,0,0,0,0,0,0
2376,10,72,1167081000,15515415057,2,142,1,71,单手剑72,0,0,0,162,180,0,0,0,0,0,24,0,0,0,0,0,0
2377,10,73,1228899900,16744314957,2,144,1,72,单手剑73,0,0,0,163,182,0,0,0,0,0,24,0,0,0,0,0,0
2378,10,74,1293142700,18037457657,2,146,1,73,单手剑74,0,0,0,166,185,0,0,0,0,0,24,0,0,0,0,0,0
2379,10,75,1359872000,19397329657,2,148,1,74,单手剑75,0,0,0,168,187,0,0,0,0,0,25,0,0,0,0,0,0
2380,10,76,1429151100,20826480757,2,150,1,75,单手剑76,0,0,0,171,190,0,0,0,0,0,25,0,0,0,0,0,0
2381,10,77,1501044200,22327524957,2,152,1,76,单手剑77,0,0,0,172,192,0,0,0,0,0,25,0,0,0,0,0,0
2382,10,78,1575616300,23903141257,2,154,1,77,单手剑78,0,0,0,175,195,0,0,0,0,0,26,0,0,0,0,0,0
2383,10,79,1652932900,25556074157,2,156,1,78,单手剑79,0,0,0,177,197,0,0,0,0,0,26,0,0,0,0,0,0
2384,10,80,1733060800,27289134957,2,158,1,79,单手剑80,0,0,0,180,200,0,0,0,0,0,27,0,0,0,0,0,0
2385,10,81,1816067100,29105202057,2,160,1,80,单手剑81,0,0,0,181,202,0,0,0,0,0,27,0,0,0,0,0,0
2386,10,82,1902020100,31007222157,2,162,1,81,单手剑82,0,0,0,184,205,0,0,0,0,0,27,0,0,0,0,0,0
2387,10,83,1990988600,32998210757,2,164,1,82,单手剑83,0,0,0,186,207,0,0,0,0,0,28,0,0,0,0,0,0
2388,10,84,2083042400,35081253157,2,166,1,83,单手剑84,0,0,0,189,210,0,0,0,0,0,28,0,0,0,0,0,0
2389,10,85,2178252000,37259505157,2,168,1,84,单手剑85,0,0,0,190,212,0,0,0,0,0,28,0,0,0,0,0,0
2390,10,86,2276688700,39536193857,2,170,1,85,单手剑86,0,0,0,193,215,0,0,0,0,0,29,0,0,0,0,0,0
2391,10,87,2378424600,41914618457,2,172,1,86,单手剑87,0,0,0,195,217,0,0,0,0,0,29,0,0,0,0,0,0
2392,10,88,2483532700,44398151157,2,174,1,87,单手剑88,0,0,0,198,220,0,0,0,0,0,29,0,0,0,0,0,0
2393,10,89,2592086500,46990237657,2,176,1,88,单手剑89,0,0,0,199,222,0,0,0,0,0,30,0,0,0,0,0,0
2394,10,90,2704160800,49694398457,2,178,1,89,单手剑90,0,0,0,202,225,0,0,0,0,0,30,0,0,0,0,0,0
2395,10,91,2819830600,52514229057,2,180,1,90,单手剑91,0,0,0,204,227,0,0,0,0,0,30,0,0,0,0,0,0
2396,10,92,2939172100,55453401157,2,182,1,91,单手剑92,0,0,0,207,230,0,0,0,0,0,31,0,0,0,0,0,0
2397,10,93,3062262300,58515663457,2,184,1,92,单手剑93,0,0,0,208,232,0,0,0,0,0,31,0,0,0,0,0,0
2398,10,94,3189178800,61704842257,2,186,1,93,单手剑94,0,0,0,211,235,0,0,0,0,0,31,0,0,0,0,0,0
2399,10,95,3320000000,65024842257,2,188,1,94,单手剑95,0,0,0,213,237,0,0,0,0,0,32,0,0,0,0,0,0
2400,10,96,3454805300,68479647557,2,190,1,95,单手剑96,0,0,0,216,240,0,0,0,0,0,32,0,0,0,0,0,0
2401,10,97,3593674800,72073322357,2,192,1,96,单手剑97,0,0,0,217,242,0,0,0,0,0,32,0,0,0,0,0,0
2402,10,98,3736689200,75810011557,2,194,1,97,单手剑98,0,0,0,220,245,0,0,0,0,0,33,0,0,0,0,0,0
2403,10,99,3883930400,79693941957,2,196,1,98,单手剑99,0,0,0,222,247,0,0,0,0,0,33,0,0,0,0,0,0
2404,10,100,4035480800,83729422757,2,198,1,99,单手剑100,0,0,0,225,250,0,0,0,0,0,33,0,0,0,0,0,0
2561,11,1,7200,7200,0,0,0,0,双手剑1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2562,11,2,11200,18400,2,2,1,1,双手剑2,0,0,0,6,7,0,0,0,1,0,0,0,0,0,0,0,0
2563,11,3,16600,35000,2,4,1,2,双手剑3,0,0,0,9,10,0,0,0,1,0,0,0,0,0,0,0,0
2564,11,4,23300,58300,2,6,1,3,双手剑4,0,0,0,12,14,0,0,0,2,0,0,0,0,0,0,0,0
2565,11,5,31600,89900,2,8,1,4,双手剑5,0,0,0,15,17,0,0,0,2,0,0,0,0,0,0,0,0
2566,11,6,41600,131500,2,10,1,5,双手剑6,0,0,0,18,21,0,0,0,3,0,0,0,0,0,0,0,0
2567,11,7,53500,185000,2,12,1,6,双手剑7,0,0,0,21,24,0,0,0,4,0,0,0,0,0,0,0,0
2568,11,8,67400,252400,2,14,1,7,双手剑8,0,0,0,25,28,0,0,0,4,0,0,0,0,0,0,0,0
2569,11,9,108000,360400,2,16,1,8,双手剑9,0,0,0,27,31,0,0,0,5,0,0,0,0,0,0,0,0
2570,11,10,158100,518500,2,18,1,9,双手剑10,0,0,0,31,35,0,0,0,5,0,0,0,0,0,0,0,0
2571,11,11,223900,742400,2,20,1,10,双手剑11,0,0,0,34,38,0,0,0,6,0,0,0,0,0,0,0,0
2572,11,12,308500,1050900,2,22,1,11,双手剑12,0,0,0,37,42,0,0,0,6,0,0,0,0,0,0,0,0
2573,11,13,414900,1465800,2,24,1,12,双手剑13,0,0,0,40,45,0,0,0,7,0,0,0,0,0,0,0,0
2574,11,14,546800,2012600,2,26,1,13,双手剑14,0,0,0,44,49,0,0,0,8,0,0,0,0,0,0,0,0
2575,11,15,707800,2720400,2,28,1,14,双手剑15,0,0,0,46,52,0,0,0,8,0,0,0,0,0,0,0,0
2576,11,16,902000,3622400,2,30,1,15,双手剑16,0,0,0,50,56,0,0,0,9,0,0,0,0,0,0,0,0
2577,11,17,1133700,4756100,2,32,1,16,双手剑17,0,0,0,53,59,0,0,0,9,0,0,0,0,0,0,0,0
2578,11,18,1407500,6163600,2,34,1,17,双手剑18,0,0,0,56,63,0,0,0,10,0,0,0,0,0,0,0,0
2579,11,19,1728000,7891600,2,36,1,18,双手剑19,0,0,0,59,66,0,0,0,10,0,0,0,0,0,0,0,0
2580,11,20,2100400,9992000,2,38,1,19,双手剑20,0,0,0,63,70,0,0,0,11,0,0,0,0,0,0,0,0
2581,11,21,2530000,12522000,2,40,1,20,双手剑21,0,0,0,65,73,0,0,0,12,0,0,0,0,0,0,0,0
2582,11,22,3022300,15544300,2,42,1,21,双手剑22,0,0,0,69,77,0,0,0,12,0,0,0,0,0,0,0,0
2583,11,23,3583200,19127500,2,44,1,22,双手剑23,0,0,0,72,80,0,0,0,13,0,0,0,0,0,0,0,0
2584,11,24,4218800,23346300,2,46,1,23,双手剑24,0,0,0,75,84,0,0,0,13,0,0,0,0,0,0,0,0
2585,11,25,4935300,28281600,2,48,1,24,双手剑25,0,0,0,78,87,0,0,0,14,0,0,0,0,0,0,0,0
2586,11,26,5739600,34021200,2,50,1,25,双手剑26,0,0,0,81,91,0,0,0,14,0,0,0,0,0,0,0,0
2587,11,27,6638300,40659500,2,52,1,26,双手剑27,0,0,0,84,94,0,0,0,15,0,0,0,0,0,0,0,0
2588,11,28,7638600,48298100,2,54,1,27,双手剑28,0,0,0,88,98,0,0,0,16,0,0,0,0,0,0,0,0
2589,11,29,8748000,57046100,2,56,1,28,双手剑29,0,0,0,90,101,0,0,0,16,0,0,0,0,0,0,0,0
2590,11,30,9974000,67020100,2,58,1,29,双手剑30,0,0,0,94,105,0,0,0,17,0,0,0,0,0,0,0,0
2591,11,31,10246320,77266420,2,60,1,30,双手剑31,0,0,0,97,108,0,0,0,17,0,0,0,0,0,0,0,0
2592,11,32,10534420,87800840,2,62,1,31,双手剑32,0,0,0,100,112,0,0,0,18,0,0,0,0,0,0,0,0
2593,11,33,11334904,99135744,2,64,1,32,双手剑33,0,0,0,103,115,0,0,0,18,0,0,0,0,0,0,0,0
2594,11,34,12010368,111146112,2,66,1,33,双手剑34,0,0,0,107,119,0,0,0,19,0,0,0,0,0,0,0,0
2595,11,35,15268700,126414812,2,68,1,34,双手剑35,0,0,0,109,122,0,0,0,20,0,0,0,0,0,0,0,0
2596,11,36,22118400,148533212,2,70,1,35,双手剑36,0,0,0,113,126,0,0,0,20,0,0,0,0,0,0,0,0
2597,11,37,26449140,174982352,2,72,1,36,双手剑37,0,0,0,116,129,0,0,0,21,0,0,0,0,0,0,0,0
2598,11,38,31365900,206348252,2,74,1,37,双手剑38,0,0,0,119,133,0,0,0,21,0,0,0,0,0,0,0,0
2599,11,39,43076880,249425132,2,76,1,38,双手剑39,0,0,0,122,136,0,0,0,22,0,0,0,0,0,0,0,0
2600,11,40,56131452,305556584,2,78,1,39,双手剑40,0,0,0,126,140,0,0,0,23,0,0,0,0,0,0,0,0
2601,11,41,58556960,364113544,2,80,1,40,双手剑41,0,0,0,128,143,0,0,0,23,0,0,0,0,0,0,0,0
2602,11,42,67699100,431812644,2,82,1,41,双手剑42,0,0,0,132,147,0,0,0,24,0,0,0,0,0,0,0,0
2603,11,43,77879690,509692334,2,84,1,42,双手剑43,0,0,0,135,150,0,0,0,24,0,0,0,0,0,0,0,0
2604,11,44,89181400,598873734,2,86,1,43,双手剑44,0,0,0,138,154,0,0,0,25,0,0,0,0,0,0,0,0
2605,11,45,127840240,726713974,2,88,1,44,双手剑45,0,0,0,141,157,0,0,0,25,0,0,0,0,0,0,0,0
2606,11,46,143740658,870454632,2,90,1,45,双手剑46,0,0,0,144,161,0,0,0,26,0,0,0,0,0,0,0,0
2607,11,47,146862240,1017316872,2,92,1,46,双手剑47,0,0,0,147,164,0,0,0,27,0,0,0,0,0,0,0,0
2608,11,48,161025360,1178342232,2,94,1,47,双手剑48,0,0,0,151,168,0,0,0,27,0,0,0,0,0,0,0,0
2609,11,49,176258880,1354601112,2,96,1,48,双手剑49,0,0,0,153,171,0,0,0,28,0,0,0,0,0,0,0,0
2610,11,50,216700110,1571301222,2,98,1,49,双手剑50,0,0,0,157,175,0,0,0,28,0,0,0,0,0,0,0,0
2611,11,51,227373555,1798674777,2,100,1,50,双手剑51,0,0,0,160,178,0,0,0,29,0,0,0,0,0,0,0,0
2612,11,52,233076480,2031751257,2,102,1,51,双手剑52,0,0,0,163,182,0,0,0,29,0,0,0,0,0,0,0,0
2613,11,53,253489520,2285240777,2,104,1,52,双手剑53,0,0,0,166,185,0,0,0,30,0,0,0,0,0,0,0,0
2614,11,54,275306480,2560547257,2,106,1,53,双手剑54,0,0,0,170,189,0,0,0,31,0,0,0,0,0,0,0,0
2615,11,55,298598400,2859145657,2,108,1,54,双手剑55,0,0,0,172,192,0,0,0,31,0,0,0,0,0,0,0,0
2616,11,56,367745520,3226891177,2,110,1,55,双手剑56,0,0,0,176,196,0,0,0,32,0,0,0,0,0,0,0,0
2617,11,57,392459520,3619350697,2,112,1,56,双手剑57,0,0,0,179,199,0,0,0,32,0,0,0,0,0,0,0,0
2618,11,58,418398640,4037749337,2,114,1,57,双手剑58,0,0,0,182,203,0,0,0,33,0,0,0,0,0,0,0,0
2619,11,59,445602880,4483352217,2,116,1,58,双手剑59,0,0,0,185,206,0,0,0,33,0,0,0,0,0,0,0,0
2620,11,60,474112640,4957464857,2,118,1,59,双手剑60,0,0,0,189,210,0,0,0,34,0,0,0,0,0,0,0,0
2621,11,61,629961200,5587426057,2,120,1,60,双手剑61,0,0,0,191,213,0,0,0,35,0,0,0,0,0,0,0,0
2622,11,62,669017200,6256443257,2,122,1,61,双手剑62,0,0,0,195,217,0,0,0,35,0,0,0,0,0,0,0,0
2623,11,63,709861700,6966304957,2,124,1,62,双手剑63,0,0,0,198,220,0,0,0,36,0,0,0,0,0,0,0,0
2624,11,64,752548400,7718853357,2,126,1,63,双手剑64,0,0,0,201,224,0,0,0,36,0,0,0,0,0,0,0,0
2625,11,65,797132000,8515985357,2,128,1,64,双手剑65,0,0,0,204,227,0,0,0,37,0,0,0,0,0,0,0,0
2626,11,66,843667800,9359653157,2,130,1,65,双手剑66,0,0,0,207,231,0,0,0,37,0,0,0,0,0,0,0,0
2627,11,67,892212000,10251865157,2,132,1,66,双手剑67,0,0,0,210,234,0,0,0,38,0,0,0,0,0,0,0,0
2628,11,68,942821600,11194686757,2,134,1,67,双手剑68,0,0,0,214,238,0,0,0,39,0,0,0,0,0,0,0,0
2629,11,69,995554300,12190241057,2,136,1,68,双手剑69,0,0,0,216,241,0,0,0,39,0,0,0,0,0,0,0,0
2630,11,70,1050468800,13240709857,2,138,1,69,双手剑70,0,0,0,220,245,0,0,0,40,0,0,0,0,0,0,0,0
2631,11,71,1107624200,14348334057,2,140,1,70,双手剑71,0,0,0,223,248,0,0,0,40,0,0,0,0,0,0,0,0
2632,11,72,1167081000,15515415057,2,142,1,71,双手剑72,0,0,0,226,252,0,0,0,41,0,0,0,0,0,0,0,0
2633,11,73,1228899900,16744314957,2,144,1,72,双手剑73,0,0,0,229,255,0,0,0,41,0,0,0,0,0,0,0,0
2634,11,74,1293142700,18037457657,2,146,1,73,双手剑74,0,0,0,233,259,0,0,0,42,0,0,0,0,0,0,0,0
2635,11,75,1359872000,19397329657,2,148,1,74,双手剑75,0,0,0,235,262,0,0,0,43,0,0,0,0,0,0,0,0
2636,11,76,1429151100,20826480757,2,150,1,75,双手剑76,0,0,0,239,266,0,0,0,43,0,0,0,0,0,0,0,0
2637,11,77,1501044200,22327524957,2,152,1,76,双手剑77,0,0,0,242,269,0,0,0,44,0,0,0,0,0,0,0,0
2638,11,78,1575616300,23903141257,2,154,1,77,双手剑78,0,0,0,245,273,0,0,0,44,0,0,0,0,0,0,0,0
2639,11,79,1652932900,25556074157,2,156,1,78,双手剑79,0,0,0,248,276,0,0,0,45,0,0,0,0,0,0,0,0
2640,11,80,1733060800,27289134957,2,158,1,79,双手剑80,0,0,0,252,280,0,0,0,46,0,0,0,0,0,0,0,0
2641,11,81,1816067100,29105202057,2,160,1,80,双手剑81,0,0,0,254,283,0,0,0,46,0,0,0,0,0,0,0,0
2642,11,82,1902020100,31007222157,2,162,1,81,双手剑82,0,0,0,258,287,0,0,0,47,0,0,0,0,0,0,0,0
2643,11,83,1990988600,32998210757,2,164,1,82,双手剑83,0,0,0,261,290,0,0,0,47,0,0,0,0,0,0,0,0
2644,11,84,2083042400,35081253157,2,166,1,83,双手剑84,0,0,0,264,294,0,0,0,48,0,0,0,0,0,0,0,0
2645,11,85,2178252000,37259505157,2,168,1,84,双手剑85,0,0,0,267,297,0,0,0,48,0,0,0,0,0,0,0,0
2646,11,86,2276688700,39536193857,2,170,1,85,双手剑86,0,0,0,270,301,0,0,0,49,0,0,0,0,0,0,0,0
2647,11,87,2378424600,41914618457,2,172,1,86,双手剑87,0,0,0,273,304,0,0,0,50,0,0,0,0,0,0,0,0
2648,11,88,2483532700,44398151157,2,174,1,87,双手剑88,0,0,0,277,308,0,0,0,50,0,0,0,0,0,0,0,0
2649,11,89,2592086500,46990237657,2,176,1,88,双手剑89,0,0,0,279,311,0,0,0,51,0,0,0,0,0,0,0,0
2650,11,90,2704160800,49694398457,2,178,1,89,双手剑90,0,0,0,283,315,0,0,0,51,0,0,0,0,0,0,0,0
2651,11,91,2819830600,52514229057,2,180,1,90,双手剑91,0,0,0,286,318,0,0,0,52,0,0,0,0,0,0,0,0
2652,11,92,2939172100,55453401157,2,182,1,91,双手剑92,0,0,0,289,322,0,0,0,52,0,0,0,0,0,0,0,0
2653,11,93,3062262300,58515663457,2,184,1,92,双手剑93,0,0,0,292,325,0,0,0,53,0,0,0,0,0,0,0,0
2654,11,94,3189178800,61704842257,2,186,1,93,双手剑94,0,0,0,296,329,0,0,0,54,0,0,0,0,0,0,0,0
2655,11,95,3320000000,65024842257,2,188,1,94,双手剑95,0,0,0,298,332,0,0,0,54,0,0,0,0,0,0,0,0
2656,11,96,3454805300,68479647557,2,190,1,95,双手剑96,0,0,0,302,336,0,0,0,55,0,0,0,0,0,0,0,0
2657,11,97,3593674800,72073322357,2,192,1,96,双手剑97,0,0,0,305,339,0,0,0,55,0,0,0,0,0,0,0,0
2658,11,98,3736689200,75810011557,2,194,1,97,双手剑98,0,0,0,308,343,0,0,0,56,0,0,0,0,0,0,0,0
2659,11,99,3883930400,79693941957,2,196,1,98,双手剑99,0,0,0,311,346,0,0,0,56,0,0,0,0,0,0,0,0
2660,11,100,4035480800,83729422757,2,198,1,99,双手剑100,0,0,0,315,350,0,0,0,57,0,0,0,0,0,0,0,0
2817,12,1,7200,7200,0,0,0,0,石弓1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2818,12,2,11200,18400,2,2,1,1,石弓2,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
2819,12,3,16600,35000,2,4,1,2,石弓3,0,0,0,8,9,0,0,0,0,1,0,0,0,0,0,0,0
2820,12,4,23300,58300,2,6,1,3,石弓4,0,0,0,10,12,0,0,0,0,1,0,0,0,0,0,0,0
2821,12,5,31600,89900,2,8,1,4,石弓5,0,0,0,13,15,0,0,0,0,2,0,0,0,0,0,0,0
2822,12,6,41600,131500,2,10,1,5,石弓6,0,0,0,16,18,0,0,0,0,2,0,0,0,0,0,0,0
2823,12,7,53500,185000,2,12,1,6,石弓7,0,0,0,18,21,0,0,0,0,2,0,0,0,0,0,0,0
2824,12,8,67400,252400,2,14,1,7,石弓8,0,0,0,21,24,0,0,0,0,3,0,0,0,0,0,0,0
2825,12,9,108000,360400,2,16,1,8,石弓9,0,0,0,24,27,0,0,0,0,3,0,0,0,0,0,0,0
2826,12,10,158100,518500,2,18,1,9,石弓10,0,0,0,27,30,0,0,0,0,4,0,0,0,0,0,0,0
2827,12,11,223900,742400,2,20,1,10,石弓11,0,0,0,29,33,0,0,0,0,4,0,0,0,0,0,0,0
2828,12,12,308500,1050900,2,22,1,11,石弓12,0,0,0,32,36,0,0,0,0,4,0,0,0,0,0,0,0
2829,12,13,414900,1465800,2,24,1,12,石弓13,0,0,0,35,39,0,0,0,0,5,0,0,0,0,0,0,0
2830,12,14,546800,2012600,2,26,1,13,石弓14,0,0,0,37,42,0,0,0,0,5,0,0,0,0,0,0,0
2831,12,15,707800,2720400,2,28,1,14,石弓15,0,0,0,40,45,0,0,0,0,6,0,0,0,0,0,0,0
2832,12,16,902000,3622400,2,30,1,15,石弓16,0,0,0,43,48,0,0,0,0,6,0,0,0,0,0,0,0
2833,12,17,1133700,4756100,2,32,1,16,石弓17,0,0,0,45,51,0,0,0,0,6,0,0,0,0,0,0,0
2834,12,18,1407500,6163600,2,34,1,17,石弓18,0,0,0,48,54,0,0,0,0,7,0,0,0,0,0,0,0
2835,12,19,1728000,7891600,2,36,1,18,石弓19,0,0,0,51,57,0,0,0,0,7,0,0,0,0,0,0,0
2836,12,20,2100400,9992000,2,38,1,19,石弓20,0,0,0,54,60,0,0,0,0,8,0,0,0,0,0,0,0
2837,12,21,2530000,12522000,2,40,1,20,石弓21,0,0,0,56,63,0,0,0,0,8,0,0,0,0,0,0,0
2838,12,22,3022300,15544300,2,42,1,21,石弓22,0,0,0,59,66,0,0,0,0,8,0,0,0,0,0,0,0
2839,12,23,3583200,19127500,2,44,1,22,石弓23,0,0,0,62,69,0,0,0,0,9,0,0,0,0,0,0,0
2840,12,24,4218800,23346300,2,46,1,23,石弓24,0,0,0,64,72,0,0,0,0,9,0,0,0,0,0,0,0
2841,12,25,4935300,28281600,2,48,1,24,石弓25,0,0,0,67,75,0,0,0,0,10,0,0,0,0,0,0,0
2842,12,26,5739600,34021200,2,50,1,25,石弓26,0,0,0,70,78,0,0,0,0,10,0,0,0,0,0,0,0
2843,12,27,6638300,40659500,2,52,1,26,石弓27,0,0,0,72,81,0,0,0,0,10,0,0,0,0,0,0,0
2844,12,28,7638600,48298100,2,54,1,27,石弓28,0,0,0,75,84,0,0,0,0,11,0,0,0,0,0,0,0
2845,12,29,8748000,57046100,2,56,1,28,石弓29,0,0,0,78,87,0,0,0,0,11,0,0,0,0,0,0,0
2846,12,30,9974000,67020100,2,58,1,29,石弓30,0,0,0,81,90,0,0,0,0,12,0,0,0,0,0,0,0
2847,12,31,10246320,77266420,2,60,1,30,石弓31,0,0,0,83,93,0,0,0,0,12,0,0,0,0,0,0,0
2848,12,32,10534420,87800840,2,62,1,31,石弓32,0,0,0,86,96,0,0,0,0,12,0,0,0,0,0,0,0
2849,12,33,11334904,99135744,2,64,1,32,石弓33,0,0,0,89,99,0,0,0,0,13,0,0,0,0,0,0,0
2850,12,34,12010368,111146112,2,66,1,33,石弓34,0,0,0,91,102,0,0,0,0,13,0,0,0,0,0,0,0
2851,12,35,15268700,126414812,2,68,1,34,石弓35,0,0,0,94,105,0,0,0,0,14,0,0,0,0,0,0,0
2852,12,36,22118400,148533212,2,70,1,35,石弓36,0,0,0,97,108,0,0,0,0,14,0,0,0,0,0,0,0
2853,12,37,26449140,174982352,2,72,1,36,石弓37,0,0,0,99,111,0,0,0,0,14,0,0,0,0,0,0,0
2854,12,38,31365900,206348252,2,74,1,37,石弓38,0,0,0,102,114,0,0,0,0,15,0,0,0,0,0,0,0
2855,12,39,43076880,249425132,2,76,1,38,石弓39,0,0,0,105,117,0,0,0,0,15,0,0,0,0,0,0,0
2856,12,40,56131452,305556584,2,78,1,39,石弓40,0,0,0,108,120,0,0,0,0,16,0,0,0,0,0,0,0
2857,12,41,58556960,364113544,2,80,1,40,石弓41,0,0,0,110,123,0,0,0,0,16,0,0,0,0,0,0,0
2858,12,42,67699100,431812644,2,82,1,41,石弓42,0,0,0,113,126,0,0,0,0,17,0,0,0,0,0,0,0
2859,12,43,77879690,509692334,2,84,1,42,石弓43,0,0,0,116,129,0,0,0,0,17,0,0,0,0,0,0,0
2860,12,44,89181400,598873734,2,86,1,43,石弓44,0,0,0,118,132,0,0,0,0,17,0,0,0,0,0,0,0
2861,12,45,127840240,726713974,2,88,1,44,石弓45,0,0,0,121,135,0,0,0,0,18,0,0,0,0,0,0,0
2862,12,46,143740658,870454632,2,90,1,45,石弓46,0,0,0,124,138,0,0,0,0,18,0,0,0,0,0,0,0
2863,12,47,146862240,1017316872,2,92,1,46,石弓47,0,0,0,126,141,0,0,0,0,19,0,0,0,0,0,0,0
2864,12,48,161025360,1178342232,2,94,1,47,石弓48,0,0,0,129,144,0,0,0,0,19,0,0,0,0,0,0,0
2865,12,49,176258880,1354601112,2,96,1,48,石弓49,0,0,0,132,147,0,0,0,0,19,0,0,0,0,0,0,0
2866,12,50,216700110,1571301222,2,98,1,49,石弓50,0,0,0,135,150,0,0,0,0,20,0,0,0,0,0,0,0
2867,12,51,227373555,1798674777,2,100,1,50,石弓51,0,0,0,137,153,0,0,0,0,20,0,0,0,0,0,0,0
2868,12,52,233076480,2031751257,2,102,1,51,石弓52,0,0,0,140,156,0,0,0,0,21,0,0,0,0,0,0,0
2869,12,53,253489520,2285240777,2,104,1,52,石弓53,0,0,0,143,159,0,0,0,0,21,0,0,0,0,0,0,0
2870,12,54,275306480,2560547257,2,106,1,53,石弓54,0,0,0,145,162,0,0,0,0,21,0,0,0,0,0,0,0
2871,12,55,298598400,2859145657,2,108,1,54,石弓55,0,0,0,148,165,0,0,0,0,22,0,0,0,0,0,0,0
2872,12,56,367745520,3226891177,2,110,1,55,石弓56,0,0,0,151,168,0,0,0,0,22,0,0,0,0,0,0,0
2873,12,57,392459520,3619350697,2,112,1,56,石弓57,0,0,0,153,171,0,0,0,0,23,0,0,0,0,0,0,0
2874,12,58,418398640,4037749337,2,114,1,57,石弓58,0,0,0,156,174,0,0,0,0,23,0,0,0,0,0,0,0
2875,12,59,445602880,4483352217,2,116,1,58,石弓59,0,0,0,159,177,0,0,0,0,23,0,0,0,0,0,0,0
2876,12,60,474112640,4957464857,2,118,1,59,石弓60,0,0,0,162,180,0,0,0,0,24,0,0,0,0,0,0,0
2877,12,61,629961200,5587426057,2,120,1,60,石弓61,0,0,0,164,183,0,0,0,0,24,0,0,0,0,0,0,0
2878,12,62,669017200,6256443257,2,122,1,61,石弓62,0,0,0,167,186,0,0,0,0,25,0,0,0,0,0,0,0
2879,12,63,709861700,6966304957,2,124,1,62,石弓63,0,0,0,170,189,0,0,0,0,25,0,0,0,0,0,0,0
2880,12,64,752548400,7718853357,2,126,1,63,石弓64,0,0,0,172,192,0,0,0,0,25,0,0,0,0,0,0,0
2881,12,65,797132000,8515985357,2,128,1,64,石弓65,0,0,0,175,195,0,0,0,0,26,0,0,0,0,0,0,0
2882,12,66,843667800,9359653157,2,130,1,65,石弓66,0,0,0,178,198,0,0,0,0,26,0,0,0,0,0,0,0
2883,12,67,892212000,10251865157,2,132,1,66,石弓67,0,0,0,180,201,0,0,0,0,27,0,0,0,0,0,0,0
2884,12,68,942821600,11194686757,2,134,1,67,石弓68,0,0,0,183,204,0,0,0,0,27,0,0,0,0,0,0,0
2885,12,69,995554300,12190241057,2,136,1,68,石弓69,0,0,0,186,207,0,0,0,0,27,0,0,0,0,0,0,0
2886,12,70,1050468800,13240709857,2,138,1,69,石弓70,0,0,0,189,210,0,0,0,0,28,0,0,0,0,0,0,0
2887,12,71,1107624200,14348334057,2,140,1,70,石弓71,0,0,0,191,213,0,0,0,0,28,0,0,0,0,0,0,0
2888,12,72,1167081000,15515415057,2,142,1,71,石弓72,0,0,0,194,216,0,0,0,0,29,0,0,0,0,0,0,0
2889,12,73,1228899900,16744314957,2,144,1,72,石弓73,0,0,0,197,219,0,0,0,0,29,0,0,0,0,0,0,0
2890,12,74,1293142700,18037457657,2,146,1,73,石弓74,0,0,0,199,222,0,0,0,0,29,0,0,0,0,0,0,0
2891,12,75,1359872000,19397329657,2,148,1,74,石弓75,0,0,0,202,225,0,0,0,0,30,0,0,0,0,0,0,0
2892,12,76,1429151100,20826480757,2,150,1,75,石弓76,0,0,0,205,228,0,0,0,0,30,0,0,0,0,0,0,0
2893,12,77,1501044200,22327524957,2,152,1,76,石弓77,0,0,0,207,231,0,0,0,0,31,0,0,0,0,0,0,0
2894,12,78,1575616300,23903141257,2,154,1,77,石弓78,0,0,0,210,234,0,0,0,0,31,0,0,0,0,0,0,0
2895,12,79,1652932900,25556074157,2,156,1,78,石弓79,0,0,0,213,237,0,0,0,0,31,0,0,0,0,0,0,0
2896,12,80,1733060800,27289134957,2,158,1,79,石弓80,0,0,0,216,240,0,0,0,0,32,0,0,0,0,0,0,0
2897,12,81,1816067100,29105202057,2,160,1,80,石弓81,0,0,0,218,243,0,0,0,0,32,0,0,0,0,0,0,0
2898,12,82,1902020100,31007222157,2,162,1,81,石弓82,0,0,0,221,246,0,0,0,0,33,0,0,0,0,0,0,0
