TID,WorldTID,Name,Pos,Min,Max,Volume,
4033,2003,Amb_Fire_Large_01.ogg,249.73|144.84|12.55,2,10,1,
4034,2003,Amb_Fire_Large_01.ogg,280.03|125.01|21.25,2,10,1,
4035,2003,Amb_Fire_Large_01.ogg,293.14|132.66|21.25,2,10,1,
4036,2003,Amb_Fire_Large_01.ogg,241.50|182.18|11.75,2,10,1,
4037,2003,Amb_Fire_Large_01.ogg,252.69|194.97|11.75,2,10,1,
4038,2004,Amb_Fire_Large_01.ogg,87.14|99.66|-7.38,2,10,1,
4039,2004,Amb_Fire_Large_01.ogg,56.91|103.78|-7.38,2,10,1,
4040,2004,Amb_Fire_Large_01.ogg,63.94|88.02|-7.38,2,10,1,
4041,2004,Amb_Fire_Large_01.ogg,65.83|134.66|-7.49,2,10,1,
4042,2004,Amb_Fire_Large_01.ogg,77.41|124.29|-7.38,2,10,1,
4043,2004,Amb_Fire_Large_01.ogg,83.55|111.82|-7.38,2,10,1,
4044,2004,Amb_Fire_Large_01.ogg,167.40|152.03|-5.69,2,10,1,
4045,2004,Amb_Fire_Large_01.ogg,158.19|141.28|-5.49,2,10,1,
4046,2004,Amb_Fire_Large_01.ogg,170.90|132.20|-5.70,2,10,1,
4047,2004,Amb_Fire_Large_01.ogg,335.27|194.09|-3.95,2,10,1,
4048,2004,Amb_Fire_Large_01.ogg,334.50|202.57|-3.95,2,10,1,
4049,2004,Amb_Fire_Large_01.ogg,339.55|208.43|-3.95,2,10,1,
4050,2004,Amb_Fire_Large_01.ogg,307.02|343.77|39.53,2,10,1,
4051,2004,Amb_Fire_Large_01.ogg,459.73|417.31|47.10,2,10,1,
4052,2004,Amb_Fire_Large_01.ogg,454.50|402.02|47.10,2,10,1,
4053,2004,Amb_Fire_Large_01.ogg,431.86|405.76|47.08,2,10,1,
4054,2004,Amb_Fire_Large_01.ogg,431.09|413.00|46.98,2,10,1,
4055,2004,Amb_Fire_Large_01.ogg,427.57|381.51|47.10,2,10,1,
4056,2004,Amb_Fire_Large_01.ogg,429.71|375.58|46.88,2,10,1,
4057,2004,Amb_Fire_Large_01.ogg,441.36|377.44|47.10,2,10,1,
4058,2004,Amb_Fire_Large_01.ogg,128.29|299.20|34.16,2,10,1,
4059,2004,Amb_Fire_Large_01.ogg,138.18|291.38|33.43,2,10,1,
4060,2004,Amb_Fire_Large_01.ogg,138.92|283.84|33.22,2,10,1,
4061,2004,Amb_Water_Waterfall_01.ogg,236.63|334.94|35.03,40,60,1,
4062,2004,Amb_Water_Waterfall_01.ogg,244.60|400.87|35.03,40,60,1,
4063,2004,Amb_Water_Waterfall_01.ogg,253.18|142.61|-8.92,40,60,1,
4064,2004,Amb_Water_Waterfall_01.ogg,290.45|86.97|-18.25,40,60,1,
4065,2004,Amb_Water_L_Cascade_01.ogg,259.64|227.00|-9.95,60,120,1,
4066,2004,Amb_Sea_Beach_02.ogg,266.59|235.02|-4.28,50,100,1,
4067,2004,Amb_Water_Cascade_01.ogg,234.84|171.11|-14.37,30,60,1,
4068,2004,Animal_Owl_01.ogg,370.55|101.69|14.71,10,80,1,
4069,2004,Animal_Owl_01.ogg,80.99|303.25|65.24,10,80,1,
4070,2004,Amb_Fire_Large_01.ogg,416.63|363.51|42.08,2,10,1,
4071,2004,Amb_Fire_Large_01.ogg,413.41|391.39|42.07,2,10,1,
4072,2004,Amb_Fire_Large_01.ogg,413.87|420.60|42.19,2,10,1,
4073,4450,Amb_Heartbeat_01.ogg,240.40|115.89|27.98,100,180,1,
4074,4450,Amb_Spell_02.ogg,196.84|268.90|24.39,50,100,1,
4075,4450,Amb_Fire_Large_01.ogg,193.22|240.37|23.36,2,10,1,
4076,4450,Amb_Fire_Large_01.ogg,183.10|255.81|23.38,2,10,1,
4077,4450,Amb_Fire_Large_01.ogg,182.78|281.08|23.36,2,10,1,
4078,4450,Amb_Fire_Large_01.ogg,195.14|300.61|23.36,2,10,1,
4079,4450,Amb_Fire_Large_01.ogg,231.31|292.86|23.37,2,10,1,
4080,4450,Amb_Fire_Large_01.ogg,263.49|257.54|23.33,2,10,1,
4081,4450,Amb_Fire_Large_01.ogg,263.00|277.49|23.36,2,10,1,
4082,4450,Amb_Fire_Large_01.ogg,258.83|301.16|23.36,2,10,1,
4083,4450,Amb_Fire_Large_01.ogg,230.10|246.74|23.36,2,10,1,
4084,4450,Amb_Fire_Large_01.ogg,261.20|234.57|23.36,2,10,1,
4085,4050,Amb_Magiccircle_01.ogg,269.27|222.78|63.10,30,60,1,
4086,4050,Amb_Spell_02.ogg,404.56|107.43|88.07,50,100,1,
4087,4000,Amb_Fire_Large_01.ogg,421.74|244.40|0.37,2,10,1,
4088,4000,Amb_Fire_Large_01.ogg,410.48|266.52|0.33,2,10,1,
4089,4000,Amb_Fire_Large_01.ogg,433.85|276.37|0.33,2,10,1,
4090,4000,Amb_Fire_Large_01.ogg,446.86|246.28|0.33,2,10,1,
4091,4000,Amb_Fire_Large_01.ogg,418.43|100.60|3.18,2,10,1,
4092,4000,Amb_Fire_Large_01.ogg,406.45|110.42|3.18,2,10,1,
4093,4000,Amb_Fire_Large_01.ogg,438.63|92.34|3.22,2,10,1,
4094,4000,Amb_Fire_Large_01.ogg,440.28|120.41|3.18,2,10,1,
4095,4000,Amb_Fire_Large_01.ogg,337.12|329.41|-21.57,2,10,1,
4096,4000,Amb_Fire_Large_01.ogg,362.36|316.22|-21.57,2,10,1,
4097,4000,Amb_Fire_Large_01.ogg,316.47|314.13|-21.50,2,10,1,
4098,4000,Amb_Fire_Large_01.ogg,336.11|299.41|-21.57,2,10,1,
4099,4000,Amb_Fire_Large_01.ogg,397.04|440.50|-6.38,2,10,1,
4100,4000,Amb_Fire_Large_01.ogg,416.46|411.96|-6.35,2,10,1,
4101,4000,Amb_Fire_Large_01.ogg,383.25|411.33|-6.38,2,10,1,
4102,4000,Amb_Fire_Large_01.ogg,414.99|382.68|-6.21,2,10,1,
4103,4000,Amb_Swamp_01.ogg,162.73|299.23|-1.03,20,50,1,
4104,4030,Amb_Magiccircle_01.ogg,257.13|45.91|1.88,2,10,1,
4105,4030,Amb_Magiccircle_01.ogg,421.63|329.38|54.58,2,10,1,
4106,4030,Amb_Magiccircle_01.ogg,171.35|398.53|87.40,2,10,1,
4107,4010,Amb_Fire_Large_01.ogg,338.93|235.17|161.22,20,40,1,
4108,4010,Amb_Fire_Large_01.ogg,454.13|237.44|160.19,20,40,1,
4109,4010,Amb_Water_Waterfall_01.ogg,352.57|241.82|148.47,50,80,1,
4110,4010,Amb_Water_Waterfall_01.ogg,441.00|240.37|148.47,50,80,1,
4111,4010,Amb_Magiccircle_01.ogg,400.73|89.02|169.26,30,80,1,
4112,4040,Amb_Spell_02.ogg,242.79|254.61|56.86,50,100,1,
4113,4040,Amb_Swamp_01.ogg,298.75|433.20|-10.23,30,60,1,
4114,4040,Amb_Swamp_01.ogg,232.49|371.11|-10.23,30,60,1,
4115,4040,Amb_Swamp_01.ogg,351.22|382.24|-10.23,30,60,1,
4116,4040,Amb_Swamp_01.ogg,176.50|295.61|-10.23,30,60,1,
4117,4040,Amb_Swamp_01.ogg,402.15|138.52|-10.23,30,60,1,
4118,4040,Amb_Swamp_01.ogg,305.02|136.92|-10.23,30,60,1,
4119,4040,Amb_Magiccircle_01.ogg,117.98|67.97|-10.98,50,100,1,
4120,4060,Amb_Magiccircle_01.ogg,125.25|450.98|44.98,20,80,1,
4121,4060,Amb_Spell_01.ogg,97.73|427.01|44.92,20,60,1,
4122,4060,Amb_Spell_02.ogg,148.83|430.95|44.31,20,60,1,
4123,4060,Amb_Larva_01.ogg,54.69|241.36|50.50,20,40,1,
4124,4060,Amb_Larva_03.ogg,140.22|273.40|50.87,2,10,1,
4125,4060,Amb_Larva_03.ogg,178.98|239.28|48.96,2,10,1,
4126,4060,Amb_Larva_05.ogg,140.62|248.83|50.42,2,10,1,
4127,4060,Amb_Larva_05.ogg,110.90|271.85|48.05,2,10,1,
4128,4060,Amb_Larva_04.ogg,103.32|280.70|49.65,20,40,1,
4129,4060,Amb_Larva_04.ogg,71.78|223.98|49.72,2,10,1,
4130,4060,Amb_Larva_04.ogg,97.79|238.19|50.16,2,10,1,
4131,4060,Amb_Larva_04.ogg,106.50|218.24|54.02,2,10,1,
4132,4060,Amb_Larva_02.ogg,96.27|205.86|51.52,2,10,1,
4133,4060,Amb_Larva_02.ogg,118.87|195.15|52.01,2,10,1,
4134,4060,Amb_Larva_02.ogg,134.20|210.07|52.47,2,10,1,
4135,4060,Amb_Larva_02.ogg,111.83|157.16|43.87,2,10,1,
4136,4060,Amb_Larva_02.ogg,119.01|130.95|40.31,2,10,1,
4137,4060,Amb_Larva_05.ogg,134.90|116.89|39.90,2,10,1,
4138,4060,Amb_Larva_05.ogg,118.01|112.50|39.83,2,10,1,
4139,4060,Amb_Larva_05.ogg,61.25|140.35|38.87,2,10,1,
4140,4060,Amb_Larva_05.ogg,48.63|147.03|37.58,2,10,1,
4141,4060,Amb_Larva_01.ogg,69.87|154.74|49.75,10,20,1,
4142,4060,Amb_Larva_03.ogg,30.13|115.80|35.55,2,10,1,
4143,4060,Amb_Larva_03.ogg,64.31|97.75|36.04,2,10,1,
4144,4060,Amb_Larva_05.ogg,46.45|54.01|22.72,2,10,1,
4145,4060,Amb_Larva_05.ogg,45.52|94.87|35.05,2,10,1,
4146,4060,Amb_Larva_01.ogg,59.22|86.38|47.99,20,40,1,
4147,4060,Amb_Larva_05.ogg,69.80|32.99|20.46,2,10,1,
4148,4060,Amb_Larva_05.ogg,99.09|44.11|43.12,20,40,1,
4149,4060,Amb_Larva_02.ogg,98.41|66.17|27.79,2,10,1,
4150,4060,Amb_Larva_02.ogg,59.52|62.89|21.02,2,10,1,
4151,4060,Amb_Larva_02.ogg,28.21|29.82|20.95,2,10,1,
4152,4060,Amb_Larva_04.ogg,26.43|55.33|32.49,20,40,1,
4153,4060,Amb_Larva_04.ogg,134.68|39.24|28.74,2,10,1,
4154,4060,Amb_Larva_05.ogg,166.06|41.35|28.03,2,10,1,
4155,4060,Amb_Larva_05.ogg,177.82|58.97|27.52,2,10,1,
4156,4060,Amb_Larva_01.ogg,186.36|58.90|37.64,20,40,1,
4157,4060,Amb_Larva_02.ogg,136.38|141.16|43.87,2,10,1,
4158,4080,Amb_Magiccircle_01.ogg,324.60|152.28|15.82,20,40,1,
4159,4080,Amb_Swamp_01.ogg,395.57|146.68|-9.20,20,80,1,
4160,4080,Amb_Spell_01.ogg,160.42|404.43|27.25,20,60,1,
4161,4080,Amb_Spell_02.ogg,141.69|449.13|22.60,20,60,1,
4162,4080,Amb_Swamp_01.ogg,277.56|321.87|2.69,30,80,1,
4163,4080,Amb_Magiccircle_01.ogg,438.25|315.13|23.55,40,100,1,
4164,4090,Amb_Magiccircle_01.ogg,204.86|172.73|13.61,30,60,1,
4165,4090,Amb_Magiccircle_01.ogg,283.62|172.21|12.39,30,60,1,
4166,4090,Amb_Spell_01.ogg,198.40|58.26|56.06,30,60,1,
4167,4090,Amb_Spell_02.ogg,286.59|53.77|53.75,30,60,1,
4168,4090,Amb_Spell_03.ogg,244.73|1.19|56.97,50,100,1,
4169,4090,Amb_Magiccircle_01.ogg,98.94|43.66|39.51,30,60,1,
4170,4090,Amb_Magiccircle_01.ogg,66.20|412.95|32.59,30,60,1,
4171,4090,Amb_Larva_02.ogg,363.31|245.06|-4.46,10,30,1,
4172,4090,Amb_Larva_02.ogg,431.81|227.14|-6.56,10,30,1,
4173,4090,Amb_Larva_01.ogg,437.81|252.00|-3.74,2,10,1,
4174,4090,Amb_Larva_04.ogg,394.37|243.82|-5.16,10,30,1,
4175,4090,Amb_Larva_05.ogg,463.83|238.75|-3.64,10,30,1,
4176,4090,Amb_Spell_02.ogg,410.54|281.09|2.83,30,60,1,
4177,4090,Amb_Spell_01.ogg,353.97|435.15|15.58,20,60,1,
4178,4090,Amb_Spell_02.ogg,98.89|61.71|39.30,30,60,1,
4179,4090,Amb_Spell_02.ogg,88.83|413.50|32.59,30,60,1,
4180,4060,Amb_Magiccircle_01.ogg,262.37|179.71|33.88,20,50,1,
4181,4060,Amb_Magiccircle_01.ogg,215.43|183.04|33.34,20,50,1,
4182,4060,Amb_Larva_05.ogg,168.52|158.55|55.46,20,40,1,
4183,4060,Amb_Larva_02.ogg,145.45|94.66|27.79,2,10,1,
4184,4060,Amb_Larva_05.ogg,114.50|86.15|33.13,10,20,1,
4185,4060,Amb_Fire_Large_01.ogg,358.99|216.65|0.93,2,10,1,
4186,4060,Amb_Fire_Large_01.ogg,320.09|234.24|1.13,2,10,1,
4187,4060,Amb_Fire_Large_01.ogg,335.54|261.46|1.23,2,10,1,
4188,4060,Amb_Fire_Large_01.ogg,324.08|184.61|0.49,2,10,1,
4189,4060,Amb_Fire_Large_01.ogg,332.82|182.05|0.65,2,10,1,
4190,4060,Amb_Fire_Large_01.ogg,371.17|279.51|1.47,2,10,1,
4191,4060,Amb_Fire_Large_01.ogg,378.20|270.80|1.08,2,10,1,
4192,4060,Amb_Fire_Large_01.ogg,349.81|239.02|1.26,2,10,1,
4193,4060,Amb_Fire_Large_01.ogg,424.61|70.76|45.39,2,10,1,
4194,4060,Amb_Fire_Large_01.ogg,428.96|76.56|45.71,2,10,1,
4195,4060,Amb_Fire_Large_01.ogg,439.58|39.45|46.18,2,10,1,
4196,4060,Amb_Fire_Large_01.ogg,447.62|39.93|46.55,2,10,1,
4197,4060,Amb_Fire_Large_01.ogg,458.38|49.96|45.90,2,10,1,
4198,4060,Amb_Fire_Large_01.ogg,458.19|60.34|45.83,2,10,1,
4199,4060,Amb_Fire_Large_01.ogg,458.37|71.59|45.92,2,10,1,
4200,4060,Amb_Fire_Large_01.ogg,438.72|74.43|45.89,2,10,1,
4201,4040,Amb_Fire_Large_01.ogg,370.90|80.01|-9.31,2,10,1,
4202,4040,Amb_Fire_Large_01.ogg,370.62|104.36|-9.27,2,10,1,
4203,4020,Amb_Magiccircle_01.ogg,267.32|493.73|52.18,20,80,1,
4204,4020,Amb_Magiccircle_01.ogg,304.37|492.86|52.18,20,80,1,
4205,1130,Amb_Spell_01.ogg,259.05|253.63|-3.64,40,100,1,
4206,1004,Amb_Spell_01.ogg,254.14|217.57|215.59,30,80,1,
4207,1004,Amb_Spell_03.ogg,226.54|268.09|215.60,30,80,1,
4208,1004,Amb_Spell_02.ogg,292.09|268.67|215.60,30,80,1,
4209,1004,Amb_Fire_Large_01.ogg,349.53|190.45|180.58,2,10,1,
4210,1004,Amb_Fire_Large_01.ogg,360.40|206.63|180.58,2,10,1,
4211,1004,Amb_Fire_Large_01.ogg,334.73|205.77|188.47,2,10,1,
4212,1004,Amb_Fire_Large_01.ogg,339.52|213.61|188.34,2,10,1,
4213,1004,Amb_Fire_Large_01.ogg,322.80|212.06|196.04,2,10,1,
4214,1004,Amb_Fire_Large_01.ogg,327.66|220.52|196.05,2,10,1,
4215,1004,Amb_Fire_Large_01.ogg,316.12|226.55|203.32,2,10,1,
4216,1004,Amb_Fire_Large_01.ogg,311.62|218.37|203.22,2,10,1,
4217,1004,Amb_Fire_Large_01.ogg,284.07|246.79|215.61,2,10,1,
4218,1004,Amb_Fire_Large_01.ogg,277.05|234.96|215.61,2,10,1,
4219,1004,Amb_Fire_Large_01.ogg,277.01|229.48|211.13,2,10,1,
4220,1004,Amb_Fire_Large_01.ogg,289.30|249.78|211.13,2,10,1,
4221,1004,Amb_Fire_Large_01.ogg,262.52|285.37|215.61,2,10,1,
4222,1004,Amb_Fire_Large_01.ogg,250.26|284.85|215.61,2,10,1,
4223,1004,Amb_Fire_Large_01.ogg,243.31|288.34|211.13,2,10,1,
4224,1004,Amb_Fire_Large_01.ogg,269.09|287.77|211.14,2,10,1,
4225,1004,Amb_Fire_Large_01.ogg,250.93|323.08|203.29,2,10,1,
4226,1004,Amb_Fire_Large_01.ogg,260.57|323.13|203.26,2,10,1,
4227,1004,Amb_Fire_Large_01.ogg,260.69|336.22|195.94,2,10,1,
4228,1004,Amb_Fire_Large_01.ogg,251.29|336.24|195.93,2,10,1,
4229,1004,Amb_Fire_Large_01.ogg,260.61|350.37|187.99,2,10,1,
4230,1004,Amb_Fire_Large_01.ogg,251.43|350.21|188.08,2,10,1,
4231,1004,Amb_Fire_Large_01.ogg,266.25|371.13|180.58,2,10,1,
4232,1004,Amb_Fire_Large_01.ogg,246.30|370.95|180.58,2,10,1,
4233,1004,Amb_Fire_Large_01.ogg,151.62|207.09|180.58,2,10,1,
4234,1004,Amb_Fire_Large_01.ogg,161.60|189.39|180.58,2,10,1,
4235,1004,Amb_Fire_Large_01.ogg,177.00|203.94|187.88,2,10,1,
4236,1004,Amb_Fire_Large_01.ogg,171.59|212.93|187.77,2,10,1,
4237,1004,Amb_Fire_Large_01.ogg,185.45|220.40|196.62,2,10,1,
4238,1004,Amb_Fire_Large_01.ogg,190.10|211.67|196.43,2,10,1,
4239,1004,Amb_Fire_Large_01.ogg,200.40|217.90|203.15,2,10,1,
4240,1004,Amb_Fire_Large_01.ogg,195.23|226.44|203.04,2,10,1,
4241,1004,Amb_Spell_03.ogg,107.36|170.71|180.68,30,80,1,
4242,1004,Amb_Spell_03.ogg,404.43|171.28|180.68,30,80,1,
4243,1004,Amb_Spell_03.ogg,255.52|428.10|180.68,30,80,1,
4244,1005,Amb_Magiccircle_01.ogg,256.38|235.13|166.62,30,80,1,
4245,1006,Amb_Fire_Large_01.ogg,84.61|278.03|143.80,2,10,1,
4246,1006,Amb_Fire_Large_01.ogg,84.48|243.38|143.80,2,10,1,
4247,1006,Amb_Fire_Large_01.ogg,248.31|53.20|133.72,2,10,1,
4248,1006,Amb_Fire_Large_01.ogg,271.64|53.84|133.72,2,10,1,
4249,1006,Amb_Fire_Large_01.ogg,276.70|94.93|143.78,2,10,1,
4250,1006,Amb_Fire_Large_01.ogg,241.42|95.20|143.78,2,10,1,
4251,1006,Amb_Fire_Large_01.ogg,439.20|92.70|133.72,2,10,1,
4252,1006,Amb_Fire_Large_01.ogg,427.03|80.65|133.72,2,10,1,
4253,1006,Amb_Fire_Large_01.ogg,424.10|70.64|133.72,2,10,1,
4254,1006,Amb_Fire_Large_01.ogg,448.03|94.91|133.72,2,10,1,
4255,1006,Amb_Fire_Large_01.ogg,383.87|137.36|133.72,2,10,1,
4256,1006,Amb_Fire_Large_01.ogg,436.71|243.64|143.66,2,10,1,
4257,1006,Amb_Fire_Large_01.ogg,436.60|276.84|143.66,2,10,1,
4258,1006,Amb_Fire_Large_01.ogg,421.36|414.80|172.73,2,10,1,
4259,1006,Amb_Fire_Large_01.ogg,411.10|424.58|172.73,2,10,1,
4260,1006,Amb_Magiccircle_01.ogg,260.03|260.93|216.41,50,100,1,
4261,1006,Amb_Fire_Large_01.ogg,259.91|258.61|176.34,30,50,1,
4262,1007,Amb_Fire_Large_01.ogg,93.24|424.30|46.31,2,10,1,
4263,1007,Amb_Fire_Large_01.ogg,89.50|419.33|46.31,2,10,1,
4264,1010,Amb_Fire_Large_01.ogg,219.39|459.28|49.76,2,10,1,
4265,1010,Amb_Fire_Large_01.ogg,228.93|459.12|49.75,2,10,1,
4266,1010,Amb_Fire_Large_01.ogg,218.54|446.11|44.12,2,10,1,
4267,1010,Amb_Fire_Large_01.ogg,228.77|445.67|44.12,2,10,1,
4268,1010,Amb_Fire_Large_01.ogg,192.05|437.21|44.20,2,10,1,
4269,1010,Amb_Fire_Large_01.ogg,192.31|425.02|44.12,2,10,1,
4270,1010,Amb_Fire_Large_01.ogg,319.69|421.74|44.12,2,10,1,
4271,1010,Amb_Fire_Large_01.ogg,319.79|433.89|44.12,2,10,1,
4272,1010,Amb_Fire_Large_01.ogg,293.98|445.34|44.11,2,10,1,
4273,1010,Amb_Fire_Large_01.ogg,283.12|445.48|44.12,2,10,1,
4274,1010,Amb_Fire_Large_01.ogg,292.92|459.23|49.76,2,10,1,
4275,1010,Amb_Fire_Large_01.ogg,283.21|459.22|49.75,2,10,1,
4276,1010,Amb_Fire_Large_01.ogg,204.79|339.47|1.00,2,10,1,
4277,1010,Amb_Fire_Large_01.ogg,204.37|350.45|1.04,2,10,1,
4278,1010,Amb_Fire_Large_01.ogg,236.12|350.44|7.63,2,10,1,
4279,1010,Amb_Fire_Large_01.ogg,275.17|338.14|5.65,2,10,1,
4280,1010,Amb_Fire_Large_01.ogg,275.58|350.58|5.65,2,10,1,
4281,1010,Amb_Fire_Large_01.ogg,236.74|339.21|5.65,2,10,1,
4282,1010,Amb_Fire_Large_01.ogg,212.74|294.20|0.95,2,10,1,
4283,1010,Amb_Fire_Large_01.ogg,205.81|281.25|1.27,2,10,1,
4284,1010,Amb_Fire_Large_01.ogg,131.57|296.09|7.95,2,10,1,
4285,1010,Amb_Fire_Large_01.ogg,138.05|282.34|5.34,2,10,1,
4286,1010,Amb_Fire_Large_01.ogg,176.01|273.37|18.52,2,10,1,
4287,1010,Amb_Fire_Large_01.ogg,167.96|273.35|18.52,2,10,1,
4288,1010,Amb_Fire_Large_01.ogg,145.41|265.36|18.65,2,10,1,
4289,1010,Amb_Fire_Large_01.ogg,145.58|257.78|18.65,2,10,1,
4290,1010,Amb_Fire_Large_01.ogg,124.52|268.52|23.07,2,10,1,
4291,1010,Amb_Fire_Large_01.ogg,124.39|255.52|23.07,2,10,1,
4292,1010,Amb_Fire_Large_01.ogg,335.22|273.24|18.41,2,10,1,
4293,1010,Amb_Fire_Large_01.ogg,341.97|273.46|18.48,2,10,1,
4294,1010,Amb_Fire_Large_01.ogg,298.19|294.60|1.29,2,10,1,
4295,1010,Amb_Fire_Large_01.ogg,304.97|282.19|0.80,2,10,1,
4296,1010,Amb_Fire_Large_01.ogg,373.28|281.02|0.99,2,10,1,
4297,1010,Amb_Fire_Large_01.ogg,380.37|293.94|1.18,2,10,1,
4298,1010,Amb_Fire_Large_01.ogg,366.67|265.16|18.48,2,10,1,
4299,1010,Amb_Fire_Large_01.ogg,366.33|258.08|18.48,2,10,1,
4300,1010,Amb_Fire_Large_01.ogg,385.68|267.60|23.02,2,10,1,
4301,1010,Amb_Fire_Large_01.ogg,385.53|253.95|23.02,2,10,1,
4302,1010,Amb_Fire_Large_01.ogg,308.13|338.61|2.08,2,10,1,
4303,1010,Amb_Fire_Large_01.ogg,307.50|350.19|1.08,2,10,1,
4304,1010,Amb_Fire_Large_01.ogg,270.84|86.83|-9.04,2,10,1,
4305,1010,Amb_Fire_Large_01.ogg,270.31|100.06|-8.34,2,10,1,
4306,1010,Amb_Fire_Large_01.ogg,302.81|89.30|2.39,2,10,1,
4307,1010,Amb_Fire_Large_01.ogg,303.10|95.72|2.39,2,10,1,
4308,1010,Amb_Fire_Large_01.ogg,309.20|113.59|8.38,2,10,1,
4309,1010,Amb_Fire_Large_01.ogg,316.08|112.95|8.25,2,10,1,
4310,1010,Amb_Fire_Large_01.ogg,357.06|138.20|14.65,2,10,1,
4311,1010,Amb_Fire_Large_01.ogg,357.12|124.40|14.60,2,10,1,
4312,1010,Amb_Fire_Large_01.ogg,241.93|98.57|-8.31,2,10,1,
4313,1010,Amb_Fire_Large_01.ogg,241.17|84.49|-8.86,2,10,1,
4314,1010,Amb_Fire_Large_01.ogg,210.17|93.20|2.39,2,10,1,
4315,1010,Amb_Fire_Large_01.ogg,210.24|87.94|2.39,2,10,1,
4316,1010,Amb_Fire_Large_01.ogg,202.22|112.22|8.40,2,10,1,
4317,1010,Amb_Fire_Large_01.ogg,194.15|111.97|8.39,2,10,1,
4318,1010,Amb_Fire_Large_01.ogg,154.60|125.53|14.61,2,10,1,
4319,1010,Amb_Fire_Large_01.ogg,154.30|139.11|14.61,2,10,1,
4320,1010,Amb_HALO_01.ogg,255.46|285.94|-2.35,2,10,1,
4321,1010,Amb_HALO_01.ogg,285.72|478.61|49.73,2,10,1,
4322,1010,Amb_HALO_01.ogg,229.44|479.22|49.73,2,10,1,
4323,1010,Amb_HALO_01.ogg,269.54|332.44|39.19,2,10,1,
4324,1010,Amb_Water_Waterfall_01.ogg,288.79|344.18|-4.21,50,100,1,
4325,1010,Amb_Water_Waterfall_01.ogg,219.78|347.90|-4.21,50,100,1,
4326,2501,Amb_Magiccircle_01.ogg,263.94|259.75|215.95,30,100,1,
4327,2501,Amb_Fire_Large_01.ogg,379.83|298.51|153.77,2,10,1,
4328,2501,Amb_Fire_Large_01.ogg,379.61|317.28|153.77,2,10,1,
4329,2501,Amb_Fire_Large_01.ogg,149.13|303.49|153.77,2,10,1,
4330,4400,Amb_Fire_Large_01.ogg,293.23|383.42|110.73,2,10,1,
4331,4400,Amb_Fire_Large_01.ogg,292.92|372.99|111.05,2,10,1,
4332,4400,Amb_Fire_Large_01.ogg,282.51|383.60|109.72,2,10,1,
4333,4400,Amb_Fire_Large_01.ogg,281.23|373.31|109.73,2,10,1,
4334,4400,Amb_Fire_Large_01.ogg,270.75|382.01|108.43,2,10,1,
4335,4400,Amb_Fire_Large_01.ogg,269.89|374.18|108.10,2,10,1,
4336,4400,Amb_Fire_Large_01.ogg,258.26|380.32|107.10,2,10,1,
4337,4400,Amb_Fire_Large_01.ogg,257.31|373.15|106.87,2,10,1,
4338,4400,Amb_Fire_Large_01.ogg,243.55|379.72|105.66,2,10,1,
4339,4400,Amb_Fire_Large_01.ogg,243.10|370.57|105.62,2,10,1,
4340,4400,Amb_Fire_Large_01.ogg,231.22|378.24|104.63,2,10,1,
4341,4400,Amb_Fire_Large_01.ogg,230.36|370.07|104.51,2,10,1,
4342,4400,Amb_Fire_Large_01.ogg,218.09|378.85|103.05,2,10,1,
4343,4400,Amb_Fire_Large_01.ogg,218.22|368.66|103.03,2,10,1,
4344,4400,Amb_Fire_Large_01.ogg,369.40|388.04|113.92,10,20,1,
4345,4400,Amb_Fire_Large_01.ogg,359.46|396.39|113.82,10,20,1,
4346,4410,Amb_Magiccircle_01.ogg,362.65|404.14|3.92,20,60,1,
4347,4410,Amb_Magiccircle_01.ogg,333.28|81.76|3.92,20,60,1,
4348,4410,Amb_Spell_01.ogg,224.47|464.13|32.19,20,80,1,
4349,4420,Amb_Larva_01.ogg,248.90|448.62|-57.05,20,60,1,
4350,4420,Amb_Larva_03.ogg,225.15|406.97|-56.78,20,60,1,
4351,4420,Amb_Larva_02.ogg,268.76|432.10|-57.01,20,60,1,
4352,4420,Amb_Larva_04.ogg,253.66|408.27|-56.46,20,60,1,
4353,4420,Amb_Larva_05.ogg,257.19|380.62|-56.84,20,60,1,
4354,4420,Amb_Swamp_01.ogg,247.53|417.59|-57.54,30,60,1,
4355,4420,Amb_Spell_01.ogg,135.16|62.95|-16.84,30,80,1,
4356,4430,Amb_Magiccircle_01.ogg,108.78|293.84|171.62,20,80,1,
4357,4430,Amb_Spell_01.ogg,191.87|443.20|208.55,30,80,1,
4358,4430,Amb_Spell_03.ogg,95.52|444.00|203.49,30,80,1,
4359,4440,Amb_Spell_03.ogg,315.33|135.76|156.80,30,80,1,
4360,4450,Amb_Magiccircle_01.ogg,425.49|205.90|19.34,20,60,1,
4361,4450,Amb_Larva_03.ogg,128.01|218.98|14.86,2,10,1,
4362,4450,Amb_Larva_03.ogg,131.07|249.26|14.86,2,10,1,
4363,4450,Amb_Larva_05.ogg,129.55|239.97|14.86,2,10,1,
4364,4450,Amb_Larva_05.ogg,128.62|297.85|14.86,2,10,1,
4365,4450,Amb_Larva_05.ogg,128.10|227.20|14.86,2,10,1,
4366,4450,Amb_Larva_04.ogg,130.98|169.56|13.83,2,10,1,
4367,4460,Amb_Magiccircle_01.ogg,475.21|432.18|104.24,20,60,1,
4368,4480,Amb_Magiccircle_01.ogg,109.06|322.41|99.95,20,60,1,
4369,4480,Amb_Spell_01.ogg,157.24|468.77|147.66,50,100,1,
