TID,Type,Kind,Property,SpecialValue,Race,Grade,WeaponType,ShapeID,Comment,EngTitle,EngName,LocalTitle,LocalName,UseIconType,WorldMapIcon,Level,HP,MP,HPR,MPR,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,DP,BP,AP,CP,IGN_AT,AS,Ws,WsAni,RS,RsAni,CS,Exp,ItemDropTID,MapDropTID,SaleTID,Motion,EventRange,Color,Width,Height,Scale,NpcBrain,RegenR,RegenTimeMin,RegenTimeMax,Greeting,Eventlist,Gossip,GreetVoice,GoodbyeVoice
150851,2,0,0,0,0,2,0,7066, 恶灵峡谷,NPT_Title_003366,NPT_Name_003366,非常困难,贝纳贝勒的奴隶(精英),1,10001,47,11701,100,0,0,8114,8119,8114,8119,1021,1021,0,0,0,0,51,137,471,199,0,1000,2500,2500,7000,8000,1000,173838,11047,0,0,2,2,,0.5,2.1,1,5730,0,0,0,0,0,0,,
150852,2,0,0,0,0,2,0,7060, 恶灵峡谷,NPT_Title_003367,NPT_Name_003367,非常困难,贝纳贝勒的下属(精英),1,10001,47,10959,100,0,0,8114,8119,8114,8119,1021,1021,0,0,0,0,51,137,471,199,0,1000,2500,2500,7000,8000,1000,173838,11047,0,0,2,2,,0.5,2.1,1,5731,0,0,0,0,0,0,,
150853,2,0,0,0,0,3,0,7135, 恶灵峡谷,NPT_Title_003368,NPT_Name_003368,非常困难,黑暗管理者贝纳贝勒(队长),7,10002,47,426632,100,0,0,10396,10401,10396,10401,1104,1104,0,0,0,0,51,137,453,91,0,1000,2500,2500,7000,8000,1000,579460,13047,0,0,2,2,,2,2.1,1.5,5732,0,0,0,0,0,0,,
150854,2,0,0,8,0,2,0,12090, 恶灵峡谷,NPT_Title_003369,NPT_Name_003369,非常困难,诺丝夸的储存体(精英),1,10001,47,11701,100,0,0,8114,8119,8114,8119,1021,1021,0,0,0,0,51,137,471,199,0,1000,2500,2500,7000,8000,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,0,0,0,0,0,,
150855,2,0,0,0,0,2,0,3003, 恶灵峡谷,NPT_Title_003370,NPT_Name_003370,非常困难,丢拉汗(精英),1,10001,47,10959,100,0,0,8114,8119,8114,8119,1021,1021,0,0,0,0,51,137,471,199,0,1000,2500,2500,7000,8000,1000,173838,11047,0,0,2,2,,0.5,2.1,1,5733,0,0,0,0,0,0,,
150856,2,0,0,0,0,2,0,3005, 恶灵峡谷,NPT_Title_003371,NPT_Name_003371,非常困难,丢拉汗骑士(精英),1,10001,47,11701,100,0,0,8114,8119,8114,8119,1021,1021,0,0,0,0,51,137,471,199,0,1000,2500,2500,7000,8000,1000,173838,11047,0,0,2,2,,0.5,2.1,1,5734,0,0,0,0,0,0,,
150857,2,0,0,0,0,4,0,1052, 恶灵峡谷,NPT_Title_003372,NPT_Name_003372,非常困难,死去的管理者克瓦特利拉(BOSS),7,10003,47,597028,100,0,0,12093,12098,12093,12098,1531,1531,0,0,0,0,51,228,634,0,0,1000,2500,2500,7000,8000,1000,1158919,15047,0,0,2,2,,0.5,2.1,1,5735,0,0,0,0,0,0,,
150858,2,0,0,8,0,1,0,12014, 恶灵峡谷,NPT_Title_003373,NPT_Name_003373,非常困难,不可战胜的高塔(精英),1,10001,47,10184,100,0,0,331,8119,331,336,445,445,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,2,2,,0.5,2.7,1.2,5736,0,0,0,0,0,0,,
150859,2,0,0,8,0,1,0,12014, 恶灵峡谷,NPT_Title_003374,NPT_Name_003374,非常困难,具有攻击性的高塔(精英),1,10001,47,10184,100,0,0,331,336,331,336,445,445,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,2,2,,0.5,2.7,1.2,5737,0,0,0,0,0,0,,
150861,2,0,0,0,0,2,0,5063, 恶灵峡谷,NPT_Title_003375,NPT_Name_003375,极恶,迷雾的触手(精英),1,10001,47,10959,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,1.2,6180,0,0,0,0,0,0,,
150862,2,0,0,0,0,2,0,3024, 恶灵峡谷,NPT_Title_003376,NPT_Name_003376,极恶,戴特拉的祭品(精英),1,10001,47,11701,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,1,6181,0,0,0,0,0,0,,
150863,2,0,0,0,0,2,0,5064, 恶灵峡谷,NPT_Title_003377,NPT_Name_003377,极恶,戴特拉的雕像(精英),1,10001,47,11701,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,0.7,6182,0,0,0,0,0,0,,
150864,2,0,0,0,0,3,0,5065, 恶灵峡谷,NPT_Title_003378,NPT_Name_003378,极恶,触手带刺的戴特拉(队长),7,10002,47,10959,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2000,2000,7000,5000,1000,753298,13547,0,0,2,2,,0.5,2.1,2.5,6183,0,0,0,0,0,0,,
150865,2,0,0,0,0,2,0,9067, 恶灵峡谷,NPT_Title_003379,NPT_Name_003379,极恶,尸虫(精英),1,10001,47,11701,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,1,6184,0,0,0,0,0,0,,
150866,2,0,0,0,0,2,0,3025, 恶灵峡谷,NPT_Title_003380,NPT_Name_003380,极恶,痛苦的冤魂(精英),1,10001,47,11217,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2000,2000,7000,5000,1000,225989,11547,0,0,2,2,,0.5,2.1,1,6185,0,0,0,0,0,0,,
150867,2,0,0,0,0,3,0,7129, 恶灵峡谷,NPT_Title_003381,NPT_Name_003381,极恶,消失的管理者莱卡图斯(队长),7,10002,47,11829,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,753298,13547,0,0,2,2,,0.5,2.1,1.5,6186,0,0,0,0,0,0,,
150868,2,0,0,0,0,2,0,7057, 恶灵峡谷,NPT_Title_003382,NPT_Name_003382,极恶,鲁伍林的执行者(精英),1,10001,47,11701,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,1,6187,0,0,0,0,0,0,,
150869,2,0,0,0,0,2,0,7058, 恶灵峡谷,NPT_Title_003383,NPT_Name_003383,极恶,鲁伍林的刽子手(精英),1,10001,47,11701,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,1,6188,0,0,0,0,0,0,,
150870,2,0,0,0,0,3,0,7059, 恶灵峡谷,NPT_Title_003384,NPT_Name_003384,极恶,屠杀者鲁伍林(队长),7,10002,47,10959,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,753298,13547,0,0,2,2,,0.5,2.1,1.5,6189,0,0,0,0,0,0,,
150871,2,0,0,0,0,2,0,7066, 恶灵峡谷,NPT_Title_003385,NPT_Name_003385,极恶,贝纳贝勒的奴隶(精英),1,10001,47,11701,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,1,6190,0,0,0,0,0,0,,
150872,2,0,0,0,0,2,0,7060, 恶灵峡谷,NPT_Title_003386,NPT_Name_003386,极恶,贝纳贝勒的下属(精英),1,10001,47,10959,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,1,6191,0,0,0,0,0,0,,
150873,2,0,0,0,0,3,0,7135, 恶灵峡谷,NPT_Title_003387,NPT_Name_003387,极恶,黑暗管理者贝纳贝勒(队长),7,10002,47,11701,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,753298,13547,0,0,2,2,,2,2.1,1.5,6192,0,0,0,0,0,0,,
150874,2,0,0,8,0,2,0,12027, 恶灵峡谷,NPT_Title_003388,NPT_Name_003388,极恶,诺丝夸的储存体(精英),1,10001,47,11701,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,0,0,0,0,2,2,,0.5,2.1,1,0,0,0,0,0,0,0,,
150875,2,0,0,0,0,2,0,3003, 恶灵峡谷,NPT_Title_003389,NPT_Name_003389,极恶,丢拉汗(精英),1,10001,47,10959,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,1,6193,0,0,0,0,0,0,,
150876,2,0,0,0,0,2,0,3005, 恶灵峡谷,NPT_Title_003390,NPT_Name_003390,极恶,丢拉汗骑士(精英),1,10001,47,11701,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,225989,11547,0,0,2,2,,0.5,2.1,1,6194,0,0,0,0,0,0,,
150877,2,0,0,0,0,4,0,1052, 恶灵峡谷,NPT_Title_003391,NPT_Name_003391,极恶,死去的管理者克瓦特利拉(BOSS),7,10003,47,10959,100,0,0,2599,2604,2599,2604,2604,2604,0,0,0,0,659,51,137,338,0,1000,2500,2500,7000,8000,1000,1506595,15547,0,0,2,2,,0.5,2.1,1,6195,0,0,0,0,0,0,,
150901,2,0,0,0,0,2,0,9057, 黑暗要塞,NPT_Title_003392,NPT_Name_003392,普通,分裂的清洁工(精英),1,10001,50,11564,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1,3200,0,0,0,0,0,0,,
150902,2,0,0,0,0,2,0,9058, 黑暗要塞,NPT_Title_003393,NPT_Name_003393,普通,茶园的清洁工(精英),1,10001,50,12347,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1,3201,0,0,0,0,0,0,,
150903,2,0,0,0,0,3,0,9065, 黑暗要塞,NPT_Title_003394,NPT_Name_003394,普通,裂缝的恢复者拉克拉德(队长),7,10002,50,39330,100,0,0,4223,4228,4223,4228,785,785,0,0,0,0,54,144,475,95,0,1000,2500,2500,7000,8000,1000,332100,12050,0,0,2,2,,0.5,2.1,1.2,3202,0,0,0,0,0,0,,
150904,2,0,0,0,0,2,0,1002, 黑暗要塞,NPT_Title_003395,NPT_Name_003395,普通,黑暗的战士(精英),1,10001,50,11564,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2000,2000,7000,5000,1000,99630,10050,0,0,2,2,,0.5,2.1,1.2,3203,0,0,0,0,0,0,,
150905,2,0,0,0,0,2,0,7065, 黑暗要塞,NPT_Title_003396,NPT_Name_003396,普通,黑暗的弓箭手(精英),1,10001,50,12347,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1.2,3204,0,0,0,0,0,0,,
150906,2,0,0,0,0,3,0,7061, 黑暗要塞,NPT_Title_003397,NPT_Name_003397,普通,黑暗指挥者拉克诺亚(队长),7,10002,50,39330,100,0,0,4223,4228,4223,4228,785,785,0,0,0,0,54,144,475,95,0,1000,2000,2000,7000,5000,1000,332100,12050,0,0,2,2,,0.5,2.1,1.5,3205,0,0,0,0,0,0,,
150907,2,0,0,8,0,2,0,12089, 黑暗要塞,NPT_Title_003398,NPT_Name_003398,普通,诺丝夸的储存体(精英),1,10001,50,12483,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,0,0,0,0,2,2,,0.5,2.1,1.2,3206,0,0,0,0,0,0,,
150908,2,0,0,0,0,2,0,5005, 黑暗要塞,NPT_Title_003399,NPT_Name_003399,普通,黑暗的诺丝夸(精英),1,10001,50,12347,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1.2,3207,0,0,0,0,0,0,,
150909,2,0,0,0,0,2,0,1031, 黑暗要塞,NPT_Title_003400,NPT_Name_003400,普通,堕落的生命体(精英),1,10001,50,12347,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1.2,3208,0,0,0,0,0,0,,
150910,2,0,0,0,0,2,0,1032, 黑暗要塞,NPT_Title_003401,NPT_Name_003401,普通,捣乱的生命体(精英),1,10001,50,11564,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1.2,3209,0,0,0,0,0,0,,
150911,2,0,0,0,0,3,0,7058, 黑暗要塞,NPT_Title_003402,NPT_Name_003402,普通,堕落的指挥者拉克雷顿(队长),7,10002,50,39330,100,0,0,4223,4228,4223,4228,785,785,0,0,0,0,54,144,475,95,0,1000,2500,2500,7000,8000,1000,332100,12050,0,0,2,2,,0.5,2.1,1.5,3210,0,0,0,0,0,0,,
150912,2,0,0,0,0,2,0,50108, 黑暗要塞,NPT_Title_003403,NPT_Name_003403,普通,被洗脑的艾因哈伊战士(精英),1,10001,50,11564,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1,3211,0,0,0,0,0,0,,
150913,2,0,0,0,0,2,0,50611, 黑暗要塞,NPT_Title_003404,NPT_Name_003404,普通,被洗脑的艾因哈伊魔法师(精英),1,10001,50,12347,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,2,2.1,1,3212,0,0,0,0,0,0,,
150914,2,0,0,0,0,2,0,53008, 黑暗要塞,NPT_Title_003405,NPT_Name_003405,普通,被洗脑的戴姆里伸战士(精英),1,10001,50,12347,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1,3213,0,0,0,0,0,0,,
150915,2,0,0,0,0,2,0,53511, 黑暗要塞,NPT_Title_003406,NPT_Name_003406,普通,被洗脑的戴姆里伸魔法师(精英),1,10001,50,11564,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1,3214,0,0,0,0,0,0,,
150916,2,0,0,0,0,3,0,7134, 黑暗要塞,NPT_Title_003407,NPT_Name_003407,普通,混乱的指挥者拉克利撒(队长),7,10002,50,39330,100,0,0,4223,4228,4223,4228,785,785,0,0,0,0,54,144,475,95,0,1000,2500,2500,7000,8000,1000,332100,12050,0,0,2,2,,0.5,2.1,1.5,3215,0,0,0,0,0,0,,
150917,2,0,0,0,0,2,0,3015, 黑暗要塞,NPT_Title_003408,NPT_Name_003408,普通,捣乱的茶园管理者(精英),1,10001,50,11564,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1.2,3216,0,0,0,0,0,0,,
150918,2,0,0,0,0,2,0,3016, 黑暗要塞,NPT_Title_003409,NPT_Name_003409,普通,捣乱的茶园守护者(精英),1,10001,50,11564,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,99630,10050,0,0,2,2,,0.5,2.1,1.2,3217,0,0,0,0,0,0,,
150919,2,0,0,0,0,4,0,1037, 黑暗要塞,NPT_Title_003410,NPT_Name_003410,普通,俄比斯的守护者拉克雷阿(BOSS),7,10003,50,43748,100,0,0,8004,8009,8004,8009,1,1,0,0,0,0,54,144,665,0,0,1000,2500,2500,7000,8000,1000,664200,14050,0,0,2,2,,0.5,2.1,1,3218,0,0,0,0,0,0,,
150920,2,0,0,8,0,2,0,12092, 黑暗要塞,NPT_Title_003411,NPT_Name_003411,普通,精神控制装置(精英),1,10001,50,11564,100,0,0,2779,2784,2779,2784,698,698,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,0,0,0,0,2,2,,0.5,2.1,1.2,0,0,0,0,0,0,0,,
150921,2,0,0,0,0,2,0,9057, 黑暗要塞,NPT_Title_003412,NPT_Name_003412,困难,分裂的清洁工(精英),1,10001,50,11564,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1,4200,0,0,0,0,0,0,,
150922,2,0,0,0,0,2,0,9058, 黑暗要塞,NPT_Title_003413,NPT_Name_003413,困难,茶园的清洁工(精英),1,10001,50,12347,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1,4201,0,0,0,0,0,0,,
150923,2,0,0,0,0,3,0,9065, 黑暗要塞,NPT_Title_003414,NPT_Name_003414,困难,裂缝的恢复者拉克拉德(队长),7,10002,50,223660,100,0,0,7097,7102,7097,7102,1064,1064,0,0,0,0,54,144,475,95,0,1000,2500,2500,7000,8000,1000,531360,12550,0,0,2,2,,0.5,2.1,1.2,4202,0,0,0,0,0,0,,
150924,2,0,0,0,0,2,0,1002, 黑暗要塞,NPT_Title_003415,NPT_Name_003415,困难,黑暗的战士(精英),1,10001,50,11564,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2000,2000,7000,5000,1000,159408,10550,0,0,2,2,,0.5,2.1,1.2,4203,0,0,0,0,0,0,,
150925,2,0,0,0,0,2,0,7065, 黑暗要塞,NPT_Title_003416,NPT_Name_003416,困难,黑暗的弓箭手(精英),1,10001,50,12347,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1.2,4204,0,0,0,0,0,0,,
150926,2,0,0,0,0,3,0,7061, 黑暗要塞,NPT_Title_003417,NPT_Name_003417,困难,黑暗指挥者拉克诺亚(队长),7,10002,50,223660,100,0,0,7097,7102,7097,7102,1064,1064,0,0,0,0,54,144,475,95,0,1000,2000,2000,7000,5000,1000,531360,12550,0,0,2,2,,0.5,2.1,1.5,4205,0,0,0,0,0,0,,
150927,2,0,0,8,0,2,0,12089, 黑暗要塞,NPT_Title_003418,NPT_Name_003418,困难,诺丝夸的储存体(精英),1,10001,50,12483,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,0,0,0,0,2,2,,0.5,2.1,1.2,4206,0,0,0,0,0,0,,
150928,2,0,0,0,0,2,0,5005, 黑暗要塞,NPT_Title_003419,NPT_Name_003419,困难,黑暗的诺丝夸(精英),1,10001,50,12347,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1.2,4207,0,0,0,0,0,0,,
150929,2,0,0,0,0,2,0,1031, 黑暗要塞,NPT_Title_003420,NPT_Name_003420,困难,堕落的生命体(精英),1,10001,50,12347,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1.2,4208,0,0,0,0,0,0,,
150930,2,0,0,0,0,2,0,1032, 黑暗要塞,NPT_Title_003421,NPT_Name_003421,困难,捣乱的生命体(精英),1,10001,50,11564,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1.2,4209,0,0,0,0,0,0,,
150931,2,0,0,0,0,3,0,7058, 黑暗要塞,NPT_Title_003422,NPT_Name_003422,困难,堕落的指挥者拉克雷顿(队长),7,10002,50,223660,100,0,0,7097,7102,7097,7102,1064,1064,0,0,0,0,54,144,475,95,0,1000,2500,2500,7000,8000,1000,531360,12550,0,0,2,2,,0.5,2.1,1.5,4210,0,0,0,0,0,0,,
150932,2,0,0,0,0,2,0,50108, 黑暗要塞,NPT_Title_003423,NPT_Name_003423,困难,被洗脑的艾因哈伊战士(精英),1,10001,50,11564,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1,4211,0,0,0,0,0,0,,
150933,2,0,0,0,0,2,0,50611, 黑暗要塞,NPT_Title_003424,NPT_Name_003424,困难,被洗脑的艾因哈伊魔法师(精英),1,10001,50,12347,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,2,2.1,1,4212,0,0,0,0,0,0,,
150934,2,0,0,0,0,2,0,53008, 黑暗要塞,NPT_Title_003425,NPT_Name_003425,困难,被洗脑的戴姆里伸战士(精英),1,10001,50,12347,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1,4213,0,0,0,0,0,0,,
150935,2,0,0,0,0,2,0,53511, 黑暗要塞,NPT_Title_003426,NPT_Name_003426,困难,被洗脑的戴姆里伸魔法师(精英),1,10001,50,11564,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1,4214,0,0,0,0,0,0,,
150936,2,0,0,0,0,3,0,7134, 黑暗要塞,NPT_Title_003427,NPT_Name_003427,困难,混乱的指挥者拉克利撒(队长),7,10002,50,223660,100,0,0,7097,7102,7097,7102,1064,1064,0,0,0,0,54,144,475,95,0,1000,2500,2500,7000,8000,1000,531360,12550,0,0,2,2,,0.5,2.1,1.5,4215,0,0,0,0,0,0,,
150937,2,0,0,0,0,2,0,3015, 黑暗要塞,NPT_Title_003428,NPT_Name_003428,困难,捣乱的茶园管理者(精英),1,10001,50,11564,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1.2,4216,0,0,0,0,0,0,,
150938,2,0,0,0,0,2,0,3016, 黑暗要塞,NPT_Title_003429,NPT_Name_003429,困难,捣乱的茶园守护者(精英),1,10001,50,11564,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1.2,4217,0,0,0,0,0,0,,
150939,2,0,0,0,0,4,0,1037, 黑暗要塞,NPT_Title_003430,NPT_Name_003430,困难,俄比斯的守护者拉克雷阿(BOSS),7,10003,50,444168,100,0,0,9348,9353,9348,9353,1352,1352,0,0,0,0,54,240,665,0,0,1000,2500,2500,7000,8000,1000,1062720,14550,0,0,2,2,,0.5,2.1,1,4218,0,0,0,0,0,0,,
150940,2,0,0,8,0,2,0,12092, 黑暗要塞,NPT_Title_003431,NPT_Name_003431,困难,精神控制装置(精英),1,10001,50,11564,100,0,0,4623,4628,4623,4628,973,973,0,0,0,0,54,144,355,209,0,1000,2500,2500,7000,8000,1000,159408,10550,0,0,2,2,,0.5,2.1,1.2,0,0,0,0,0,0,0,,
150941,2,0,0,0,0,2,0,9057, 黑暗要塞,NPT_Title_003432,NPT_Name_003432,非常困难,分裂的清洁工(精英),1,10001,50,11564,100,0,0,8653,8658,8653,8658,1081,1081,0,0,0,0,54,144,494,209,0,1000,2500,2500,7000,8000,1000,199260,11050,0,0,2,2,,0.5,2.1,1,5740,0,0,0,0,0,0,,
150942,2,0,0,0,0,2,0,9058, 黑暗要塞,NPT_Title_003433,NPT_Name_003433,非常困难,茶园的清洁工(精英),1,10001,50,12347,100,0,0,8653,8658,8653,8658,1081,1081,0,0,0,0,54,144,494,209,0,1000,2500,2500,7000,8000,1000,199260,11050,0,0,2,2,,0.5,2.1,1,5741,0,0,0,0,0,0,,
150943,2,0,0,0,0,3,0,9065, 黑暗要塞,NPT_Title_003434,NPT_Name_003434,非常困难,裂缝的恢复者拉克拉德(队长),7,10002,50,450218,100,0,0,11126,11131,11126,11131,1185,1185,0,0,0,0,54,144,475,95,0,1000,2500,2500,7000,8000,1000,664200,13050,0,0,2,2,,0.5,2.1,1.2,5742,0,0,0,0,0,0,,
150944,2,0,0,0,0,2,0,1002, 黑暗要塞,NPT_Title_003435,NPT_Name_003435,非常困难,黑暗的战士(精英),1,10001,50,11564,100,0,0,8653,8658,8653,8658,1081,1081,0,0,0,0,54,144,494,209,0,1000,2000,2000,7000,5000,1000,199260,11050,0,0,2,2,,0.5,2.1,1.2,5743,0,0,0,0,0,0,,
150945,2,0,0,0,0,2,0,7065, 黑暗要塞,NPT_Title_003436,NPT_Name_003436,非常困难,黑暗的弓箭手(精英),1,10001,50,12347,100,0,0,8653,8658,8653,8658,1081,1081,0,0,0,0,54,144,494,209,0,1000,2500,2500,7000,8000,1000,199260,11050,0,0,2,2,,0.5,2.1,1.2,5744,0,0,0,0,0,0,,
150946,2,0,0,0,0,3,0,7061, 黑暗要塞,NPT_Title_003437,NPT_Name_003437,非常困难,黑暗指挥者拉克诺亚(队长),7,10002,50,450218,100,0,0,11126,11131,11126,11131,1185,1185,0,0,0,0,54,144,475,95,0,1000,2000,2000,7000,5000,1000,664200,13050,0,0,2,2,,0.5,2.1,1.5,5745,0,0,0,0,0,0,,
150947,2,0,0,8,0,2,0,12089, 黑暗要塞,NPT_Title_003438,NPT_Name_003438,非常困难,诺丝夸的储存体(精英),1,10001,50,12483,100,0,0,8653,8658,8653,8658,1081,1081,0,0,0,0,54,144,494,209,0,1000,2500,2500,7000,8000,1000,0,0,0,0,2,2,,0.5,2.1,1.2,5746,0,0,0,0,0,0,,
150948,2,0,0,0,0,2,0,5005, 黑暗要塞,NPT_Title_003439,NPT_Name_003439,非常困难,黑暗的诺丝夸(精英),1,10001,50,12347,100,0,0,8653,8658,8653,8658,1081,1081,0,0,0,0,54,144,494,209,0,1000,2500,2500,7000,8000,1000,199260,11050,0,0,2,2,,0.5,2.1,1.2,5747,0,0,0,0,0,0,,
150949,2,0,0,0,0,2,0,1031, 黑暗要塞,NPT_Title_003440,NPT_Name_003440,非常困难,堕落的生命体(精英),1,10001,50,12347,100,0,0,8653,8658,8653,8658,1081,1081,0,0,0,0,54,144,494,209,0,1000,2500,2500,7000,8000,1000,199260,11050,0,0,2,2,,0.5,2.1,1.2,5748,0,0,0,0,0,0,,
150950,2,0,0,0,0,2,0,1032, 黑暗要塞,NPT_Title_003441,NPT_Name_003441,非常困难,捣乱的生命体(精英),1,10001,50,11564,100,0,0,8653,8658,8653,8658,1081,1081,0,0,0,0,54,144,494,209,0,1000,2500,2500,7000,8000,1000,199260,11050,0,0,2,2,,0.5,2.1,1.2,5749,0,0,0,0,0,0,,
