TID,Type,Kind,WeatherUse,WorldTID,GroupNum,D_X,D_Y,D_Z,Radius,AimRebirthPos,DemolRebirthPos,Comment,EngName,EngSubName,LocalName,LocalSubName,BgmName,BgmLoop,Weather0,Weather1,Weather2,Weather3
50236,0,0,0,2000,0,6566.03,7064.11,74.45,80,,,,ART_Name_000997,ART_Subname_000997,腐败的农场,旋风悬崖,,0,,,,
50237,1,0,0,2000,0,6360.94,7024.59,83.28,70,,,,ART_Name_000998,ART_Subname_000998,腐败的农场,被抢夺的农场,,0,,,,
50238,1,0,0,2000,0,6218.79,7016.88,93.13,60,,6220.26|7033.81|92.65,,ART_Name_000999,ART_Subname_000999,腐败的农场,农场村庄,,0,,,,
50239,0,0,0,2000,0,6270.51,6255.65,79.4,80,,,,ART_Name_001000,ART_Subname_001000,英雄安身之处,无名英雄之墓,,0,,,,
50240,0,0,0,2000,0,6536.06,6248.39,77.45,80,,,,ART_Name_001001,ART_Subname_001001,英雄安身之处,勇猛英雄之墓,,0,,,,
50241,0,0,0,2000,0,6520.73,6538.6,79.12,80,,,,ART_Name_001002,ART_Subname_001002,英雄安身之处,骄傲英雄之墓,,0,,,,
50242,0,0,0,2000,0,6371.46,6389.45,77.47,25,,6369.63|6387.67|77.54,,ART_Name_001003,ART_Subname_001003,英雄安身之处,派遣部队临时基地,,0,,,,
50243,0,0,0,2000,0,6438.46,6367,72.15,30,,,,ART_Name_001004,ART_Subname_001004,英雄安身之处,黑森林,,0,,,,
50244,0,0,0,2000,0,6309.09,6416.67,72.26,40,,,,ART_Name_001005,ART_Subname_001005,英雄安身之处,寄生素的温床,,0,,,,
50245,0,0,0,2000,0,6177.98,6478.56,79.95,40,,6178.45|6478.63|79.95,,ART_Name_001006,ART_Subname_001006,英雄安身之处,派遣部队指挥部,,0,,,,
50246,1,0,0,2000,0,5913.81,6531.63,72.06,80,,,,ART_Name_001007,ART_Subname_001007,暴风古城,戴奥斯沃夫阵营,,0,,,,
50247,1,0,0,2000,0,5909.18,6276.95,72.06,80,,,,ART_Name_001008,ART_Subname_001008,暴风古城,布莱斯莱斯阵营,,0,,,,
50248,1,0,0,2000,0,5872.57,6397.14,82.24,40,,,,ART_Name_001009,ART_Subname_001009,暴风古城,派遣部队大本营,,0,,,,
50249,0,0,0,2000,0,5784.79,6536.44,92.25,50,,,,ART_Name_001010,ART_Subname_001010,暴风古城,被破坏的居住区,,0,,,,
50250,0,0,0,2000,0,5786.59,6266.9,92.25,50,,,,ART_Name_001011,ART_Subname_001011,暴风古城,不吉利的废墟,,0,,,,
50251,1,0,0,2000,0,5701.42,6397.18,111.8,80,,,,ART_Name_001012,ART_Subname_001012,暴风古城,杀戮者广场,,0,,,,
50252,1,2,0,4090,0,410.38,288.2,2.25,5,,,,ART_Name_001013,ART_Subname_001013,,,,0,,,,
50253,1,2,0,4090,0,410.03,366.94,2.28,8,,,,ART_Name_001014,ART_Subname_001014,,,,0,,,,
50254,1,2,0,4090,0,410.76,352.67,2.47,5,,,,ART_Name_001015,ART_Subname_001015,,,,0,,,,
50255,1,2,0,4090,0,410.79,272.01,1.49,8,,,,ART_Name_001016,ART_Subname_001016,,,,0,,,,
50256,1,2,0,4091,0,410.38,288.2,2.25,5,,,,ART_Name_001017,ART_Subname_001017,,,,0,,,,
50257,1,2,0,4091,0,410.03,366.94,2.28,8,,,,ART_Name_001018,ART_Subname_001018,,,,0,,,,
50258,1,2,0,4091,0,410.76,352.67,2.47,5,,,,ART_Name_001019,ART_Subname_001019,,,,0,,,,
50259,1,2,0,4091,0,410.79,272.01,1.49,8,,,,ART_Name_001020,ART_Subname_001020,,,,0,,,,
50260,1,2,0,4092,0,410.38,288.2,2.25,5,,,,ART_Name_001021,ART_Subname_001021,,,,0,,,,
50261,1,2,0,4092,0,410.03,366.94,2.28,8,,,,ART_Name_001022,ART_Subname_001022,,,,0,,,,
50262,1,2,0,4092,0,410.76,352.67,2.47,5,,,,ART_Name_001023,ART_Subname_001023,,,,0,,,,
50263,1,2,0,4092,0,410.79,272.01,1.49,8,,,,ART_Name_001024,ART_Subname_001024,,,,0,,,,
50268,0,0,0,2000,0,2303.78,4459.68,152.16,100,,,,ART_Name_001025,ART_Subname_001025,富饶之原,被遗忘者的猎场,,0,,,,
50269,0,0,0,2000,0,2397.41,4343.26,154.65,70,2408.00|4343.87|154.71,,,ART_Name_001026,ART_Subname_001026,富饶之原,被遗忘者的村庄,,0,,,,
50270,0,0,0,2000,0,2298.13,4194.07,117.1,100,,,,ART_Name_001027,ART_Subname_001027,富饶之原,凯伦占领地,,0,,,,
50271,0,0,1,2000,0,2145.46,4274.11,133.39,70,,,,ART_Name_001028,ART_Subname_001028,富饶之原,黑魔法祭坛,,0,3034|4039|,3039|4040|,3010|4041|,3011|4042|
50272,0,0,1,2000,0,2151.46,3956.58,69.94,100,,,,ART_Name_001029,ART_Subname_001029,伯尔尼哈特高原,内特伦废墟,,0,3034|4039|,3039|4040|,3010|4041|,3011|4042|
50273,1,0,1,2000,0,2410.87,3971.99,101.38,130,,,,ART_Name_001030,ART_Subname_001030,伯尔尼哈特高原,莫斯罗姆之丘,,0,3034|,3039|,3010|,3011|
50274,0,0,0,2000,0,2427.69,3908.67,78.97,25,2429.00|3906.89|79.04,,,ART_Name_001031,ART_Subname_001031,伯尔尼哈特高原,莫斯罗姆野营地,,0,,,,
50275,0,0,1,2000,0,2399.98,3778.38,70.73,120,,,,ART_Name_001032,ART_Subname_001032,伯尔尼哈特高原,伯尔尼哈特,,0,3059|4039|,3060|4040|,3061|4041|,3062|4042|
50276,0,0,0,2000,0,2317.75,3628.56,63.63,60,,,,ART_Name_001033,ART_Subname_001033,伯尔尼哈特高原,伯尔尼村庄,,0,,,,
50277,0,0,0,2000,0,2220.2,3791.55,68.42,20,,,,ART_Name_001034,ART_Subname_001034,伯尔尼哈特高原,伯尔尼野营地,,0,,,,
50278,1,0,1,2000,0,2156.72,3674.9,71.68,100,,,,ART_Name_001035,ART_Subname_001035,伯尔尼哈特高原,恩特里斯遗迹,,0,3034|4039|,3039|4040|,3010|4041|,3011|4042|
50279,0,0,0,2000,0,2449.92,3452.94,34.86,100,,,,ART_Name_001036,ART_Subname_001036,古老的丛林,恩特里斯丛林,,0,,,,
50280,1,0,1,2000,0,2467.09,3219.96,63.92,110,,,,ART_Name_001037,ART_Subname_001037,隐退者之谷,浮游城入口,,0,3034|4030|,3039|4031|,3010|4032|,3011|4033|1010|
50281,0,0,1,2000,0,2172.13,3234.7,56.23,130,,,,ART_Name_001038,ART_Subname_001038,古老的丛林,被诅咒的森林,,0,3034|4039|1010|,3039|4040|,3010|4041|,3011|4042|1010|
50282,0,0,0,2000,0,2200.3,3537.79,44.48,50,2200.73|3534.99|44.23,,,ART_Name_001039,ART_Subname_001039,古老的丛林,霍乱村庄,,0,,,,
50283,0,0,1,2000,0,2246.77,3380.93,33.21,50,,,,ART_Name_001040,ART_Subname_001040,古老的丛林,死亡寺院入口,,0,3034|,3039|,3010|,3011|
50284,0,0,0,2000,0,2564.06,3690.73,59.36,50,2568.13|3686.53|57.56,,,ART_Name_001041,ART_Subname_001041,克里特高原,伦蒂亚野营地,,0,,,,
50285,0,0,0,2000,0,2709,3763.35,18.13,100,,,,ART_Name_001042,ART_Subname_001042,克里特高原,暗月屠场,,0,,,,
50286,0,0,0,2000,0,2831.83,3767.07,6.75,20,,,,ART_Name_001043,ART_Subname_001043,克里特高原,格兰特野营地,,0,,,,
50287,0,0,0,2000,0,2955.92,3732.52,4.14,100,,,,ART_Name_001044,ART_Subname_001044,克里特高原,暗月废墟,,0,,,,
50288,0,0,0,2000,0,2884,3951.29,22.25,130,,,,ART_Name_001045,ART_Subname_001045,克里特高原,克里特丛林,,0,,,,
50289,0,0,1,2000,0,2662.6,3978.86,88.87,80,,,,ART_Name_001046,ART_Subname_001046,克里特高原,精灵祭坛,,0,3059|4039|,3060|4040|,3061|4041|,3062|4042|
50290,0,0,0,2000,0,2962.53,3471.95,59.34,110,,,,ART_Name_001047,ART_Subname_001047,隐退者之谷,汤姆森的农场,,0,,,,
50291,0,0,0,2000,0,2812.41,3404.6,12.7,50,2814.54|3427.24|13.66,,,ART_Name_001048,ART_Subname_001048,隐退者之谷,隐退者村庄,,0,,,,
50292,1,0,0,2000,0,2653.54,3498.48,28.8,90,,,,ART_Name_001049,ART_Subname_001049,隐退者之谷,血斧部队驻扎地,,0,,,,
50293,0,0,0,2000,0,2783.38,3249.09,58.4,100,,,,ART_Name_001050,ART_Subname_001050,隐退者之谷,死亡高原,,0,,,,
50294,0,0,0,2000,0,2928.77,3239.27,62.46,50,,,,ART_Name_001051,ART_Subname_001051,隐退者之谷,佩纳安营地,,0,,,,
50295,0,0,0,4040,0,298.74,250.73,43.19,100,,,,ART_Name_001052,ART_Subname_001052,死亡寺院,死亡神殿,,0,,,,
50296,0,0,0,4040,0,133.99,422.95,4.14,80,,,,ART_Name_001053,ART_Subname_001053,死亡寺院,死者之坡,,0,,,,
50297,0,0,0,4040,0,309.3,430.6,-11.18,80,,,,ART_Name_001054,ART_Subname_001054,死亡寺院,沉默的安息处,,0,,,,
50298,1,0,0,4040,0,101.99,240.65,-4.62,70,,,,ART_Name_001055,ART_Subname_001055,死亡寺院,亡人之村,,0,,,,
50299,0,0,0,4040,0,113.36,75.07,-7.43,60,,,,ART_Name_001056,ART_Subname_001056,死亡寺院,龟裂的大地及通道,,0,,,,
50300,1,0,0,4060,0,378.84,414.18,24.92,120,,,,ART_Name_001057,ART_Subname_001057,克拉伍德活体实验室,黑暗观察团巡逻地,,0,,,,
50301,0,0,0,4060,0,345.05,235.67,0.32,60,,,,ART_Name_001058,ART_Subname_001058,克拉伍德活体实验室,战俘收容所,,0,,,,
50302,0,0,0,4060,0,233.19,151.95,27.58,80,,,,ART_Name_001059,ART_Subname_001059,克拉伍德活体实验室,诺斯夸储藏室,,0,,,,
50303,0,0,0,4060,0,52.28,97.21,39.19,80,,,,ART_Name_001060,ART_Subname_001060,克拉伍德活体实验室,实验体孵化场,,0,,,,
50304,0,0,0,4060,0,124.86,425.63,42.68,50,,,,ART_Name_001061,ART_Subname_001061,克拉伍德活体实验室,战斗实验室,,0,,,,
50305,1,0,0,4080,0,372.46,122.09,5.91,120,,,,ART_Name_001062,ART_Subname_001062,恶鬼峡谷,无名者的墓地,,0,,,,
50306,0,0,0,4080,0,125.52,203.3,3.71,120,,,,ART_Name_001063,ART_Subname_001063,恶鬼峡谷,雾之峡谷,,0,,,,
50307,1,0,0,4080,0,316.44,319.42,4.64,70,,,,ART_Name_001064,ART_Subname_001064,恶鬼峡谷,受诅咒的刑场,,0,,,,
50308,1,0,0,4080,0,471.17,335.78,22.55,80,,,,ART_Name_001065,ART_Subname_001065,恶鬼峡谷,黑暗的洞窟,,0,,,,
50309,0,0,0,4080,0,146.47,427.03,20.79,80,,,,ART_Name_001066,ART_Subname_001066,恶鬼峡谷,黑暗要塞正门,,0,,,,
50310,0,0,0,4090,0,435.59,92.68,-22.42,100,,,,ART_Name_001067,ART_Subname_001067,黑暗要塞,龟裂的大地,,0,,,,
50311,0,0,0,4090,0,350.85,438.37,14.58,50,,,,ART_Name_001068,ART_Subname_001068,黑暗要塞,作战指挥室,,0,,,,
50312,1,0,0,4090,0,119.07,441.42,27.23,70,,,,ART_Name_001069,ART_Subname_001069,黑暗要塞,沦落的殿堂,,0,,,,
50313,1,0,0,4090,0,61.78,86.71,33.7,100,,,,ART_Name_001070,ART_Subname_001070,黑暗要塞,混沌的殿堂,,0,,,,
50314,1,0,0,4090,0,245.94,16.12,22.07,80,,,,ART_Name_001071,ART_Subname_001071,黑暗要塞,大地之门,,0,,,,
50315,0,0,0,4440,0,327.46,142.87,155.74,60,,,,ART_Name_001072,ART_Subname_001072,哈比人的乐园,女王的卧室,,0,,,,
50316,0,0,0,4440,0,304.69,312.18,155.63,50,,,,ART_Name_001073,ART_Subname_001073,哈比人的乐园,巨大的洗脑物种,,0,,,,
50317,0,0,0,4440,0,192.9,102.39,127.34,80,,,,ART_Name_001074,ART_Subname_001074,哈比人的乐园,战利品仓库,,0,,,,
50318,0,0,0,4440,0,461.51,167.84,121.88,80,,,,ART_Name_001075,ART_Subname_001075,哈比人的乐园,乐园的阶梯,,0,,,,
50319,1,0,0,4440,0,145.48,296.83,131,100,,,,ART_Name_001076,ART_Subname_001076,哈比人的乐园,染黑的回声,,0,,,,
50320,1,0,0,4450,0,151.78,480.49,4.72,100,,,,ART_Name_001077,ART_Subname_001077,暴风古城,灵魂回廊,,0,,,,
50321,1,0,0,4450,0,56.84,228.41,13.86,90,,,,ART_Name_001078,ART_Subname_001078,暴风古城,尸体实验室,,0,,,,
50322,1,0,0,4450,0,223.62,269.03,22.52,50,,,,ART_Name_001079,ART_Subname_001079,暴风古城,深渊之洞,,0,,,,
50323,1,0,0,4450,0,251.93,116.62,18.34,100,,,,ART_Name_001080,ART_Subname_001080,暴风古城,灾难之穴,,0,,,,
50324,0,0,0,4460,0,398.29,90.47,43.38,50,,,,ART_Name_001081,ART_Subname_001081,战士们的圣地,铁的攻防战,,0,,,,
50325,0,0,0,4460,0,449.81,273.56,13.46,80,,,,ART_Name_001082,ART_Subname_001082,战士们的圣地,战士泉水,,0,,,,
50326,1,0,0,4460,0,423.52,462.9,102.83,80,,,,ART_Name_001083,ART_Subname_001083,战士们的圣地,往下流淌的岩石回廊,,0,,,,
50327,0,0,0,4460,0,92.97,438.95,75.49,80,,,,ART_Name_001084,ART_Subname_001084,战士们的圣地,友利岩石,,0,,,,
50328,0,0,0,4460,0,175.39,111.65,52.91,150,,,,ART_Name_001085,ART_Subname_001085,战士们的圣地,十字路口广场,,0,,,,
50329,0,0,0,4470,0,470.16,127.2,9.32,80,,,,ART_Name_001086,ART_Subname_001086,红顶火山洞穴,红顶火山洞穴最深部,,0,,,,
50330,0,0,0,4470,0,84.04,97.05,-11.53,80,,,,ART_Name_001087,ART_Subname_001087,红顶火山洞穴,愤怒之地,,0,,,,
50331,0,0,0,4470,0,91.64,423.49,3.04,80,,,,ART_Name_001088,ART_Subname_001088,红顶火山洞穴,火花之地,,0,,,,
50332,0,0,0,4470,0,253.78,379.19,29.81,50,,,,ART_Name_001089,ART_Subname_001089,红顶火山洞穴,中央广场,,0,,,,
50333,0,0,0,4470,0,384.94,256.98,19.59,40,,,,ART_Name_001090,ART_Subname_001090,红顶火山洞穴,灼热之地,,0,,,,
50334,0,0,0,4470,0,241.78,245.82,29.85,70,,,,ART_Name_001091,ART_Subname_001091,红顶火山洞穴,熔岩石开采地,,0,,,,
50335,1,0,0,4480,0,155.92,488.76,146.73,80,,,,ART_Name_001092,ART_Subname_001092,灰色半兽人村庄,灰色祭坛,,0,,,,
50336,0,0,0,4480,0,133.05,322.79,97.06,70,,,,ART_Name_001093,ART_Subname_001093,灰色半兽人村庄,鲜红核心地,,0,,,,
50337,0,0,0,4480,0,367.06,437.89,104.62,100,,,,ART_Name_001094,ART_Subname_001094,灰色半兽人村庄,智慧门临时驻扎地,,0,,,,
50338,0,0,0,4480,0,392.12,94.13,66.46,100,,,,ART_Name_001095,ART_Subname_001095,灰色半兽人村庄,常住地,,0,,,,
50339,0,0,0,4480,0,215.64,93.74,67.13,70,,,,ART_Name_001096,ART_Subname_001096,灰色半兽人村庄,休息地,,0,,,,
50340,0,0,0,4490,0,352.95,431.82,-0.48,100,,,,ART_Name_001097,ART_Subname_001097,光之地下庭院内,泉水沿线,,0,,,,
50341,0,0,0,4490,0,412.38,189.62,13.16,100,,,,ART_Name_001098,ART_Subname_001098,光之地下庭院内,粉碎的碎片公园,,0,,,,
50342,0,0,1,4490,0,227.12,135.3,9.04,70,,,,ART_Name_001099,ART_Subname_001099,光之地下庭院内,漩涡广场,,0,3038|4032|,3038|4032|,3038|4032|,3038|4032|
50343,0,0,0,4490,0,132.56,212.31,3.44,50,,,,ART_Name_001100,ART_Subname_001100,光之地下庭院内,贫瘠的花园,,0,,,,
50344,0,0,0,4490,0,123.93,62.29,14.15,40,,,,ART_Name_001101,ART_Subname_001101,光之地下庭院内,天堂之路,,0,,,,
50345,0,0,0,4490,0,81.38,422.56,0,80,,,,ART_Name_001102,ART_Subname_001102,光之地下庭院内,龙的栖息地,,0,,,,
50346,1,0,1,4900,0,256,256,-4.83,256,,,,ART_Name_001103,ART_Subname_001103,克罗西亚竞技场,,,0,3063|4038|,3063|4038|,3063|4038|,3063|4038|
50347,1,2,0,4090,0,245,102.79,26.3,17,,,,ART_Name_001104,ART_Subname_001104,,,,0,,,,
50348,1,2,0,4091,0,245,102.79,26.3,17,,,,ART_Name_001105,ART_Subname_001105,,,,0,,,,
50349,1,2,0,4092,0,245,102.79,26.3,17,,,,ART_Name_001106,ART_Subname_001106,,,,0,,,,
50351,1,2,0,4490,0,83.41,383.86,-5.33,10,,,,ART_Name_001107,ART_Subname_001107,,,,0,,,,
50352,1,2,0,4491,0,83.41,383.86,-5.33,10,,,,ART_Name_001108,ART_Subname_001108,,,,0,,,,
50353,1,2,0,4492,0,83.41,383.86,-5.33,10,,,,ART_Name_001109,ART_Subname_001109,,,,0,,,,
50355,0,0,0,2000,0,2705.85,4844.95,174.83,50,,,,ART_Name_001110,ART_Subname_001110,风之溪谷,斯蒂尔普瑞斯东门外,,0,,,,
50356,0,0,0,2000,0,2819.08,5040.19,175.12,30,,,,ART_Name_001111,ART_Subname_001111,风之溪谷,山脉地质研究所,,0,,,,
50357,0,0,0,2000,0,2839.03,4664.1,163.06,40,2839.03|4664.10|163.08,,风之溪谷交易所,ART_Name_001112,ART_Subname_001112,风之溪谷,风之溪谷交易所,,0,,,,
50358,0,0,1,2000,0,2881.83,4885.13,189.3,50,,,,ART_Name_001113,ART_Subname_001113,风之溪谷,倒塌的大地之塔,,0,3059|4039|,3060|4040|,3061|4041|,3062|4042|
50359,0,0,1,2000,0,2954.2,5048.06,185.98,70,2945.51|5007.17|186.19,,山腰入口勘探队,ART_Name_001114,ART_Subname_001114,风之溪谷,山腰入口勘探队,,0,3059|4039|,3060|4040|,3061|4041|,3062|4042|
50360,0,0,1,2000,0,2939.76,4865.55,181.73,80,,,,ART_Name_001115,ART_Subname_001115,风之溪谷,蒸汽地带,,0,4039|3059|,4040|3060|,4041|3061|,4042|3062|
50361,1,0,1,2000,0,2975.9,4693.16,186.88,100,2984.81|4482.22|175.71,,补充兵简易棚(异常处理),ART_Name_001116,ART_Subname_001116,风之溪谷,俘虏人体实验区,,0,3034|1010|4017|,3039|1011|4010|,3010|1010|4019|,3011|
50362,0,0,0,2000,0,2785.96,4544.14,157.95,30,,,,ART_Name_001117,ART_Subname_001117,灰色山脊,博尔特工坊,,0,,,,
50363,0,0,0,2000,0,2672.8,4440.21,157.92,30,,,,ART_Name_001118,ART_Subname_001118,灰色山脊,风之溪谷制品处,,0,,,,
50364,0,0,1,2000,0,2671.65,4189.1,151.36,120,,,,ART_Name_001119,ART_Subname_001119,灰色山脊,山脉蚂蚁栖息地,,0,3034|4017|1010|,3039|4010|1011|,3010|1010|4019|,3011|
50365,0,0,0,2000,0,2720.08,4187.3,153.93,20,,,,ART_Name_001120,ART_Subname_001120,灰色山脊,商人物资运输团,,0,,,,
50366,0,0,1,2000,0,2778.4,4294.19,164.12,80,,,,ART_Name_001121,ART_Subname_001121,灰色山脊,山脉峡谷道路,,0,3034|1010|4017|,3039|1011|4010|,3010|1010|4019|,3011|
50367,0,0,1,2000,0,2869.68,4171.69,150.68,100,,,,ART_Name_001122,ART_Subname_001122,灰色山脊,火焰结晶采石场,,0,3034|1010|4017|,3039|1011|4010|,3010|1010|4019|,3011|
50368,0,0,0,2000,0,3009.19,4174.65,156.41,50,2997.77|4177.22|156.22,,山脉商人营地,ART_Name_001123,ART_Subname_001123,灰色山脊,山脉商人营地,,0,,,,
50369,1,0,1,2000,0,2969.7,4343.06,168.05,110,,,,ART_Name_001124,ART_Subname_001124,灰色山脊,山脉飞龙巢穴,,0,3034|4017|1010|,3039|4010|1011|,3010|1010|4019|,3011|
50370,0,0,1,2000,0,2977.47,4477.9,175.7,25,2984.81|4482.22|175.71,,补充兵简易棚,ART_Name_001125,ART_Subname_001125,灰色山脊,补充兵简易棚,,0,3034|4017|1010|,3039|4010|1011|,3010|4019|1010|,3011|
50371,1,0,1,2000,0,2968.58,4540.32,176.51,100,,,,ART_Name_001126,ART_Subname_001126,灰色山脊,活体实验室入口,,0,4017|3034|1010|,4010|3039|1011|,3010|1010|4019|,3011|
50372,0,0,1,2000,0,3072.27,4987.62,199.97,70,,,,ART_Name_001127,ART_Subname_001127,烧焦盆地,山脉魔鬼地带,,0,4039|3059|,4040|3060|,4041|3061|,4042|3062|
50373,0,0,0,2000,0,3170.27,5090.87,217.25,30,,,,ART_Name_001128,ART_Subname_001128,烧焦盆地,纪山特住处,,0,,,,
50374,0,0,0,2000,0,3211.92,4978.06,223.59,80,,,,ART_Name_001129,ART_Subname_001129,烧焦盆地,烧焦的森林,,0,,,,
50375,0,0,0,2000,0,3367.07,5030.49,234.96,80,,,,ART_Name_001130,ART_Subname_001130,烧焦盆地,眼泪森林山脉,,0,,,,
50376,0,0,0,2000,0,3156.59,4700.49,233.62,100,,,,ART_Name_001131,ART_Subname_001131,烧焦盆地,被夺走的哈比栖息地,,0,,,,
50377,0,0,0,2000,0,3296.38,4726.02,239.63,40,3295.63|4729.11|239.63,,术士软禁村,ART_Name_001132,ART_Subname_001132,烧焦盆地,炼金术士村,,0,,,,
50378,0,0,0,2000,0,3351.31,4845.52,244.04,90,,,,ART_Name_001133,ART_Subname_001133,烧焦盆地,红翅栖息地,,0,,,,
50379,0,0,0,2000,0,3416.94,4654.66,240.15,60,,,,ART_Name_001134,ART_Subname_001134,烧焦盆地,大地之塔,,0,,,,
50380,0,0,0,2000,0,3538.02,4662.93,253.67,50,,,,ART_Name_001135,ART_Subname_001135,烧焦盆地,其他的精灵森林,,0,,,,
50381,0,0,0,2000,0,3532.06,4832.35,258.6,50,3534.46|4837.74|258.66,,半山搜查队,ART_Name_001136,ART_Subname_001136,烧焦盆地,山腰山脉的调查。,,0,,,,
50382,0,0,0,2000,0,3556.52,5016.26,264.01,100,,,,ART_Name_001137,ART_Subname_001137,烧焦盆地,红泪瀑布,,0,,,,
50383,0,0,0,2000,0,3908.35,4826.59,395.56,100,,,,ART_Name_001138,ART_Subname_001138,火焰发源地,龙巢穴败火药,,0,,,,
50384,0,0,0,2000,0,3732.55,5074.22,291.23,80,,,,ART_Name_001139,ART_Subname_001139,火焰发源地,山脉正常研究所,,0,,,,
50385,0,0,0,2000,0,3729.17,4874.15,279.2,70,3751.73|4857.06|279.20,,山体勘察队禁地,ART_Name_001140,ART_Subname_001140,火焰发源地,山脉勘探队阵地,,0,,,,
50386,0,0,0,2000,0,3637.22,4778.22,279.74,60,,,,ART_Name_001141,ART_Subname_001141,火焰发源地,熔岩山脉用族栖息地,,0,,,,
50387,0,0,0,2000,0,3744.58,4731.39,293.37,50,,,,ART_Name_001142,ART_Subname_001142,火焰发源地,火焰火焰栖息地,,0,,,,
50388,0,0,0,2000,0,3873.9,4662.41,288.72,80,,,,ART_Name_001143,ART_Subname_001143,火焰发源地,熔岩温泉地带,,0,,,,
50389,0,0,0,2000,0,4031.49,4689.08,290.39,80,,,,ART_Name_001144,ART_Subname_001144,火焰发源地,熔岩山脉巨大栖息地,,0,,,,
50390,0,0,0,2000,0,4029.83,4966.4,323.31,50,,,,ART_Name_001145,ART_Subname_001145,火焰发源地,监视塔,,0,,,,
50391,0,0,0,2000,0,3951.37,5037.79,315.2,70,,,,ART_Name_001146,ART_Subname_001146,火焰发源地,戴穆里申侦察队,,0,,,,
50396,1,0,1,2005,0,256,256,10.87,256,468.03|55.97|-21.57,43.31|466.65|-21.44,,ART_Name_001147,ART_Subname_001147,凌晨的露水沙漠,决战地,Sound/BGM/BGM_26.ogg|Sound/BGM/BGM_22.ogg,0,3046|4037|,3046|4037|,3046|4037|,3046|4037|
50397,0,0,0,2000,0,6033.36,7914.61,124.94,60,,,,ART_Name_001148,ART_Subname_001148,星星细语田野,临时基地,,0,,,,
50398,0,0,0,2000,0,5952.83,8036.2,118.9,50,,,,ART_Name_001149,ART_Subname_001149,星星细语田野,布鲁伍森先遣部队,,0,,,,
50399,0,0,0,2000,0,5936.9,7925.02,118.59,30,,,,ART_Name_001150,ART_Subname_001150,星星细语田野,春之光果蔬园,,0,,,,
50400,0,0,0,2000,0,5790.16,7892.03,125.35,50,,,,ART_Name_001151,ART_Subname_001151,星星细语田野,拉蓬提普活动地,,0,,,,
50401,0,0,0,2000,0,5760.4,7963.41,128.91,30,,,,ART_Name_001152,ART_Subname_001152,星星细语田野,布鲁伍森出击队,,0,,,,
50402,0,0,0,2000,0,5719.56,8067.91,133.26,50,,,,ART_Name_001153,ART_Subname_001153,星星细语田野,和风谷丛林,,0,,,,
50403,0,0,0,2000,0,5682.47,7842.47,132.63,50,,5690.16|7854.17|131.80,,ART_Name_001154,ART_Subname_001154,星星细语田野,首相村庄,,0,,,,
50404,0,0,0,2000,0,5698.87,7977.75,131,50,,,,ART_Name_001155,ART_Subname_001155,星星细语田野,和风谷丛林,,0,,,,
50405,0,0,1,2000,0,5460.01,7896.02,144.82,30,,,,ART_Name_001156,ART_Subname_001156,灵魂瀑布,斯库拉祭坛,,0,3034|,3039|1010|,3010|,3011|
50406,0,0,0,2000,0,5428.07,7905.37,121.85,100,,,,ART_Name_001157,ART_Subname_001157,灵魂瀑布,古老的灵魂瀑布,,0,,,,
50407,0,0,0,2000,0,5556.69,7808.75,131.43,60,,,,ART_Name_001158,ART_Subname_001158,灵魂瀑布,古老的灵魂瀑布入口,,0,,,,
50408,0,0,0,2000,0,5384.26,7784.33,138.65,30,,5380.29|7789.79|138.61,,ART_Name_001159,ART_Subname_001159,灵魂瀑布,灵魂的祭坛,,0,,,,
50409,0,0,0,2000,0,5228.81,7842.4,138.2,90,,,,ART_Name_001160,ART_Subname_001160,灵魂瀑布,伯尔尼哈特阵营,,0,,,,
50410,0,0,0,2000,0,5296.19,7992.51,130.79,60,,,,ART_Name_001161,ART_Subname_001161,灵魂瀑布,砂轮阵营,,0,,,,
50411,0,0,0,2000,0,5437.81,8032.45,130.58,30,,,,ART_Name_001162,ART_Subname_001162,灵魂瀑布,布鲁伍森避难所,,0,,,,
50412,0,0,0,2000,0,5395.7,8119.96,131.88,50,,,,ART_Name_001163,ART_Subname_001163,灵魂瀑布,布鲁伍森敌方阵营,,0,,,,
50413,0,0,0,2000,0,5267.83,8146.08,131.69,40,,,,ART_Name_001164,ART_Subname_001164,灵魂瀑布,布鲁伍森避难所,,0,,,,
50414,0,0,0,2000,0,5561.46,8002.9,129.79,80,,,,ART_Name_001165,ART_Subname_001165,灵魂瀑布,飞龙栖息地,,0,,,,
50415,0,0,1,2000,0,5175.27,8192.88,128.88,100,,,,ART_Name_001166,ART_Subname_001166,休憩的溪谷,休憩的峡谷入口,,0,3020|,3021|,3022|,3023|
50416,0,0,1,2000,0,5021.81,8279.14,128.82,150,,,,ART_Name_001167,ART_Subname_001167,休憩的溪谷,内克洛斯栖息地,,0,3020|,3021|,3022|,3023|
50417,1,0,1,2000,0,4856.38,8289.48,148.79,50,,4859.22|8289.72|148.66,,ART_Name_001168,ART_Subname_001168,休憩的溪谷,硫磺村庄,,0,3020|,3021|,3022|,3023|
50418,1,0,1,2000,0,4725.68,8292.1,133.06,100,,,,ART_Name_001169,ART_Subname_001169,休憩的溪谷,硫磺溪谷,,0,3020|,3021|,3022|,3023|
50419,0,0,0,2000,0,4815.73,8515.52,105.51,100,,,,ART_Name_001170,ART_Subname_001170,休憩的溪谷,间歇泉地区,,0,,,,
