ID,MediaPath,Bone,MPartsFace,MPartsEyeball,MPartsHair,MPartsHelm,MPartsBody,MPartsHand,MPartsLegs,MPartsFoot,MPartsCape,LHandWeapon,RHandWeapon,ItemMeshScale,StepLOD_01,StepLOD_02,StepLOD_03,StepLOD_04,StepLOD_05,EffectCreate,HitEffectKind,FourFoot
9064,Npc,09063.kfm,,,,,m_qufo_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9065,Npc,09063.kfm,,,,,m_qufo_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9066,Npc,09066.kfm,,,,,m_ruby_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9067,Npc,09066.kfm,,,,,m_ruby_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9068,Npc,09066.kfm,,,,,m_ruby_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9072,Npc,09072.kfm,,,,,m_wodr_a_lows_none_none_lod.nif,,,,,,1|m_wodr_w_pike_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9073,Npc,09072.kfm,,,,,m_wodr_b_lows_none_none_lod.bif,,,,,,1|m_wodr_w_pike_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9074,Npc,09072.kfm,,,,,m_wodr_c_lows_none_none_lod.nif,,,,,,1|m_wodr_w_pike_rgt_c_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9075,Npc,09075.kfm,,,,,m_ggol_a_lows_none_none_lod.nif,,,,,,3|m_ggol_w_taxe_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9076,Npc,09075.kfm,,,,,m_ggol_b_lows_none_none_lod.bif,,,,,,3|m_ggol_w_taxe_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9077,Npc,09075.kfm,,,,,m_ggol_c_lows_none_none_lod.nif,,,,,,3|m_ggol_w_taxe_all_b_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
10000,Entity,10000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
10001,Npc,10001.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,HALIDOM,1,0
10002,Entity,10002.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
10003,Npc,10003.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,door_10003,1,0
10004,Npc,10004.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Etc_Alchemy_01_cast,1,0
10005,Npc,10005.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
10006,Npc,10006.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
10007,Entity,10007.kfm,,,,,InsDeon_Gate.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,InsDeon_Gate,0,0
10008,Entity,10008.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
10009,Entity,12035.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,PVP_Area_Mark,0,0
10010,Entity,10010.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
10011,Entity,10011.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
10012,Entity,10012.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
10013,Npc,10013.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
10014,Npc,10014.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
10019,Entity,10019.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
10020,Npc,10020.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11000,Entity,11000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11001,Entity,11000.kfm|Gather_Mineral_01.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11002,Entity,11000.kfm|Gather_Mineral_02.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11003,Entity,11000.kfm|Gather_Mineral_03.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11004,Entity,11000.kfm|Gather_Mineral_04.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11005,Entity,11000.kfm|Gather_Mineral_05.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11006,Entity,11000.kfm|Gather_Mineral_06.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11007,Entity,11000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11008,Entity,11000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11009,Entity,11000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11010,Entity,11000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11011,Entity,11000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11012,Entity,11000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11013,Entity,11000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11014,Entity,11000.kfm|Gather_Mineral_14.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11100,Entity,11100.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11101,Entity,11101.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11102,Entity,11102.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11103,Entity,11103.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11104,Entity,11104.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11105,Entity,11102.kfm|Gather_Plant_05.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11106,Entity,11106.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11107,Entity,11107.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11108,Entity,11102.kfm|Gather_Plant_08.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11109,Entity,11109.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
11200,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_00,0,0
11201,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_01,0,0
11202,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_02,0,0
11203,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_03,0,0
11204,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_04,0,0
11205,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_05,0,0
11206,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_06,0,0
11207,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_07,0,0
11208,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_08,0,0
11209,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_09,0,0
11210,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_10,0,0
11211,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_11,0,0
11212,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,GATHER_ETHEL_12,0,0
11213,Entity,11200.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12000,Entity,12000.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12001,Entity,12001.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12002,Entity,12002.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12003,Npc,12003.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12004,Npc,12004.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12005,Npc,12005.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12006,Npc,12006.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12007,Npc,12007.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12008,Entity,12008.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12009,Entity,12009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12010,Npc,12010.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12011,Npc,12011.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12012,Npc,12012.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12013,Npc,12013.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12014,Npc,12014.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,12014_000,1,0
12015,Npc,12015.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12016,Entity,12016.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12017,Entity,12017.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12018,Entity,12018.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12019,Entity,12019.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12020,Entity,12020.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12021,Entity,12021.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12022,Npc,12022.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12023,Npc,12023.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12024,Entity,12024.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12025,Entity,12025.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12026,Npc,12026.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Strange_Device,1,0
12027,Npc,12027.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12028,Npc,12028.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12029,Npc,12029.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12030,Npc,12030.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12031,Npc,12031.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12032,Npc,12032.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12033,Npc,12033.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12034,Npc,12034.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12035,Entity,12035.kfm,,,,,Quest_Etc_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Quest_Etc_01,0,0
12036,Npc,12036.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12037,Npc,12037.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12038,Npc,12038.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12039,Entity,12039.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12040,Entity,12040.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12041,Npc,12041.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12042,Npc,12042.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12043,Entity,12043.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12044,Entity,12044.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12045,Entity,12045.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12046,Entity,12046.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12047,Entity,12047.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12048,Npc,12048.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12049,Npc,12049.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12050,Npc,12050.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12051,Npc,12051.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12052,Npc,12051.kfm|Quest_Absorborb_01.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12053,Entity,12053.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12054,Npc,12054.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12055,Entity,12055.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12056,Entity,12056.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12057,Entity,12057.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12058,Entity,12058.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12059,Npc,12059.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12060,Npc,12060.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12061,Entity,12035.kfm,,,,,Quest_Etc_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Quest_bonfire_01,0,0
12063,Entity,12063.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12064,Entity,12064.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12065,Npc,12065.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12066,Npc,12066.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12067,Npc,12067.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12068,Npc,12068.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12069,Npc,12069.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12070,Npc,12070.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12071,Entity,12071.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12072,Entity,12072.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12073,Entity,12073.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12074,Npc,12074.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12075,Npc,12075.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12076,Npc,12038.kfm|Quest_SiegeWeapon_02.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12078,Npc,12078.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12079,Npc,12079.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12080,Npc,12003.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,12080_000,1,0
12081,Npc,12003.kfm|Quest_Wood_09.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12082,Npc,12054.kfm|Quest_magicstone_02.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12083,Npc,12054.kfm|Quest_magicstone_03.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12084,Npc,12054.kfm|Quest_magicstone_04.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12085,Npc,12033.kfm|Quest_stone_06.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12086,Npc,12033.kfm|Quest_stone_07.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12087,Npc,12033.kfm|Quest_stone_08.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12088,Npc,12027.kfm|Quest_stone_09.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12089,Npc,12027.kfm|Quest_stone_10.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12090,Npc,12027.kfm|Quest_stone_11.bif,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12091,Npc,12091.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12092,Npc,12092.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
12093,Npc,12093.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12094,Npc,12094.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
12097,Entity,12097.kfm,,,,,Etc_TeamWar_Flag_AimHigh_a_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,TeamWar_Flag_AimHigh,1,0
12098,Entity,12097.kfm,,,,,Etc_TeamWar_Flag_Demolition_a_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,TeamWar_Flag_Demolition,1,0
13000,Npc,13000.kfm,,,,,t_mala_n_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13001,Npc,13000.kfm,,,,,t_mala_n_rare_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13002,Npc,13000.kfm,,,,,t_mala_n_uniq_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13003,Npc,13003.kfm,,,,,t_duck_n_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
13004,Npc,13003.kfm,,,,,t_duck_n_rare_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
13005,Npc,13003.kfm,,,,,t_duck_n_uniq_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
13006,Npc,13006.kfm,,,,,t_calf_n_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13007,Npc,13006.kfm,,,,,t_calf_n_rare_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13008,Npc,13006.kfm,,,,,t_calf_n_uniq_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13009,Npc,13009.kfm,,,,,t_deer_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13010,Npc,13009.kfm,,,,,t_deer_a_rare_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13011,Npc,13009.kfm,,,,,t_deer_a_uniq_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13012,Npc,13012.kfm,,,,,t_pigs_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13013,Npc,13012.kfm,,,,,t_pigs_a_rare_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13014,Npc,13012.kfm,,,,,t_pigs_a_uniq_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13015,Npc,13015.kfm,,,,,t_hors_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13016,Npc,13015.kfm,,,,,t_hors_a_rare_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
13017,Npc,13015.kfm,,,,,t_hors_a_uniq_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
14001,Entity,14001.kfm,,,,,Trigger_SmallSteel_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
14002,Entity,14002.kfm,,,,,Trigger_BigSteel_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
14004,Entity,14004.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
14005,Entity,14005.kfm,,,,,Trigger_TreeRotate_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
14007,Entity,14007.kfm,,,,,Trigger_BigSteel_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
14101,Entity,14100.kfm,,,,,Trigger_Effect_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Trigger_Soil_01,0,0
14102,Entity,14100.kfm,,,,,Trigger_Effect_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Trigger_SnowWall_01,0,0
14103,Entity,14100.kfm,,,,,Trigger_Effect_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Trigger_FireWall_01,0,0
14104,Entity,14100.kfm,,,,,Trigger_Effect_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Trigger_MagicWall_01,0,0
14106,Entity,12035.kfm,,,,,Quest_Etc_01.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
14107,Entity,14107.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Trigger_Tornado_01,0,0
14108,Entity,14107.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,Trigger_Tornado_02,0,0
14200,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14200,0,0
14201,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14201,0,0
14202,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14202,0,0
14203,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14203,0,0
14204,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14204,0,0
14205,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14205,0,0
14210,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14210,0,0
14211,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14211,0,0
14212,Entity,10009.kfm,,,,,,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,14212,0,0
