TID,RewardTID,Comment,BoxColor,RewardItem01,RewardItemStack01,RewardRate01,RewardItem02,RewardItemStack02,RewardRate02,RewardItem03,RewardItemStack03,RewardRate03,RewardItem04,RewardItemStack04,RewardRate04,RewardItem05,RewardItemStack05,RewardRate05,RewardItem06,RewardItemStack06,RewardRate06,RewardItem07,RewardItemStack07,RewardRate07,RewardItem08,RewardItemStack08,RewardRate08,RewardItem09,RewardItemStack09,RewardRate09,RewardItem10,RewardItemStack10,RewardRate10
9243,4042,"死亡寺院 (兽族, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9244,4042,"死亡寺院 (兽族, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9245,4042,"死亡寺院 (兽族, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9310,4043,"死亡寺院 (人类, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9311,4043,"死亡寺院 (人类, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9312,4043,"死亡寺院 (人类, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9313,4043,"死亡寺院 (人类, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9314,4043,"死亡寺院 (人类, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9315,4043,"死亡寺院 (人类, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9340,4043,"死亡寺院 (兽族, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9341,4043,"死亡寺院 (兽族, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9342,4043,"死亡寺院 (兽族, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9343,4043,"死亡寺院 (兽族, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9344,4043,"死亡寺院 (兽族, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9345,4043,"死亡寺院 (兽族, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010,4050,"阿罗汉浮游城(人类, 普通)-SSS 奖励",5,81018,1,925,81019,1,4625,81020,1,9250,2080511,1,9288,2080512,1,9326,2080521,1,9476,2080522,1,9626,2080531,1,9814,2080532,1,10000,,,
10011,4050,"阿罗汉浮游城(人类, 普通)-SS 奖励",5,81018,1,925,81019,1,5550,81020,1,9250,2080511,1,9288,2080512,1,9326,2080521,1,9514,2080522,1,9702,2080531,1,9852,2080532,1,10000,,,
10012,4050,"阿罗汉浮游城(人类, 普通)-S 奖励",4,81018,1,4625,81019,1,7400,81020,1,9250,2080511,1,9438,2080512,1,9626,2080521,1,9739,2080522,1,9852,2080531,1,9927,2080532,1,10000,,,
10013,4050,"阿罗汉浮游城(人类, 普通)-A 奖励",3,81018,1,2000,10016,20,4400,10116,20,6100,10017,20,8300,10117,20,10000,,,,,,,,,,,,,,,
10014,4050,"阿罗汉浮游城(人类, 普通)-B 奖励",3,81018,1,500,10016,10,3100,10116,10,5300,10017,10,7800,10117,10,10000,,,,,,,,,,,,,,,
10015,4050,"阿罗汉浮游城(人类, 普通)-F 奖励",2,10016,1,3000,10116,1,5000,10017,1,8000,10117,1,10000,,,,,,,,,,,,,,,,,,
10040,4050,"阿罗汉浮游城(兽族, 普通)-SSS 奖励",5,81118,1,925,81119,1,4625,81120,1,9250,2080511,1,9288,2080512,1,9326,2080521,1,9476,2080522,1,9626,2080531,1,9814,2080532,1,10000,,,
10041,4050,"阿罗汉浮游城(兽族, 普通)-SS 奖励",5,81118,1,925,81119,1,5550,81120,1,9250,2080511,1,9288,2080512,1,9326,2080521,1,9514,2080522,1,9702,2080531,1,9852,2080532,1,10000,,,
10042,4050,"阿罗汉浮游城(兽族, 普通)-S 奖励",4,81118,1,4625,81119,1,7400,81120,1,9250,2080511,1,9438,2080512,1,9626,2080521,1,9739,2080522,1,9852,2080531,1,9927,2080532,1,10000,,,
10043,4050,"阿罗汉浮游城(兽族, 普通)-A 奖励",3,81118,1,2000,10016,20,4400,10116,20,6100,10017,20,8300,10117,20,10000,,,,,,,,,,,,,,,
10044,4050,"阿罗汉浮游城(兽族, 普通)-B 奖励",3,81118,1,500,10016,10,3100,10116,10,5300,10017,10,7800,10117,10,10000,,,,,,,,,,,,,,,
10045,4050,"阿罗汉浮游城(兽族, 普通)-F 奖励",2,10016,1,3000,10116,1,5000,10017,1,8000,10117,1,10000,,,,,,,,,,,,,,,,,,
10110,4051,"阿罗汉浮游城(人类, 困难)-SSS 奖励",5,81019,1,1850,81020,1,8695,2080521,1,8770,2080522,1,8845,2080531,1,9123,2080532,1,9401,83005,1,9501,82003,1,10000,,,,,,
10111,4051,"阿罗汉浮游城(人类, 困难)-SS 奖励",5,81019,1,4625,81020,1,8926,2080521,1,9114,2080522,1,9302,2080531,1,9476,2080532,1,9650,83005,1,9700,82003,1,10000,,,,,,
10112,4051,"阿罗汉浮游城(人类, 困难)-S 奖励",4,81019,1,6475,81020,1,9148,2080521,1,9411,2080522,1,9674,2080531,1,9782,2080532,1,9890,83005,1,9900,82003,1,10000,,,,,,
10113,4051,"阿罗汉浮游城(人类, 困难)-A 奖励",3,81018,1,3000,10016,30,4800,10116,30,6500,10017,30,8300,10117,30,10000,,,,,,,,,,,,,,,
10114,4051,"阿罗汉浮游城(人类, 困难)-B 奖励",3,81018,1,1000,10016,15,3300,10116,15,5500,10017,15,7800,10117,15,10000,,,,,,,,,,,,,,,
10115,4051,"阿罗汉浮游城(人类, 困难)-F 奖励",2,10016,1,2500,10116,1,5000,10017,1,7500,10117,1,10000,,,,,,,,,,,,,,,,,,
10140,4051,"阿罗汉浮游城(兽族, 困难)-SSS 奖励",5,81119,1,1850,81120,1,8695,2080521,1,8770,2080522,1,8845,2080531,1,9123,2080532,1,9401,83105,1,9501,82003,1,10000,,,,,,
10141,4051,"阿罗汉浮游城(兽族, 困难)-SS 奖励",5,81119,1,4625,81120,1,8926,2080521,1,9114,2080522,1,9302,2080531,1,9476,2080532,1,9650,83105,1,9700,82003,1,10000,,,,,,
10142,4051,"阿罗汉浮游城(兽族, 困难)-S 奖励",4,81119,1,6475,81120,1,9148,2080521,1,9411,2080522,1,9674,2080531,1,9782,2080532,1,9890,83105,1,9900,82003,1,10000,,,,,,
10143,4051,"阿罗汉浮游城(兽族, 困难)-A 奖励",3,81118,1,3000,10016,30,4800,10116,30,6500,10017,30,8300,10117,30,10000,,,,,,,,,,,,,,,
10144,4051,"阿罗汉浮游城(兽族, 困难)-B 奖励",3,81118,1,1000,10016,15,3300,10116,15,5500,10017,15,7800,10117,15,10000,,,,,,,,,,,,,,,
10145,4051,"阿罗汉浮游城(兽族, 困难)-F 奖励",2,10016,1,2500,10116,1,5000,10017,1,7500,10117,1,10000,,,,,,,,,,,,,,,,,,
10210,4052,"阿罗汉浮游城(人类, 极困难)-SSS 奖励",5,81020,1,6938,2080531,1,7219,2080532,1,7500,115500,1,7750,115501,1,8000,83005,1,8500,82003,1,10000,,,,,,,,,
10211,4052,"阿罗汉浮游城(人类, 极困难)-SS 奖励",5,81019,1,1758,81020,1,7771,2080521,1,7842,2080522,1,7913,2080531,1,8157,2080532,1,8401,115500,1,8551,115501,1,8701,83005,1,9001,82003,1,10000
10212,4052,"阿罗汉浮游城(人类, 极困难)-S 奖励",4,81019,1,3515,81020,1,8603,2080521,1,8746,2080522,1,8889,2080531,1,9095,2080532,1,9301,115500,1,9351,115501,1,9401,83005,1,9501,82003,1,10000
10213,4052,"阿罗汉浮游城(人类, 极困难)-A 奖励",3,81018,1,4000,10016,40,5500,10116,40,7000,10017,40,8500,10117,40,10000,,,,,,,,,,,,,,,
10214,4052,"阿罗汉浮游城(人类, 极困难)-B 奖励",3,81018,1,1500,10016,20,3625,10116,20,5750,10017,20,7875,10117,20,10000,,,,,,,,,,,,,,,
10215,4052,"阿罗汉浮游城(人类, 极困难)-F 奖励",2,10016,1,2500,10116,1,5000,10017,1,7500,10117,1,10000,,,,,,,,,,,,,,,,,,
10240,4052,"阿罗汉浮游城(兽族, 极困难)-SSS 奖励",5,81120,1,6938,2080531,1,7219,2080532,1,7500,115500,1,7750,115501,1,8000,83105,1,8500,82003,1,10000,,,,,,,,,
10241,4052,"阿罗汉浮游城(兽族, 极困难)-SS 奖励",5,81119,1,1758,81120,1,7771,2080521,1,7842,2080522,1,7913,2080531,1,8157,2080532,1,8401,115500,1,8551,115501,1,8701,83105,1,9001,82003,1,10000
10242,4052,"阿罗汉浮游城(兽族, 极困难)-S 奖励",4,81119,1,3515,81120,1,8603,2080521,1,8746,2080522,1,8889,2080531,1,9095,2080532,1,9301,115500,1,9351,115501,1,9401,83105,1,9501,82003,1,10000
10243,4052,"阿罗汉浮游城(兽族, 极困难)-A 奖励",3,81118,1,4000,10016,40,5500,10116,40,7000,10017,40,8500,10117,40,10000,,,,,,,,,,,,,,,
10244,4052,"阿罗汉浮游城(兽族, 极困难)-B 奖励",3,81118,1,1500,10016,20,3625,10116,20,5750,10017,20,7875,10117,20,10000,,,,,,,,,,,,,,,
10245,4052,"阿罗汉浮游城(兽族, 极困难)-F 奖励",2,10016,1,2500,10116,1,5000,10017,1,7500,10117,1,10000,,,,,,,,,,,,,,,,,,
10310,4053,"阿罗汉浮游城(人类, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10311,4053,"阿罗汉浮游城(人类, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10312,4053,"阿罗汉浮游城(人类, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10313,4053,"阿罗汉浮游城(人类, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10314,4053,"阿罗汉浮游城(人类, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10315,4053,"阿罗汉浮游城(人类, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10340,4053,"阿罗汉浮游城(兽族, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10341,4053,"阿罗汉浮游城(兽族, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10342,4053,"阿罗汉浮游城(兽族, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10343,4053,"阿罗汉浮游城(兽族, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10344,4053,"阿罗汉浮游城(兽族, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10345,4053,"阿罗汉浮游城(兽族, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11010,4440,"哈比人的乐园 (人类, 普通)-SSS 奖励",5,81015,1,925,81016,1,4625,81017,1,9250,2070411,1,9288,2070412,1,9326,2070421,1,9476,2070422,1,9626,2070431,1,9814,2070432,1,10000,,,
11011,4440,"哈比人的乐园 (人类, 普通)-SS 奖励",5,81015,1,925,81016,1,5550,81017,1,9250,2070411,1,9288,2070412,1,9326,2070421,1,9514,2070422,1,9702,2070431,1,9852,2070432,1,10000,,,
11012,4440,"哈比人的乐园 (人类, 普通)-S 奖励",4,81015,1,4625,81016,1,7400,81017,1,9250,2070411,1,9438,2070412,1,9626,2070421,1,9739,2070422,1,9852,2070431,1,9927,2070432,1,10000,,,
11013,4440,"哈比人的乐园 (人类, 普通)-A 奖励",3,81015,1,2000,10012,20,4400,10112,20,6100,10013,20,8300,10113,20,10000,,,,,,,,,,,,,,,
11014,4440,"哈比人的乐园 (人类, 普通)-B 奖励",3,81015,1,500,10012,10,3100,10112,10,5300,10013,10,7800,10113,10,10000,,,,,,,,,,,,,,,
11015,4440,"哈比人的乐园 (人类, 普通)-F 奖励",2,10012,1,3000,10112,1,5000,10013,1,8000,10113,1,10000,,,,,,,,,,,,,,,,,,
11040,4440,"哈比人的乐园 (兽族, 普通)-SSS 奖励",5,81115,1,925,81116,1,4625,81117,1,9250,2070411,1,9288,2070412,1,9326,2070421,1,9476,2070422,1,9626,2070431,1,9814,2070432,1,10000,,,
11041,4440,"哈比人的乐园 (兽族, 普通)-SS 奖励",5,81115,1,925,81116,1,5550,81117,1,9250,2070411,1,9288,2070412,1,9326,2070421,1,9514,2070422,1,9702,2070431,1,9852,2070432,1,10000,,,
11042,4440,"哈比人的乐园 (兽族, 普通)-S 奖励",4,81115,1,4625,81116,1,7400,81117,1,9250,2070411,1,9438,2070412,1,9626,2070421,1,9739,2070422,1,9852,2070431,1,9927,2070432,1,10000,,,
11043,4440,"哈比人的乐园 (兽族, 普通)-A 奖励",3,81115,1,2000,10012,20,4400,10112,20,6100,10013,20,8300,10113,20,10000,,,,,,,,,,,,,,,
11044,4440,"哈比人的乐园 (兽族, 普通)-B 奖励",3,81115,1,500,10012,10,3100,10112,10,5300,10013,10,7800,10113,10,10000,,,,,,,,,,,,,,,
11045,4440,"哈比人的乐园 (兽族, 普通)-F 奖励",2,10012,1,3000,10112,1,5000,10013,1,8000,10113,1,10000,,,,,,,,,,,,,,,,,,
11110,4441,"哈比人的乐园 (人类, 困难)-SSS 奖励",5,81016,1,1850,81017,1,6475,2070421,1,6550,2070422,1,6625,2070431,1,6813,2070432,1,7001,83003,1,9001,110400,1,9501,110401,1,10000,,,
11111,4441,"哈比人的乐园 (人类, 困难)-SS 奖励",5,81016,1,4625,81017,1,8325,2070421,1,8513,2070422,1,8701,2070431,1,8851,2070432,1,9001,83003,1,10000,,,,,,,,,
11112,4441,"哈比人的乐园 (人类, 困难)-S 奖励",4,81016,1,6475,81017,1,8788,2070421,1,9051,2070422,1,9314,2070431,1,9408,2070432,1,9502,83003,1,10000,,,,,,,,,
11113,4441,"哈比人的乐园 (人类, 困难)-A 奖励",3,81015,1,3000,10012,30,4800,10112,30,6500,10013,30,8300,10113,30,10000,,,,,,,,,,,,,,,
11114,4441,"哈比人的乐园 (人类, 困难)-B 奖励",3,81015,1,1000,10012,15,3300,10112,15,5500,10013,15,7800,10113,15,10000,,,,,,,,,,,,,,,
11115,4441,"哈比人的乐园 (人类, 困难)-F 奖励",2,10012,1,2500,10112,1,5000,10013,1,7500,10113,1,10000,,,,,,,,,,,,,,,,,,
11140,4441,"哈比人的乐园 (兽族, 困难)-SSS 奖励",5,81116,1,1850,81117,1,6475,2070421,1,6550,2070422,1,6625,2070431,1,6813,2070432,1,7001,83103,1,9001,110400,1,9501,110401,1,10000,,,
11141,4441,"哈比人的乐园 (兽族, 困难)-SS 奖励",5,81116,1,4625,81117,1,8325,2070421,1,8513,2070422,1,8701,2070431,1,8851,2070432,1,9001,83103,1,10000,,,,,,,,,
11142,4441,"哈比人的乐园 (兽族, 困难)-S 奖励",4,81116,1,6475,81117,1,8788,2070421,1,9051,2070422,1,9314,2070431,1,9408,2070432,1,9502,83103,1,10000,,,,,,,,,
11143,4441,"哈比人的乐园 (兽族, 困难)-A 奖励",3,81115,1,3000,10012,30,4800,10112,30,6500,10013,30,8300,10113,30,10000,,,,,,,,,,,,,,,
11144,4441,"哈比人的乐园 (兽族, 困难)-B 奖励",3,81115,1,1000,10012,15,3300,10112,15,5500,10013,15,7800,10113,15,10000,,,,,,,,,,,,,,,
11145,4441,"哈比人的乐园 (兽族, 困难)-F 奖励",2,10012,1,2500,10112,1,5000,10013,1,7500,10113,1,10000,,,,,,,,,,,,,,,,,,
11210,4442,"哈比人的乐园 (人类, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11211,4442,"哈比人的乐园 (人类, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11212,4442,"哈比人的乐园 (人类, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11213,4442,"哈比人的乐园 (人类, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11214,4442,"哈比人的乐园 (人类, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11215,4442,"哈比人的乐园 (人类, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11240,4442,"哈比人的乐园 (兽族, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11241,4442,"哈比人的乐园 (兽族, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11242,4442,"哈比人的乐园 (兽族, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11243,4442,"哈比人的乐园 (兽族, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11244,4442,"哈比人的乐园 (兽族, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11245,4442,"哈比人的乐园 (兽族, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11310,4443,"哈比人的乐园 (人类, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11311,4443,"哈比人的乐园 (人类, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11312,4443,"哈比人的乐园 (人类, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11313,4443,"哈比人的乐园 (人类, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11314,4443,"哈比人的乐园 (人类, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11315,4443,"哈比人的乐园 (人类, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11340,4443,"哈比人的乐园 (兽族, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11341,4443,"哈比人的乐园 (兽族, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11342,4443,"哈比人的乐园 (兽族, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11343,4443,"哈比人的乐园 (兽族, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11344,4443,"哈比人的乐园 (兽族, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11345,4443,"哈比人的乐园 (兽族, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12010,4450,"暴风古城(人类, 普通)-SSS 奖励",5,81018,1,925,81019,1,4625,81020,1,9250,2070411,1,9288,2070412,1,9326,2070421,1,9476,2070422,1,9626,2070431,1,9814,2070432,1,10000,,,
12011,4450,"暴风古城(人类, 普通)-SS 奖励",5,81018,1,925,81019,1,5550,81020,1,9250,2070411,1,9288,2070412,1,9326,2070421,1,9514,2070422,1,9702,2070431,1,9852,2070432,1,10000,,,
12012,4450,"暴风古城(人类, 普通)-S 奖励",4,81018,1,4625,81019,1,7400,81020,1,9250,2070411,1,9438,2070412,1,9626,2070421,1,9739,2070422,1,9852,2070431,1,9927,2070432,1,10000,,,
12013,4450,"暴风古城(人类, 普通)-A 奖励",3,81018,1,2000,10016,20,4400,10116,20,6100,10017,20,8300,10117,20,10000,,,,,,,,,,,,,,,
12014,4450,"暴风古城(人类, 普通)-B 奖励",3,81018,1,500,10016,10,3100,10116,10,5300,10017,10,7800,10117,10,10000,,,,,,,,,,,,,,,
12015,4450,"暴风古城(人类, 普通)-F 奖励",2,10016,1,3000,10116,1,5000,10017,1,8000,10117,1,10000,,,,,,,,,,,,,,,,,,
12040,4450,"暴风古城(兽族, 普通)-SSS 奖励",5,81118,1,925,81119,1,4625,81120,1,9250,2070411,1,9288,2070412,1,9326,2070421,1,9476,2070422,1,9626,2070431,1,9814,2070432,1,10000,,,
12041,4450,"暴风古城(兽族, 普通)-SS 奖励",5,81118,1,925,81119,1,5550,81120,1,9250,2070411,1,9288,2070412,1,9326,2070421,1,9514,2070422,1,9702,2070431,1,9852,2070432,1,10000,,,
12042,4450,"暴风古城(兽族, 普通)-S 奖励",4,81118,1,4625,81119,1,7400,81120,1,9250,2070411,1,9438,2070412,1,9626,2070421,1,9739,2070422,1,9852,2070431,1,9927,2070432,1,10000,,,
12043,4450,"暴风古城(兽族, 普通)-A 奖励",3,81118,1,2000,10016,20,4400,10116,20,6100,10017,20,8300,10117,20,10000,,,,,,,,,,,,,,,
12044,4450,"暴风古城(兽族, 普通)-B 奖励",3,81118,1,500,10016,10,3100,10116,10,5300,10017,10,7800,10117,10,10000,,,,,,,,,,,,,,,
12045,4450,"暴风古城(兽族, 普通)-F 奖励",2,10016,1,3000,10116,1,5000,10017,1,8000,10117,1,10000,,,,,,,,,,,,,,,,,,
12110,4451,"暴风古城(人类, 困难)-SSS 奖励",5,81019,1,1850,81020,1,8695,2070521,1,8770,2070422,1,8845,2070431,1,9123,2070432,1,9401,83005,1,9501,82003,1,10000,,,,,,
12111,4451,"暴风古城(人类, 困难)-SS 奖励",5,81019,1,4625,81020,1,8926,2070521,1,9114,2070422,1,9302,2070431,1,9476,2070432,1,9650,83005,1,9700,82003,1,10000,,,,,,
12112,4451,"暴风古城(人类, 困难)-S 奖励",4,81019,1,6475,81020,1,9148,2070521,1,9411,2070422,1,9674,2070431,1,9782,2070432,1,9890,83005,1,9900,82003,1,10000,,,,,,
12113,4451,"暴风古城(人类, 困难)-A 奖励",3,81018,1,3000,10016,30,4800,10116,30,6500,10017,30,8300,10117,30,10000,,,,,,,,,,,,,,,
12114,4451,"暴风古城(人类, 困难)-B 奖励",3,81018,1,1000,10016,15,3300,10116,15,5500,10017,15,7800,10117,15,10000,,,,,,,,,,,,,,,
12115,4451,"暴风古城(人类, 困难)-F 奖励",2,10016,1,2500,10116,1,5000,10017,1,7500,10117,1,10000,,,,,,,,,,,,,,,,,,
12140,4451,"暴风古城(兽族, 困难)-SSS 奖励",5,81119,1,1850,81120,1,8695,2070521,1,8770,2070422,1,8845,2070431,1,9123,2070432,1,9401,83105,1,9501,82003,1,10000,,,,,,
12141,4451,"暴风古城(兽族, 困难)-SS 奖励",5,81119,1,4625,81120,1,8926,2070521,1,9114,2070422,1,9302,2070431,1,9476,2070432,1,9650,83105,1,9700,82003,1,10000,,,,,,
12142,4451,"暴风古城(兽族, 困难)-S 奖励",4,81119,1,6475,81120,1,9148,2070521,1,9411,2070422,1,9674,2070431,1,9782,2070432,1,9890,83105,1,9900,82003,1,10000,,,,,,
12143,4451,"暴风古城(兽族, 困难)-A 奖励",3,81118,1,3000,10016,30,4800,10116,30,6500,10017,30,8300,10117,30,10000,,,,,,,,,,,,,,,
12144,4451,"暴风古城(兽族, 困难)-B 奖励",3,81118,1,1000,10016,15,3300,10116,15,5500,10017,15,7800,10117,15,10000,,,,,,,,,,,,,,,
12145,4451,"暴风古城(兽族, 困难)-F 奖励",2,10016,1,2500,10116,1,5000,10017,1,7500,10117,1,10000,,,,,,,,,,,,,,,,,,
12210,4452,"暴风古城(人类, 极困难)-SSS 奖励",5,81020,1,6938,2070531,1,7219,2070532,1,7500,110500,1,7750,110501,1,8000,83005,1,8500,82003,1,10000,,,,,,,,,
12211,4452,"暴风古城(人类, 极困难)-SS 奖励",5,81019,1,1758,81020,1,7771,2070521,1,7842,2070422,1,7913,2070431,1,8157,2070432,1,8401,110500,1,8551,110501,1,8701,83005,1,9001,82003,1,10000
12212,4452,"暴风古城(人类, 极困难)-S 奖励",4,81019,1,3515,81020,1,8603,2070521,1,8746,2070422,1,8889,2070431,1,9095,2070432,1,9301,110500,1,9351,110501,1,9401,83005,1,9501,82003,1,10000
12213,4452,"暴风古城(人类, 极困难)-A 奖励",3,81018,1,4000,10016,40,5500,10116,40,7000,10017,40,8500,10117,40,10000,,,,,,,,,,,,,,,
12214,4452,"暴风古城(人类, 极困难)-B 奖励",3,81018,1,1500,10016,20,3625,10116,20,5750,10017,20,7875,10117,20,10000,,,,,,,,,,,,,,,
12215,4452,"暴风古城(人类, 极困难)-F 奖励",2,10016,1,2500,10116,1,5000,10017,1,7500,10117,1,10000,,,,,,,,,,,,,,,,,,
