TID,Comment,ReqTotal,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,EngDesc,LocalDesc
5014,破坏-1奉献的颈甲套装(Lv.10),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,4,0,0,0,0,0,20,0,0,,5套装：+26护甲的物理，魔法护甲+26
5015,破坏-1奉献的颈甲套装(Lv.10),6,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,4,0,0,0,0,0,20,0,0,,6.套装：+4力量，敏捷+5
5016,破坏-2奉献的颈甲套装(Lv.10),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5017,破坏-2奉献的颈甲套装(Lv.10),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,3套装：+13命中度
5018,破坏-2奉献的颈甲套装(Lv.10),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,,4套装：+5致命一击
5019,破坏-2奉献的颈甲套装(Lv.10),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,5,0,0,5,0,0,0,0,0,0,,5套装：+26护甲的物理，魔法护甲+26
5020,破坏-2奉献的颈甲套装(Lv.10),6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,5,0,0,5,0,0,0,0,0,0,,6.套装：+3力量，敏捷+6
5021,破坏-1奉献的中等套装(Lv.10),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5022,破坏-1奉献的中等套装(Lv.10),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,3套装：+2回避甚至
5023,破坏-1奉献的中等套装(Lv.10),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,,4套装：还+7伤害减免
5024,破坏-1奉献的中等套装(Lv.10),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,0,0,0,0,0,2,7,0,0,0,0,0,0,0,,套装5：物理护甲+32，+21魔甲术
5025,破坏-1奉献的中等套装(Lv.10),6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,0,0,0,0,0,2,7,0,0,0,0,0,0,0,,6.套装：+3力量，耐力+6
5026,破坏-2奉献的中等套装(Lv.10),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5027,破坏-2奉献的中等套装(Lv.10),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,3套装：+13命中度
5028,破坏-2奉献的中等套装(Lv.10),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,,4套装：致命一击+4
5029,破坏-2奉献的中等套装(Lv.10),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,0,0,0,0,5,0,0,4,0,0,0,0,0,0,,套装5：物理护甲+32，+21魔甲术
5030,破坏-2奉献的中等套装(Lv.10),6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,0,0,0,0,5,0,0,4,0,0,0,0,0,0,,6.套装：力量+5耐力+4
5031,破坏-1传说之洛夫套装(Lv.20),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5032,破坏-1传说之洛夫套装(Lv.20),3,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+33魔法值
5033,破坏-1传说之洛夫套装(Lv.20),4,0,0,0,0,0,0,0,40,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+ 40
5034,破坏-1传说之洛夫套装(Lv.20),5,0,0,0,0,0,0,0,40,0,33,0,0,0,0,0,42,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+42护甲的物理，魔法护甲+63
5035,破坏-1传说之洛夫套装(Lv.20),6,0,8,0,10,0,0,0,40,0,33,0,0,0,0,0,42,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+8耐力，+10精神
5036,破坏-2传说之洛夫套装(Lv.20),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5037,破坏-2传说之洛夫套装(Lv.20),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,3套装：+10命中度
5038,破坏-2传说之洛夫套装(Lv.20),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,,4套装：致命一击+6
5039,破坏-2传说之洛夫套装(Lv.20),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,63,0,0,0,0,10,0,0,6,0,0,0,0,0,0,,5套装：+42护甲的物理，魔法护甲+63
5040,破坏-2传说之洛夫套装(Lv.20),6,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,42,63,0,0,0,0,10,0,0,6,0,0,0,0,0,0,,6.套装：+10智力，精神+8。
5041,破坏-1传说之颈甲套装(Lv.20),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5042,破坏-1传说之颈甲套装(Lv.20),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,3套装：+6闪避
5043,破坏-1传说之颈甲套装(Lv.20),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,40,0,0,,4套装：攻击速度+ 4％
5044,破坏-1传说之颈甲套装(Lv.20),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,6,0,0,0,0,0,40,0,0,,5套装：+53护甲的物理，魔法护甲+53
5045,破坏-1传说之颈甲套装(Lv.20),6,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,6,0,0,0,0,0,40,0,0,,6.套装：+8力量，+10敏捷
5046,破坏-2传说之颈甲套装(Lv.20),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5047,破坏-2传说之颈甲套装(Lv.20),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,3套装：+10命中度
5048,破坏-2传说之颈甲套装(Lv.20),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,,4套装：致命一击+9
5049,破坏-2传说之颈甲套装(Lv.20),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,10,0,0,9,0,0,0,0,0,0,,5套装：+53护甲的物理，魔法护甲+53
5050,破坏-2传说之颈甲套装(Lv.20),6,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,10,0,0,9,0,0,0,0,0,0,,6.套装：+6力量，+12敏捷
5051,破坏-1传说之中等套装(Lv.20),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5052,破坏-1传说之中等套装(Lv.20),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,3套装：+4躲闪
5053,破坏-1传说之中等套装(Lv.20),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,,4套装：+13减少伤害
5054,破坏-1传说之中等套装(Lv.20),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,42,0,0,0,0,0,4,13,0,0,0,0,0,0,0,,5套装：+63护甲的物理，魔法护甲+42
5055,破坏-1传说之中等套装(Lv.20),6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,63,42,0,0,0,0,0,4,13,0,0,0,0,0,0,0,,6.套装：+6力量，耐力+12
5056,破坏-2传说之中等套装(Lv.20),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5057,破坏-2传说之中等套装(Lv.20),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,3套装：+10命中度
5058,破坏-2传说之中等套装(Lv.20),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,,4套装：+8致命一击
5059,破坏-2传说之中等套装(Lv.20),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,42,0,0,0,0,10,0,0,8,0,0,0,0,0,0,,5套装：+63护甲的物理，魔法护甲+42
5060,破坏-2传说之中等套装(Lv.20),6,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,63,42,0,0,0,0,10,0,0,8,0,0,0,0,0,0,,6.套装：力量+10，+8耐力
5061,破坏-1怒之洛夫套装(Lv.25),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5062,破坏-1怒之洛夫套装(Lv.25),3,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+42魔法值
5063,破坏-1怒之洛夫套装(Lv.25),4,0,0,0,0,0,0,0,50,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+50
5064,破坏-1怒之洛夫套装(Lv.25),5,0,0,0,0,0,0,0,50,0,42,0,0,0,0,0,53,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+53护甲的物理，魔法护甲+79
5065,破坏-1怒之洛夫套装(Lv.25),6,0,10,0,13,0,0,0,50,0,42,0,0,0,0,0,53,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+10耐力，+13精神
5066,破坏-2怒之洛夫套装(Lv.25),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5067,破坏-2怒之洛夫套装(Lv.25),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,3套装：+15命中度
5068,破坏-2怒之洛夫套装(Lv.25),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,0,0,,4套装：+8致命一击
5069,破坏-2怒之洛夫套装(Lv.25),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,79,0,0,0,0,15,0,0,8,0,0,0,0,0,0,,5套装：+53护甲的物理，魔法护甲+79
5070,破坏-2怒之洛夫套装(Lv.25),6,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,53,79,0,0,0,0,15,0,0,8,0,0,0,0,0,0,,6.套装：+13智力，精神+10
5071,破坏-1怒之颈甲套装(Lv.25),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5072,破坏-1怒之颈甲套装(Lv.25),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,3套装：+8闪避
5073,破坏-1怒之颈甲套装(Lv.25),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,50,0,0,,4套装：攻击速度+ 5％
5074,破坏-1怒之颈甲套装(Lv.25),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,8,0,0,0,0,0,50,0,0,,5套装：+66护甲的物理，魔法护甲+66
5075,破坏-1怒之颈甲套装(Lv.25),6,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,8,0,0,0,0,0,50,0,0,,6.套装：力量+10，敏捷+13
5076,破坏-2怒之颈甲套装(Lv.25),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5077,破坏-2怒之颈甲套装(Lv.25),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,3套装：+15命中度
5078,破坏-2怒之颈甲套装(Lv.25),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,0,0,0,0,0,0,,4套装：+12致命一击
5079,破坏-2怒之颈甲套装(Lv.25),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,15,0,0,12,0,0,0,0,0,0,,5套装：+66护甲的物理，魔法护甲+66
5080,破坏-2怒之颈甲套装(Lv.25),6,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,15,0,0,12,0,0,0,0,0,0,,6.套装：+8力量，+15敏捷
5081,破坏-1怒之中等套装(Lv.25),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5082,破坏-1怒之中等套装(Lv.25),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,3套装：+6闪避
5083,破坏-1怒之中等套装(Lv.25),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,,4套装：+17减少伤害
5084,破坏-1怒之中等套装(Lv.25),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,53,0,0,0,0,0,6,17,0,0,0,0,0,0,0,,5套装：+79护甲的物理，魔法护甲+53
5085,破坏-1怒之中等套装(Lv.25),6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,79,53,0,0,0,0,0,6,17,0,0,0,0,0,0,0,,6.套装：+8力量，耐力+15
5086,破坏-2怒之中等套装(Lv.25),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5087,破坏-2怒之中等套装(Lv.25),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,3套装：+15命中度
5088,破坏-2怒之中等套装(Lv.25),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,,4套装：+10致命一击
5089,破坏-2怒之中等套装(Lv.25),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,53,0,0,0,0,15,0,0,10,0,0,0,0,0,0,,5套装：+79护甲的物理，魔法护甲+53
5090,破坏-2怒之中等套装(Lv.25),6,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,79,53,0,0,0,0,15,0,0,10,0,0,0,0,0,0,,6件：+13力量，+10耐力
5091,破坏-1破灭之洛夫套装(Lv.30),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5092,破坏-1破灭之洛夫套装(Lv.30),3,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+50魔法值
5093,破坏-1破灭之洛夫套装(Lv.30),4,0,0,0,0,0,0,0,60,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+60
5094,破坏-1破灭之洛夫套装(Lv.30),5,0,0,0,0,0,0,0,60,0,50,0,0,0,0,0,63,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+63护甲的物理，魔法护甲+95
5095,破坏-1破灭之洛夫套装(Lv.30),6,0,12,0,15,0,0,0,60,0,50,0,0,0,0,0,63,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+12耐力+15精神
5096,破坏-2破灭之洛夫套装(Lv.30),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5097,破坏-2破灭之洛夫套装(Lv.30),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,,3套装：+20命中度
5098,破坏-2破灭之洛夫套装(Lv.30),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,,4套装：致命一击+9
5099,破坏-2破灭之洛夫套装(Lv.30),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,95,0,0,0,0,20,0,0,9,0,0,0,0,0,0,,5套装：+63护甲的物理，魔法护甲+95
5100,破坏-2破灭之洛夫套装(Lv.30),6,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,63,95,0,0,0,0,20,0,0,9,0,0,0,0,0,0,,6.套装：+15智力，精神+12
5101,破坏-1破灭之颈甲套装(Lv.30),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5102,破坏-1破灭之颈甲套装(Lv.30),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,3套装：+13闪避
5103,破坏-1破灭之颈甲套装(Lv.30),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,60,0,0,,4套装：攻击速度+ 6％
5104,破坏-1破灭之颈甲套装(Lv.30),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,0,0,0,0,0,13,0,0,0,0,0,60,0,0,,5套装：+79护甲的物理，魔法护甲+79
5105,破坏-1破灭之颈甲套装(Lv.30),6,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,79,79,0,0,0,0,0,13,0,0,0,0,0,60,0,0,,6件：+12力量，+15敏捷
5106,破坏-2破灭之颈甲套装(Lv.30),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5107,破坏-2破灭之颈甲套装(Lv.30),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,,3套装：+20命中度
5108,破坏-2破灭之颈甲套装(Lv.30),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,14,0,0,0,0,0,0,,4套装：+14致命一击
5109,破坏-2破灭之颈甲套装(Lv.30),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,0,0,0,0,20,0,0,14,0,0,0,0,0,0,,5套装：+79护甲的物理，魔法护甲+79
5110,破坏-2破灭之颈甲套装(Lv.30),6,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,79,79,0,0,0,0,20,0,0,14,0,0,0,0,0,0,,6.套装：力量+9，+18敏捷
5111,破坏-1破灭之中等套装(Lv.30),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5112,破坏-1破灭之中等套装(Lv.30),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,3套装：+11闪避
5113,破坏-1破灭之中等套装(Lv.30),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,,4套装：伤害降低到+20度
5114,破坏-1破灭之中等套装(Lv.30),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,63,0,0,0,0,0,11,20,0,0,0,0,0,0,0,,5套装：+95护甲的物理，魔法护甲+63
5115,破坏-1破灭之中等套装(Lv.30),6,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,95,63,0,0,0,0,0,11,20,0,0,0,0,0,0,0,,6.套装：力量+9，+18耐力
5116,破坏-2破灭之中等套装(Lv.30),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5117,破坏-2破灭之中等套装(Lv.30),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,,3套装：+20命中度
5118,破坏-2破灭之中等套装(Lv.30),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,0,0,,4套装：+12致命一击
5119,破坏-2破灭之中等套装(Lv.30),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,63,0,0,0,0,20,0,0,12,0,0,0,0,0,0,,5套装：+95护甲的物理，魔法护甲+63
5120,破坏-2破灭之中等套装(Lv.30),6,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,0,0,,6件：+15力量，+12耐力
5121,破坏-1憎恶之洛夫套装(Lv.35),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5122,破坏-1憎恶之洛夫套装(Lv.35),3,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+59魔法值
5123,破坏-1憎恶之洛夫套装(Lv.35),4,0,0,0,0,0,0,0,70,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+ 70
5124,破坏-1憎恶之洛夫套装(Lv.35),5,0,0,0,0,0,0,0,70,0,59,0,0,0,0,0,74,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+74护甲的物理，魔法护甲+110
5125,破坏-1憎恶之洛夫套装(Lv.35),6,0,14,0,18,0,0,0,70,0,59,0,0,0,0,0,74,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+14耐力，+18精神
5126,破坏-2憎恶之洛夫套装(Lv.35),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5127,破坏-2憎恶之洛夫套装(Lv.35),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,,3套装：+25命中度
5128,破坏-2憎恶之洛夫套装(Lv.35),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,11,0,0,0,0,0,0,,4套装：+11致命一击
5129,破坏-2憎恶之洛夫套装(Lv.35),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,110,0,0,0,0,25,0,0,11,0,0,0,0,0,0,,5套装：+74护甲的物理，魔法护甲+110
5130,破坏-2憎恶之洛夫套装(Lv.35),6,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,74,110,0,0,0,0,25,0,0,11,0,0,0,0,0,0,,6.套装：+18智力，精神+14
5131,破坏-1憎恶之颈甲套装(Lv.35),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5132,破坏-1憎恶之颈甲套装(Lv.35),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,,3套装：+15闪避
5133,破坏-1憎恶之颈甲套装(Lv.35),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,70,0,0,,4套装：攻击速度+ 7％
5134,破坏-1憎恶之颈甲套装(Lv.35),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,15,0,0,0,0,0,70,0,0,,5套装：+92护甲的物理，魔法护甲+92
5135,破坏-1憎恶之颈甲套装(Lv.35),6,14,0,0,0,18,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,15,0,0,0,0,0,70,0,0,,6件：+14力量，+18敏捷
5136,破坏-2憎恶之颈甲套装(Lv.35),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5137,破坏-2憎恶之颈甲套装(Lv.35),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,,3套装：+25命中度
5138,破坏-2憎恶之颈甲套装(Lv.35),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,16,0,0,0,0,0,0,,4套装：+16致命一击
5139,破坏-2憎恶之颈甲套装(Lv.35),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,25,0,0,16,0,0,0,0,0,0,,5套装：+92护甲的物理，魔法护甲+92
5140,破坏-2憎恶之颈甲套装(Lv.35),6,11,0,0,0,21,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,25,0,0,16,0,0,0,0,0,0,,6件：+11力量，+21敏捷
5141,破坏-1憎恶之中等套装(Lv.35),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5142,破坏-1憎恶之中等套装(Lv.35),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,3套装：+13闪避
5143,破坏-1憎恶之中等套装(Lv.35),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,0,0,0,0,0,0,,4套装：+23减少伤害
5144,破坏-1憎恶之中等套装(Lv.35),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,74,0,0,0,0,0,13,23,0,0,0,0,0,0,0,,5套装：+110护甲的物理，魔法护甲+74
5145,破坏-1憎恶之中等套装(Lv.35),6,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,110,74,0,0,0,0,0,13,23,0,0,0,0,0,0,0,,6件：+11力量，+21耐力
5146,破坏-2憎恶之中等套装(Lv.35),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5147,破坏-2憎恶之中等套装(Lv.35),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,,3套装：+25命中度
5148,破坏-2憎恶之中等套装(Lv.35),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,14,0,0,0,0,0,0,,4套装：+14致命一击
