TID,ProductType,ProductKind,Comment,ItemTID,ProductLevel,RecipeExp,CostGhelld,CompleteItemTID,SourceItem01,Value01,SourceItem02,Value02,SourceItem03,Value03,SourceItem04,Value04,SourceItem05,Value05,SourceItem06,Value06,SourceItem07,Value07,SourceItem08,Value08
11665,2,3,1模式：高级的守护的,65865,45,3348,9114,2437154,37109,3,42204,1,42210,4,,,,,,,,,,
11666,2,3,2模式：高级的饲养的,65866,45,3348,9114,2437155,37109,3,42204,1,42210,4,,,,,,,,,,
11667,2,3,1模式：罕见的,65867,45,7666,12150,2437156,37109,3,43003,1,42210,5,39102,1,,,,,,,,
11668,2,3,2模式：罕见的,65868,45,7666,12150,2437157,37109,3,43003,1,42210,5,39102,1,,,,,,,,
11669,2,3,1模式：特殊的纪念,65869,45,13522,18228,2437158,37109,4,43018,1,42210,7,39102,1,,,,,,,,
11670,2,3,2模式：特殊的纪念,65870,45,13522,18228,2437159,37109,4,43018,1,42210,7,39102,1,,,,,,,,
11671,2,3,模式：不朽破旧的厚手套,65871,50,920,7500,2437351,37110,2,,,,,,,,,,,,,,
11672,2,3,1模式：普通的,65872,50,2320,8250,2437352,37110,3,42204,1,,,,,,,,,,,,
11673,2,3,2模式：普通的,65873,50,2320,8250,2437353,37110,3,42204,1,,,,,,,,,,,,
11674,2,3,1模式：高级的不朽的,65874,50,3720,11250,2437354,37110,3,42204,1,42210,5,,,,,,,,,,
11675,2,3,2模式：高级的不朽的,65875,50,3720,11250,2437355,37110,3,42204,1,42210,5,,,,,,,,,,
11676,2,3,1模式：罕见的不朽的,65876,50,8518,15000,2437356,37110,3,43004,1,42210,6,39102,1,,,,,,,,
11677,2,3,2模式：罕见的不朽的,65877,50,8518,15000,2437357,37110,3,43004,1,42210,6,39102,1,,,,,,,,
11678,2,3,1模式：特殊的不朽厚手套,65878,50,16208,22500,2437358,37110,4,43019,1,42210,9,39102,1,,,,,,,,
11679,2,3,2模式：特殊的不朽厚手套,65879,50,16208,22500,2437359,37110,4,43019,1,42210,9,39102,1,,,,,,,,
11680,2,3,模式：不朽破旧的厚手套,65880,55,1012,9078,2437551,37111,2,,,,,,,,,,,,,,
11681,2,3,1模式：普通的,65881,55,2772,9984,2437552,37111,3,42212,1,,,,,,,,,,,,
11682,2,3,2模式：普通的,65882,55,2772,9984,2437553,37111,3,42212,1,,,,,,,,,,,,
11683,2,3,1模式：高级的不朽的,65883,55,4172,13614,2437554,37111,3,42212,1,42210,6,,,,,,,,,,
11684,2,3,2模式：高级的不朽的,65884,55,4172,13614,2437555,37111,3,42212,1,42210,6,,,,,,,,,,
11685,2,3,1模式：罕见的不朽的,65885,55,10360,18150,2437556,37111,3,43004,2,42210,7,39103,1,,,,,,,,
11686,2,3,2模式：罕见的不朽的,65886,55,10360,18150,2437557,37111,3,43004,2,42210,7,39103,1,,,,,,,,
11687,2,3,1模式：特殊的不朽厚手套,65887,55,19808,27228,2437558,37111,4,43019,4,42210,11,39103,1,,,,,,,,
11688,2,3,2模式：特殊的不朽厚手套,65888,55,19808,27228,2437559,37111,4,43019,4,42210,11,39103,1,,,,,,,,
11800,2,4,模式：不起眼的护腿铠甲的护腿,65900,1,92,120,2440151,37101,4,,,,,,,,,,,,,,
11801,2,4,1模式：普通护腿护腿铠甲,65901,1,152,132,2440152,37101,4,42200,1,,,,,,,,,,,,
11802,2,4,2模式：普通护腿护腿铠甲,65902,1,152,132,2440153,37101,4,42200,1,,,,,,,,,,,,
11803,2,4,1模式：高级的巴德护腿,65903,5,212,180,2440154,37101,4,42200,1,42210,1,,,,,,,,,,
11804,2,4,2模式：高级的巴德护腿,65904,5,212,180,2440155,37101,4,42200,1,42210,1,,,,,,,,,,
11805,2,4,1模式：护腿铠甲罕见护腿,65905,5,492,240,2440156,37101,4,43000,1,42210,1,39100,1,,,,,,,,
11806,2,4,2模式：护腿铠甲罕见护腿,65906,5,492,240,2440157,37101,4,43000,1,42210,1,39100,1,,,,,,,,
11807,2,4,模式：护破旧的护腿铠甲的护腿铠甲,65907,10,184,480,2440251,37102,4,,,,,,,,,,,,,,
11808,2,4,1模式：普通技能的护腿铠甲的护腿,65908,10,304,528,2440252,37102,4,42200,1,,,,,,,,,,,,
11809,2,4,2模式：普通技能的护腿铠甲的护腿,65909,10,304,528,2440253,37102,4,42200,1,,,,,,,,,,,,
11810,2,4,1模式：高级的的护腿铠甲的护腿,65910,10,424,720,2440254,37102,4,42200,1,42210,1,,,,,,,,,,
11811,2,4,2模式：高级的的护腿铠甲的护腿,65911,10,424,720,2440255,37102,4,42200,1,42210,1,,,,,,,,,,
11812,2,4,1模式：稀有技能的护腿铠甲的护腿,65912,10,1220,960,2440256,37102,5,43000,1,42210,1,39100,2,,,,,,,,
11813,2,4,2模式：稀有技能的护腿铠甲的护腿,65913,10,1220,960,2440257,37102,5,43000,1,42210,1,39100,2,,,,,,,,
11814,2,4,模式：护腿不起眼的护腿铠甲铠甲,65914,15,276,1080,2440351,37103,4,,,,,,,,,,,,,,
11815,2,4,1模式：普通护腿铠甲铠甲,65915,15,516,1188,2440352,37103,4,42201,1,,,,,,,,,,,,
11816,2,4,2模式：普通护腿铠甲铠甲,65916,15,516,1188,2440353,37103,4,42201,1,,,,,,,,,,,,
11817,2,4,1模式：护腿铠甲的高级的护腿铠甲,65917,15,756,1620,2440354,37103,4,42201,1,42210,1,,,,,,,,,,
11818,2,4,2模式：护腿铠甲的高级的护腿铠甲,65918,15,756,1620,2440355,37103,4,42201,1,42210,1,,,,,,,,,,
11819,2,4,1模式：护腿铠甲罕见护腿铠甲,65919,15,2825,2160,2440356,37103,5,43000,2,42210,1,39101,1,,,,,,,,
11820,2,4,2模式：护腿铠甲罕见护腿铠甲,65920,15,2825,2160,2440357,37103,5,43000,2,42210,1,39101,1,,,,,,,,
11821,2,4,模式：护腿不起眼的护腿铠甲的,65921,20,368,1920,2440451,37104,4,,,,,,,,,,,,,,
11822,2,4,1模式：普通护腿铠甲的护腿,65922,20,688,2112,2440452,37104,4,42201,1,,,,,,,,,,,,
11823,2,4,2模式：普通护腿铠甲的护腿,65923,20,688,2112,2440453,37104,4,42201,1,,,,,,,,,,,,
11824,2,4,1模式：的护腿铠甲高级的护腿,65924,20,1008,2880,2440454,37104,4,42201,1,42210,1,,,,,,,,,,
11825,2,4,2模式：的护腿铠甲高级的护腿,65925,20,1008,2880,2440455,37104,4,42201,1,42210,1,,,,,,,,,,
11826,2,4,1模式：罕见的护腿铠甲,65926,20,2327,3840,2440456,37104,5,43001,1,42210,2,39101,1,,,,,,,,
11827,2,4,2模式：罕见的护腿铠甲,65927,20,2327,3840,2440457,37104,5,43001,1,42210,2,39101,1,,,,,,,,
11828,2,4,模式：破旧的护腿铠甲,65928,25,460,3000,2440551,37105,4,,,,,,,,,,,,,,
11829,2,4,1模式：护腿铠甲平原坚韧,65929,25,960,3300,2440552,37105,4,42202,1,,,,,,,,,,,,
11830,2,4,2模式：纯护腿铠甲,65930,25,960,3300,2440553,37105,4,42202,1,,,,,,,,,,,,
11831,2,4,1模式：高级的护腿铠甲,65931,25,1460,4500,2440554,37105,4,42202,1,42210,2,,,,,,,,,,
11832,2,4,2模式：高级的护腿铠甲,65932,25,1460,4500,2440555,37105,4,42202,1,42210,2,,,,,,,,,,
11833,2,4,1模式：护腿铠甲,65933,25,6200,6000,2440556,37105,5,43001,2,42210,2,39101,2,,,,,,,,
11834,2,4,2模式：护腿铠甲,65934,25,6200,6000,2440557,37105,5,43001,2,42210,2,39101,2,,,,,,,,
11835,2,4,模式：破旧的有韧性的护腿铠甲,65935,30,552,4320,2440651,37106,4,,,,,,,,,,,,,,
11836,2,4,1模式：普通坚韧的护腿铠甲,65936,30,1152,4752,2440652,37106,4,42202,1,,,,,,,,,,,,
11837,2,4,2模式：普通坚韧的护腿铠甲,65937,30,1152,4752,2440653,37106,4,42202,1,,,,,,,,,,,,
11838,2,4,1模式：高级的坚韧的护腿铠甲,65938,30,1752,6480,2440654,37106,4,42202,1,42210,3,,,,,,,,,,
11839,2,4,2模式：高级的坚韧的护腿铠甲,65939,30,1752,6480,2440655,37106,4,42202,1,42210,3,,,,,,,,,,
11840,2,4,1模式：护腿铠甲,65940,30,4740,8640,2440656,37106,5,43002,1,42210,4,39101,2,,,,,,,,
11841,2,4,2模式：护腿铠甲,65941,30,4740,8640,2440657,37106,5,43002,1,42210,4,39101,2,,,,,,,,
11842,2,4,1模式：特别坚韧的护腿铠甲,65942,30,8274,12960,2440658,37106,6,43015,2,42210,5,39101,3,,,,,,,,
11843,2,4,2模式：特别坚韧的护腿铠甲,65943,30,8274,12960,2440659,37106,6,43015,2,42210,5,39101,3,,,,,,,,
11844,2,4,模式：护腿不起眼的护腿铠甲毅力,65944,35,644,5880,2440751,37107,4,,,,,,,,,,,,,,
11845,2,4,1模式：普通护腿铠甲的毅力护腿,65945,35,1484,6468,2440752,37107,4,42203,1,,,,,,,,,,,,
11846,2,4,2模式：普通护腿铠甲的毅力护腿,65946,35,1484,6468,2440753,37107,4,42203,1,,,,,,,,,,,,
11847,2,4,1模式：护腿铠甲的高级的耐性的护腿,65947,35,2324,8820,2440754,37107,4,42203,1,42210,4,,,,,,,,,,
11848,2,4,2模式：护腿铠甲的高级的耐性的护腿,65948,35,2324,8820,2440755,37107,4,42203,1,42210,4,,,,,,,,,,
11849,2,4,1模式：护腿铠甲罕见的耐性的护腿,65949,35,5333,11760,2440756,37107,5,43002,1,42210,5,39102,1,,,,,,,,
11850,2,4,2模式：护腿铠甲罕见的耐性的护腿,65950,35,5333,11760,2440757,37107,5,43002,1,42210,5,39102,1,,,,,,,,
11851,2,4,1模式：特殊的护腿铠甲的执着护腿,65951,35,9257,17640,2440758,37107,6,43016,2,42210,7,39102,1,,,,,,,,
11852,2,4,2模式：特殊的护腿铠甲的执着护腿,65952,35,9257,17640,2440759,37107,6,43016,2,42210,7,39102,1,,,,,,,,
11853,2,4,模式：护腿不起眼的护腿铠甲保护,65953,40,736,7680,2440951,37108,4,,,,,,,,,,,,,,
11854,2,4,1模式：普通护腿铠甲保护护腿,65954,40,1696,8448,2440952,37108,4,42203,1,,,,,,,,,,,,
11855,2,4,2模式：普通护腿铠甲保护护腿,65955,40,1696,8448,2440953,37108,4,42203,1,,,,,,,,,,,,
11856,2,4,1模式：护腿铠甲的高级的保护护腿,65956,40,2656,11520,2440954,37108,4,42203,1,42210,5,,,,,,,,,,
11857,2,4,2模式：护腿铠甲的高级的保护护腿,65957,40,2656,11520,2440955,37108,4,42203,1,42210,5,,,,,,,,,,
11858,2,4,1模式：护腿铠甲的护腿珍稀,65958,40,6094,15360,2440956,37108,5,43003,1,42210,6,39102,1,,,,,,,,
11859,2,4,2模式：护腿铠甲的护腿珍稀,65959,40,6094,15360,2440957,37108,5,43003,1,42210,6,39102,1,,,,,,,,
11860,2,4,1模式：特别保护护腿护腿铠甲,65960,40,10580,23040,2440958,37108,6,43017,2,42210,9,39102,1,,,,,,,,
11861,2,4,2模式：特别保护护腿护腿铠甲,65961,40,10580,23040,2440959,37108,6,43017,2,42210,9,39102,1,,,,,,,,
11862,2,4,模式：护腿不起眼的护腿铠甲保管,65962,45,828,9720,2441151,37109,4,,,,,,,,,,,,,,
11863,2,4,1模式：普通护腿铠甲,65963,45,2088,10692,2441152,37109,4,42204,1,,,,,,,,,,,,
11864,2,4,2模式：普通护腿铠甲,65964,45,2088,10692,2441153,37109,4,42204,1,,,,,,,,,,,,
11865,2,4,1模式：奢华的护腿护腿铠甲,65965,45,3348,14580,2441154,37109,4,42204,1,42210,6,,,,,,,,,,
11866,2,4,2模式：高级的护腿护腿铠甲,65966,45,3348,14580,2441155,37109,4,42204,1,42210,6,,,,,,,,,,
11867,2,4,1模式：罕见的护腿铠甲,65967,45,7666,19440,2441156,37109,5,43003,1,42210,8,39102,1,,,,,,,,
11868,2,4,2模式：罕见的护腿铠甲,65968,45,7666,19440,2441157,37109,5,43003,1,42210,8,39102,1,,,,,,,,
11869,2,4,1模式：护腿铠甲专用遵守护腿,65969,45,13522,29160,2441158,37109,6,43018,2,42210,12,39102,1,,,,,,,,
11870,2,4,2模式：护腿铠甲专用遵守护腿,65970,45,13522,29160,2441159,37109,6,43018,2,42210,12,39102,1,,,,,,,,
11871,2,4,模式：护破旧的护腿铠甲不朽的护腿铠甲,65971,50,920,12000,2441351,37110,4,,,,,,,,,,,,,,
11872,2,4,1模式：普通护腿铠甲的护腿,65972,50,2320,13200,2441352,37110,4,42204,1,,,,,,,,,,,,
11873,2,4,2模式：普通护腿铠甲的护腿,65973,50,2320,13200,2441353,37110,4,42204,1,,,,,,,,,,,,
11874,2,4,1模式：高级的不朽的护腿铠甲,65974,50,3720,18000,2441354,37110,4,42204,1,42210,7,,,,,,,,,,
11875,2,4,2模式：高级的不朽的护腿铠甲,65975,50,3720,18000,2441355,37110,4,42204,1,42210,7,,,,,,,,,,
11876,2,4,1模式：罕见的不朽的护腿铠甲,65976,50,8518,24000,2441356,37110,5,43004,1,42210,10,39102,1,,,,,,,,
11877,2,4,2模式：罕见的不朽护腿铠甲,65977,50,8518,24000,2441357,37110,5,43004,1,42210,10,39102,1,,,,,,,,
11878,2,4,1模式：护腿特殊不朽的护腿铠甲,65978,50,16208,36000,2441358,37110,6,43019,2,42210,15,39102,2,,,,,,,,
11879,2,4,2模式：护腿特殊不朽的护腿铠甲,65979,50,16208,36000,2441359,37110,6,43019,2,42210,15,39102,2,,,,,,,,
11880,2,4,模式：护破旧的护腿铠甲不朽的护腿铠甲,65980,55,1012,14520,2441551,37111,4,,,,,,,,,,,,,,
11881,2,4,1模式：普通护腿铠甲的护腿,65981,55,2772,15972,2441552,37111,4,42212,1,,,,,,,,,,,,
11882,2,4,2模式：普通护腿铠甲的护腿,65982,55,2772,15972,2441553,37111,4,42212,1,,,,,,,,,,,,
11883,2,4,1模式：高级的不朽的护腿铠甲,65983,55,4172,21780,2441554,37111,4,42212,1,42210,9,,,,,,,,,,
11884,2,4,2模式：高级的不朽的护腿铠甲,65984,55,4172,21780,2441555,37111,4,42212,1,42210,9,,,,,,,,,,
11885,2,4,1模式：罕见的不朽的护腿铠甲,65985,55,10360,29040,2441556,37111,5,43004,2,42210,12,39103,1,,,,,,,,
11886,2,4,2模式：罕见的不朽护腿铠甲,65986,55,10360,29040,2441557,37111,5,43004,2,42210,12,39103,1,,,,,,,,
11887,2,4,1模式：护腿特殊不朽的护腿铠甲,65987,55,19808,43560,2441558,37111,6,43019,4,42210,18,39103,1,,,,,,,,
11888,2,4,2模式：护腿特殊不朽的护腿铠甲,65988,55,19808,43560,2441559,37111,6,43019,4,42210,18,39103,1,,,,,,,,
12000,2,4,模式：格里夫斯破旧的护腿铠甲,66000,1,92,120,2443151,37101,4,,,,,,,,,,,,,,
12001,2,4,1模式：普通的护腿铠甲,66001,1,152,132,2443152,37101,4,42200,1,,,,,,,,,,,,
12002,2,4,2模式：普通的护腿铠甲,66002,1,152,132,2443153,37101,4,42200,1,,,,,,,,,,,,
12003,2,4,1模式：格里夫斯英尺高级的的铠甲,66003,5,212,180,2443154,37101,4,42200,1,42210,1,,,,,,,,,,
12004,2,4,2模式：格里夫斯英尺高级的的铠甲,66004,5,212,180,2443155,37101,4,42200,1,42210,1,,,,,,,,,,
12005,2,4,1模式：罕见的护腿铠甲甲,66005,5,492,240,2443156,37101,4,43000,1,42210,1,39100,1,,,,,,,,
12006,2,4,2模式：罕见的护腿铠甲甲,66006,5,492,240,2443157,37101,4,43000,1,42210,1,39100,1,,,,,,,,
12007,2,4,模式：破旧的护腿铠甲,66007,10,184,480,2443251,37102,4,,,,,,,,,,,,,,
12008,2,4,1模式：普通技能的护腿铠甲,66008,10,304,528,2443252,37102,4,42200,1,,,,,,,,,,,,
12009,2,4,2模式：普通技能的护腿铠甲,66009,10,304,528,2443253,37102,4,42200,1,,,,,,,,,,,,
12010,2,4,1模式：高级的护腿铠甲,66010,10,424,720,2443254,37102,4,42200,1,42210,1,,,,,,,,,,
12011,2,4,2模式：高级的护腿铠甲,66011,10,424,720,2443255,37102,4,42200,1,42210,1,,,,,,,,,,
12012,2,4,1模式：罕见的铠甲的护腿铠甲,66012,10,1220,960,2443256,37102,5,43000,1,42210,1,39100,2,,,,,,,,
12013,2,4,2模式：罕见的铠甲的护腿铠甲,66013,10,1220,960,2443257,37102,5,43000,1,42210,1,39100,2,,,,,,,,
12014,2,4,模式：寒碜铠甲腿铠甲,66014,15,276,1080,2443351,37103,4,,,,,,,,,,,,,,
12015,2,4,1模式：普通铠甲腿铠甲,66015,15,516,1188,2443352,37103,4,42201,1,,,,,,,,,,,,
12016,2,4,2模式：普通铠甲腿铠甲,66016,15,516,1188,2443353,37103,4,42201,1,,,,,,,,,,,,
12017,2,4,1模式：高级的铠,66017,15,756,1620,2443354,37103,4,42201,1,42210,1,,,,,,,,,,
12018,2,4,2模式：高级的铠,66018,15,756,1620,2443355,37103,4,42201,1,42210,1,,,,,,,,,,
12019,2,4,1模式：罕见的铠甲铠,66019,15,2825,2160,2443356,37103,5,43000,2,42210,1,39101,1,,,,,,,,
12020,2,4,2模式：罕见的铠甲铠,66020,15,2825,2160,2443357,37103,5,43000,2,42210,1,39101,1,,,,,,,,
12021,2,4,模式：破旧的甲,66021,20,368,1920,2443451,37104,4,,,,,,,,,,,,,,
12022,2,4,1模式：普通甲,66022,20,688,2112,2443452,37104,4,42201,1,,,,,,,,,,,,
12023,2,4,2模式：普通甲,66023,20,688,2112,2443453,37104,4,42201,1,,,,,,,,,,,,
12024,2,4,1模式：高级的护腿铠甲,66024,20,1008,2880,2443454,37104,4,42201,1,42210,1,,,,,,,,,,
12025,2,4,2模式：高级的护腿铠甲,66025,20,1008,2880,2443455,37104,4,42201,1,42210,1,,,,,,,,,,
12026,2,4,1模式：罕见的意愿腿铠甲,66026,20,2327,3840,2443456,37104,5,43001,1,42210,2,39101,1,,,,,,,,
12027,2,4,2模式：罕见的意愿腿铠甲,66027,20,2327,3840,2443457,37104,5,43001,1,42210,2,39101,1,,,,,,,,
12028,2,4,模式：破旧的,66028,25,460,3000,2443551,37105,4,,,,,,,,,,,,,,
12029,2,4,1模式：纯,66029,25,960,3300,2443552,37105,4,42202,1,,,,,,,,,,,,
12030,2,4,2模式：纯,66030,25,960,3300,2443553,37105,4,42202,1,,,,,,,,,,,,
12031,2,4,1模式：高级的,66031,25,1460,4500,2443554,37105,4,42202,1,42210,2,,,,,,,,,,
12032,2,4,2模式：高级的,66032,25,1460,4500,2443555,37105,4,42202,1,42210,2,,,,,,,,,,
12033,2,4,1模式：罕见,66033,25,6200,6000,2443556,37105,5,43001,2,42210,2,39101,2,,,,,,,,
12034,2,4,2模式：罕见,66034,25,6200,6000,2443557,37105,5,43001,2,42210,2,39101,2,,,,,,,,
12035,2,4,模式：破旧的坚韧的铠甲,66035,30,552,4320,2443651,37106,4,,,,,,,,,,,,,,
12036,2,4,1模式：普通坚韧的铠甲,66036,30,1152,4752,2443652,37106,4,42202,1,,,,,,,,,,,,
12037,2,4,2模式：普通坚韧的铠甲,66037,30,1152,4752,2443653,37106,4,42202,1,,,,,,,,,,,,
12038,2,4,1模式：高级的坚韧的铠甲,66038,30,1752,6480,2443654,37106,4,42202,1,42210,3,,,,,,,,,,
12039,2,4,2模式：高级的坚韧的铠甲,66039,30,1752,6480,2443655,37106,4,42202,1,42210,3,,,,,,,,,,
12040,2,4,1模式：铠甲,66040,30,4740,8640,2443656,37106,5,43002,1,42210,4,39101,2,,,,,,,,
12041,2,4,2模式：铠甲,66041,30,4740,8640,2443657,37106,5,43002,1,42210,4,39101,2,,,,,,,,
12042,2,4,1模式：特别坚韧的铠甲,66042,30,8274,12960,2443658,37106,6,43015,2,42210,5,39101,3,,,,,,,,
12043,2,4,2模式：特别坚韧的铠甲,66043,30,8274,12960,2443659,37106,6,43015,2,42210,5,39101,3,,,,,,,,
12044,2,4,模式：谦虚耐性护腿铠甲,66044,35,644,5880,2443751,37107,4,,,,,,,,,,,,,,
12045,2,4,1模式：普通耐性的护腿铠甲,66045,35,1484,6468,2443752,37107,4,42203,1,,,,,,,,,,,,
12046,2,4,2模式：普通耐性的护腿铠甲,66046,35,1484,6468,2443753,37107,4,42203,1,,,,,,,,,,,,
12047,2,4,1模式：格里夫斯英尺的高级的耐性的装甲,66047,35,2324,8820,2443754,37107,4,42203,1,42210,4,,,,,,,,,,
12048,2,4,2模式：格里夫斯英尺的高级的耐性的装甲,66048,35,2324,8820,2443755,37107,4,42203,1,42210,4,,,,,,,,,,
12049,2,4,1模式：罕见的耐性护腿铠甲,66049,35,5333,11760,2443756,37107,5,43002,1,42210,5,39102,1,,,,,,,,
12050,2,4,2模式：罕见的耐性护腿铠甲,66050,35,5333,11760,2443757,37107,5,43002,1,42210,5,39102,1,,,,,,,,
12051,2,4,1模式：罕见的耐性护腿铠甲,66051,35,9257,17640,2443758,37107,6,43016,2,42210,7,39102,1,,,,,,,,
12052,2,4,2模式：罕见的耐性护腿铠甲,66052,35,9257,17640,2443759,37107,6,43016,2,42210,7,39102,1,,,,,,,,
12053,2,4,模式：破旧的保甲,66053,40,736,7680,2443951,37108,4,,,,,,,,,,,,,,
12054,2,4,1模式：普通防护装甲的护腿铠甲甲,66054,40,1696,8448,2443952,37108,4,42203,1,,,,,,,,,,,,
12055,2,4,2模式：普通防护装甲的护腿铠甲甲,66055,40,1696,8448,2443953,37108,4,42203,1,,,,,,,,,,,,
12056,2,4,1模式：高级的护腿铠甲保护,66056,40,2656,11520,2443954,37108,4,42203,1,42210,5,,,,,,,,,,
12057,2,4,2模式：高级的护腿铠甲保护,66057,40,2656,11520,2443955,37108,4,42203,1,42210,5,,,,,,,,,,
12058,2,4,1模式：罕见的装甲防甲,66058,40,6094,15360,2443956,37108,5,43003,1,42210,6,39102,1,,,,,,,,
12059,2,4,2模式：罕见的装甲防甲,66059,40,6094,15360,2443957,37108,5,43003,1,42210,6,39102,1,,,,,,,,
12060,2,4,1模式：特殊保护护腿铠甲,66060,40,10580,23040,2443958,37108,6,43017,2,42210,9,39102,1,,,,,,,,
12061,2,4,2模式：特殊保护护腿铠甲,66061,40,10580,23040,2443959,37108,6,43017,2,42210,9,39102,1,,,,,,,,
12062,2,4,模式：破旧的护腿铠甲,66062,45,828,9720,2444151,37109,4,,,,,,,,,,,,,,
12063,2,4,1模式：普通护腿铠甲,66063,45,2088,10692,2444152,37109,4,42204,1,,,,,,,,,,,,
12064,2,4,2模式：普通护腿铠甲,66064,45,2088,10692,2444153,37109,4,42204,1,,,,,,,,,,,,
12065,2,4,1模式：格里夫斯英尺的高级的护甲,66065,45,3348,14580,2444154,37109,4,42204,1,42210,6,,,,,,,,,,
12066,2,4,2模式：格里夫斯英尺的高级的护甲,66066,45,3348,14580,2444155,37109,4,42204,1,42210,6,,,,,,,,,,
12067,2,4,1模式：罕见的护腿铠甲,66067,45,7666,19440,2444156,37109,5,43003,1,42210,8,39102,1,,,,,,,,
12068,2,4,2模式：罕见的护腿铠甲,66068,45,7666,19440,2444157,37109,5,43003,1,42210,8,39102,1,,,,,,,,
12069,2,4,1模式：特殊的纪念腿铠甲,66069,45,13522,29160,2444158,37109,6,43018,2,42210,12,39102,1,,,,,,,,
12070,2,4,2模式：特殊的纪念腿铠甲,66070,45,13522,29160,2444159,37109,6,43018,2,42210,12,39102,1,,,,,,,,
12071,2,4,模式：破旧的不朽护腿铠甲,66071,50,920,12000,2444351,37110,4,,,,,,,,,,,,,,
12072,2,4,1模式：普通不朽的护腿铠甲,66072,50,2320,13200,2444352,37110,4,42204,1,,,,,,,,,,,,
12073,2,4,2模式：普通不朽的护腿铠甲,66073,50,2320,13200,2444353,37110,4,42204,1,,,,,,,,,,,,
12074,2,4,1模式：高级的不朽的护腿铠甲,66074,50,3720,18000,2444354,37110,4,42204,1,42210,7,,,,,,,,,,
12075,2,4,2模式：高级的不朽的护腿铠甲,66075,50,3720,18000,2444355,37110,4,42204,1,42210,7,,,,,,,,,,
12076,2,4,1模式：一种罕见的不朽的护腿铠甲,66076,50,8518,24000,2444356,37110,5,43004,1,42210,10,39102,1,,,,,,,,
12077,2,4,2模式：一种罕见的不朽的护腿铠甲,66077,50,8518,24000,2444357,37110,5,43004,1,42210,10,39102,1,,,,,,,,
12078,2,4,1模式：特殊的不朽护腿铠甲,66078,50,16208,36000,2444358,37110,6,43019,2,42210,15,39102,2,,,,,,,,
12079,2,4,2模式：特殊的不朽护腿铠甲,66079,50,16208,36000,2444359,37110,6,43019,2,42210,15,39102,2,,,,,,,,
12080,2,4,模式：破旧的不朽护腿铠甲,66080,55,1012,14520,2444551,37111,4,,,,,,,,,,,,,,
12081,2,4,1模式：普通不朽的护腿铠甲,66081,55,2772,15972,2444552,37111,4,42212,1,,,,,,,,,,,,
12082,2,4,2模式：普通不朽的护腿铠甲,66082,55,2772,15972,2444553,37111,4,42212,1,,,,,,,,,,,,
12083,2,4,1模式：高级的不朽的护腿铠甲,66083,55,4172,21780,2444554,37111,4,42212,1,42210,9,,,,,,,,,,
12084,2,4,2模式：高级的不朽的护腿铠甲,66084,55,4172,21780,2444555,37111,4,42212,1,42210,9,,,,,,,,,,
12085,2,4,1模式：一种罕见的不朽的护腿铠甲,66085,55,10360,29040,2444556,37111,5,43004,2,42210,12,39103,1,,,,,,,,
12086,2,4,2模式：一种罕见的不朽的护腿铠甲,66086,55,10360,29040,2444557,37111,5,43004,2,42210,12,39103,1,,,,,,,,
12087,2,4,1模式：特殊的不朽护腿铠甲,66087,55,19808,43560,2444558,37111,6,43019,4,42210,18,39103,1,,,,,,,,
12088,2,4,2模式：特殊的不朽护腿铠甲,66088,55,19808,43560,2444559,37111,6,43019,4,42210,18,39103,1,,,,,,,,
12200,2,4,模式：破旧的护腿铠甲,66100,1,92,120,2446151,37101,4,,,,,,,,,,,,,,
12201,2,4,1模式：普通腿,66101,1,152,132,2446152,37101,4,42200,1,,,,,,,,,,,,
12202,2,4,2模式：普通腿,66102,1,152,132,2446153,37101,4,42200,1,,,,,,,,,,,,
12203,2,4,1模式：高级的护腿铠甲,66103,5,212,180,2446154,37101,4,42200,1,42210,1,,,,,,,,,,
12204,2,4,2模式：高级的护腿铠甲,66104,5,212,180,2446155,37101,4,42200,1,42210,1,,,,,,,,,,
12205,2,4,1模式：罕见的护腿铠甲,66105,5,492,240,2446156,37101,4,43000,1,42210,1,39100,1,,,,,,,,
12206,2,4,2模式：罕见的护腿铠甲,66106,5,492,240,2446157,37101,4,43000,1,42210,1,39100,1,,,,,,,,
12207,2,4,模式：破旧的护腿铠甲,66107,10,184,480,2446251,37102,4,,,,,,,,,,,,,,
12208,2,4,1模式：普通的护腿铠甲,66108,10,304,528,2446252,37102,4,42200,1,,,,,,,,,,,,
12209,2,4,2模式：普通的护腿铠甲,66109,10,304,528,2446253,37102,4,42200,1,,,,,,,,,,,,
12210,2,4,1模式：高级的的护腿铠甲,66110,10,424,720,2446254,37102,4,42200,1,42210,1,,,,,,,,,,
12211,2,4,2模式：高级的的护腿铠甲,66111,10,424,720,2446255,37102,4,42200,1,42210,1,,,,,,,,,,
12212,2,4,1模式：罕见的的护腿铠甲,66112,10,1220,960,2446256,37102,5,43000,1,42210,1,39100,2,,,,,,,,
12213,2,4,2模式：罕见的的护腿铠甲,66113,10,1220,960,2446257,37102,5,43000,1,42210,1,39100,2,,,,,,,,
12214,2,4,模式：破旧的护腿铠甲,66114,15,276,1080,2446351,37103,4,,,,,,,,,,,,,,
12215,2,4,1模式：普通铠甲的护腿铠甲,66115,15,516,1188,2446352,37103,4,42201,1,,,,,,,,,,,,
12216,2,4,2模式：普通铠甲的护腿铠甲,66116,15,516,1188,2446353,37103,4,42201,1,,,,,,,,,,,,
