TID,Comment,BaseGoal,DetectRadius,WanderRadius,BattleRadius,BattleRestore,AttackSkill,AttackRate,Action01,Action02,Action03,Action04,Action05,Action06,Action07,Action08,Action09,Action10,Talk_01,Talk_02,Talk_03,Talk_04,Talk_05
6592,(极恶) 哈比的乐园- 指挥官铁链的库勒奴 (内伊德)(1026),stand,15,0,300,1,127101|127102|127103,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|127104,MyHP|70|Skill|127105,MyHP|50|Skill|127106,MyHP|40|Skill|127107,,,,,IdleRepeat|10800|Skill|232511,,,,,
6593,(极恶) 哈比的乐园- 哈比的女王居里它 (BOSS)(1048),stand,15,0,300,1,127111|127112|127113,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|127114,MyHP|70|Skill|127116,MyHP|50|Skill|127117,BattleTime|50|Skill|127118,,,,,IdleRepeat|10800|Skill|232511,,,,,
6600,(极恶) 暴风古城- 钥匙骑士警备兵(1001),wander,15,10,300,1,127571|127572,50|50,BattleRepeat|30|Skill|127573,,,,,,,,,,,,,,
6601,(极恶) 暴风古城- 碎片士兵警备兵(1007),wander,15,10,300,1,127581|127582,50|50,BattleRepeat|30|Skill|127583,,,,,,,,,,,,,,
6602,(极恶) 暴风古城- 绝望的赫尔马斯特(5016),wander,15,10,300,1,127591|127592,50|50,BattleRepeat|30|Skill|127593,,,,,,,,,,,,,,
6603,(极恶) 暴风古城- 怨恨的布雷斯莱斯(3019),wander,15,10,300,1,127601|127602,50|50,BattleRepeat|30|Skill|127603,,,,,,,,,,,,,,
6604,(极恶) 暴风古城- 欧迪伍的侧近(1004),wander,15,10,300,1,127611|127612,50|50,BattleRepeat|30|Skill|127613,,,,,,,,,,,,,,
6605,(极恶) 暴风古城- 布雷斯莱斯监视兵(3019),wander,15,10,300,1,127621|127622,50|50,BattleRepeat|30|Skill|127623,,,,,,,,,,,,,,
6606,(极恶) 暴风古城- 钥匙骑士近卫兵(7064),wander,15,10,300,1,127631|127632,50|50,BattleRepeat|30|Skill|127633,,,,,,,,,,,,,,
6607,(极恶) 暴风古城- 碎片士兵近卫兵(1007),wander,15,10,300,1,127641|127642,50|50,BattleRepeat|30|Skill|127643,,,,,,,,,,,,,,
6608,(极恶) 暴风古城- 深渊的赫尔马斯特(5016),wander,15,10,300,1,127651|127652,50|50,BattleRepeat|30|Skill|127653,,,,,,,,,,,,,,
6609,(极恶) 暴风古城- ??的戴奥斯沃夫(1004),wander,15,10,300,1,127661|127662,50|50,BattleRepeat|30|Skill|127663,,,,,,,,,,,,,,
6610,(极恶) 暴风古城- 手门将普拉卡(内伊德)(3020),stand,15,0,300,1,127671|127672|127673,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|127674,MyHP|50|Skill|127677,BattleTime|40|Skill|127678,MyHP|20|Skill|127677,,,,,IdleRepeat|10800|Skill|232511,,,,,
6611,(极恶) 暴风古城- 抢夺者耐克罗(内伊德)(5017),stand,15,0,300,1,127681|127682|127683,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|127684,MyHP|50|Skill|127687,BattleTime|40|Skill|127688,MyHP|20|Skill|127687,,,,,IdleRepeat|10800|Skill|232511,,,,,
6612,(极恶) 暴风古城- 尸体术士欧迪伍(内伊德)(1005),stand,15,0,300,1,127691|127692|127693,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|127694,MyHP|50|Skill|127697,BattleTime|40|Skill|127698,MyHP|20|Skill|127697,,,,,IdleRepeat|10800|Skill|232511,,,,,
6613,(极恶) 暴风古城- 无名灵魂(内伊德)(9062),stand,15,0,300,1,127701|127702|127703,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|127704,MyHP|50|Skill|127707,BattleTime|40|Skill|127708,MyHP|20|Skill|127707,,,,,IdleRepeat|10800|Skill|232511,,,,,
6614,(极恶) 暴风古城- 堕落者贝尔特克斯 (BOSS)(1040),stand,15,0,300,1,127711|127712|127713,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|127714,MyHP|50|Skill|127717,BattleTime|40|Skill|127719,MyHP|20|Skill|127717,,,,,IdleRepeat|10800|Skill|232511,,,,,
6620,(极恶)战士们的圣地- 维奥哈特侦察兵 (3016),wander,15,10,300,1,127721|127722,50|50,MyHP|50|Skill|127723,,,,,,,,,,,,,,
6621,(极恶)战士们的圣地- 看门人拉蓬提普 (9016),wander,15,10,300,1,127731|127732,50|50,MyHP|30|Skill|127733,,,,,,,,,,,,,,
6622,(极恶)战士们的圣地- 奎里奥饲养员 (1010),wander,15,10,300,1,127741|127742,50|50,BattleRepeat|10|Skill|127743,,,,,,,,,,,,,,
6623,(极恶)战士们的圣地- 受洗脑的奎里奥 1019),wander,15,10,300,1,127751|127752,50|50,MyHP|30|Skill|127753,,,,,,,,,,,,,,
6624,(极恶)战士们的圣地- 布洛伍森 敌对派 人手 (1010),wander,15,10,300,1,127761|127762,50|50,MyHP|30|Skill|127763,,,,,,,,,,,,,,
6625,(极恶)战士们的圣地- 维奥哈特 上级 巫师 (3016),wander,15,10,300,1,127771|127772,50|50,MyHP|70|Skill|127773,MyHP|30|Skill|127773,,,,,,,,,,,,,
6626,(极恶)战士们的圣地- 布洛伍森 敌对派战士 (1013),wander,15,10,300,1,127781|127782,50|50,MyHP|30|Skill|127783,,,,,,,,,,,,,,
6627,(极恶)战士们的圣地- 圣地 守卫兵 (3016),wander,15,10,300,1,127791|127792,50|50,MyHP|30|Skill|127793,,,,,,,,,,,,,,
6628,(极恶)战士们的圣地- 饲养的 拉蓬提普 (9016),wander,15,10,300,1,127801|127802,50|50,MyHP|70|Skill|127803,,,,,,,,,,,,,,
6629,(极恶)战士们的圣地- 守门将 库斯图斯 (内伊德) (3017),stand,15,0,300,1,127811|127812,50|50,IdleTime|5|Skill|232511,BattleRepeat|17|Skill|127813,MyHP|80|Skill|127814,MyHP|50|Skill|127814,MyHP|20|Skill|127814,MyHP|30|Skill|127815,,,,IdleRepeat|10800|Skill|232511,,,,,
6630,(极恶)战士们的圣地- 巨大 奎里奥 (内伊德) (1020),stand,15,0,300,1,127821|127822,50|50,IdleTime|5|Skill|232511,BattleRepeat|17|Skill|127823,MyHP|80|Skill|127824,MyHP|50|Skill|127824,MyHP|20|Skill|127824,MyHP|30|Skill|127825,,,,IdleRepeat|10800|Skill|232511,,,,,
6631,(极恶)战士们的圣地- 背叛者 缅达斯 (内伊德) (1011),stand,15,0,300,1,127831|127832,50|50,IdleTime|5|Skill|232511,BattleRepeat|17|Skill|127833,MyHP|30|Skill|127834,MyHP|30|Skill|127835,,,,,,IdleRepeat|10800|Skill|232511,,,,,
6632,(极恶)战士们的圣地- 屠杀者 泰纳斯 (内伊德) (1011),stand,15,0,300,1,127841|127842,50|50,IdleTime|5|Skill|232511,MyHP|80|Skill|127843,MyHP|50|Skill|127843,MyHP|20|Skill|127843,MyHP|30|Skill|127844,MyHP|30|Skill|127845,,,,IdleRepeat|10800|Skill|232511,,,,,
6633,(极恶)战士们的圣地- 巫师 阿鲁坎斯 (内伊德) (3017),stand,15,0,300,1,127851|127852,50|50,IdleTime|5|Skill|232511,BattleRepeat|17|Skill|127853,MyHP|80|Skill|127854,MyHP|50|Skill|127854,MyHP|20|Skill|127854,MyHP|30|Skill|127855,,,,IdleRepeat|10800|Skill|232511,,,,,
6634,(极恶)战士们的圣地- 三姆的 守卫者 保勒米度 (BOSS) (1047),stand,15,0,300,1,127861|127862,50|50,IdleTime|5|Skill|232511,MyHP|80|Skill|127863,MyHP|50|Skill|127863,MyHP|20|Skill|127863,BattleRepeat|17|Skill|127865,MyHP|30|Skill|127866,,,,IdleRepeat|10800|Skill|232511,,,,,
6640,(极恶) 赤红色 火山 洞穴- 布莱伊士 拉茵 开采军 (1031),wander,15,10,300,1,128321|128322,50|50,BattleRepeat|10|Skill|128643,,,,,,,,,,,,,,
6641,(极恶) 赤红色 火山 洞穴- 布洛伍森 敌对派 开采军 (1013),wander,15,10,300,1,128331|128332,50|50,MyHP|30|Skill|128653,,,,,,,,,,,,,,
6642,(极恶) 赤红色 火山 洞穴- 布洛伍森 敌对派 特工兵 (1010),wander,15,10,300,1,128341|128342,50|50,MyHP|30|Skill|128663,,,,,,,,,,,,,,
6643,(极恶) 赤红色 火山 洞穴- 看门人凯尔贝鲁斯 (5028),wander,15,10,300,1,128351|128352,50|50,MyHP|70|Skill|128673,,,,,,,,,,,,,,
6644,(极恶) 赤红色 火山 洞穴- 狂乱的布莱伊士 拉茵 (1031),wander,15,10,300,1,128391|128392,50|50,MyHP|30|Skill|128683,,,,,,,,,,,,,,
6645,(极恶) 赤红色 火山 洞穴- 燃烧的愤怒魔像 (7001),wander,15,10,300,1,128371|128372,50|50,MyHP|70|Skill|128693,MyHP|30|Skill|128693,,,,,,,,,,,,,
6646,(极恶) 赤红色 火山 洞穴- 热浪的凯尔贝鲁斯 (5028),wander,15,10,300,1,128381|128382,50|50,BattleRepeat|10|Skill|128703,,,,,,,,,,,,,,
6647,(极恶) 赤红色 火山 洞穴- 炎炎热浪的魔像 (7001),wander,15,10,300,1,128391|128392,50|50,MyHP|30|Skill|128713,,,,,,,,,,,,,,
6648,(极恶) 赤红色 火山 洞穴- 黑色烟气的魔像 (7001),wander,15,10,300,1,128401|128402,50|50,MyHP|30|Skill|128723,,,,,,,,,,,,,,
6649,(极恶) 赤红色 火山 洞穴- 沸腾 熔岩的 魔像 (7001),wander,15,10,300,1,128411|128412,50|50,MyHP|50|Skill|128733,,,,,,,,,,,,,,
6650,(极恶) 赤红色 火山 洞穴- 布洛伍森 敌对派 ??? (1010),wander,15,10,300,1,128421|128422,50|50,MyHP|30|Skill|128743,,,,,,,,,,,,,,
6651,(极恶) 赤红色 火山 洞穴- 破坏者 普勒卡 (内伊德) (1011),stand,15,0,300,1,128431|128432,50|50,IdleTime|5|Skill|232511,BattleRepeat|17|Skill|128753,MyHP|29|Skill|128754,MyHP|30|Skill|128755,,,,,,IdleRepeat|10800|Skill|232511,,,,,
6652,(极恶) 赤红色 火山 洞穴- 主宰者 木图斯 (内伊德) (7002),stand,15,0,300,1,128441|128442,50|50,IdleTime|5|Skill|232511,MyHP|80|Skill|128763,MyHP|50|Skill|128763,MyHP|20|Skill|128763,BattleRepeat|17|Skill|128765,BattleRepeat|21|Skill|128766,,,,IdleRepeat|10800|Skill|232511,,,,,
6653,(极恶) 赤红色 火山 洞穴- 主宰者 卡尔里图斯 (内伊德) (7002),stand,15,0,300,1,128451|128452,50|50,IdleTime|5|Skill|232511,MyHP|80|Skill|128773,MyHP|50|Skill|128773,MyHP|20|Skill|128773,BattleRepeat|17|Skill|128775,MyHP|30|Skill|128776,,,,IdleRepeat|10800|Skill|232511,,,,,
6654,(极恶) 赤红色 火山 洞穴- 主宰者 普姆斯 (内伊德) (7002),stand,15,0,300,1,128461|128462,50|50,IdleTime|5|Skill|232511,MyHP|80|Skill|128783,MyHP|50|Skill|128783,MyHP|20|Skill|128783,BattleRepeat|17|Skill|128785,MyHP|30|Skill|128786,,,,IdleRepeat|10800|Skill|232511,,,,,
6655,(极恶) 赤红色 火山 洞穴- 破裂的 石像 (BOSS) (1039),stand,15,0,300,1,128471|128472,50|50,IdleTime|5|Skill|232511,MyHP|75|Skill|128795,MyHP|50|Skill|128795,MyHP|25|Skill|128795,BattleRepeat|17|Skill|128793,MyHP|20|Skill|128797,MyHP|75|CreatePlace|51196|51197|51198,MyHP|50|CreatePlace|51196|51197|51198,MyHP|25|CreatePlace|51196|51197|51198,IdleRepeat|10800|Skill|232511,,,,,
6660,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47灰色 肯塔伍露丝 突击兵 (精锐)(7027),wander,15,1,300,1,130031|130032,50|50,BattleRepeat|10|Skill|130033,,,,,,,,,,,,,,
6661,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47灰色 肯塔伍露丝 巡查兵 (精锐)(7028),patrol,15,0,300,1,130041|130042,50|50,BattleRepeat|10|Skill|130043,BattleTime|0|Skill|130044,,,,,BattleTime|0|Talk|1,BattleTime|0|Call|20,,,~~~~!! ,,,,
6662,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47灰色 肯塔伍露丝 司祭 (精锐)(7029),wander,15,1,300,1,130051|130052,50|50,BattleRepeat|8|Skill|130053,,,,,,,,,,,,,,
6663,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47灰色 肯塔伍露丝 近卫兵 (精锐)(7042),stand,15,0,300,1,130061|130062,50|50,BattleTime|0|Skill|130063,BattleTime|10|Skill|130064,BattleTime|20|Skill|130065,BattleTime|30|Skill|130066,BattleTime|40|Skill|130067,,BattleTime|0|Talk|1,BattleTime|0|Call|20,,,~~~~!! ,,,,
6664,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47噩梦 凯尔贝鲁斯 (精锐)(5027),wander,15,5,300,1,130071|130072,50|50,MyHp|50|Skill|130073,,,,,,,,,,,,,,
6665,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47地狱 凯尔贝鲁斯 (精锐)(5029),wander,15,5,300,1,130081|130082,50|50,BattleRepeat|10|Skill|130083,,,,,,,,,,,,,,
6666,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47赤红色 智慧门 ?? 魔法师 (精锐)(1024),patrol,15,0,300,1,130091|130092,50|50,MyHP|20|Skill|130093,BattleTime|0|Skill|130093,,,,,BattleTime|0|Talk|1,BattleTime|0|Call|20,,,~~~~!! ,,,,
6667,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47赤红色 智慧门 上级 魔法师 (精锐)(1025),stand,15,0,300,1,130101|130102,50|50,BattleRepeat|5|RandomSkill|130103,,,,,,BattleTime|0|Talk|1,BattleTime|0|Call|20,,,~~~~!! ,,,,
6668,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47赤红色 智慧门 高级 魔法师 (精锐)(1025),wander,15,1,300,1,130111|130112,50|50,MyHP|50|Skill|130113,,,,,,,,,,,,,,
6669,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47灰色 肯塔伍露丝 警备队长 马乌斯 (内伊德)(7046),stand,15,0,300,1,130121|130122,50|50,BattleRepeat|17|Skill|130123,MyHP|30|Skill|130125,BattleTime|0|Skill|130126,,,,BattleTime|0|Talk|1,BattleTime|0|Call|100,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,~~~~!! ,,,,
6670,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47灰色 肯塔伍露丝 近卫队长 扎伊格莱斯 (内伊德)(7045),stand,15,0,300,1,130131|130132,50|50,BattleRepeat|17|Skill|130133,BattleTime|0|Skill|130135,BattleTime|30|Skill|130136,BattleTime|60|Skill|130137,BattleTime|90|Skill|130138,BattleTime|120|Skill|130139,BattleTime|0|Talk|1,BattleTime|0|Call|100,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,~~~~!! ,,,,
6671,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47赤红色 智慧门 最高 魔法师 梅伊思 (内伊德)(1005),stand,15,0,300,1,130141|130142,50|50,BattleRepeat|17|RandomSkill|130143,MyHP|80|Skill|130144,MyHP|50|Skill|130144,MyHP|20|Skill|130144,,,BattleTime|0|Talk|1,BattleTime|0|Call|100,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,~~~~!! ,,,,
6672,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47魔法 大师 戴奥斯沃夫 马西斯 (内伊德)(1005),stand,15,0,300,1,130151|130152,50|50,BattleRepeat|17|Skill|130153,BattleRepeat|21|Skill|130154,BattleRepeat|20|Skill|130155,,,,BattleTime|0|Talk|1,BattleTime|0|Call|100,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,~~~~!! ,,,,
6673,(极恶) Lv.47 灰色 肯塔伍露丝村庄- Lv.47灰色 肯塔伍露丝 族长 扎伊? (BOSS)(1051),stand,15,0,300,1,130161|130162,50|50,BattleRepeat|30|Skill|130163,MyHP|80|Skill|130164,MyHP|60|Skill|130164,MyHP|40|Skill|130164,MyHP|20|Skill|130164,BattleRepeat|60|Skill|130166,BattleTime|0|Talk|1,BattleTime|0|Call|100,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,~~~~!! ,,,,
6680,(极恶) Lv.50 光之地下庭院- Lv.50狂气 眼 (精锐)(5002),patrol,15,0,300,1,131291|131292,50|50,BattleRepeat|10|Skill|131293,,,,,,BattleTime|0|Talk|1,BattleTime|0|Call|20,,,,,,,
6681,(极恶) Lv.50 光之地下庭院- Lv.50犬齿凯尔贝鲁斯 (精锐)(5027),wander,15,10,300,1,131301|131302,50|50,MyHP|50|Skill|131303,,,,,,,,,,,,,,
6682,(极恶) Lv.50 光之地下庭院- Lv.50血之伊耐斯特 (精锐)(5003),stand,15,0,300,1,131311|131312,50|50,BattleRepeat|10|Skill|131313,,,,,,BattleTime|0|Talk|1,BattleTime|0|Call|20,,,,,,,
6683,(极恶) Lv.50 光之地下庭院- Lv.50黑暗 智慧门 (精锐)(1024),stand,15,0,300,1,131321|131322,50|50,MyHP|30|Skill|131323,BattleTime|0|Skill|131323,,,,,,,,,,,,,
6684,(极恶) Lv.50 光之地下庭院- Lv.50云彩 斯奇诺族 (精锐)(3012),wander,15,3,300,1,131331|131332,50|50,BattleRepeat|10|Skill|131333,,,,,,,,,,,,,,
6685,(极恶) Lv.50 光之地下庭院- Lv.50鳞片 瓦伊号 (精锐)(9018),wander,15,10,300,1,131341|131342,50|50,BattleRepeat|10|Skill|131343,,,,,,,,,,,,,,
6686,(极恶) Lv.50 光之地下庭院- Lv.50混沌 德雷克 (精锐)(9003),wander,15,10,300,1,131351|131352,50|50,BattleRepeat|10|Skill|131353,,,,,,,,,,,,,,
6687,(极恶) Lv.50 光之地下庭院- Lv.50塔伦 (精锐)(5002),stand,15,0,300,1,131361|131362,50|50,BattleRepeat|10|Skill|131363,,,,,,,,,,,,,,
6688,(极恶) Lv.50 光之地下庭院- Lv.50扎伊斯特 (内伊德)(5005),stand,15,0,300,1,131371|131372,50|50,BattleRepeat|21|Skill|131373,MyHP|70|Skill|131374,MyHP|50|Skill|131374,MyHP|30|Skill|131374,BattleRepeat|60|Skill|131375,,BattleTime|0|Talk|1,BattleTime|0|Call|20,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
6689,(极恶) Lv.50 光之地下庭院- Lv.50贝伊祖 (内伊德)(3014),stand,15,0,300,1,131381|131382,50|50,BattleRepeat|21|Skill|131383,BattleRepeat|21|Skill|131384,BattleRepeat|60|Skill|131385,,,,BattleTime|0|Talk|1,BattleTime|0|Call|20,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
6690,(极恶) Lv.50 光之地下庭院- Lv.50班德伊克 (内伊德)(9020),stand,15,0,300,1,131391|131392,50|50,BattleRepeat|17|Skill|131393,BattleRepeat|60|Skill|131395,,,,,BattleTime|0|Talk|1,BattleTime|0|Call|20,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
6691,(极恶) Lv.50 光之地下庭院- Lv.50戴绪德 (BOSS)(1041),stand,25,0,300,1,131401,100,BattleRepeat|17|Skill|131402,BattleRepeat|21|Skill|131404,MyHP|70|Skill|131406,MyHP|30|Skill|131406,BattleRepeat|60|Skill|131407,,BattleTime|0|Talk|1,BattleTime|0|Call|100,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
6692,(极恶) Lv.50 光之地下庭院- Lv.50塞一德 (内伊德)(1026),stand,15,0,300,1,131441|131442,50|50,BattleRepeat|17|RandomSkill|131444,MyHP|30|Skill|131443,,,,,BattleTime|0|Talk|1,BattleTime|0|Call|100,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
8000,Lv.5钢铁旗帜部队技术兵(50101),wander,10,10,40,1,190001|190002,50|50,MyHP|50|Skill|190003,,,,,,,,,,,,,,
8001,Lv.5钢铁旗帜部队突击兵(50202),wander,10,10,40,1,190011|190012,50|50,MyHP|50|Skill|190013,,,,,,,,,,,,,,
8002,Lv.5钢铁旗帜部队治疗兵(50503),wander,10,10,40,1,190021|190022,50|50,MyHP|50|Skill|190023,,,,,,,,,,,,,,
8003,Lv.15太阳气息部队侦察兵(50105),wander,10,10,40,1,190031|190032,50|50,MyHP|50|Skill|190033,,,,,,,,,,,,,,
8004,Lv.15太阳气息部队强袭兵(50204),wander,10,10,40,1,190041|190042,50|50,MyHP|50|Skill|190043,,,,,,,,,,,,,,
8005,Lv.15太阳气息部队恢复士(50507),wander,10,10,40,1,190051|190052,50|50,MyHP|50|Skill|190053,,,,,,,,,,,,,,
8006,Lv.15太阳气息部队大队长 拉伊特文德(50206),wander,10,10,40,1,190061|190062,50|50,MyHP|50|Skill|190063,,,,,,,,,,,,,,
8007,Lv.25钢铁旗帜部队狙击兵(50109),wander,10,10,40,1,190071|190072,50|50,MyHP|50|Skill|190073,,,,,,,,,,,,,,
8008,Lv.25钢铁旗帜部队铁甲兵(50208),wander,10,10,40,1,190081|190082,50|50,MyHP|50|Skill|190083,,,,,,,,,,,,,,
8009,Lv.25钢铁旗帜部队治疗士(50511),wander,10,10,40,1,190091|190092,50|50,MyHP|50|Skill|190093,,,,,,,,,,,,,,
8010,Lv.25钢铁旗帜部队萨那一轮(50210),wander,10,10,40,1,190101|190102,50|50,MyHP|50|Skill|190103,,,,,,,,,,,,,,
8011,Lv.35风箱部队战士(50102),wander,10,10,40,1,190111|190112,50|50,MyHP|50|Skill|190113,,,,,,,,,,,,,,
8012,Lv.35风箱部队治疗士(50703),wander,10,10,40,1,190121|190122,50|50,MyHP|50|Skill|190123,,,,,,,,,,,,,,
8013,Lv.35风箱部队弓士(50705),wander,10,10,40,1,190131|190132,50|50,MyHP|50|Skill|190133,,,,,,,,,,,,,,
8014,Lv.35风箱部队拉伊特斯蒂(50208),wander,10,10,40,1,190141|190142,50|50,MyHP|50|Skill|190143,,,,,,,,,,,,,,
8015,Lv.42龙卢部队士兵(50702),wander,10,10,40,1,190151|190152,50|50,MyHP|50|Skill|190153,,,,,,,,,,,,,,
8016,Lv.42龙卢部队卫生兵(50203),wander,10,10,40,1,190161|190162,50|50,MyHP|50|Skill|190163,,,,,,,,,,,,,,
8017,Lv.42龙卢部队狙击兵(50205),wander,10,10,40,1,190171|190172,50|50,MyHP|50|Skill|190173,,,,,,,,,,,,,,
8018,Lv.42龙卢部队拉塞德(50710),wander,10,10,40,1,190181|190182,50|50,MyHP|50|Skill|190183,,,,,,,,,,,,,,
8100,Lv.5风之歌谣部队技术兵(53101),wander,10,10,40,1,191001|191002,50|50,MyHP|50|Skill|191003,,,,,,,,,,,,,,
8101,Lv.5风之歌谣部队突击兵(53202),wander,10,10,40,1,191011|191012,50|50,MyHP|50|Skill|191013,,,,,,,,,,,,,,
8102,Lv.5风之歌谣部队治疗兵(53503),wander,10,10,40,1,191021|191022,50|50,MyHP|50|Skill|191023,,,,,,,,,,,,,,
8103,Lv.15大地的 斧子 部队技术兵(53105),wander,10,10,40,1,191031|191032,50|50,MyHP|50|Skill|191033,,,,,,,,,,,,,,
8104,Lv.15大地的 斧子 部队突击兵(53204),wander,10,10,40,1,191041|191042,50|50,MyHP|50|Skill|191043,,,,,,,,,,,,,,
8105,Lv.15大地的 斧子 部队恢复士(53507),wander,10,10,40,1,191051|191052,50|50,MyHP|50|Skill|191053,,,,,,,,,,,,,,
8106,Lv.15大地的 斧子 部队打克伍德(53206),wander,10,10,40,1,191061|191062,50|50,MyHP|50|Skill|191063,,,,,,,,,,,,,,
8107,Lv.25风之歌谣部队技术兵(53109),wander,10,10,40,1,191071|191072,50|50,MyHP|50|Skill|191073,,,,,,,,,,,,,,
8108,Lv.25风之歌谣部队突击兵(53208),wander,10,10,40,1,191081|191082,50|50,MyHP|50|Skill|191083,,,,,,,,,,,,,,
8109,Lv.25风之歌谣部队治疗兵(53511),wander,10,10,40,1,191091|191092,50|50,MyHP|50|Skill|191093,,,,,,,,,,,,,,
8110,Lv.25风之歌谣部队队长 布利斯伍德(53210),wander,10,10,40,1,191101|191102,50|50,MyHP|50|Skill|191103,,,,,,,,,,,,,,
8111,Lv.35破裂的 撤退 部队突击兵(53004),wander,10,10,40,1,191111|191112,50|50,MyHP|50|Skill|191113,,,,,,,,,,,,,,
8112,Lv.35破裂的 撤退 部队狙击手(53505),wander,10,10,40,1,191121|191122,50|50,MyHP|50|Skill|191123,,,,,,,,,,,,,,
8113,Lv.35破裂的 撤退 部队恢复士(53507),wander,10,10,40,1,191131|191132,50|50,MyHP|50|Skill|191133,,,,,,,,,,,,,,
8114,Lv.35破裂的 撤退 部队士兵官莱布利斯(53010),wander,10,10,40,1,191141|191142,50|50,MyHP|50|Skill|191143,,,,,,,,,,,,,,
8115,Lv.42士?的 恶魂 部队狂战士(53008),wander,10,10,40,1,191151|191152,50|50,MyHP|50|Skill|191153,,,,,,,,,,,,,,
8116,Lv.42士?的 恶魂 部队暗杀者(53509),wander,10,10,40,1,191161|191162,50|50,MyHP|50|Skill|191163,,,,,,,,,,,,,,
8117,Lv.42士?的 恶魂 部队恢复士(53011),wander,10,10,40,1,191171|191172,50|50,MyHP|50|Skill|191173,,,,,,,,,,,,,,
8118,Lv.42士?的 恶魂 部队指挥官 赛义阿西(53510),wander,10,10,40,1,191181|191182,50|50,MyHP|50|Skill|191183,,,,,,,,,,,,,,
8119,?战地 Lv.45 虚无的炼金术术 哈坎德纳勒(1044) (BOSS),stand,20,0,40,1,191191|191192,50|50,BattleRepeat|30|Skill|191193,BattleRepeat|17|Skill|191195,BattleRepeat|60|Skill|191196,,,,,BattleTime|0|Skill|232511,IdleTime|0|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
8120,分?-Lv.50细灰 北神战士(7039),wander,0,10,40,1,191201|191202,50|50,MyHP|70|Skill|191203,,,,,,,,,,,,,,
8121,分?-Lv.50细灰 北神术士(7040),wander,10,10,40,1,191211|191212,50|50,MyHP|70|Skill|191213,,,,,,,,,,,,,,
8122,分?-Lv.50德鲁鲁(7041)(精锐),stand,10,0,40,1,191221|191222,50|50,MyHP|70|Skill|191223,,,,,,,BattleTime|0|Skill|232511,IdleTime|0|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
8123,分?-Lv.50死亡 布雷斯莱斯(3018),wander,0,10,40,1,191231|191232,50|50,MyHP|70|Skill|191233,,,,,,,,,,,,,,
8124,分?-Lv.50暗杀 布雷斯莱斯(3019),wander,10,10,40,1,191241|191242,50|50,MyHP|70|Skill|191243,,,,,,,,,,,,,,
8125,分?-Lv.50莱塞斯(3020)(精锐),stand,10,0,40,1,191251|191252,50|50,MyHP|70|Skill|191253,,,,,,,BattleTime|0|Skill|232511,IdleTime|0|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
8126,??-Lv.50暗黑 火花 戴奥斯沃夫(1003),wander,0,10,40,1,191261|191262,50|50,MyHP|70|Skill|191263,,,,,,,,,,,,,,
8127,??-Lv.50暗黑 寒流 戴奥斯沃夫(1004),wander,10,10,40,1,191271|191272,50|50,MyHP|70|Skill|191273,,,,,,,,,,,,,,
8128,??-Lv.50伊斯库特(1005)(精锐),stand,10,0,40,1,191281|191282,50|50,MyHP|70|Skill|191283,,,,,,,BattleTime|0|Skill|232511,IdleTime|0|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
8129,??-Lv.50蒙地 斯卡伊哥布林(3027),wander,0,10,40,1,191291|191292,50|50,MyHP|70|Skill|191293,,,,,,,,,,,,,,
