TID,Position,String,EngContents,LocalContents,System_Voice,FontColor,FontSize,Comment
20131,0,GV_POST_DAY_MAIN,MST_Contents_001634,$GetValue1()-$GetValue2()-$GetValue3()/n$GetValue4()$GetValue5():$GetValue6(),,"255,255,255",10,邮件信息
20132,0,GV_POST_NOT_READ,MST_Contents_001635,未读邮件/n一般:$GetValue1()封/n公文:$GetValue2()封,,"255,255,255",10,邮件信息
20133,0,GV_TOOLTIP_PORTAL_NAME,MST_Contents_001636,名称:$GetValue1(),,"255,255,255",10,网站错误
20134,0,GV_TOOLTIP_PORTAL_GHELLD,MST_Contents_001637,必要金币:$GetValue1(),,"255,255,255",10,网站错误
20135,0,GV_TOOLTIP_PORTAL_LEVEL,MST_Contents_001638,等级区间:$GetValue1()~$GetValue2(),,"255,255,255",10,网站错误
20136,0,GV_TOOLTIP_PORTAL_RACE,MST_Contents_001639,可使用种族:$GetValue1(),,"255,255,255",10,网站错误
20137,0,GV_TOOLTIP_PORTAL_HAVEITEM,MST_Contents_001640,持有物品:$GetValue1()$GetValue2()?,,"255,255,255",10,网站错误
20138,0,GV_TOOLTIP_PORTAL_ITEM,MST_Contents_001641,消耗品:$GetValue1()$GetValue2()?,,"255,255,255",10,网站错误
20139,0,GV_TOOLTIP_PORTAL_QUEST,MST_Contents_001642,必要任务:$GetValue1(),,"255,255,255",10,网站错误
20140,12,GV_REBIRTH_CONFIRM,MST_Contents_001643,在登陆点可以复活吗?,,"255,255,255",10,点击据点复活键时UI出现的信息
20141,12,GV_REBIRTH_ITEMCONFIRM,MST_Contents_001644,$GetValue1()使用.现在可以复活吗?,,"255,255,255",10,点击物品复活键时UI出现的信息
20142,12,GV_REBIRTH_PASSCONFIRM,MST_Contents_001645,可以在经由地复活吗?,,"255,255,255",10,点击经由地复活键时UI出现的信息
20143,8,GV_PARTYGROUP_ASK_INVITE_FAIL_03,MST_Contents_001646,<TC '59:184:120' Text'[$GetValue1()]'/>已经属于其他突袭队伍.,,"255,255,255",10,打算邀请的队伍已经属于其他队伍时
20144,8,GV_PARTYGROUP_ASK_INVITE_FAIL_04,MST_Contents_001647,<TC '59:184:120' Text'[$GetValue1()]'/>在同一个突袭队伍.,,"255,255,255",10,打算邀请的队伍在同一个队伍时
20145,8,GV_PARTYGROUP_ASK_INVITE_FAIL_05,MST_Contents_001648,<TC '59:184:120' Text'[$GetValue1()]'/>所在地域无法接受邀请.,,"255,255,255",10,打算邀请的队伍所在地域无法接受邀请时
20146,8,GV_PARTYGROUP_JOIN_02,MST_Contents_001649,<TC '196:223:155' Text'[$GetValue1()]'/>以参与突袭.,,"255,255,255",10,以参与突袭时
20147,8,GV_PARTYGROUP_MASTER_MODIFY,MST_Contents_001650,<TC '196:223:155' Text'[$GetValue1()]'/>已变更突袭场所.,,"255,255,255",10,委任联合别的队伍的队伍场时
20148,8,GV_PARTYGROUP_OUT,MST_Contents_001651,<TC '196:223:155' Text'[$GetValue1()]'/>已从队伍中退出参与突袭.,,"255,255,255",10,退出突袭时
20149,8,GV_PARTYGROUP_BANED,MST_Contents_001652,<TC '196:223:155' Text'[$GetValue1()]'/>的队伍已从联合中被踢出.,,"255,255,255",10,被踢出突袭时
20150,8,GV_ITEM_CRASH,MST_Contents_001653,"耐久度为0,$GetItemLink()物品已被破坏.",,"255,255,255",10,"耐久度为0,物品消失"
20151,8,GV_ITEM_DELETE,MST_Contents_001654,$GetItemLink()已销毁物品.,,"255,255,255",10,"耐久度为0,物品消失"
20152,8,QUEST_SHARE_ACCEPT,MST_Contents_001655,[$GetValue1()]已接受任务共有邀请.,,"255,255,255",10,收到任务共有邀请的PC点击弹出窗口的[允许]时，给发出共有邀请的PC
20153,8,QUEST_SHARE_REFUSAL,MST_Contents_001656,[$GetValue1()]已拒绝任务共有邀请,,"255,255,255",10,收到任务共有邀请的PC点击弹出窗口的[拒绝]时，给发出共有邀请的PC
20154,8,GV_QUEST_SHARE_USERNAME,MST_Contents_001657,[$GetValue1()]$GetValue2(),,"255,255,255",10,收到任务共有邀请的对象PC的名称
20155,8,GV_FRIEND_SUCCESS,MST_Contents_001658,[$GetValue1()]作为好友登陆.,,"255,255,255",10,好友关联信息
20156,8,GV_FRIEND_BLOCK_ADD_SUCCESS,MST_Contents_001659,[$GetValue1()]已绝交.,,"255,255,255",10,好友关联信息
20157,8,GV_FRIEND_ONLINE,MST_Contents_001660,[$GetValue1()]已连接.,,"255,255,255",10,好友关联信息
20158,8,GV_FRIEND_OFFLINE,MST_Contents_001661,[$GetValue1()]连接已结束.,,"255,255,255",10,好友关联信息
20159,8,GV_QUEST_TIMER,MST_Contents_001662,任务剩余时间:[$GetValue1()]:[$GetValue2()],,"255,255,255",10,任务计时器标示
20160,4,GV_QUEST_TIMEOUT,MST_Contents_001663,[$GetValue1()]超时，失败.,,"255,255,255",10,超过任务时间 失败
20161,0,GV_WAR_ENTER,MST_Contents_001664,<TC '255:198:0' Text'[$GetValue1()]/n将参与吗?'/>/n<TC'237:222:197' Text'? 进入战场的情况 ? /n会自动构成突袭团队.'/>,,"255,255,255",10,确认参与战场通知
20162,24,GV_WAR_STARTMIN,MST_Contents_001665,$GetValue1()分后$GetValue2()开始.,,"255,255,255",10,战争内容开始通知
20163,24,GV_WAR_STARTSEC,MST_Contents_001666,$GetValue1()秒后$GetValue2()开始.,,"255,255,255",10,战争内容开始通知
20164,4,GV_WAR_STARTING,MST_Contents_001667,$GetValue1()从开始之后剩余时间:$GetValue2()分$GetValue3()秒,,"255,255,255",10,战争内容开始通知
20165,4,GV_WAR_START,MST_Contents_001668,$GetValue1()开始.,,"255,255,255",10,战争内容开始通知
20166,12,GV_WAR_OCCUPATION_NEW_ING,MST_Contents_001669,$GetValue1()已占领.,System_War_Occupation_M_01.ogg|System_War_Occupation_F_01.ogg|0|0|0|0|System_War_Occupation_M_01.ogg|System_War_Occupation_F_01.ogg,"255,255,255",10,战争内容进行情况-圣物占领战
20167,12,GV_WAR_OCCUPATION_NEW_CANCEL,MST_Contents_001670,$GetValue1()已取消占领.,,"255,255,255",10,战争内容进行情况-圣物占领战
20168,12,GV_WAR_OCCUPATION_ING,MST_Contents_001671,$GetValue1()阵营$GetValue2()占领中.,,"255,255,255",10,战争内容进行情况-圣物占领战
20169,12,GV_WAR_OCCUPATION_END,MST_Contents_001672,$GetValue1()阵营$GetValue2()占领完成.,System_War_Occupation_M_02.ogg|System_War_Occupation_F_02.ogg|0|0|0|0|System_War_Occupation_M_02.ogg|System_War_Occupation_F_02.ogg,"255,255,255",10,战争内容进行情况-圣物占领战
20170,12,GV_WAR_OCCUPATION_CANCEL,MST_Contents_001673,$GetValue1()阵营$GetValue2()占领取消.,,"255,255,255",10,战争内容进行情况-圣物占领战
20171,12,GV_WAR_WIN,MST_Contents_001674,$GetValue1()阵营已胜利.,,"255,255,255",10,战争内容完成
20172,12,GV_WAR_DROW,MST_Contents_001675,$GetValue1()和$GetValue2()无胜负.,,"255,255,255",10,战争内容完成
20173,12,GV_WAR_LOSE,MST_Contents_001676,$GetValue1()阵营已失败.,,"255,255,255",10,战争内容完成
20174,12,GV_REGION_INFO,MST_Contents_001677,$GetValue1()$GetValue2(),,"255,255,255",10,产生地域名称
20175,12,GV_TIME_OUT,MST_Contents_001678,向角色选择画面移动.剩余时间$GetValue1()秒,,"255,255,255",10,非战斗行动制约信息
20176,12,GV_TIME_GAME_OUT,MST_Contents_001679,游戏结束.剩余时间$GetValue1()秒,,"255,255,255",10,非战斗行动制约信息
20177,12,GV_WAR_ASSASSIN_ASSAULT,MST_Contents_001680,$GetValue1()阵营$GetValue2()攻击中.,,"255,255,255",10,战争内容暗杀战NPC攻击中
20178,12,GV_WAR_ASSASSIN_ATTACK,MST_Contents_001681,$GetValue1()阵营$GetValue2()受攻击中.,System_War_Damage_M_01.ogg|System_War_Damage_F_01.ogg|0|0|0|0|System_War_Damage_M_01.ogg|System_War_Damage_F_01.ogg,"255,255,255",10,战争内容暗杀战NPC受到攻击
20179,12,GV_WAR_ASSASSIN_DEAD,MST_Contents_001682,$GetValue1()阵营$GetValue2()死亡.,System_War_Die_M_01.ogg|System_War_Die_F_01.ogg|0|0|0|0|System_War_Die_M_01.ogg|System_War_Die_F_01.ogg,"255,255,255",10,战争内容暗杀战NPC死亡
20180,12,GV_WAR_ASSASSIN_OPENDOOR,MST_Contents_001683,$GetValue1()阵营暗杀队长的结界已解除.,,"255,255,255",10,战争内容暗杀战达到一定分数时解除结界
20181,12,GV_WAR_DESTORY_DEAD,MST_Contents_001684,$GetValue1()阵营$GetValue2()破坏.,System_War_Destroy_M_01.ogg|System_War_Destroy_F_01.ogg|0|0|0|0|System_War_Destroy_M_01.ogg|System_War_Destroy_F_01.ogg,"255,255,255",10,战争内容艾康破坏战NPC死亡
20182,12,GV_WAR_DESTORY_ATTACK,MST_Contents_001685,结果:被破坏的圣物$GetValue1()个.,,"255,255,255",10,战争内容结果-目标(艾康破坏战)
20183,12,GV_WAR_DESTORY_DEAD,MST_Contents_001686,破坏数量:$GetValue1()个($GetValue2()阵营用户被击杀的数字:$GetValue3()),,"255,255,255",10,战争内容结果-结果(艾康破坏战)
20184,12,GV_WEAPON_CHANGE,MST_Contents_001687,$GetValue1()已通过武器交替.,,"255,255,255",10,武器交替信息
20185,8,GV_CHAT_DISABLE,MST_Contents_001688,通过判断性聊天，暂时无法输入文字.,,"255,255,255",10,现状态下聊天时
20186,8,GV_CHAT_DISABLE_ACTIVE,MST_Contents_001689,$GetValue1()秒期间无法聊天.,,"255,255,255",10,聊天-现状态下发送聊天时
20187,8,GV_CHAT_DISABLE_ACTIVE_ARCHLORD,MST_Contents_001690,$GetValue1()秒期间无法外侵.,,"255,255,255",10,霸王聊天-现状态下发送聊天时
20188,8,GV_CHAT_CHANNEL_SAY,MST_Contents_001691,[一般] [$GetValue1()]:$GetValue2(),,"255,255,255",10,一般聊天信息输出时
20189,8,GV_CHAT_CHANNEL_PARTY,MST_Contents_001692,[队伍] [$GetValue1()]:$GetValue2(),,"255,255,255",10,队伍聊天信息输出时
20190,8,GV_CHAT_CHANNEL_PARTYGROUP,MST_Contents_001693,[突袭] [$GetValue1()]:$GetValue2(),,"255,255,255",10,突袭聊天信息输出时
20191,8,GV_CHAT_CHANNEL_GUILD,MST_Contents_001694,[公会] [$GetValue1()]:$GetValue2(),,"255,255,255",10,公会聊天信息输出时
20192,8,GV_CHAT_CHANNEL_YELL,MST_Contents_001695,[外侵] [$GetValue1()]:$GetValue2(),,"255,255,255",10,??聊天信息输出时
20193,8,GV_CHAT_CHANNEL_WHISPER_01,MST_Contents_001696,[密语] [$GetValue1()]???:$GetValue2(),,"255,255,255",10,发送密语时的输入窗口
20194,64,GV_CHAT_CHANNEL_WAR,MST_Contents_001697,[战斗] :$GetValue1(),,"255,255,255",10,战斗聊天信息输出
20195,12,GV_CHAT_CHANNEL_CASHMESSAGE,MST_Contents_001698,[喇叭] [$GetValue1()]:$GetValue2(),,"255,255,255",10,喇叭聊天内容标示
20196,12,GV_CHAT_CHANNEL_ARCHLORD,MST_Contents_001699,[霸王] [$GetValue1()]:$GetValue2(),,"255,255,255",10,喇叭聊天内容标示
20197,12,GV_CHAT_CHANNEL_CASHMESSAGE01,MST_Contents_001700,[$GetValue1()]:$GetValue2(),,"255,255,255",10,在喇叭聊天窗口标示内容
20198,8,GV_CHAT_CHANNEL_WHISPER_02,MST_Contents_001701,[收到的密语] [$GetValue1()]发出:$GetValue2(),,"255,255,255",10,收到密语聊天信息输出时
20199,8,GV_CHAT_CHANNEL_WHISPER_03,MST_Contents_001702,[$GetValue1()]收:,,"255,255,255",10,发送密语聊天信息输出时
20200,8,GV_CHAT_CHANNEL_NOTICE,MST_Contents_001703,[公告事项] :$GetValue1(),,"255,255,255",10,根据命令输入公告事项的情况 在聊天窗口输出
20201,8,GV_CHAT_CHANNEL_ALERT,MST_Contents_001704,[警报] [$GetValue1()]:$GetValue2(),,"255,255,255",10,突袭信息输入窗口
20202,64,GV_CHAT_COMBAT_ATTACK,MST_Contents_001705,给$GetValue1()$GetValue2()程度的损害.,,"255,255,255",10,给对象损害时
20203,64,GV_CHAT_COMBAT_DAMAGE,MST_Contents_001706,从$GetValue1()受到$GetValue2()程度的损害.,,"255,255,255",10,对象收到损害时
20204,64,GV_CHAT_COMBAT_ATTACK_CRITICAL,MST_Contents_001707,致命打!$GetValue1()受到$GetValue2()程度的损害.,,"255,255,255",10,给对象大的损害时
20205,64,GV_CHAT_COMBAT_DAMAGE_CRITICAL,MST_Contents_001708,致命打!$从GetValue1()受到$GetValue2()程度的损害.,,"255,255,255",10,对象收到大的损害时
20206,64,GV_CHAT_COMBAT_ATTACK_BLOCK,MST_Contents_001709,"减少受损!$GetValue1(),给目标$GetValue2()程度的损害.",,"255,255,255",10,对象受损时
20207,64,GV_CHAT_COMBAT_DAMAGE_BLOCK,MST_Contents_001710,减少受损!被$GetValue1()攻击，受到了$GetValue2()程度的损害.,,"255,255,255",10,自己受损时
20208,64,GV_CHAT_COMBAT_ATTACK_DODGE,MST_Contents_001711,回避!避开了$GetValue1()的攻击.,,"255,255,255",10,自己避开攻击时
20209,64,GV_CHAT_COMBAT_DAMAGE_DODGE,MST_Contents_001712,"回避!$GetValue1(),避开了目标的攻击.",,"255,255,255",10,避开了对象的攻击时
20210,64,GV_CHAT_HP_HEAL_MYUSE,MST_Contents_001713,恢复! 生命$GetValue1()已恢复.,,"255,255,255",10,自己的hp恢复
20211,64,GV_CHAT_HP_HEAL_RECIVE,MST_Contents_001714,恢复!$GetValue1()帮你恢复了$GetValue2()程度的生命.,,"255,255,255",10,从对方那里hp恢复技能
20212,64,GV_CHAT_MP_HEAL_MYUSE,MST_Contents_001715,恢复! 法力$GetValue1()已恢复.,,"255,255,255",10,自己的mp恢复
20213,64,GV_CHAT_MP_HEAL_RECIVE,MST_Contents_001716,恢复!$GetValue1()帮你恢复了$GetValue2()程度的法力.,,"255,255,255",10,从对方那里mp恢复技能
20214,64,GV_CHAT_HP_ABSORB,MST_Contents_001717,吸收! 吸收了$GetValue1()程度的生命.,,"255,255,255",10,hp吸收
20215,64,GV_CHAT_MP_ABSORB,MST_Contents_001718,吸收! 吸收了$GetValue1()程度的法力.,,"255,255,255",10,mp吸收
20216,12,GV_WAR_OCCUPATION_GOAL1,MST_Contents_001719,分数$GetValue1(),,"255,255,255",10,战争内容目标(圣物占领战)
20217,12,GV_WAR_HERO_GOAL1,MST_Contents_001720,击杀$GetValue1(),,"255,255,255",10,战争内容目标(英雄战)
20218,12,GV_WAR_ASSASSIN_GOAL1,MST_Contents_001721,得到10000分解除结界/n处置敌方阵营英雄$GetValue1()名,,"255,255,255",10,战争内容目标(暗杀战)
20219,12,GV_WAR_ATTACK_GOAL1,MST_Contents_001722,圣物$GetValue1()分期间个人,,"255,255,255",10,战争内容目标(攻/守决定战)
20220,12,GV_WAR_DESTORY_GOAL1,MST_Contents_001723,圣物$GetValue1()个破坏,,"255,255,255",10,战争内容目标(艾康破坏战)
20221,12,GV_WAR_RACEWAR_GOAL1,MST_Contents_001724,"处置敌人,获得$GetValue1()分",,"255,255,255",10,战争内容目标(大规模阵营战)
20222,12,GV_WAR_ARCHLORD_GOAL1,MST_Contents_001725,最后活着的$GetValue1()人,,"255,255,255",10,战争内容目标(霸王之决)
20223,12,GV_WAR_ARCHLORD_HALIDOM_SUCCESS,MST_Contents_001726,$GetValue1()占领了荣耀的象征.,,"255,255,255",10,荣耀的象征之主诞生时(霸王之决)
20224,24,GV_WAR_ARCHLORD_SUCCESS,MST_Contents_001727,$GetValue1()成为了霸王.,,"255,255,255",10,最后剩下一人霸王诞生(霸王之决)
20225,8,GV_FRIEND_DELETE,MST_Contents_001728,[$GetValue1()]从好友目录中被删除.,,"255,255,255",10,删除好友信息
20226,12,GV_WARCONTENTS_OUT,MST_Contents_001729,离开战场.剩余时间$GetValue1()秒,,"255,255,255",10,从战场离开时
20227,12,GV_SKILL_PARTY_RECALL,MST_Contents_001730,[$GetValue1()]拒绝了召唤.,,"255,255,255",10,队伍成员使用召唤技能
20228,8,GV_ITEM_REPAIR_NEED,MST_Contents_001731,$GetValue1()物品的耐久度为0.请修理.,,"255,255,255",10,物品耐久度为0时
20229,12,GV_CHAT_IGNORE_SAY,MST_Contents_001732,[$GetValue1()]拒绝了密语.,,"255,255,255",10,设定拒绝密语
20230,12,GV_KEYSETTING_SUCCESS,MST_Contents_001733,$GetValue1()设置为快捷键$GetValue2().,,"255,255,255",10,按键设定
20231,12,GV_KEYSETTING_CHANGE,MST_Contents_001734,$GetValue1()正在使用.$GetValue2()快捷键解除.,,"255,255,255",10,按键设定
20232,0,GV_WAIT_NAME,MST_Contents_001735,服务器名称:$GetValue1(),,"255,255,255",10,等代表
20233,0,GV_WAIT_PERSON,MST_Contents_001736,连接等待中:$GetValue1()名,,"255,255,255",10,等代表
20234,0,GV_WAIT_ TIME_HOUR_MIN,MST_Contents_001737,预计等待时间:约$GetValue1()时$GetValue2()分,,"255,255,255",10,等代表
20235,0,GV_WAIT_TIME_MIN,MST_Contents_001738,预计等待时间:约$GetValue1()分,,"255,255,255",10,等代表
20236,12,GV_PARTY_SKILL_USE,MST_Contents_001739,$GetValue1()队伍技能已被使用.,,"255,255,255",10,使用队伍技能
20237,12,GV_FAMEPOINT_PVP_GAIN,MST_Contents_001740,"处置对方,获得名望分数$GetValue1().",,"255,255,255",10,使对方PC死亡时
20238,12,GV_FAMEPOINT_QUEST_GAIN,MST_Contents_001741,"处置对方,获得名望分数$GetValue1().",,"255,255,255",10,任务补偿
20239,0,GV_INSTANCE_LIMIT_PERSON,MST_Contents_001742,奖励人员:$GetValue1()名,,"255,255,255",10,地下城奖励人员
20240,0,GV_INSTANCE_LIMIT_LEVEL,MST_Contents_001743,等级限制:$GetValue1()~$GetValue2(),,"255,255,255",10,地下城等级限制
20241,12,GV_BINDER_SUCCESS,MST_Contents_001744,指定为$GetValue1().,,"255,255,255",10,据点注册完成
20242,12,GV_INSTANCE_ SOLO_ITEM_NOJOIN,MST_Contents_001745,"$GetItemLink()没有物品,无法进入.",,"255,255,255",10,没有物品无法进入.(单人情况)
20243,12,GV_INSTANCE_PARTY_LEVEL_NOJOIN,MST_Contents_001746,$GetValue1()的等级不足，无法进入.,,"255,255,255",10,等级不足无法进入(队伍情况)
20244,12,GV_INSTANCE_ PARTY_ITEM_NOJOIN,MST_Contents_001747,"$GetValue1()没有$GetItemLink()物品,无法进入.",,"255,255,255",10,没有物品无法进入.(队伍情况)
20245,12,GV_INSTANCE_JOIN_CANCEL,MST_Contents_001748,$GetValue1()已取消进入地下城.,,"255,255,255",10,队伍成员中即使有1名，点击[取消]进入地下城UI的情况
20246,12,GV_INSTANCE_GOAL,MST_Contents_001749,$GetValue1()($GetValue2()/$GetValue3()),,"255,255,255",10,地下城目标UI标示
20247,12,GV_INSTANCE_DIFFICULTY,MST_Contents_001750,奖励人员:$GetValue1(),,"255,255,255",10,地下城目标UI标示
20248,12,GV_INSTANCE_TIMEOUT1,MST_Contents_001751,限制时间:$GetValue1()分$GetValue2()秒,,"255,255,255",10,地下城目标UI标示
20249,12,GV_INSTANCE_TIMEOUT2,MST_Contents_001752,限制时间:$GetValue1()时$GetValue2()分$GetValue3()秒,,"255,255,255",10,地下城目标UI标示
20250,12,GV_INSTANCE_UNLIMIT,MST_Contents_001753,限制时间:$GetValue1(),,"255,255,255",10,地下城目标UI标示
20251,0,GV_INSTANCE_ROUNDKILL,MST_Contents_001754,$GetValue1() Round($GetValue2()分$GetValue3()秒),,"255,255,255",10,地下城目标UI标示
20252,12,GV_INSTANCE_TIME,MST_Contents_001755,$GetValue1()秒,,"255,255,255",10,地下城补偿UI标示
20253,12,GV_AUCTION_ABLE_NUMBER,MST_Contents_001756,可注册个数($GetValue1()/$GetValue2()),,"255,255,255",10,拍卖场UI标示
20254,12,GV_AUCTION_SALE_ING,MST_Contents_001757,$GetValue1()卖出中,,"255,255,255",10,拍卖场UI标示
20255,12,GV_AUCTION_REGISTER,MST_Contents_001758,$GetItemLink()物品已注册.,,"255,255,255",10,拍卖场-物品注册完成
20256,12,GV_AUCTION_TIC,MST_Contents_001759,$GetValue1()时$GetValue2()分,,"255,255,255",10,拍卖场-UI标示
20257,12,GV_AUCTION_HOUR,MST_Contents_001760,$GetValue1()时,,"255,255,255",10,拍卖场-UI标示
20258,12,GV_AUCTION_WEAPON_LEVEL,MST_Contents_001761,熟练度等级:$GetValue1(),,"255,255,255",10,拍卖场-UI标示
20259,12,GV_INSTANCE_OUT,MST_Contents_001762,离开地下城.剩余时间$GetValue1()秒,,"255,255,255",10,离开地下城的情况
20260,0,GV_FORTUNA_RESERVES_COIN,MST_Contents_001763,$GetValue1()个,,"255,255,255",10,循环机UI-保有pc的金币标示
20261,0,GV_FORTUNA_NEED_COIN,MST_Contents_001764,所需金币:$GetValue1()个,,"255,255,255",10,循环机UI-箱子物品金币个数标示
20262,12,GV_FORTUNA_WIN,MST_Contents_001765,胜利补偿获得$GetValue1()个金币.,,"255,255,255",10,循环机UI-箱子物品金币个数标示
20263,12,GV_FORTUNA_LOSE,MST_Contents_001766,失败补偿获得$GetValue1()个金币.,,"255,255,255",10,循环机UI-箱子物品金币个数标示
20264,0,GV_PRODUCTION_LACK,MST_Contents_001767,必要熟练度:$GetValue1(),,"255,255,255",10,制作UI的熟练度不足标示
20265,12,GV_GATHER_EXP,MST_Contents_001768,$GetValue1()获取采集/制作熟练度经验值$GetValue2().,,"255,255,255",10,采集熟练度增加信息
20266,12,GV_GATHER_LEVEL,MST_Contents_001769,$GetValue1()达到采集/制作熟练度$GetValue2()级.,,"255,255,255",10,采集熟练度等级增加信息
20267,12,GV_RETURN_ING,MST_Contents_001770,$GetValue1()$GetValue2()限制权限.,,"255,255,255",10,使用权限物品
20268,8,GV_BROADCASTING_ENCHANT_SUCCESS,MST_Contents_001771,$GetValue1()$GetValue2()强化成功.,,"255,255,255",10,物品强化10以上成功发送信息
20269,8,GV_BROADCASTING_TAKE_SPECIALITEM,MST_Contents_001772,$GetValue1()$GetItemLink()获取物品.,,"255,255,255",10,获取特别物品
20270,8,GV_BROADCASTING_BOX_HIGHGRADE,MST_Contents_001773,$GetValue1()从$GetValue2()获取$GetValue3()物品.,,"255,255,255",10,在随机箱子获取特级以上物品时发送信息
20271,8,GV_BROADCASTING_MIX_HIGHGRADE,MST_Contents_001774,$GetValue1()通过组合$GetItemLink()物品获得.,,"255,255,255",10,在组合中获取英雄物品时发送信息
20272,8,GV_BROADCASTING_WINNER_REALM,MST_Contents_001775,在$GetValue1()战场$GetValue2()阵营胜利.,,"255,255,255",10,战场胜利阵营生成
20273,0,GV_SHOW_MYGUARD,MST_Contents_001776,$GetValue1()的$GetValue2(),,"255,255,255",10,负责护卫NPC的PC名称标示
20274,8,GV_COMMON_ITEM_USE,MST_Contents_001777,$GetItemLink()已使用物品.,,"255,255,255",10,物品使用完成
20275,4,GV_INS_COUNT,MST_Contents_001778,$GetValue1()秒后取消地下城进入准备.,,"255,255,255",10,进入地下城准备取消
20276,0,GV_INS_BOSSKILL,MST_Contents_001779,$GetValue1()($GetValue2()/$GetValue3()),,"255,255,255",10,实例进行情况标示UI-删除回绝
20277,0,GV_INS_ROUNDKILL,MST_Contents_001780,$GetValue1() Round($GetValue2()/$GetValue3()),,"255,255,255",10,实例进行情况标示UI
20278,0,GV_STATUS_POINT,MST_Contents_001781,必要seutet要点:$GetValue1(),,"255,255,255",10,角色seutet投资必要要点
20279,0,GV_GUILD_JOIN,MST_Contents_001782,$GetValue1()加入其他公会.,,"255,255,255",10,加入公会
20280,0,GV_GUILD_OUT,MST_Contents_001783,$GetValue1()退出其他公会.,,"255,255,255",10,退出公会
20281,0,GV_GUILD_KICKOUT,MST_Contents_001784,$GetValue1()被公会踢出.,,"255,255,255",10,踢出公会
20282,0,GV_GUILD_CREATE,MST_Contents_001785,$GetValue1()公会创立.,,"255,255,255",10,创立公会
20283,0,GV_GUILD_MASTER_CHANGE,MST_Contents_001786,公会会长变更:$GetValue1().,,"255,255,255",10,公会会长变更
20284,0,GV_GUILD_LEVELUP,MST_Contents_001787,公会等级<TC'238:73:0' Text'$GetValue1()'/>达成.,,"255,255,255",10,公会等级增加
20285,8,GV_FRIEND_BLOCK_DELETE,MST_Contents_001788,[$GetValue1()]以切断.,,"255,255,255",10,解除好友切断信息
20286,0,GV_WAR_NUMBER,MST_Contents_001789,$GetValue1()回,,"255,255,255",10,战场信息回数标示
20287,0,GV_SHOW_PLAYTIME,MST_Contents_001790,游戏<TC '188:234:6' Text'$GetValue1()'/>时间./n长时间玩游戏不利于身体健康.,,"255,255,255",10,战场信息回数标示
20288,8,GV_CHAT_BLOCK,MST_Contents_001791,$GetValue1()期间禁止聊天.,,"255,255,255",10,禁止聊天信息
20289,0,GV_CHAT_BLOCK_MINUTE,MST_Contents_001792,分,,"255,255,255",10,禁止聊天信息分标示
20290,0,GV_CHAT_BLOCK_SECOND,MST_Contents_001793,秒,,"255,255,255",10,禁止聊天信息秒标示
20291,8,GV_EVENT_EXP,MST_Contents_001794,增加$GetValue1()%经验值/武器熟练度,,"255,255,255",10,活动UI提示
20292,8,GV_EVENT_DROPRATE,MST_Contents_001795,增加$GetValue1()%使用率,,"255,255,255",10,活动UI提示
20293,8,GV_EVENT_FAME,MST_Contents_001796,增加$GetValue1()名望分数,,"255,255,255",10,活动UI提示
20294,8,GV_EVENT_GHELLD,MST_Contents_001797,增加$GetValue1()%金币量,,"255,255,255",10,活动UI提示
20295,12,GV_EQUIP_LIMIT_RACE,MST_Contents_001798,此种族无法使用.,,"255,255,0",10,物品-穿着限制 -种族
20296,12,GV_EQUIP_LIMIT_GENDER,MST_Contents_001799,此性别无法使用.,,"255,255,0",10,物品-穿着限制 -性别
20297,0,GV_GATHER_POSSIBLE01,MST_Contents_001800,$GetValue1()采集可能,,"196,196,196",10,采集提示-PC和采集等级有-6 ~ -10的差异的采集物(100%可以采集但是经验值不会上升)
20298,0,GV_GATHER_POSSIBLE02,MST_Contents_001801,$GetValue1()采集可能,,"255,255,0",10,采集提示-PC和采集等级有-4 ~ -5差异的采集物(100%可以采集)
20299,0,GV_GATHER_POSSIBLE03,MST_Contents_001802,$GetValue1()采集可能,,"255,146,11",10,采集提示-PC和采集等级有0 ~ -3差异的采集物( 虽然可以采集但有可能失败)
20300,0,GV_GATHER_IMPOSSIBLE,MST_Contents_001803,$GetValue1()采集不可能,,"255,0,0",10,采集提示-无法采集的采集物
20301,0,GV_GATHER_POSSIBLELV,MST_Contents_001804,采集可能熟练度:$GetValue1(),,"39,141,246",10,采集提示-采集熟练度
20302,0,GV_STATE_STR_BTN_DESC,MST_Contents_001805,说明:物理攻击度增加<TC '12:255:0' Text'+$GetValue1()'/>~<TC '12:255:0' Text'+$GetValue2()'/>.,,"255,255,255",10,力量seutet键提示
20303,0,GV_STATE_CON_BTN_DESC,MST_Contents_001806,"说明:最大生命<TC '12:255:0' Text'+$GetValue1()'/>,/n生命自动恢复量增加<TC '12:255:0' Text'+$GetValue2()'/>.",,"255,255,255",10,生命seutet键提示
20304,0,GV_STATE_WIS_BTN_DESC,MST_Contents_001807,说明:魔法攻击度增加<TC '12:255:0' Text'+$GetValue1()'/>~<TC '12:255:0' Text'+$GetValue2()'/>.,,"255,255,255",10,技能seutet键提示
20305,0,GV_STATE_MEN_BTN_DESC,MST_Contents_001808,"说明:最大法力<TC '12:255:0' Text'+$GetValue1()'/>,/n法力自动恢复量增加<TC '12:255:0' Text'+$GetValue2()'/>.",,"255,255,255",10,战斗值seutet键提示
