TID,GroupTID,Step,Comment,SuccessRate,KeepRate,DownRate,ResetRate,CostGhelld,SourceItem01,Item01Value,SourceItem02,Item02Value,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS
25310,25300,10,中等鞋子_1~10,900,1500,0,9000,750,40100,1,,,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,298,298,0,0,0,0,0,0,0,0,0,0,0,7,0,0
25311,25300,11,中等鞋子_1~10,800,0,0,0,820,40100,1,,,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,356,356,0,0,0,0,0,0,0,0,0,0,0,9,0,0
25312,25300,12,中等鞋子_1~10,700,0,0,0,900,40100,1,,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,414,414,0,0,0,0,0,0,0,0,0,0,0,11,0,0
25313,25300,13,中等鞋子_1~10,600,0,0,0,970,40100,1,,,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,490,490,0,0,0,0,0,0,0,0,0,0,0,13,0,0
25314,25300,14,中等鞋子_1~10,500,0,0,0,1050,40100,1,,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,566,566,0,0,0,0,0,0,0,0,0,0,0,15,0,0
25315,25300,15,中等鞋子_1~10,400,0,0,0,1120,40100,1,,,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,642,642,0,0,0,0,0,0,0,0,0,0,0,17,0,0
25351,25350,1,中等鞋子_11~20,10000,0,0,0,980,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25352,25350,2,中等鞋子_11~20,9000,9500,10000,0,1950,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25353,25350,3,中等鞋子_11~20,7500,8500,10000,0,2930,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25354,25350,4,中等鞋子_11~20,6000,7500,10000,0,3910,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25355,25350,5,中等鞋子_11~20,4500,6500,10000,0,4880,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25356,25350,6,中等鞋子_11~20,3500,5500,10000,0,5860,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25357,25350,7,中等鞋子_11~20,2500,4500,10000,0,6840,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25358,25350,8,中等鞋子_11~20,1500,3500,0,10000,7810,40101,1,,,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,3,0,0
25359,25350,9,中等鞋子_11~20,1000,2500,0,10000,8790,40101,1,,,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,483,483,0,0,0,0,0,0,0,0,0,0,0,5,0,0
25360,25350,10,中等鞋子_11~20,900,1500,0,9000,9770,40101,1,,,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,599,599,0,0,0,0,0,0,0,0,0,0,0,7,0,0
25361,25350,11,中等鞋子_11~20,800,0,0,0,10740,40101,1,,,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,715,715,0,0,0,0,0,0,0,0,0,0,0,9,0,0
25362,25350,12,中等鞋子_11~20,700,0,0,0,11720,40101,1,,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,831,831,0,0,0,0,0,0,0,0,0,0,0,11,0,0
25363,25350,13,中等鞋子_11~20,600,0,0,0,12700,40101,1,,,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,983,983,0,0,0,0,0,0,0,0,0,0,0,13,0,0
25364,25350,14,中等鞋子_11~20,500,0,0,0,13670,40101,1,,,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1135,1135,0,0,0,0,0,0,0,0,0,0,0,15,0,0
25365,25350,15,中等鞋子_11~20,400,0,0,0,14650,40101,1,,,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,1287,1287,0,0,0,0,0,0,0,0,0,0,0,17,0,0
25401,25400,1,中等鞋子_21~30,10000,0,0,0,4450,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25402,25400,2,中等鞋子_21~30,9000,9500,10000,0,8900,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25403,25400,3,中等鞋子_21~30,7500,8500,10000,0,13340,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25404,25400,4,中等鞋子_21~30,6000,7500,10000,0,17790,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25405,25400,5,中等鞋子_21~30,4500,6500,10000,0,22240,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25406,25400,6,中等鞋子_21~30,3500,5500,10000,0,26690,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25407,25400,7,中等鞋子_21~30,2500,4500,10000,0,31130,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25408,25400,8,中等鞋子_21~30,1500,3500,0,10000,35580,40102,1,,,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,599,599,0,0,0,0,0,0,0,0,0,0,0,3,0,0
25409,25400,9,中等鞋子_21~30,1000,2500,0,10000,40030,40102,1,,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,723,723,0,0,0,0,0,0,0,0,0,0,0,5,0,0
25410,25400,10,中等鞋子_21~30,900,1500,0,9000,44480,40102,1,,,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,896,896,0,0,0,0,0,0,0,0,0,0,0,7,0,0
25411,25400,11,中等鞋子_21~30,800,0,0,0,48930,40102,1,,,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1069,1069,0,0,0,0,0,0,0,0,0,0,0,9,0,0
25412,25400,12,中等鞋子_21~30,700,0,0,0,53370,40102,1,,,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1242,1242,0,0,0,0,0,0,0,0,0,0,0,11,0,0
25413,25400,13,中等鞋子_21~30,600,0,0,0,57820,40102,1,,,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,1470,1470,0,0,0,0,0,0,0,0,0,0,0,13,0,0
25414,25400,14,中等鞋子_21~30,500,0,0,0,62270,40102,1,,,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,1698,1698,0,0,0,0,0,0,0,0,0,0,0,15,0,0
25415,25400,15,中等鞋子_21~30,400,0,0,0,66720,40102,1,,,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,1926,1926,0,0,0,0,0,0,0,0,0,0,0,17,0,0
25451,25450,1,中等鞋子_31~40,10000,0,0,0,12400,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25452,25450,2,中等鞋子_31~40,9000,9500,10000,0,24800,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25453,25450,3,中等鞋子_31~40,7500,8500,10000,0,37190,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25454,25450,4,中等鞋子_31~40,6000,7500,10000,0,49590,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25455,25450,5,中等鞋子_31~40,4500,6500,10000,0,61990,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25456,25450,6,中等鞋子_31~40,3500,5500,10000,0,74390,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25457,25450,7,中等鞋子_31~40,2500,4500,10000,0,86780,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25458,25450,8,中等鞋子_31~40,1500,3500,0,10000,99180,40103,1,,,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0,0,0,0,0,0,0,3,0,0
25459,25450,9,中等鞋子_31~40,1000,2500,0,10000,111580,40103,1,,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,966,966,0,0,0,0,0,0,0,0,0,0,0,5,0,0
25460,25450,10,中等鞋子_31~40,900,1500,0,9000,123980,40103,1,,,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,1197,1197,0,0,0,0,0,0,0,0,0,0,0,7,0,0
25461,25450,11,中等鞋子_31~40,800,0,0,0,136380,40103,1,,,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,1428,1428,0,0,0,0,0,0,0,0,0,0,0,9,0,0
25462,25450,12,中等鞋子_31~40,700,0,0,0,148770,40103,1,,,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,1659,1659,0,0,0,0,0,0,0,0,0,0,0,11,0,0
25463,25450,13,中等鞋子_31~40,600,0,0,0,161170,40103,1,,,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,1963,1963,0,0,0,0,0,0,0,0,0,0,0,13,0,0
25464,25450,14,中等鞋子_31~40,500,0,0,0,173570,40103,1,,,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,2267,2267,0,0,0,0,0,0,0,0,0,0,0,15,0,0
25465,25450,15,中等鞋子_31~40,400,0,0,0,185970,40103,1,,,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,2571,2571,0,0,0,0,0,0,0,0,0,0,0,17,0,0
25501,25500,1,中等鞋子_41~50,10000,0,0,0,16820,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25502,25500,2,中等鞋子_41~50,9000,9500,10000,0,33640,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25503,25500,3,中等鞋子_41~50,7500,8500,10000,0,50470,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25504,25500,4,中等鞋子_41~50,6000,7500,10000,0,67290,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25505,25500,5,中等鞋子_41~50,4500,6500,10000,0,84110,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25506,25500,6,中等鞋子_41~50,3500,5500,10000,0,100930,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25507,25500,7,中等鞋子_41~50,2500,4500,10000,0,117750,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25508,25500,8,中等鞋子_41~50,1500,3500,0,10000,134570,40104,1,,,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,3,0,0
25509,25500,9,中等鞋子_41~50,1000,2500,0,10000,151400,40104,1,,,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1206,1206,0,0,0,0,0,0,0,0,0,0,0,5,0,0
25510,25500,10,中等鞋子_41~50,900,1500,0,9000,168220,40104,1,,,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,1495,1495,0,0,0,0,0,0,0,0,0,0,0,7,0,0
25511,25500,11,中等鞋子_41~50,800,0,0,0,185040,40104,1,,,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,1784,1784,0,0,0,0,0,0,0,0,0,0,0,9,0,0
25512,25500,12,中等鞋子_41~50,700,0,0,0,201860,40104,1,,,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,2025,2073,0,0,0,0,0,0,0,0,0,0,0,11,0,0
25513,25500,13,中等鞋子_41~50,600,0,0,0,218680,40104,1,,,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,2405,2453,0,0,0,0,0,0,0,0,0,0,0,13,0,0
25514,25500,14,中等鞋子_41~50,500,0,0,0,235510,40104,1,,,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,2785,2833,0,0,0,0,0,0,0,0,0,0,0,15,0,0
25515,25500,15,中等鞋子_41~50,400,0,0,0,252330,40104,1,,,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,3165,3213,0,0,0,0,0,0,0,0,0,0,0,17,0,0
25551,25550,1,中等鞋子_51~60,10000,0,0,0,16820,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25552,25550,2,中等鞋子_51~60,9000,9500,10000,0,33640,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25553,25550,3,中等鞋子_51~60,7500,8500,10000,0,50470,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25554,25550,4,中等鞋子_51~60,6000,7500,10000,0,67290,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25555,25550,5,中等鞋子_51~60,4500,6500,10000,0,84110,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25556,25550,6,中等鞋子_51~60,3500,5500,10000,0,100930,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25557,25550,7,中等鞋子_51~60,2500,4500,10000,0,117750,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25558,25550,8,中等鞋子_51~60,1500,3500,0,10000,134570,40104,1,,,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1201,1201,0,0,0,0,0,0,0,0,0,0,0,3,0,0
25559,25550,9,中等鞋子_51~60,1000,2500,0,10000,151400,40104,1,,,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,1449,1449,0,0,0,0,0,0,0,0,0,0,0,5,0,0
25560,25550,10,中等鞋子_51~60,900,1500,0,9000,168220,40104,1,,,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,1796,1796,0,0,0,0,0,0,0,0,0,0,0,7,0,0
25561,25550,11,中等鞋子_51~60,800,0,0,0,185040,40104,1,,,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,2143,2143,0,0,0,0,0,0,0,0,0,0,0,9,0,0
25562,25550,12,中等鞋子_51~60,700,0,0,0,201860,40104,1,,,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,2490,2490,0,0,0,0,0,0,0,0,0,0,0,11,0,0
25563,25550,13,中等鞋子_51~60,600,0,0,0,218680,40104,1,,,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,2946,2946,0,0,0,0,0,0,0,0,0,0,0,13,0,0
25564,25550,14,中等鞋子_51~60,500,0,0,0,235510,40104,1,,,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,3402,3402,0,0,0,0,0,0,0,0,0,0,0,15,0,0
25565,25550,15,中等鞋子_51~60,400,0,0,0,252330,40104,1,,,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,3858,3858,0,0,0,0,0,0,0,0,0,0,0,17,0,0
25601,25600,1,中等鞋子_61~70,10000,0,0,0,16820,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25602,25600,2,中等鞋子_61~70,9000,9500,10000,0,33640,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25603,25600,3,中等鞋子_61~70,7500,8500,10000,0,50470,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25604,25600,4,中等鞋子_61~70,6000,7500,10000,0,67290,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25605,25600,5,中等鞋子_61~70,4500,6500,10000,0,84110,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25606,25600,6,中等鞋子_61~70,3500,5500,10000,0,100930,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25607,25600,7,中等鞋子_61~70,2500,4500,10000,0,117750,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25608,25600,8,中等鞋子_61~70,1500,3500,0,10000,134570,40104,1,,,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
25609,25600,9,中等鞋子_61~70,1000,2500,0,10000,151400,40104,1,,,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
25610,25600,10,中等鞋子_61~70,900,1500,0,9000,168220,40104,1,,,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
25611,25600,11,中等鞋子_61~70,800,0,0,0,185040,40104,1,,,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
25612,25600,12,中等鞋子_61~70,700,0,0,0,201860,40104,1,,,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
25613,25600,13,中等鞋子_61~70,600,0,0,0,218680,40104,1,,,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
25614,25600,14,中等鞋子_61~70,500,0,0,0,235510,40104,1,,,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
25615,25600,15,中等鞋子_61~70,400,0,0,0,252330,40104,1,,,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
26201,26200,1,物理披风_1~10,10000,0,0,0,70,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26202,26200,2,物理披风_1~10,9000,9500,10000,0,150,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26203,26200,3,物理披风_1~10,7500,8500,10000,0,220,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26204,26200,4,物理披风_1~10,6000,7500,10000,0,300,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26205,26200,5,物理披风_1~10,4500,6500,10000,0,370,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26206,26200,6,物理披风_1~10,3500,5500,10000,0,450,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26207,26200,7,物理披风_1~10,2500,4500,10000,0,520,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26208,26200,8,物理披风_1~10,1500,3500,0,10000,600,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,3,0,0,0,0,3,0,0
26209,26200,9,物理披风_1~10,1000,2500,0,10000,670,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,6,0,0,0,0,5,0,0
26210,26200,10,物理披风_1~10,900,1500,0,9000,750,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,154,0,0,0,0,0,0,9,0,0,0,0,7,0,0
26211,26200,11,物理披风_1~10,800,0,0,0,820,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,0,0,0,12,0,0,0,0,9,0,0
26212,26200,12,物理披风_1~10,700,0,0,0,900,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0,0,0,0,0,0,15,0,0,0,0,11,0,0
26213,26200,13,物理披风_1~10,600,0,0,0,970,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,248,0,0,0,0,0,0,18,0,0,0,0,13,0,0
26214,26200,14,物理披风_1~10,500,0,0,0,1050,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,282,0,0,0,0,0,0,21,0,0,0,0,15,0,0
26215,26200,15,物理披风_1~10,400,0,0,0,1120,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,316,0,0,0,0,0,0,24,0,0,0,0,17,0,0
26251,26250,1,物理披风_11~20,10000,0,0,0,980,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26252,26250,2,物理披风_11~20,9000,9500,10000,0,1950,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26253,26250,3,物理披风_11~20,7500,8500,10000,0,2930,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26254,26250,4,物理披风_11~20,6000,7500,10000,0,3910,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26255,26250,5,物理披风_11~20,4500,6500,10000,0,4880,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26256,26250,6,物理披风_11~20,3500,5500,10000,0,5860,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26257,26250,7,物理披风_11~20,2500,4500,10000,0,6840,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26258,26250,8,物理披风_11~20,1500,3500,0,10000,7810,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179,0,0,0,0,0,0,4,0,0,0,0,3,0,0
26259,26250,9,物理披风_11~20,1000,2500,0,10000,8790,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,0,0,0,0,0,0,7,0,0,0,0,5,0,0
26260,26250,10,物理披风_11~20,900,1500,0,9000,9770,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,267,0,0,0,0,0,0,11,0,0,0,0,7,0,0
26261,26250,11,物理披风_11~20,800,0,0,0,10740,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,318,0,0,0,0,0,0,14,0,0,0,0,9,0,0
26262,26250,12,物理披风_11~20,700,0,0,0,11720,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,369,0,0,0,0,0,0,18,0,0,0,0,11,0,0
26263,26250,13,物理披风_11~20,600,0,0,0,12700,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,437,0,0,0,0,0,0,22,0,0,0,0,13,0,0
26264,26250,14,物理披风_11~20,500,0,0,0,13670,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,505,0,0,0,0,0,0,25,0,0,0,0,15,0,0
26265,26250,15,物理披风_11~20,400,0,0,0,14650,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,573,0,0,0,0,0,0,29,0,0,0,0,17,0,0
26301,26300,1,物理披风_21~30,10000,0,0,0,4450,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26302,26300,2,物理披风_21~30,9000,9500,10000,0,8900,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26303,26300,3,物理披风_21~30,7500,8500,10000,0,13340,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26304,26300,4,物理披风_21~30,6000,7500,10000,0,17790,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26305,26300,5,物理披风_21~30,4500,6500,10000,0,22240,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26306,26300,6,物理披风_21~30,3500,5500,10000,0,26690,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26307,26300,7,物理披风_21~30,2500,4500,10000,0,31130,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26308,26300,8,物理披风_21~30,1500,3500,0,10000,35580,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,266,0,0,0,0,0,0,5,0,0,0,0,3,0,0
26309,26300,9,物理披风_21~30,1000,2500,0,10000,40030,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,321,0,0,0,0,0,0,8,0,0,0,0,5,0,0
26310,26300,10,物理披风_21~30,900,1500,0,9000,44480,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,398,0,0,0,0,0,0,13,0,0,0,0,7,0,0
26311,26300,11,物理披风_21~30,800,0,0,0,48930,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,475,0,0,0,0,0,0,17,0,0,0,0,9,0,0
