TID,WorldTID,Type,Name,Pos,Rotation,Ambient,Diffuse,Specular,Dimmer,Radius,SpotIn,SpotOut
6683,4413,0,LightPoint:6683,398.132|113.630|160.944,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|128.000,255.000|255.000|255.000,1.5,35,0,0
6684,4413,0,LightPoint:6684,401.780|250.800|158.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,11,0,0
6685,4413,0,LightPoint:6685,405.690|264.810|157.600,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,8,0,0
6686,4413,0,LightPoint:6686,390.820|263.270|158.156,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,10,0,0
6687,4413,0,LightPoint:6687,366.530|325.090|157.830,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,10,0,0
6688,4413,0,LightPoint:6688,382.740|324.810|157.830,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,10,0,0
6689,4413,0,LightPoint:6689,432.711|330.851|157.830,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,10,0,0
6690,4413,0,LightPoint:6690,416.928|328.060|157.830,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,10,0,0
6691,4413,0,LightPoint:6691,393.411|358.650|153.384,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,12,0,0
6692,4413,0,LightPoint:6692,393.593|394.284|153.573,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,12,0,0
6693,4413,0,LightPoint:6693,402.080|199.020|158.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.2,12,0,0
6694,4413,0,LightPoint:6694,86.220|316.540|89.920,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,30,0,0
6695,1010,0,LightPoint:6695,209.947|92.923|3.136,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,18,0,0
6696,1010,0,LightPoint:6696,303.347|95.759|3.479,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,18,0,0
6697,1010,0,LightPoint:6697,287.850|361.148|-3.943,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,50,0,0
6698,1010,0,LightPoint:6698,219.394|357.768|-3.943,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,50,0,0
6699,4023,0,LightPoint:6699,259.247|273.553|3.890,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6700,4023,0,LightPoint:6700,264.325|267.003|-3.982,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6701,4023,0,LightPoint:6701,271.329|262.250|4.379,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6702,4023,0,LightPoint:6702,274.346|290.171|3.890,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6703,4023,0,LightPoint:6703,261.568|296.659|2.055,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6704,4023,0,LightPoint:6704,243.619|279.589|5.404,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6705,4023,0,LightPoint:6705,223.718|287.113|2.358,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6706,4023,0,LightPoint:6706,219.016|270.266|-3.449,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6707,4023,0,LightPoint:6707,264.622|200.436|-0.848,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6708,4023,0,LightPoint:6708,266.974|192.270|-6.377,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6709,4023,0,LightPoint:6709,276.295|156.891|-7.923,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6710,4023,0,LightPoint:6710,276.679|149.769|-2.829,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6711,4023,0,LightPoint:6711,295.476|160.209|-11.205,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6712,4023,0,LightPoint:6712,292.871|179.428|-1.627,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6713,4023,0,LightPoint:6713,294.960|189.391|-3.694,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6714,4023,0,LightPoint:6714,308.131|212.407|3.786,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6715,4023,0,LightPoint:6715,299.742|229.141|3.714,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6716,4023,0,LightPoint:6716,308.125|229.813|-1.791,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6717,4023,0,LightPoint:6717,326.119|239.383|5.724,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6718,4023,0,LightPoint:6718,330.447|246.443|2.813,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6719,4023,0,LightPoint:6719,342.952|237.785|2.975,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6720,4023,0,LightPoint:6720,340.162|243.999|-2.931,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6721,4023,0,LightPoint:6721,345.385|222.281|5.444,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6722,4023,0,LightPoint:6722,353.531|222.744|0.716,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6723,4023,0,LightPoint:6723,319.254|207.153|5.547,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6724,4023,0,LightPoint:6724,334.706|200.216|3.240,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6725,4023,0,LightPoint:6725,337.637|204.520|-2.418,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6726,4023,0,LightPoint:6726,339.183|183.202|4.867,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6727,4023,0,LightPoint:6727,329.855|178.696|2.779,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6728,4023,0,LightPoint:6728,370.283|230.847|6.785,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6729,4023,0,LightPoint:6729,376.418|221.010|10.193,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6730,4023,0,LightPoint:6730,382.374|231.033|4.655,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6731,4023,0,LightPoint:6731,385.412|241.427|13.084,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6732,4023,0,LightPoint:6732,387.872|262.868|8.397,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6733,4023,0,LightPoint:6733,393.892|286.281|12.476,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6734,4023,0,LightPoint:6734,414.448|299.161|12.853,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6735,4023,0,LightPoint:6735,421.863|301.959|7.563,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6736,4023,0,LightPoint:6736,410.274|275.417|15.770,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6737,4023,0,LightPoint:6737,413.212|273.260|6.801,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6738,4023,0,LightPoint:6738,444.656|272.309|14.132,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6739,4023,0,LightPoint:6739,414.866|228.931|6.778,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6740,4023,0,LightPoint:6740,416.569|233.495|12.329,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6741,4023,0,LightPoint:6741,405.700|212.594|13.179,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6742,4023,0,LightPoint:6742,424.470|434.745|-13.007,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6743,4023,0,LightPoint:6743,430.518|438.972|-12.983,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6744,4023,0,LightPoint:6744,415.470|412.051|-13.007,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6745,4023,0,LightPoint:6745,417.659|406.833|-13.007,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6746,4023,0,LightPoint:6746,440.148|397.943|-13.007,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6747,4023,0,LightPoint:6747,430.265|430.611|-0.740,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6748,4023,0,LightPoint:6748,423.281|413.082|-0.740,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6749,4023,0,LightPoint:6749,450.223|427.538|-3.762,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6750,4023,0,LightPoint:6750,439.856|401.707|-3.762,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6751,4023,0,LightPoint:6751,426.082|428.029|-16.388,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6752,4023,0,LightPoint:6752,421.955|417.912|-16.388,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6753,4023,0,LightPoint:6753,426.438|407.654|-16.388,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6754,4023,0,LightPoint:6754,436.576|403.600|-16.388,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6755,4023,0,LightPoint:6755,446.585|408.130|-16.388,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6756,4023,0,LightPoint:6756,450.663|418.276|-16.388,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6757,4023,0,LightPoint:6757,446.374|428.312|-16.388,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6758,4023,0,LightPoint:6758,436.268|432.400|-16.388,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6759,4023,0,LightPoint:6759,346.754|437.238|-6.495,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6760,4023,0,LightPoint:6760,336.452|437.279|-6.495,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6761,4023,0,LightPoint:6761,346.771|420.823|-4.445,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6762,4023,0,LightPoint:6762,336.497|420.888|-4.445,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6763,4023,0,LightPoint:6763,336.604|392.956|-2.276,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6764,4023,0,LightPoint:6764,346.712|392.993|-2.247,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6765,4023,0,LightPoint:6765,346.757|369.270|3.069,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6766,4023,0,LightPoint:6766,336.540|369.305|3.069,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6767,4023,0,LightPoint:6767,114.206|436.628|-28.826,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6768,4023,0,LightPoint:6768,114.172|428.009|-28.865,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6769,4023,0,LightPoint:6769,129.566|426.776|-32.866,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6770,4023,0,LightPoint:6770,129.545|435.398|-32.866,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6771,4023,0,LightPoint:6771,145.362|434.912|-35.858,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6772,4023,0,LightPoint:6772,145.392|426.317|-35.858,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6773,4023,0,LightPoint:6773,161.901|432.051|-38.332,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6774,4023,0,LightPoint:6774,161.900|423.398|-38.332,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6775,4023,0,LightPoint:6775,178.563|434.407|-40.087,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6776,4023,0,LightPoint:6776,178.559|425.797|-40.087,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6777,4023,0,LightPoint:6777,149.587|286.549|-7.631,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6778,4023,0,LightPoint:6778,142.147|295.622|-7.631,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6779,4023,0,LightPoint:6779,141.133|280.553|-7.631,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6780,4023,0,LightPoint:6780,132.754|287.551|-7.631,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6781,4023,0,LightPoint:6781,135.023|271.519|-8.365,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6782,4023,0,LightPoint:6782,122.712|275.489|-8.365,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6783,4023,0,LightPoint:6783,147.342|251.604|-9.949,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6784,4023,0,LightPoint:6784,133.181|244.200|-9.949,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6785,4023,0,LightPoint:6785,196.667|216.918|-19.003,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6786,4023,0,LightPoint:6786,215.473|194.995|-19.003,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6787,4023,0,LightPoint:6787,212.107|161.850|-19.003,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6788,4023,0,LightPoint:6788,188.667|146.364|-19.003,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6789,4023,0,LightPoint:6789,157.262|156.446|-19.003,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6790,4023,0,LightPoint:6790,114.887|160.325|-17.456,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6791,4023,0,LightPoint:6791,111.106|168.692|-17.456,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6792,4023,0,LightPoint:6792,97.629|149.614|-17.456,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6793,4023,0,LightPoint:6793,93.446|158.399|-17.456,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6794,4023,0,LightPoint:6794,77.305|142.603|-19.550,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6795,4023,0,LightPoint:6795,75.616|151.967|-19.550,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6796,4023,0,LightPoint:6796,49.649|131.140|-17.306,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6797,4023,0,LightPoint:6797,59.488|131.210|-17.306,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6798,4023,0,LightPoint:6798,60.154|118.756|-12.128,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6799,4023,0,LightPoint:6799,50.134|116.814|-12.128,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6800,4023,0,LightPoint:6800,112.554|75.808|-15.865,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6801,4023,0,LightPoint:6801,125.374|77.603|-15.865,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6802,4023,0,LightPoint:6802,134.939|70.593|-15.865,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6803,4023,0,LightPoint:6803,137.183|58.239|-15.865,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6804,4023,0,LightPoint:6804,130.481|48.605|-15.865,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6805,4023,0,LightPoint:6805,117.745|46.572|-15.865,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6806,4023,0,LightPoint:6806,107.996|53.236|-15.865,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6807,4023,0,LightPoint:6807,105.717|66.161|-15.865,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
6808,4023,0,LightPoint:6808,89.670|74.730|-8.480,0.000|0.000|0.000,255.000|255.000|255.000,64.000|128.000|255.000,255.000|255.000|255.000,2,25,0,0
6809,4023,0,LightPoint:6809,98.310|88.110|-8.480,0.000|0.000|0.000,255.000|255.000|255.000,64.000|128.000|255.000,255.000|255.000|255.000,2,25,0,0
6810,4023,0,LightPoint:6810,78.460|101.240|-8.480,0.000|0.000|0.000,255.000|255.000|255.000,64.000|128.000|255.000,255.000|255.000|255.000,2,25,0,0
6811,4023,0,LightPoint:6811,69.730|88.670|-8.480,0.000|0.000|0.000,255.000|255.000|255.000,64.000|128.000|255.000,255.000|255.000|255.000,2,25,0,0
6812,4023,0,LightPoint:6812,164.080|192.490|-11.760,0.000|0.000|0.000,255.000|255.000|255.000,64.000|128.000|255.000,255.000|255.000|255.000,2,30,0,0
6813,4023,0,LightPoint:6813,178.115|202.178|-11.760,0.000|0.000|0.000,255.000|255.000|255.000,64.000|128.000|255.000,255.000|255.000|255.000,2,30,0,0
6814,4023,0,LightPoint:6814,155.761|355.068|-17.930,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6815,4023,0,LightPoint:6815,143.250|357.500|-17.350,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,1.3,10,0,0
6816,4023,0,LightPoint:6816,107.508|358.763|-19.605,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6817,4023,0,LightPoint:6817,112.524|355.827|-20.871,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,1.5,10,0,0
6818,4023,0,LightPoint:6818,117.260|368.900|-22.460,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,1.5,10,0,0
6819,4023,0,LightPoint:6819,130.900|380.290|-19.160,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,1.3,10,0,0
6820,4023,0,LightPoint:6820,125.165|389.463|-20.513,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6821,4023,0,LightPoint:6821,83.630|370.195|-26.810,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6822,4023,0,LightPoint:6822,78.736|360.289|-27.084,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6823,4023,0,LightPoint:6823,69.036|367.576|-26.515,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6824,4023,0,LightPoint:6824,84.666|361.923|-18.184,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6825,4023,0,LightPoint:6825,69.080|422.930|-28.304,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6826,4023,0,LightPoint:6826,65.691|415.219|-25.329,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6827,4023,0,LightPoint:6827,110.706|425.839|-32.277,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,1.3,10,0,0
6828,4023,0,LightPoint:6828,124.779|434.891|-36.199,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,10,0,0
6829,4023,0,LightPoint:6829,133.020|438.220|-33.480,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6830,4023,0,LightPoint:6830,141.088|437.812|-39.003,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6831,4023,0,LightPoint:6831,170.134|421.226|-40.975,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,1.3,12,0,0
6832,4023,0,LightPoint:6832,164.092|421.086|-40.166,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,10,0,0
6833,4023,0,LightPoint:6833,193.907|444.538|-46.978,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6834,4023,0,LightPoint:6834,202.747|447.048|-48.093,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6835,4023,0,LightPoint:6835,207.048|432.120|-44.382,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6836,4023,0,LightPoint:6836,243.450|428.505|-53.616,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,15,0,0
6837,4023,0,LightPoint:6837,226.103|411.840|-48.542,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,1.5,12,0,0
6838,4023,0,LightPoint:6838,259.997|443.046|-54.135,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,1.3,15,0,0
6839,4023,0,LightPoint:6839,253.736|446.615|-55.013,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,1.3,10,0,0
6840,4023,0,LightPoint:6840,269.747|407.417|-54.652,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,1.3,15,0,0
6841,4023,0,LightPoint:6841,269.064|437.272|-47.210,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,15,0,0
6842,4023,0,LightPoint:6842,267.411|418.208|-54.882,0.000|0.000|0.000,255.000|255.000|255.000,128.000|0.000|255.000,255.000|255.000|255.000,1.5,15,0,0
6843,4023,0,LightPoint:6843,263.264|392.973|-53.003,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,1.3,15,0,0
